delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
273964,47930,13175,6194,5371,12226,366625,28355,18930,5950,6021,11311,174637,73859,10193,2509,4958,11081,-236049,-15101,-16141,-4719,-4148,-10535,-216570,-33,-11316,2942,-2759,2200,easy
278136,104634,8758,22830,14265,18129,783122,198129,25936,19180,26083,58420,-415632,-176898,-16641,1244,-12932,-50883,-619563,-149554,-24732,-12448,-18261,-37048,-479762,45966,-10161,22153,-4261,-32942,difficult
1250878,104444,108957,68706,28192,71096,777741,648665,73252,42302,32824,60363,-660016,-589532,-63540,-40007,-29875,-55637,-109366,-531989,-41454,12784,-2398,68641,2188792,-511141,212109,106435,18377,19194,easy
1172189,127944,54327,16874,13308,62615,717752,170851,28342,32070,23094,27907,-488391,-135627,-24325,-29551,-21205,-24413,661490,86528,125039,9890,9808,137536,1190212,-79621,-22758,-25927,-17962,-8998,difficult
216371,43602,9887,29076,34750,43629,645846,86211,32343,11447,8397,17629,-316731,-61366,-18047,25525,19524,32981,-331116,7706,-21618,26856,25659,43173,-640579,-74168,-27704,507,33876,1846,easy
535156,58469,18751,20489,26379,30895,896403,107211,62605,42015,23275,28384,-172601,-35746,-22680,-23975,25343,-2227,-603767,-99150,-61057,-32480,-16365,-13193,-307374,-11330,-47824,-8124,333,22953,difficult
246195,203452,43472,13725,16741,36468,263970,154775,5587,5996,14161,52667,299749,369059,109400,13144,26241,28130,-254736,-153766,-4826,-4353,-7882,-35842,-98337,-69263,9080,14396,-10620,-40886,easy
787082,44248,19626,19449,17376,43649,1300727,98921,15212,37537,23969,33675,-1268988,-91438,-6830,-30127,273,11652,1015087,13808,-6682,-10011,-6162,-2498,-1287034,-86388,26755,-14127,-13890,20769,difficult
402835,163169,46730,28508,17194,45179,1092883,280846,27229,20132,13864,34222,-962766,-262230,-26377,-18804,-11996,-29599,-944097,-105680,45410,39845,14034,20625,-163280,14880,39471,4087,7953,41845,easy
121627,21466,14243,18551,10455,14006,1482450,110466,21989,19502,6530,37598,-1399727,-99778,-18230,-18320,-3204,-34220,-1369963,-83448,-18088,-16767,1645,-26646,-1312780,-83774,13080,32235,13334,-9909,difficult
304017,26585,10260,19606,8153,35418,363823,47162,21724,11306,6884,29120,78510,-24190,-20758,-778,-227,27340,95609,1930,789,20867,3568,2498,-353537,-39471,-14422,4811,466,-10943,easy
599504,70375,36847,51733,57680,18180,1386689,202459,62635,70056,34981,42759,-1343216,-188764,-56171,-66908,-32411,-40159,-733712,-174842,-44298,44361,20159,-23048,-284626,-32645,23106,-32423,80349,-10529,difficult
58656,18511,2453,2269,2308,8732,331711,162466,11541,14458,9576,23392,-240101,-144593,-9940,-11387,-6156,-14137,-327179,-159571,-8036,-12541,-6601,-9581,-251886,-127700,-9289,-12639,-9047,-20261,easy
