delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
417113,43771,44673,39726,9014,15398,10571,3390,58014,37288,8328,3830,3780,8966,4626,3606,-48482,-3054,19898,28989,5598,4261,1197,-898,766680,16019,52792,42803,4870,8603,10692,465,easy
39498,63154,17810,17355,9881,7269,4128,5039,56989,21109,2990,3260,3192,5355,2005,1426,-3431,95926,31685,25431,13423,6344,4941,7228,-31552,-11837,-2046,2758,-45,-2516,-695,-2,difficult
413723,246862,33411,27052,56505,18447,15769,15362,140259,19129,3622,2411,5327,4392,4598,2535,-105276,3558,462,3522,1213,11977,10882,4870,652204,451907,59116,45759,101143,16133,11460,20784,easy
51611,9424,7347,2781,5243,5575,3557,1865,306062,38137,18469,3085,3624,3750,2563,1272,-208948,-30993,-16302,-1864,-2871,-2761,-1993,-767,-299955,-26434,-5943,1256,6108,6411,3980,1952,difficult
64229,29865,5072,12072,6196,17073,3082,8111,314756,25651,17374,13015,7359,10260,4861,4294,-214875,-21959,-16365,-12205,-7119,-9615,-4076,-3887,-286179,30387,-8240,10318,4792,23241,517,11521,easy
32988,34761,6327,5419,7002,4674,6879,3844,75907,13250,4166,2977,3942,2582,1412,1906,-61498,45700,4180,7111,9139,5642,11884,5535,-24340,-2679,142,-2227,-3020,-1458,-951,-1659,difficult
184550,99478,22044,6732,17203,8223,7143,10503,118241,26265,5762,5827,4810,2677,2156,949,240807,166389,34286,6013,23893,8033,8830,4659,-108190,-19963,-1723,-4203,892,3059,1143,14448,easy
84165,7430,2246,741,1809,1349,588,419,82418,34168,6694,4800,8355,4126,2519,2131,5791,-26364,-4268,-3803,-7259,-3709,-2246,-2030,-2297,-27112,-4628,-4316,-5834,-1845,-1616,-1394,difficult
77798,25014,6703,16187,1582,2188,889,987,58542,39330,5488,3366,3080,7431,5797,2585,32622,-20221,910,19762,-2142,-4902,-4911,-1483,5889,-8411,1519,5880,-854,-5584,-4905,-1713,easy
186632,35866,22098,5358,5028,3564,1206,1019,1180182,118743,18322,18470,14047,6860,2825,2966,-846331,-56918,17411,-14667,-7578,-4227,-2448,-1758,-1140770,-108836,-9859,-11557,-10461,-2366,-790,-2136,difficult
