delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
741268,183870,41725,26612,7006,79636,47272,22706,963038,691875,52185,1071,6634,-40066,66890,-10160,-607343,-176525,-38346,-15327,-4189,-70447,-29734,-20428,difficult
372675,39553,6682,5545,7256,23163,25933,12174,145100,19943,13279,345,-6233,-19838,-17143,-5460,-218238,-11420,364,-4022,-4872,-17430,-22239,-10258,easy
711060,133231,19212,10435,5876,21730,24106,15987,428548,-53479,39327,-7276,37481,7338,21328,1458,-493560,-120092,-16355,-7603,-3412,-19146,-20408,-15065,difficult
302456,52632,11691,6874,4515,6592,11248,2472,900201,101885,27296,20136,11331,18462,21975,8863,-270552,-43514,335,30111,19221,21575,30117,15231,easy
442301,83989,27999,6095,9728,5618,8964,5080,434575,181247,-14614,5044,746,5471,-6717,-1902,2308736,389542,27387,-1801,29356,6913,31120,2882,difficult
204240,29580,7492,10842,6458,11300,19960,7273,-122304,4988,5860,-3284,-2096,-4441,2928,-4943,966026,384747,17507,7630,5055,37130,32824,6126,easy
406449,214165,18468,6525,8287,17512,22185,4506,-180228,-166891,-10527,-4563,-6598,-14152,-9763,-2306,758648,314856,28697,29196,10047,497,20562,11362,difficult
327624,89885,12168,27612,19031,30586,30165,13757,-78478,14323,-635,-11916,-14525,-24191,-23636,-9544,-235656,87919,-5077,-20869,2682,-3698,-3928,2619,easy
621452,95332,51259,4785,14217,10436,12102,6581,-243012,-66422,-48190,2039,-8339,1005,3219,3272,-420205,-16259,-36387,3051,-10988,5115,-7772,4673,difficult
392683,83147,22175,8185,5416,14906,11607,6568,-68366,-59016,-16030,7192,1020,-5361,-4712,-1867,237749,52450,118506,1794,-530,21147,17134,21048,easy
1787388,297699,41489,70342,18729,26168,24652,12255,-994328,-228117,-35382,-61470,-14298,-20422,-13658,-9205,-798722,-215786,-31937,-65296,-11006,-19916,-18437,-9159,difficult
1215853,408002,38999,40414,28653,34173,47661,34627,-1130328,-387361,-33102,-37104,-26435,-20640,-44415,-32228,-1130328,-387361,-33102,-37104,-26435,-20640,-44415,-32228,easy
325944,51746,23679,15180,5254,4783,5577,2626,-168463,-24281,22100,-11113,698,-1607,6271,-752,1291976,181540,6184,-272,-748,4532,13656,16496,difficult
1358975,142274,15416,14564,16034,36685,49646,30965,-1266401,-137843,-12959,-13061,-14417,-34993,-45424,-30316,62249,-84041,10642,29302,-1878,-5252,7882,-6535,easy
219616,15929,8422,21721,7188,16081,14582,5218,259476,162175,33865,2011,15391,-4680,24958,18652,-205373,-8879,10703,-441,4951,7570,2074,9617,difficult
1058261,467433,36486,31275,32275,52814,41329,18881,-228329,-248776,18629,60935,38804,-23804,-8163,860,-897646,-415220,-26587,-27925,-23908,-47904,-9418,-9602,easy
1003206,93297,26552,24903,10264,29074,14960,16091,187408,-33513,-20494,-19979,-7634,-20892,2440,-11028,-33808,516275,-1148,-14338,26470,46040,120770,4245,difficult
1978705,907530,82492,24200,36212,67134,31429,23876,-302800,-815337,-70418,-15749,-11775,-11507,52614,-2645,-1508865,-695816,-76688,-5745,-30177,-52757,-19268,-19634,easy
175049,40914,3132,17469,11087,20923,32529,6125,15147,-21826,1488,-12689,3314,-15679,-27178,-2386,506063,3107,3914,-16191,-6847,-16295,-24893,946,difficult
196445,78371,13688,9458,14172,15441,54469,9402,-94942,-68026,-9730,-7957,-11995,-12032,-51825,-8678,143659,38535,5011,13722,-3505,-3002,-27796,5357,easy
231359,107494,26861,8449,10641,6252,24322,3502,607401,10800,25148,33627,31595,20930,-8505,4747,234909,7741,66189,13162,12866,3496,25331,-237,difficult
947119,180233,36285,25691,12344,35154,29086,13667,-686098,-153835,-36013,-20021,-8062,-31516,-23993,-10415,-349320,-53452,-19426,-16987,8888,16602,120775,14215,easy
2453861,53412,68376,27132,43372,112021,34342,19242,-2123149,-15676,-55975,-25490,-39919,-107950,-30335,-18102,-2123149,-15676,-55975,-25490,-39919,-107950,-30335,-18102,difficult
636748,310984,34211,11737,26642,33564,77161,23624,-229929,-233136,-18639,4232,799,-16759,-55994,-10400,-252507,-302220,-21710,-2926,-24306,-28387,-72051,-22080,easy
596285,41487,8489,9397,14021,39754,60901,14636,-509139,-12780,-783,-1790,-10309,-33659,-54207,-11059,-135244,-19508,-2666,-8198,-7180,-37130,-49837,-11640,difficult
162103,16386,4275,6503,6208,14724,9192,4715,-97907,42023,33874,7028,10060,579,-1761,14273,1594144,221336,43970,9306,12855,10957,22926,6291,easy
1201121,170674,51634,89411,41881,38593,27798,7056,-889215,-131837,-32348,-84130,-37736,-34886,-26379,-6371,-1134536,-100408,-41660,-87401,-39825,-35871,-25709,-6438,difficult
662945,367548,67196,133039,244683,116804,43082,16386,-618930,-358746,-52291,-131076,-238436,-114294,-37571,-14486,-514229,-218199,-48135,-127001,-227148,-101609,-28145,-9800,easy
614761,36394,8178,8209,7977,5055,2561,1735,-506181,-23270,-5664,-5108,127,-1547,2425,1931,-519429,3576,16126,9664,16288,1574,10493,6443,difficult
99420,68854,17931,12321,23581,19058,8578,13344,82138,57079,-11949,-569,-12469,5004,17254,-8126,-56491,-62191,-15186,-567,-13094,3750,2253,-9178,easy
306404,34929,5045,4037,3472,1572,6809,1175,-244872,-18813,3792,-2385,-2249,410,-4615,-741,-86306,155763,13871,9616,-141,5907,2600,2105,difficult
97260,26295,9241,2813,3641,10610,14895,4160,253533,118313,-3737,9031,17129,5746,9883,2226,-95203,-21760,-7556,6983,6981,-2273,-9753,5834,easy
431634,375739,33800,54925,9049,16220,13452,5121,-224840,-318840,3776,-1018,60093,11323,4398,13960,848737,-41894,38757,-12282,1182,-162,40995,15025,difficult
137238,31609,11106,6208,6213,14004,10574,4575,2430912,71349,17811,67129,23026,24786,35100,5784,2430912,71349,17811,67129,23026,24786,35100,5784,easy
172744,44565,11546,3503,3491,9970,13103,3452,230917,114288,-7750,8274,3705,28249,-1027,21486,687579,13814,-9719,3545,25227,15011,42848,17458,difficult
125761,21264,6749,9858,8354,9977,9885,7682,28422,37984,1785,-3828,-1553,28334,9942,3421,208514,77660,-404,792,-997,-5026,-5610,-6634,easy
186152,57614,18845,15198,10539,15861,9053,10263,-116596,-48238,-15663,-13900,-7745,-11794,-4218,-8741,-34960,8748,23572,26732,63,-4657,73,-5253,difficult
20173,37271,11971,9046,12035,27704,24762,9445,35335,-6008,2375,-2627,-3630,-19105,-22418,-7742,35335,-6008,2375,-2627,-3630,-19105,-22418,-7742,easy
1237023,513444,181416,47421,25270,36565,38099,29341,259902,406310,66719,108380,27577,40835,46287,1727,1084843,-309986,-117090,-3942,-10547,7170,-7029,-14840,difficult
573785,62279,7267,5012,10503,15998,22172,15801,-280601,113590,17511,27729,-3625,2953,-13008,-7444,-280601,113590,17511,27729,-3625,2953,-13008,-7444,easy
57226,25612,8085,6317,10886,19705,9246,9658,1061315,106590,28306,11224,4076,13246,7654,2819,-30638,-20255,-5584,4519,3350,13291,-1856,1936,difficult
