delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
105123,11562,3522,4824,2068,4261,2017,2063,726843,65446,5453,15353,11072,6862,3150,3408,-717821,-62790,-839,-10736,-9979,-1575,-89,-1625,-525619,-44978,-3024,-10322,-8029,-3627,-2178,-1065,easy
95492,62580,13298,2543,3687,4462,3495,1956,1053756,137609,193493,72428,64750,39281,15412,8456,-1021467,-87842,-172688,-68680,-61438,-34786,-11347,-7232,-895061,-62216,-187702,-71090,-60689,-34852,-12488,-5769,difficult
190588,38789,18213,8147,6606,7142,3057,1321,569862,145379,25990,19672,15963,12632,7880,5559,-511602,-117372,-24918,-10246,-10375,-5759,-5612,-4066,-246946,-95809,9364,-12805,-8339,-5222,-4034,-4410,easy
178237,43316,5006,5372,2306,4717,3063,2191,1050996,223135,117977,130581,45403,21364,11219,19976,-775174,-169679,-116826,-124718,-41874,-14719,-6073,-16119,-970344,-189959,-109116,-125700,-44321,-18576,-10239,-19452,difficult
342378,23832,9229,11486,6500,10275,4569,18141,694714,167714,7335,24494,13199,18519,9230,10981,-25759,-137345,3106,-17488,-10160,-16037,-8385,-9381,-678913,-150419,682,-8528,-3239,-452,-938,23700,easy
915299,55162,15037,8372,3276,5853,1781,970,596897,43626,17490,14664,9333,13875,6545,3132,1171076,48486,9744,691,-3574,-2879,-3707,-1772,-534273,-25415,-14651,-13275,-8541,-13165,-5821,-2552,difficult
390489,87443,18741,12723,6895,8717,12782,8465,840679,58200,48484,10577,4113,4364,2879,2764,-104290,94488,-12469,13959,8181,12074,22493,13290,-796091,-36003,-47018,-9667,-2618,-3369,-2688,-1889,easy
281248,244847,200241,70848,28019,35749,13644,14394,796919,166793,37670,9747,7602,9302,4170,7315,-764731,-152461,-35640,-5825,-5244,-7803,-3542,-6843,-266611,308569,360781,128026,46078,60696,22490,21000,difficult
47287,5998,1906,2719,3845,6928,7374,3760,294770,151461,38772,21464,10247,15902,6126,6075,-288537,-146511,-35671,-17580,-3196,-3066,7889,714,-206430,-144416,-38062,-19910,-9608,-14883,-5393,-5344,easy
125498,12684,6126,1988,2913,2065,799,764,569293,267849,30774,28516,17548,14677,9201,7564,-480252,-259705,-25209,-25206,-15790,-12953,-8452,-6798,-407339,-250625,-24087,-27851,-13480,-12271,-8353,-6803,difficult
563537,111794,72062,22301,33374,14194,10512,6652,743188,242577,123113,48240,19556,23496,12305,10214,154082,-45212,10682,-7579,41230,-768,5281,-1198,-513385,-216355,-112784,-44300,-13595,-17837,-8867,-5927,easy
1317134,50663,93081,12736,21352,21293,7565,9603,1006823,155642,17698,21127,17978,19320,30407,11107,1568692,-73996,142318,-1580,23568,20598,-18817,6894,-948071,-135962,8448,-15203,-16821,-16653,-26868,-9902,difficult
544321,48427,8610,1978,3998,3573,2091,2454,851104,40627,10026,7453,13861,11021,7054,6791,183200,12214,-4023,-4452,-9375,-8212,-5698,-5843,-796766,3385,1190,-6498,-10352,-6684,-4228,-2832,easy
760295,295620,67426,17685,63480,22134,15699,14131,549511,124551,34428,40636,17034,19179,14790,12621,3534,297801,51438,-21191,17637,-1271,-1703,4381,418033,44336,14557,-24711,75254,7181,3520,-1361,difficult
68375,16235,5534,2503,2688,1793,1260,1875,611580,121925,11674,20165,9760,4378,2906,1932,-522336,-113355,-9107,-18072,-8226,-3444,-2246,-1250,-564074,-98025,-3173,-17252,-5919,-1727,-1046,1136,easy
223600,41117,7875,6495,4258,12839,5294,4234,859480,50328,18084,18964,16156,20695,17074,4822,-839236,-38814,-14341,-14306,-14697,-16856,-15715,-3191,-432524,20392,-6078,-10632,-9099,1143,-7846,2015,difficult
165172,32498,7330,4433,4638,11142,2516,3018,201673,51092,6748,3651,6635,6981,2429,1534,114578,-924,3831,2675,-1665,1119,77,2498,-187580,-36264,-2667,-1111,-2330,7203,96,469,easy
281259,88087,14673,9255,14097,17525,11052,5338,136679,91170,11093,5166,5225,6254,2675,1767,46832,57240,13372,6253,12035,18282,8768,2274,242328,-63407,-6213,1924,5709,4259,7985,4867,difficult
