delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
212900,93387,22795,11691,12609,10659,8698,3114,-6742,-30634,4443,3694,-377,1363,592,-333,-179719,-76329,-18039,-8150,-8069,-9032,-7091,-2650,-97581,-58197,-19835,-10641,-6073,-8434,-7206,-2153,579917,23584,-14924,35482,5648,-2103,655,-278,703490,17102,-19099,-3037,-3402,-4754,-5879,1100,-172977,82138,677498,123573,-45695,18132,81781,-6482,-22482,-1796,4911,-4175,-11844,-2491,46123,-38519,-7692,1996,11721,-9050,-10395,598,6331,-2651,-7683,-115,7861,-6534,-2317,497,1875,1378,easy
858279,240123,41768,24658,18168,16049,13325,12518,94440,164538,51499,33048,10956,-8858,-4257,-437,-221178,330581,117793,-4378,5350,10838,3336,18941,-739096,-223831,-39378,-22735,-16337,-14570,-11723,-11806,-752770,-214979,-28355,-10059,3856,-9561,-7375,-9525,-778715,-217111,-32793,-22945,-16171,-12827,-11521,-10900,-315618,-517918,-13674,-25945,166043,-554412,8852,-2132,66294,-157171,11023,-4438,-37426,-18357,12676,-12886,-5606,-21687,20193,-20027,19696,-25408,5009,-3266,7593,-15059,4348,-4146,19378,-30747,2281,-1375,difficult
128161,56052,23799,8001,9915,8674,4185,3552,7429,179735,17959,17761,1778,1882,-315,-733,-93925,-18609,-18149,1744,6768,-103,-632,-1320,-122289,-27971,-17976,1640,-7480,-6312,2474,-1303,380774,-2549,-15259,-3670,-3700,-2898,324,1054,-35534,-43921,-22295,-4872,-8380,-8079,-3443,-3138,-101354,-28364,503063,-416308,-198344,-9362,25422,-41372,-36108,173,2717,-7036,-16017,-104,-5310,-1202,4990,-14248,3780,-4680,-1985,-6209,3414,-5181,-317,3106,-2150,-3767,-587,17,2357,-4192,easy
864882,74060,29230,22627,20035,15110,5492,4780,-634088,-36603,-27524,-19006,-18944,-13022,-4550,-4536,-680757,-36418,-21138,-17233,-18287,-13275,-4813,-3682,-741166,79984,10608,-161,-14927,-3514,9727,-1439,-775773,-28449,-13113,-13893,-12066,-13559,-2293,-3520,-415471,-48235,-17669,-19223,-17901,-12211,-2231,3081,-46669,-60409,-34607,360302,185,116402,-108433,-19786,6386,31746,-23721,-4556,1773,17072,-13732,-5330,657,3360,2861,-5835,-253,9761,-10045,1348,-263,14540,-12020,62,854,2243,-2081,6601,difficult
800640,177063,73377,13965,26206,12903,10517,6685,-125015,-62925,-65488,33213,-8345,-52,-2489,8358,976700,330983,-29900,17431,-5278,1212,-1787,3209,-585748,-110730,-55883,-11621,-22666,-11709,-8225,-4914,728254,-138169,-65191,-9508,-20853,-5470,-3072,2112,-612066,-120408,-61222,-6349,-18431,-4367,-3375,-942,1101715,-1562448,1314002,-1340320,393908,-441713,-27439,17761,35588,-25983,-9308,3969,-15782,-29052,2113,3159,3067,-17388,1813,2422,1264,-12921,6239,1103,702,-6438,5153,-303,-5149,-8123,7026,-3054,easy
226067,12296,8596,6443,5593,6702,4505,2120,-217733,-9134,-4208,5109,-792,573,2384,489,-9945,14041,1773,10334,1846,-3604,-3059,-1213,-7772,22555,-5830,-4651,-3881,-3858,-2358,-1350,1162107,66019,7480,1320,870,328,988,2090,1495963,114396,15070,-1701,-2643,2451,671,2116,207788,2173,1169879,333856,23175,8514,43464,48377,5981,-7603,13310,7590,5225,-14985,5971,-3021,2638,-5727,4751,-3513,-4177,-254,4186,2123,-5443,701,3346,-317,-1702,-137,3440,26,difficult
156050,18875,22341,9135,5919,4295,4580,1305,437840,47418,15019,1320,6137,2951,-427,406,1228031,335256,241,-2293,8426,1377,4948,2894,145326,66777,4278,6148,1463,-532,1387,2314,552559,70778,-15776,-6071,1044,-78,-2204,-296,509492,71801,-11693,-889,-3945,-2190,-3014,-426,790191,-1082705,407233,-43067,287838,-268479,4001,1023,-14778,4037,-20054,4083,-3613,8441,-12219,5182,2289,-6963,-419,-4989,-1574,-1909,454,-2112,5375,-3561,-3591,-810,2488,-580,-2610,-130,easy
252879,36233,18422,6570,8218,4675,5362,1469,-148885,110310,38385,16564,-2361,3769,1984,1461,-124834,1496,-15773,-5428,-2154,-1235,-3366,-741,-162263,40437,-13361,-5636,-5018,-2855,-4233,-256,75768,5610,-12408,-513,-4405,-2049,-2704,-791,-217428,-31927,-17270,-6045,-7264,-4014,-4884,-1290,24051,-37429,238031,-293196,-108814,38941,-34827,-37537,-54158,2412,953,-4862,-21992,-208,5123,-5532,207,-2864,613,-2859,-5004,-1620,806,-1965,-5350,-867,1529,-2180,-2202,485,-535,-499,difficult
662479,130782,28987,15587,23966,16646,13325,5471,177260,-46839,3228,-2661,-10180,-10468,-10428,-4214,-545097,-88142,-26710,-2494,-21341,-14670,-10696,-4369,1285972,22514,42443,46605,-17914,-5650,-3446,-2292,-360864,41343,-27769,-4661,-15343,-10901,-226,-2573,-554601,-116711,-27655,-6830,-21872,-15414,-12611,-5152,-722357,1831069,-1646836,-193737,-41303,110656,18829,-158054,-29938,69153,-70212,114,167,49099,-51266,-2169,-11161,3427,2571,-6529,-4202,9020,-5251,-4513,-268,7250,3220,-12385,-155,2077,-281,-2579,easy
93853,44962,21330,14417,6918,8094,4001,4054,-36827,-27293,-11494,-4405,3020,-5749,-2033,-1792,164166,224528,-9964,-10249,1238,4752,12880,2300,548446,135065,-3715,-2014,58955,3048,1769,-44,581386,42793,-2664,-9057,2709,-3148,-2549,-2700,-65450,-29262,-20371,-13633,-6341,-7837,-3567,-3843,200993,384280,32940,-646836,251821,-89463,-92272,-72055,1530,6249,1051,-17707,-5844,8235,-7043,-4576,-1782,57717,-56246,-9050,10501,-1704,-6196,-4689,14913,-11111,-4318,-1018,4092,-2344,-2656,-1143,difficult
