delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
196421,40225,8727,9412,15207,6979,3123,3614,-34393,-35879,-7265,-9042,-14085,-6183,-2771,-3349,-189871,-302,5439,-4994,-1642,7107,8127,1702,-149709,22665,11203,-5835,-8102,-3687,-1696,-1593,-181482,-30113,4426,-7834,-13539,-6182,-2800,-3141,-40489,65632,95391,42525,585,13367,6542,6851,-155478,40162,-31773,140993,35577,22967,-52778,95745,12704,5764,-6777,90965,4048,-841,-1999,50359,12443,-6460,-5437,14124,13290,-10794,-2495,19549,10898,-9823,-1104,9342,5051,-3295,-1548,9992,easy
442070,40961,43141,25078,21838,11336,6339,9350,285857,17724,35299,-17743,-9810,17263,-622,-4504,1047632,403948,36068,48623,23979,41268,27987,-3386,-372992,-2507,-1309,-16908,-7457,4974,7192,-5895,-320419,-21585,-35679,-12108,-17257,-9001,-5056,-8642,-174597,635576,4060,18278,-7691,-5321,4157,-3895,761775,-1420624,52573,145822,386224,-406455,-19078,657161,769,-37377,-34370,39739,66366,-65531,4800,30386,33789,-31436,-9800,9566,24005,-36294,-13975,3680,28609,-20795,-12248,9213,1118,-2509,-2747,4747,difficult
1089289,220540,25870,30134,53594,18327,10011,8519,-499614,-193526,-17292,-25975,-49364,-14263,-6904,-3122,-1064436,-216402,-23037,-28005,-50862,-16834,-9449,-8173,-957550,-205925,-19983,-27085,-49123,-13880,-9118,-7269,-878020,-142946,-15201,-13810,-23273,5483,5491,-80,-691257,-111459,16977,-18799,-44802,-9661,-7710,-6402,-564822,106886,79530,186763,-22876,10477,62979,31487,-5745,3054,4782,32178,-2030,920,13275,-4989,-1498,1739,25850,-21529,-2571,2954,19363,-15144,-2545,331,14609,-13201,-5051,904,7189,-6322,easy
571342,119618,31141,48714,26612,13902,10991,7843,-28888,22620,-18541,50867,71041,-2683,1640,1828,1070588,360630,5533,-1247,11790,18437,8024,187,-70288,-105416,-19907,-8773,-12412,-8377,-7837,-5928,144261,-35530,-22889,-38737,-16104,-10230,-8829,-5988,1646616,39268,-10018,1569,-13455,23326,-3353,1053,1099476,-1140876,214549,1502355,338010,-466046,69886,74798,24074,-25440,-2982,12871,-52114,-7526,-29964,40306,-59251,-24202,-3692,2649,21120,-26814,-1853,33556,6384,-15861,-992,5476,-1641,-6115,-60,7041,difficult
423495,112682,14046,15315,13449,10828,3387,2884,290660,50142,7076,20665,166,4703,3776,3637,-378883,-102541,-6897,-8025,-6296,-9111,-2749,-2160,710931,-65691,146,-11461,-847,-5621,77,-142,-368548,-67857,36321,-342,-3563,-511,-976,1635,-225160,-48124,28273,5976,3894,13491,3272,3788,-669543,1089814,-1079479,143388,-152683,36850,-2166,19733,-13973,7043,36175,-8048,-28690,-3436,11119,6318,-6462,5449,-2716,7457,-13814,3490,5110,14002,-6525,2826,-1053,4248,-5797,2018,1777,2153,easy
568734,74404,24169,27741,21760,22232,5715,3186,-429018,-17382,9768,379,3243,1942,20092,8700,-401972,103399,20114,-13011,8596,-10518,993,5794,714650,-30269,-7694,-13362,-10676,-15307,-3574,-1618,-424686,151079,102798,15037,13102,-6201,1980,5364,-35909,268792,20231,-13400,17352,12307,-997,2346,27046,1116622,-1139336,388777,120781,-133668,181348,117713,10346,-27808,110492,-82567,-13390,-351,28399,-28437,5353,-19272,23778,4250,-12460,-4789,9106,18508,-19099,-4567,5554,-2977,-2906,-7412,6982,-3018,difficult
1230761,279418,53249,63173,50602,40173,19330,8051,348199,-114889,-16044,22754,1265,34632,-10678,-5169,-893175,-251414,-28480,-56714,-40709,-29784,-11118,-5675,-1065782,-95204,-44464,-34893,-45239,-32124,-15778,-6150,-883046,-233283,-3004,-28349,-41997,-33589,-15300,-6168,-1169650,-275441,-50228,-61754,-48144,-37815,-18924,-7863,-1241374,-172607,182736,-286604,-136525,156210,-138079,-42158,-12436,-15984,41460,-47224,-79468,21821,6544,-33405,-41974,-4530,3242,-6147,-64416,-2340,-1465,-4226,-440,-4660,478,-3624,-506,-475,-18,-1695,easy
761860,132516,39366,31492,21509,21413,21963,8021,305849,-46083,-11132,13232,40280,-5952,-8243,1497,-691330,-97089,-30818,-17539,14567,-5234,-14184,-4688,892990,182287,-19549,5866,18434,877,-9486,-3249,-484352,-69233,-30757,-22119,-11369,-16816,-18538,-4743,-753886,-125217,-27350,-25385,-12691,-7397,-11062,1099,-997179,1584320,-1377342,-269534,-51006,279376,-251520,-55984,-19686,11269,-11208,3407,-30771,23405,-27985,-3266,-25713,3867,-29803,-1322,718,6111,-17693,9419,-5941,4698,-9052,7476,-6185,1439,-1494,5842,difficult
580586,158919,30579,19166,23208,15176,9709,3743,-388987,-30212,-3650,2761,1102,-8740,-900,-500,-39812,-40666,44834,27389,13729,38838,2156,6430,629832,97545,55520,18737,14224,3784,1925,4056,-281615,-83666,-23952,-10826,-6924,-9753,-7481,730,-539059,-135269,-16469,-12875,-8273,-11620,-7299,-3141,349175,669644,-911447,-257444,-10454,138211,-181211,-51603,48484,10686,-79472,7483,24628,-8652,-29563,-2049,12627,495,-21148,-1349,47578,-35054,-13537,-1867,3056,-231,-9406,182,6930,-2374,-3326,-3871,easy
537812,134643,21062,10231,15438,14769,10834,5053,-459834,-120672,-18615,-7664,-13636,-14040,-10418,-4744,155125,-127423,-13466,-6793,-9248,-12188,-9877,-3879,653008,440357,29255,46093,55397,35742,7457,21644,-305818,-63208,-15107,26864,9941,344,3701,1621,-434231,65252,25698,6032,1979,-5358,-1150,8376,614959,497883,-958826,-128413,-6751,567780,-503565,128460,5149,42721,-44362,40805,871,52886,-19229,-20832,4388,64645,-45456,-7962,1852,47930,-35398,-5702,541,17334,-3756,-4851,865,25523,-20023,6755,difficult
1355115,246148,25550,41935,21726,29169,14151,8462,-1263586,-215533,-18200,-40176,-16897,-23695,-12529,-3988,-1341710,-227415,-18510,-31535,-12846,-17405,-3903,-1726,-1274208,-220269,-20942,-36590,-17621,-24447,-12887,-7542,-1235084,-200295,-17336,-38809,-20274,-27849,-13683,-8107,-1287277,-236110,-21906,-40536,-21096,-27276,-13161,-7875,-78124,67502,39124,-52193,-11882,7146,19974,-35815,-310,-2432,3606,-4570,8641,-5055,-2219,-1727,4051,-4775,-2653,-822,6290,-7042,-3402,573,8626,-8984,-796,522,2262,-5816,-565,232,easy
297129,507266,26588,42612,40141,15115,10100,8108,370917,-366085,6589,-27413,-14674,-866,-3547,1548,-68162,-469726,-12534,-36518,-36365,-12653,-8825,-7462,-220539,-478609,-23710,-41129,-39040,-13654,-9478,-7672,950810,682579,89198,-3461,31238,9771,10837,112,-205353,-471399,-16155,3815,51324,-1981,-7126,263,-439079,-152377,1171349,-1156163,-103641,-8883,1161188,-1153978,-19123,-11176,112908,-105353,-9105,-4611,37668,7276,-21691,-2675,70278,20086,-11787,-1001,23425,-11752,-5278,-653,20315,-17963,-9010,-210,7784,151,difficult
985973,265589,75626,28287,40489,14939,9018,5392,-673808,-196379,-47433,-19166,-29623,-11615,-5289,-3706,-935358,-215339,-35492,-22933,-2283,-10482,-5731,-3099,-857223,-237413,-72670,-24419,-38040,-12767,-8194,-4866,-570021,-223018,-74932,-25028,-30623,-9313,-5673,-3782,-646217,-221262,-53967,3270,37018,2951,-1013,9044,-261550,78135,287202,-76196,-18960,-22074,14395,1756,11941,-37178,-2262,20965,-3767,-1486,-609,28298,27340,-35757,7417,67641,1133,-2285,3454,12264,-442,-2463,2521,4660,607,-1767,1084,12826,easy
695092,256792,17877,30239,22010,16379,6786,3519,11822,-54954,73918,-9504,110823,23020,30889,14937,-461796,-152251,-10302,-15574,-17114,-14227,-5727,-2814,580161,338344,13641,41021,42527,9033,4369,6188,-482021,-242996,-5485,-27051,-19018,-15045,-6068,-3162,-386023,-213338,-10744,-10399,-15723,-11581,-1221,-1546,-473618,1041957,-1062182,95998,-97297,490595,-581340,29658,-84220,23943,-19126,-5259,-6070,56595,-68072,16652,-127937,59641,-61545,3295,-37247,23260,-24078,3464,-36616,10096,-10437,4847,-17751,9002,-9350,1616,difficult
279713,37959,11022,15173,7926,9104,2590,2012,-123391,-579,-6789,-9122,-172,-6781,-1573,-1639,-122831,50563,19762,29977,10050,-4073,471,4743,616614,10826,-7186,-1495,-3004,-5454,-942,-778,-158941,25477,68234,5688,21631,1886,5830,1424,-167223,-27017,-6365,-10280,-5225,-5637,-820,-1361,560,739445,-775555,-8282,51142,-39737,14651,-52494,26551,-26948,75420,-74599,39099,-31472,7183,-15968,10222,-13054,24635,-26856,2708,-1381,7340,-7523,2044,-1413,6772,-6650,6382,-5521,2202,-2785,easy
1138124,150913,32823,60327,18582,27478,10953,9481,-96433,-87331,-16863,-47953,-12988,-21365,-5320,-5140,-1092917,-75518,-19990,-56405,-11620,-20649,-7466,-6332,-65486,-97897,-17906,-42564,18036,-9144,9573,2967,-1019092,-121737,-29890,-56733,-10078,-23643,-6975,-6127,-930000,-101509,-16598,-51982,-13863,-24259,-8435,-8219,-996484,1027431,-953606,89092,11813,-22379,-23840,20228,-3127,2084,-11984,13292,-8452,13841,-14169,4751,1368,29656,-28114,-3785,716,11505,-14499,-616,-2146,17039,-16548,-1460,-1192,9299,-9094,-2092,difficult
240574,33934,9523,10943,9171,6673,2704,1670,-101512,41404,39345,15901,19408,1817,11647,4084,189685,380466,6205,10127,12709,18348,7288,4862,3637597,464121,38542,110585,206069,122218,64444,19075,-135099,281,-9136,-2828,-6636,-4705,-1896,-1365,201291,-22724,-6805,-9503,-7061,-5024,-1214,-1472,291197,3447912,-3772696,336390,339062,83655,-463840,-23005,-33140,32337,-47678,2331,-5774,100458,-113413,-6675,-6699,193360,-212705,-425,16531,103870,-126923,-319,-4359,57156,-66340,682,778,14213,-20440,-107,easy
179329,25075,16637,6916,10406,7081,5599,2986,-87177,34033,-4297,20308,10836,2554,11890,8665,2044088,204090,16033,22129,31235,39372,12858,12283,-166171,13145,-14016,-5799,-6323,-3274,-4930,-2317,1090887,119287,22652,9618,22629,7529,4872,9906,63175,225124,138347,131270,75217,10557,10270,5643,2131265,-2210259,1257058,-1027712,170057,-190945,106142,105837,20330,-30049,36668,115695,1821,-27928,15417,121652,20399,-37558,28952,52588,36818,-42646,10803,3028,968,-17788,9802,5398,3618,-14600,12223,-4263,difficult
207848,32429,4904,7640,4486,3609,2050,2856,401951,42164,13459,12098,799,18365,1651,3335,-127869,19239,13364,2413,-207,583,-741,-1820,-145142,14228,12674,41321,11913,8756,1732,2328,724870,132999,14772,-3338,8978,4303,436,-15,73492,-861,6247,-227,9595,3584,1018,2466,-529820,-17273,870012,-651378,-22925,-5011,118771,-133860,-95,-690,2098,-8525,-9685,38908,-44659,3111,-1006,12120,-2935,617,-17782,8173,-4453,-719,-2392,2473,-1296,582,-5155,4148,-2343,2481,easy
211975,69165,51816,22753,8576,15305,5260,3429,-32952,-34036,-35459,-18514,-974,-10209,2456,1582,-171248,28573,-4367,-14850,2259,-5297,2468,1240,-171248,28573,-4367,-14850,2259,-5297,2468,1240,-162069,-31354,-6055,-14717,1541,-1545,60,534,269002,-38270,-42673,-19121,-4194,-13532,-4040,-2397,-138296,0,9179,431071,62609,0,-59927,-6916,31092,0,-1688,-36618,3664,0,133,-4404,3233,0,-718,-5735,4912,0,3752,-11987,12,0,-2408,-4100,-342,0,-706,-2931,difficult
982264,197456,71885,20801,25771,24200,13979,7598,-693102,-173263,-69212,-17765,-23073,-21436,-13201,-6906,-756543,-177835,-69531,-16792,-23750,-20961,-11861,-6384,-749041,-186693,-67992,-18693,-24786,-23598,-13445,-7154,-720811,-182565,-65127,-17325,-23096,-22344,-11800,-6434,257704,-157060,-31846,-5471,-8625,3697,-5513,-4494,-63441,7502,28230,978515,-4572,-8858,4128,25505,-319,1539,2865,33281,973,-1901,1368,11854,-677,-1036,1690,14471,475,-2637,1254,26041,1340,-1584,1645,6287,522,-770,720,1940,easy
925297,94286,82281,16022,41248,28261,7253,6517,1773929,1661242,-5166,58175,74033,61915,7865,4683,-775933,-1922,-61113,3290,-35375,-21043,-4175,-4746,-731747,-83727,-79426,-14087,-38091,-24561,-6601,-6050,467958,-40647,-63625,2192,-12897,-10835,-1635,-3561,-766619,-88604,-78767,-14760,-40623,-27445,-6262,-5961,-2549862,44186,1199705,-1234577,-1663164,-81805,43080,-47957,-55947,-18313,15801,-15142,-54885,-17377,16279,-16952,-109408,-2716,25194,-27726,-82958,-3518,13726,-16610,-12040,-2426,4966,-4627,-9429,-1304,2489,-2400,difficult
235404,50018,7588,11225,8301,7652,1842,1032,408834,228217,4292,4253,1878,1022,3626,4262,-165581,6763,5790,10251,-1045,2613,3654,1799,-129813,-7559,3911,-1175,-1674,-5486,83,-419,-155158,-29772,46757,24212,994,312,362,400,-64952,82640,33729,23175,26663,5668,4707,2088,-574415,35768,-25345,90206,-221454,-14322,-22213,112412,1498,-1879,42846,-13028,5998,-11426,25387,-1037,-2923,-629,2668,25669,1591,-8099,5798,5356,28,-3571,279,4345,-2463,-2218,819,1688,easy
331063,97496,37249,23696,15895,13317,8924,7291,1805783,26474,-790,-10230,-8193,10139,-2912,-2109,715984,-20097,-15880,-10522,-10124,-6908,-5870,-3943,-253055,-53601,-15039,-20148,-5346,-7451,-7235,-6069,-295700,-79025,-30002,-21769,-12170,-8401,-7297,-6404,-213400,-42518,7296,4252,-8804,6063,-1694,-3169,-1089799,-969039,-42645,82300,-46571,-33504,-25424,36507,-15090,841,-14963,37298,-292,-9626,-1621,26021,-1931,4778,-6824,3366,-17047,-543,-950,14464,-2958,-1365,-62,5603,-1834,-2126,-335,3235,difficult
395502,110304,39389,20315,21273,10750,3753,3163,-273022,-60056,-19278,-11083,-13597,-6495,-1557,-2158,-238730,-75081,-18421,3481,-6405,-6876,948,-2174,-158444,90651,5625,-8581,-17134,-5504,1065,-1466,-35684,-55805,-19974,-7859,-15079,-2656,-2630,-1560,397151,251965,116036,73771,25111,13989,7301,3676,34292,80286,122760,432835,-15025,165732,-146456,307770,857,24046,-25599,136010,14564,-12062,722,81630,7192,-10729,2055,40190,-381,1372,2848,16645,2505,117,-3695,9931,-16,708,-94,5236,easy
819521,204221,28689,35318,10308,12380,7646,7286,-183173,7234,28181,31676,38843,56665,6021,-1084,-304882,-166760,-14398,-31016,-4994,-7262,-6783,-5825,-463250,-164533,-24138,-27142,-1642,-8415,-5975,-6202,-133275,-118800,-10990,-18505,-3784,-3535,-6471,-5176,-658881,-94407,-10818,-17869,20419,-1938,-815,-950,-121709,-158368,329975,-525606,-173994,2227,45733,24393,-42579,-9740,13148,172,-62692,3874,8637,636,-43837,3352,-2142,24203,-63927,-1153,4880,1597,-12804,808,-496,5656,-4741,-377,1026,4226,difficult
