delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
62987,12164,4075,11205,5088,5372,2543,4896,-37591,23190,30129,-2375,4180,12951,507,-2299,-53706,6682,794,-3610,720,1843,1717,1534,5260,252,-850,-4279,-3791,-1225,-1129,-4314,-16115,58966,-16508,-6430,-29335,-1644,-1235,-669,-3460,-4511,-11108,-3068,1210,-2846,3833,-5848,easy
165923,42645,14137,7351,12689,19804,5272,4757,-157153,-32905,-11035,714,-5982,-5483,9711,3917,-31376,-30925,-9810,-6422,-10823,-18763,-4408,-4473,-146703,-18304,621,19813,2136,-1177,3773,10416,125777,-115327,1980,12621,1225,10431,-7136,26235,-4841,12959,-13280,17586,-14119,8181,-8390,14889,difficult
58405,31529,6160,21493,8619,7954,3663,3007,71160,21030,-5082,-19991,-6707,-5594,-1265,-1952,1151958,45025,2954,5622,7180,4028,223,-1374,-46489,-6049,-675,-20198,-1185,-4601,-2829,-2177,1080798,-1198447,23995,-51074,8036,-3629,25613,-25820,13887,-8365,9622,-8629,1488,-3052,578,-803,easy
68918,12803,3857,5590,6104,8469,5198,2756,114719,52527,2679,6704,-2949,-4417,-3551,-1736,6973,53025,20093,-369,12658,317,7536,1662,-44224,-2169,569,4485,298,2620,-2377,8916,-107746,-51197,498,-55194,17414,-19524,-7073,4854,15607,-12360,4734,2303,11087,-9913,3398,7254,difficult
37710,28219,6216,2294,10633,5082,2077,1772,-6799,-12338,-3441,131,-7053,-1615,233,-35,-20317,-23778,20024,11748,-5391,16452,3209,4389,-17579,-19569,-1588,7864,4670,4938,5844,565,-13518,2738,-11440,4209,23465,-21612,11617,-3884,1662,10061,18067,-11514,2976,2635,4424,-3824,easy
360268,44134,7590,11348,5641,9231,3904,3123,-252709,-20951,-5488,-8516,-2216,-6364,-1974,-1417,-335597,-28724,-3322,3111,499,-124,1693,2019,-353178,-40618,-652,-2533,1418,4832,4135,869,-82888,-17581,-7773,-11894,2166,2670,11627,-5644,2715,919,6240,4956,3667,2442,3436,-1150,difficult
28612,12211,5608,4334,4635,18260,4583,2180,-22188,-8472,-3077,1629,6833,-4996,262,321,3159,111677,1425,12511,24682,-7807,102,3308,-20358,-9459,-4503,-2945,-1326,-16375,-3448,63,25347,-23517,120149,-121136,4502,-5928,10882,-15456,17849,-26008,-2811,-8568,-160,-3550,2987,-3245,easy
204143,37416,9249,4658,10344,9556,2636,1269,-37466,49667,-4061,1906,-5811,-7845,-999,133,-73099,-27033,-3608,-1297,-6446,-8382,-2328,-975,-143196,993,7837,4927,-6126,-2827,-210,3241,-35633,-70097,-76700,28026,453,11445,-3203,6224,-635,320,-537,5555,-1329,2118,-1108,4216,difficult
15180,19174,10174,5964,3126,4012,3230,2541,-2170,-6513,-7922,9160,5896,14417,4039,1813,490,-10065,3990,9418,8540,17619,619,5054,30463,-7765,-7893,-3098,858,-917,-2640,-1764,2660,29973,-3552,2300,11912,-11883,258,-12516,2644,-7682,3202,-18536,-3420,-3259,3241,-6818,easy
251516,31232,7565,12828,23100,11879,5833,2510,-209663,66651,36299,-9684,-17899,-7304,-4186,-484,853784,-6583,16909,-4930,-16502,-2542,-4381,-186,-239495,-14920,-3002,-10221,28022,-3412,-3315,442,1063447,-1093279,-73234,-8337,-19390,-19911,4754,-5291,1397,44524,4762,-870,-195,1066,298,628,difficult
43846,25201,3500,2108,2670,1482,1138,516,-22797,-19579,-2024,605,-829,-476,204,114,-934,-4745,1907,6643,2488,5994,1021,1313,-32959,-9419,-2710,4995,2712,5253,3216,989,21863,-32025,14834,-4674,3931,-4617,6038,-1648,3317,224,6470,-741,817,2195,1199,-324,easy
112790,14504,8353,12751,8429,11707,2770,3320,-47326,46248,-7308,-9560,-6157,-4747,2302,-1696,776790,315890,8773,8044,28924,7823,9071,267,-111391,-9843,-7088,-11361,-7689,-10714,-1389,-443,824116,-888181,269642,-325733,16081,-15861,17604,-19405,35081,-36613,12570,-18537,6769,-10460,1963,-710,difficult
193122,45269,17232,6595,4263,3919,1217,1032,-186399,-38453,-10359,2957,-1252,1276,759,0,-189088,-37642,-12701,-2498,6254,4922,1325,-173,-186202,-40133,-6266,-3956,4659,781,275,917,-2689,2886,811,-2491,-2342,6435,-5455,-1458,7506,-1595,3646,-4141,566,-1050,-173,1090,easy
91408,44179,2815,3055,5538,3745,1666,1301,-62387,-37631,848,-431,-4101,-1106,-231,-50,133162,170687,15188,22485,11945,7041,6190,3551,89385,-30763,2343,1493,-2956,-1122,-616,1611,195549,-43777,208318,-201450,14340,-12845,22916,-20992,16046,-14901,8147,-8163,6421,-6806,3601,-1940,difficult
12872,15145,7498,2478,7205,6687,1522,1768,2044,-8038,-2066,320,-2631,-1106,-292,1666,-9439,-8582,-917,4683,594,-2626,-411,153,-11089,-9511,-6760,2355,-4174,-4077,-787,-897,-11483,-1650,-544,-929,1149,-5843,4363,-2328,3225,-4768,-1520,-1451,-119,-376,-1513,-1050,easy
