delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
312934,46769,16026,10688,3191,10634,2710,1920,88590,18799,5420,2807,4840,4244,2497,2507,189564,16706,13833,156,-3608,-2802,-1479,-1270,259124,39234,7378,15605,309,15581,1905,96,easy
49905,31000,812,6184,4321,7151,7383,2347,113496,48849,12546,6795,10495,14973,9724,8332,-45161,1062,-11916,1005,-8570,-12516,-5353,-7005,-82022,-36761,-11553,-2228,-3778,-3129,671,-4966,difficult
76281,28619,8651,5365,5991,6072,5272,2365,144867,41773,11493,10179,4499,3287,1896,1134,-120953,-31959,-7233,-5570,3000,6962,7365,2911,-16219,5651,1549,-4058,-17,-1392,-614,-450,easy
422736,41429,5316,4975,7944,8511,7798,2114,114914,24976,8848,7061,8856,11606,2300,3532,-103345,-21480,-8523,1019,4149,2421,11422,-1638,718988,54385,1458,-5192,-5973,-8611,-427,-1198,difficult
17017,6281,5070,3132,2155,2213,1577,2645,270762,54909,5624,7019,4351,3886,3836,1741,-244543,-50374,-2459,-5202,-3362,-3058,-2117,-694,-262947,-46882,1351,-2572,-1030,-288,-2401,2501,easy
1659444,131014,31935,50881,23253,28596,38672,19696,184713,57199,10962,8680,8585,10209,5094,4507,863595,-18161,34841,46450,19124,6466,30903,6567,2085866,165791,7105,37951,10211,30307,36252,23811,difficult
1091497,82799,14804,13538,6748,15282,13636,6988,255310,60871,14602,8893,18843,11557,11591,8391,-188027,-7451,1530,366,-15267,-6495,-7765,-5059,1860400,51307,-1127,8923,-8924,13945,11854,2253,easy
168492,9057,13666,3481,2371,11131,3255,2998,260087,106526,10921,9943,9690,7599,6936,5075,-62123,-95480,12559,-3621,-7793,-1203,-2536,-2487,-121067,-99459,-7070,-9304,-6846,8267,-4826,-1668,difficult
1082572,173871,45141,33362,31621,25953,17377,10401,595713,42138,11775,12407,7098,11186,6181,2857,-91168,105820,20384,41943,38557,28153,18354,7637,1064886,157646,46347,-33,10489,1380,4037,7450,easy
97378,20064,9761,3896,5653,3476,3357,2218,1022756,130825,35480,9602,12288,24918,11912,9626,-944284,-107473,-28614,-5381,-8424,-23383,-8591,-8438,-906473,-114049,-22824,-6031,-4847,-19502,-8520,-6379,difficult
189267,46408,1421,4874,13023,11415,18930,4154,144707,50376,13157,21663,12313,19191,8903,4210,169887,40967,-10543,-14367,3957,-1719,22610,2276,-80768,-48903,-12929,-19212,-2538,-13833,-2557,-2388,easy
21295,5981,6656,6675,2599,6651,4589,1857,85288,22912,4556,4781,4968,6947,3418,3244,-57276,-17500,2189,742,-3605,-3796,-2412,-1897,-70711,-16362,2011,3046,-1134,3203,4753,-877,difficult
72952,18775,5574,3920,2221,2358,1773,723,56802,30636,3343,3999,3627,6993,4073,2541,43229,-27210,-1083,-2884,-2963,-6242,-3567,-2137,-10929,3488,5545,2725,151,-3028,-1034,-1500,easy
7599,6185,8902,7615,4691,10019,8471,5092,88418,25096,4118,3372,7485,12534,2539,4447,-78062,-19989,3187,189,-2302,1949,10691,-21,-83576,-17833,6381,8296,-3287,-6979,1173,1311,difficult
11256,6215,6012,5404,12155,14752,5843,6525,155026,58226,6110,17806,4887,12083,7133,5315,-150017,-56915,-2092,-10194,9954,4023,-1293,-611,-137524,-47108,1896,-14611,4582,1315,-1287,3031,easy
90212,45345,3814,5251,3053,3496,1410,995,273619,40523,6060,7145,9129,5839,5396,2448,-260240,-36912,-4081,-3800,-5307,-2286,-3545,-1356,-106574,46555,-412,11,-6845,-2401,-4428,-1550,difficult
818525,51835,25114,22231,3470,7932,2948,1683,460314,66034,35572,15829,10509,7426,3658,1225,1171255,31380,14154,23416,-6380,6775,1705,1617,-454833,-59778,-35071,-10612,-7698,-5763,-3125,-701,easy
47661,22649,6505,8438,21666,5436,3115,1860,819749,128431,9758,9030,10844,8798,5574,4861,-764561,-94358,-584,2765,20952,-202,-1638,-2408,-779615,-117206,-5922,-3949,692,-6522,-3281,-3595,difficult
29689,19827,13769,16647,7005,6856,8292,4246,107534,38601,5620,3961,3304,3219,1354,1212,-103247,-21394,-1920,16320,2885,5558,6702,4794,-52444,-16155,18218,9052,4517,1716,7174,1273,easy
84149,37331,10481,4742,3729,10548,8062,6104,110853,10848,6238,2948,6786,3691,3351,2390,-70210,19949,-3641,1658,-872,14364,11341,8913,16802,33017,12126,1930,-5242,-651,-1919,-1486,difficult
761057,139914,18313,28500,5192,5668,5766,2821,67081,31530,13673,11322,11760,2565,1947,1182,757541,189663,20162,33132,-3084,5797,7425,3832,630411,27105,-10883,1224,-10053,408,212,-555,easy
91648,2867,1025,844,2304,2881,1709,1263,344183,63808,10177,5494,7215,8394,4903,3289,-166827,-58853,-9437,-5006,-5096,-6410,-3787,-2399,-338243,-63030,-8867,-4294,-4727,-4617,-2601,-1654,difficult
120142,17271,9341,13953,8410,26473,15027,5891,122068,118897,10884,24322,19255,9342,16129,5702,48872,-103722,4611,-18217,-15852,-6841,-15047,-4599,-52725,-99530,-7697,-2521,-5838,41102,12842,4976,easy
415679,13038,7339,8233,12227,5381,5440,3195,49540,12370,4370,4754,7356,5102,2484,3054,778241,11086,9004,5806,-1071,-1391,1852,-1297,-45964,-9750,-3066,1152,10813,1949,4060,1578,difficult
772742,62202,6228,6908,9261,9736,4686,3136,19462,8984,7094,4139,7048,7201,4246,1546,1519660,101580,-3961,4141,7413,6844,2747,1785,-13100,4855,2229,1397,-2988,-1775,-1867,1394,easy
79768,17691,4943,6686,3516,6249,4834,1592,294582,23712,16803,3836,7861,6413,2003,2170,-152994,9581,-7955,7835,-3010,-1809,3583,-589,-276634,-21623,-15766,-2135,-5680,1480,2079,-568,difficult
47345,17394,17945,6555,8205,4463,841,1471,776102,101139,15264,13585,8610,8663,3830,1869,-727382,-99676,-11684,-11910,-6713,-7932,-3388,-1696,-730132,-67815,17046,-2151,5902,-468,-2590,899,easy
83388,8522,4015,3349,8673,14899,3932,4815,45430,29428,5932,20210,36289,16317,16907,5383,116563,-25305,-2422,-16585,-30178,-8707,-15629,-3635,-40648,-16508,-1413,-17137,-25055,5871,-10321,2499,difficult
99796,19241,10613,2735,3534,3031,2554,1498,125873,18156,5543,5430,4420,8510,8591,4241,69580,12957,13392,-726,-946,-5452,-7492,-3077,-121734,-10787,-3253,-4665,-827,-5507,-4583,-2410,easy
856674,35761,20680,6067,10991,10298,5843,3347,242578,24047,16384,12649,7363,11698,13816,5006,1452288,39060,19772,-3579,8555,4955,-5384,584,-224096,-15633,-11181,-9585,-1300,-7756,-10563,-3902,difficult
550579,63135,20163,15564,13804,17909,14402,14406,297614,27383,3960,10141,5657,7420,7502,3026,592730,72567,18933,17325,14331,20950,14345,20357,-86800,-1063,13472,-6479,1963,27,-546,2402,easy
103420,14119,4824,2145,2677,4464,1841,2177,112981,42777,7552,7961,7189,15740,9854,13560,54812,-21393,-2780,-5462,-2654,-9651,-7308,-11331,-73935,-35923,-2676,-6171,-6370,-12902,-8719,-11436,difficult
584731,212345,9824,22924,11510,10927,9106,2529,50881,40453,6876,3719,2633,2313,690,539,179131,-6292,-1481,-1507,-687,-680,1384,445,888568,350075,7377,39917,18440,17908,15448,3535,easy
349747,14340,10402,5900,4859,3839,1796,1762,177640,49113,4212,2144,5979,2837,2868,2344,508425,-23662,12261,8769,739,-999,-1511,526,-164211,-45884,119,-1257,-2980,3003,-633,-1690,difficult
354436,39594,12024,2222,5461,4053,1982,2215,87064,29578,9462,14869,10626,16167,9092,7039,-5344,2452,-4556,-14099,-5384,-14335,-7160,-3328,540087,17579,9679,-11195,-4947,-9893,-7060,-6321,easy
378569,104659,19799,18963,6942,23057,7080,4165,397929,64818,16945,8530,7470,12404,6641,7247,131385,128013,-2289,25986,3217,28369,2888,-1890,-170105,-48332,7996,-5120,-4273,-7064,-2011,-4274,difficult
367660,51281,5585,79013,10062,6663,3247,3316,180035,32798,16093,23628,5357,5453,1959,1448,546242,51906,-10651,28672,4844,2871,1328,2842,-170992,-14940,-10366,82098,4565,-451,1247,893,easy
125059,40382,4767,8716,3994,21838,5776,3661,470623,55444,3314,13261,11146,22572,8838,5764,-465362,-49478,-1730,-6519,-6091,12685,422,77,-225766,19353,4635,-2571,-8213,-14154,-6546,-4283,difficult
411714,102626,11617,8226,11432,7871,5038,5660,351742,44694,8673,10388,11477,10682,6155,6157,452122,156784,7009,3594,6903,2719,948,3753,-332178,-40921,-1121,-7919,-6993,-8341,-3182,-4747,easy
