delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
37339,22730,8835,14112,10580,31678,13797,35288,10269,8581,19567,29088,-9027,-2562,139,-825,-6838,-2008,-3048,-22461,-6650,-1039,-6066,-8351,-8630,-31311,-7242,-7784,-17956,-22969,114871,6103,8018,31771,-5090,43689,easy
906337,329030,36961,18102,21543,41624,341239,85492,18365,13547,20349,28096,-296837,-58923,-3784,-9258,-16590,-17000,1232283,247942,39537,17708,165,379,587934,251665,33113,7222,31462,10095,737013,533467,5519,2546,-10261,60636,difficult
208595,45932,19362,16213,19026,19665,790286,73746,32217,33214,19127,31775,-211688,-38702,-18431,-22141,-4329,2440,-764193,-36307,-2722,-15306,-4522,-5980,-706374,2923,-4650,1360,17244,-17075,-644510,-39169,-25616,-31919,-8799,-27825,easy
657397,79519,18517,13509,17091,22303,1668605,129083,57152,43436,32534,49472,-1500773,-94643,-51795,-36021,-21115,-34590,-1353513,-69287,-49279,-39065,-26507,-46670,-1198501,-59498,-24216,-3365,12487,10389,7956,25170,-29250,-41259,-26638,-37804,difficult
724807,92261,47427,16471,14579,18231,273135,102639,14722,13286,6097,19264,1618332,105494,67880,20077,13820,7797,46470,-30368,67860,-1214,3326,-11843,384981,-59131,-4981,-9162,-1781,-4522,-243096,-57509,59,3040,18561,4436,easy
151300,30909,10093,5487,13308,23691,221390,29762,7654,2620,6374,11671,-215591,-10480,9521,4026,17642,30162,-27393,-12254,-6684,-1652,333,-5134,-160675,-3825,10863,3051,1237,-4328,123298,31145,-3945,6044,8522,27378,difficult
81091,17214,11580,8459,8037,25112,22210,17039,15750,4447,7890,13293,125767,24570,6515,1517,-4226,-6872,33833,-10510,-9539,5950,-1555,3380,5849,-8821,-6373,3329,6014,40772,70074,-4539,-7284,5253,354,9997,easy
190065,55936,8480,5199,13545,20348,540351,62893,13385,12757,7127,14767,-503361,-57921,-5247,-7155,8470,26812,-346110,-9791,-8779,-11200,3342,-5275,-346110,-9791,-8779,-11200,3342,-5275,-205564,49675,3183,-677,10516,6061,difficult
76102,40782,8420,6268,13114,10888,108527,30978,5559,7349,8069,5596,-87044,-16616,-3618,-3814,-226,10541,-31242,-20681,-5224,-7221,-7672,-4247,-65026,39235,7302,-2288,2873,5792,53611,37279,12985,9000,25203,9080,easy
251045,77594,7574,22013,9963,11572,82073,16491,6915,7664,10158,15369,659081,161170,8528,4781,13537,13832,-68978,-10373,-114,3219,-7349,-9912,140819,98799,-1421,55677,2079,-4874,-55035,-5185,-4359,-6282,-9046,-14235,difficult
105201,105130,9180,18541,9954,5356,292255,79008,1693,14058,18453,4526,-150877,215927,5648,24356,1055,7992,-220760,-33682,7666,8103,-12594,-2842,-213359,-25036,17203,-6748,-6530,-1108,-163219,-52720,-568,-7778,-15928,-724,easy
585585,63999,23350,9567,5330,7706,123889,38005,11003,11874,10537,21667,544315,26765,2148,-7043,-7807,-13930,639143,16069,24225,3568,-1792,-16656,611613,27664,13697,2466,-5424,-16671,51714,33477,9319,-8221,-5804,-8589,difficult
237648,61607,20293,6892,3612,13474,487220,165197,31871,25389,13653,30696,-298301,-135801,-11751,-22565,-10495,-16736,-270894,-86659,-11470,-13614,-6710,-20696,-322049,-117154,-15797,-15426,-13165,-13015,-107046,-74746,-7294,-22382,-9796,-18441,easy
22859,8048,5151,4024,3332,10959,38835,23526,3545,7641,10210,28602,-35452,-18754,-903,-5249,-8400,-23867,24507,-3039,4214,-5115,-9208,-23095,-37520,-20784,3815,-4846,-8680,-19313,-15440,-19335,-702,740,-1223,-4297,difficult
93660,57597,9220,4573,8537,29312,107300,13018,4524,4152,4341,8351,-78815,1802,3830,-616,-149,-300,-92632,-2394,3306,1502,8523,48331,162364,168792,9964,1312,9264,42702,-45478,10115,1685,-514,-854,-6889,easy
22932,7723,3367,5650,9228,23601,14999,12322,3207,7758,12818,23416,-10835,-10928,-2461,1717,5445,8522,-4862,-5662,-163,-4821,-4637,12218,-8473,-7520,4705,191,-5271,-4696,55903,5714,-1442,-5519,-9899,-15306,difficult
482037,125386,33136,16799,11845,30367,110875,25063,17841,8367,7704,41343,721440,345457,57430,-1461,3400,27681,367008,49461,-3304,28704,19247,-3131,178148,673,-697,918,-4064,-35586,218052,5701,7751,5568,-2020,-32868,easy
624883,94703,29765,14264,19457,31160,742032,236155,76912,44605,28161,39029,-527745,-200188,-56527,-38464,-15804,-30967,958220,-62677,-63534,-24757,-472,32136,-398555,-143068,-3465,-33119,-2996,-3531,-500518,-159875,-65064,-25025,-15545,-29116,difficult
806868,110906,10138,19622,24969,14130,300397,30922,4289,8581,3899,7597,-270263,-17344,2010,-7614,-1845,-6129,947454,18795,8183,6222,3794,74,947454,18795,8183,6222,3794,74,401240,299690,5020,39332,78538,32112,easy
6229,10188,9815,5077,13048,21637,82504,21180,8389,4380,4053,11400,-75653,-17537,16800,3986,14320,8320,-74273,-2514,-2446,-2580,7739,13569,-79899,-10655,-3292,-507,5885,4679,-75277,-13261,-5360,1889,8037,14381,difficult
537602,25641,19445,24972,12648,23743,464472,71437,13108,8794,18871,27223,-105534,-36161,-10449,-6976,-11589,-17969,-258226,-27833,2215,43350,7154,25926,1102175,-51973,43979,34619,-6667,-10223,-445896,-67216,-10398,-6283,-13789,-11655,easy
582606,23016,4716,3507,10333,17399,41199,28800,6165,6532,10399,44660,2066468,-2484,10335,-335,16951,-12104,19997,-27159,-5979,-2689,-8324,-40759,36374,659,-5899,-5053,-7611,-39806,42790,5848,-4255,-4025,-1282,-16376,difficult
752023,90525,41914,12915,17751,20185,547942,137901,16178,14634,8525,10311,-396295,-25704,-5218,-11169,-4868,5200,-193649,-83671,-1472,-3274,-5688,-5365,-384829,-76734,51542,2915,12658,19327,1791095,-3395,58093,4651,34800,20333,easy
74488,8029,3234,5159,9465,19541,56701,15120,2847,7893,5022,11595,211519,-7458,2328,-5007,1233,15478,-48150,-12538,-135,-5115,703,-7065,-49383,2783,-689,-2122,9008,8546,-42838,-11152,42,1309,6826,14824,difficult
425180,50741,14112,6289,6523,7791,1251284,100081,31273,17885,13735,11901,-1139805,-57412,-27963,-13055,-12473,-9405,117761,-54319,-8265,-5967,-972,8219,-1126562,-50803,-21771,-15563,-6987,-6929,-1155812,-34825,-10644,-11800,-8418,-8326,easy
479447,102936,5728,18367,16156,30956,6157,4416,4644,3139,7317,11526,4974,3649,-519,-1305,-3283,-6603,194224,16905,-3323,-873,-5232,-6102,11522,486,-2625,36480,40053,20533,1682438,373040,10803,26611,3818,69891,difficult
30358,4659,2845,2725,6686,21652,43094,8341,1537,2281,8149,16512,-37917,-6940,1372,-1471,-5364,-11993,62273,1528,2355,498,6093,24851,-34565,-7488,-714,953,-5235,-5343,-40737,-1830,2220,1794,-1346,13043,easy
241603,76302,45090,43519,33238,37399,201303,16856,6252,9797,10762,31027,-89225,12914,1561,1876,1487,3447,-200073,-14009,-4444,1638,309,-12040,-9413,54381,27819,32925,40325,5618,459909,184497,130416,98447,47781,28464,difficult
116776,45999,19247,3510,6202,11157,827349,73570,17301,11145,18109,35354,-648198,-40174,-3680,-8312,-11070,-27477,-777986,-31657,-1870,-8509,-10253,-28471,-661147,-20460,14977,-5860,-13801,-20980,-754961,-17995,-1645,-7859,-12503,-19862,easy
646632,123661,33608,7401,10297,12671,588599,88385,59759,12388,31190,14067,1004198,-41752,-6988,-250,-24042,709,-348255,310263,16001,-4702,-5799,4361,25528,-48154,-58371,-9953,-27626,-7234,-449340,-79254,-55248,-5045,-26107,-3422,difficult
563983,95509,12959,4666,11114,9138,149791,29534,7852,5582,4752,15352,-137240,29709,29310,1908,10641,9380,1117391,220014,-1500,-749,17734,-8270,-6249,15684,-3795,-2509,-1316,-14218,682866,-1506,-3587,-2316,-1613,-11748,easy
437850,94843,12471,17636,16685,11119,224227,12673,3463,3896,2088,8279,17255,19082,-616,9084,11827,-5091,1099839,234000,32212,46499,37111,26611,-83528,2882,2445,-2033,585,-7183,-179076,72715,1991,1410,8865,-2978,difficult
49388,20175,6135,5892,4580,12934,222359,48553,13886,16347,24916,21705,-143416,-14615,-7488,-5812,-19127,1759,-188025,-39095,-12149,-10887,-23491,-13972,-168487,-43592,-11236,-14304,-23447,-20242,-191957,-16210,-133,-10819,-15280,-2629,easy
77281,24704,10774,7626,15290,23615,57364,19186,7724,14464,8633,37345,16709,9861,15023,-9906,1386,3547,-49078,-6291,-3596,-10966,198,-28766,35278,-7143,-3559,-6073,-355,-29527,76757,25644,4332,-407,25398,-176,difficult
68387,6381,2571,6039,2333,8390,172922,58333,21749,11048,13016,25117,-95069,-45556,-20407,-7225,-11444,-20096,-93308,-57468,-19048,-8456,-11101,-18650,-119574,-50390,-19872,-8868,-11354,-18675,-110188,-54396,-17384,4513,-8835,-9486,easy
289424,68205,18206,20694,6877,13253,212126,215424,19337,12496,7614,15295,-92228,-192065,-13664,2360,-4592,-4072,424553,-32895,34082,38929,9455,14500,-173862,-203152,-15130,-6487,-5670,-7755,150727,-160766,-9813,-2010,-2141,-10843,difficult
206261,18490,8069,4796,4084,4412,98788,19950,1384,4159,5989,13412,520895,4259,7235,719,-1490,-10681,35448,-2032,2048,-1586,-3499,-12660,-78064,-11877,3288,1313,208,-2718,-48386,3808,14170,2101,-2839,-9943,easy
150223,42403,8939,10478,12739,18352,250127,57947,15070,10558,9544,10174,-104480,-49725,-10304,-5455,1158,654,-82975,-9301,-11679,9753,-2838,21824,-126965,-48075,-12389,-10393,-8273,-8467,-85197,44925,9847,5776,22734,18701,difficult
565203,42618,10532,13699,10452,11201,625478,99854,15876,25548,14087,10963,-534944,-85465,-5895,-23093,-10115,-10047,-424042,-82959,-4512,-17453,-9750,-6130,-326230,-60492,-3688,13502,11079,16461,1044116,-28,-7281,-20351,-5754,667,easy
125815,70122,44335,14621,10138,30922,415734,75354,5444,4231,13375,28450,-385894,-47729,16455,-74,-2214,45608,-160107,-56440,-4295,-2647,-3386,-21338,-369413,-73450,-4712,-2780,-12381,-26331,-244264,156690,148117,47062,5033,11950,difficult
429697,33499,8034,10378,8090,7461,44458,7546,4372,3541,6452,7960,50424,2848,4889,-212,-4679,408,1513264,74868,5567,15520,15965,4058,-2475,19737,-1662,3380,-4147,-2561,-20258,6358,5855,8661,-586,-3900,easy
676614,190227,50549,28312,38072,29573,277981,142649,27446,17459,11897,35737,714360,483968,148774,58923,111199,54841,1238387,-77581,-13701,6851,6562,-25341,-175701,-118286,-25851,-13898,-7754,-20003,-182516,-97789,-16811,-8466,-5309,-34153,difficult
560206,79127,16395,30115,27861,24801,343648,122350,6774,5761,37579,17498,1664890,109725,39154,64723,41677,10526,-228480,-90774,-2846,15348,-21463,-12889,-320345,-76892,-1450,19020,-23837,32433,-249834,-114950,3625,-1674,-35250,-857,easy
57664,39438,7823,3259,2819,3467,145467,9697,4393,7651,2447,3975,-89759,34367,10130,-4369,2956,-616,-120042,69245,3925,-1832,-55,-953,-72711,9075,-3107,-7061,-971,-1341,-68701,6276,2773,-4305,-443,879,difficult
129588,26130,18476,9327,10052,16030,241288,129792,12431,7486,7754,19777,-90677,-97847,-5249,-3885,3869,-4461,-65823,-121961,-5772,-2567,-5389,-11374,-74043,-96131,27095,3984,-2133,920,-216256,-98708,8104,9832,12844,-72,easy
53486,53101,15465,5425,8403,10149,645776,50147,9877,11980,10599,18410,-611832,-14222,10672,-6083,-1006,-10305,-565105,111965,23854,-4087,-3621,-14158,-554385,-37572,-7777,-8792,-3828,-11904,-637837,-48354,-4399,-7258,-330,3324,difficult
133670,35731,13420,8890,8843,17077,123731,50684,5316,6658,6003,5396,28742,-26082,-2640,-1413,-4031,-73,-73967,-19599,8756,1412,9620,10322,186938,-9527,845,-2655,-2523,-1660,-101959,-4604,25454,11585,8294,38134,easy
53670,26027,11652,7972,8583,11985,18842,26075,8544,12633,5509,6371,6123,-20256,1209,4889,1902,4157,156951,34949,1209,-9239,-2105,2771,-11654,4260,-2154,-6710,5376,5067,-12107,-19146,12167,-7586,7122,10461,difficult
305425,14274,3408,4839,2845,6164,528436,31730,6723,12219,4022,17584,-420304,-14433,-2782,-6621,-1102,-13645,-102676,-16444,-434,-5323,-986,-6850,40590,-14482,-5020,-7142,-3113,-11319,-409653,-24466,-5025,-10433,493,-13865,easy
228579,106679,47177,68957,32046,15075,89781,31758,12661,8167,5588,6358,521049,100198,22338,194449,15437,11991,-70096,-15790,6269,-3243,5459,1198,-65816,71594,83317,20087,32247,17988,170056,143681,26138,31865,52688,3692,difficult
458774,153561,20618,10995,16876,12151,219978,77133,6208,6098,7762,5792,1338801,450295,42774,19107,18376,8530,-92282,-64264,-905,5352,6266,8352,-166357,-31374,17707,-3460,12044,906,-124979,-48945,-1938,-1412,-229,7648,easy
151626,35266,8355,10936,8689,6146,420881,33447,8659,10496,6662,7497,10147,49407,17922,-8757,4358,-2269,-379685,-3754,-7250,-5390,-5222,-4399,-322230,-9347,-5978,24438,7855,7476,-385254,-29031,-5912,-8530,1117,-6214,difficult
259714,25216,12312,16219,8520,21975,842472,76797,20258,27690,18229,24292,-353971,-60011,-9926,-12497,-11085,20312,-462832,-28206,-7161,10967,-7628,-10580,-680049,-52865,2477,-22895,-7360,221,-834180,-65241,-17176,-21458,-12765,-19220,easy
101822,23533,3466,2134,2408,2292,11849,16244,5032,6713,6849,6676,33685,12687,148,-3379,-5468,-2657,109201,18696,-1067,-4911,-1893,-5749,69418,5230,-2170,-4553,-3987,-3496,147586,-7459,-3174,-5473,-6415,-5633,difficult
287881,116831,30521,8755,6333,9757,54606,55517,3862,4436,17776,12542,57100,-38970,7526,-1340,-14563,-9501,382131,11955,78888,3070,-8929,-527,-17766,-45492,7561,-2433,-15437,-9785,511634,317763,12659,17980,-6845,8671,easy
39536,41095,7524,4072,2210,1738,612610,60014,24983,13166,13456,4530,-576059,-23736,-4368,-1543,-11161,-1769,-586764,-43082,-24745,-12736,-10589,-4075,-583149,15739,-16484,-10389,-11388,-1726,-546325,-24599,-24239,-11710,-11847,-3599,difficult
532405,45509,14848,11677,11757,22527,183026,25250,5317,2629,4941,21079,527503,50651,20612,15585,24137,47647,688781,-7520,5074,9717,-420,-10760,-111219,-8716,15549,1562,-3207,-19164,292450,46622,-3112,9329,6755,-11930,easy
347679,80228,6252,4263,9704,5606,204133,38566,16527,6562,8631,4823,-172637,-23385,-14831,-4806,-7506,-3914,800225,194578,242,2644,17409,8218,145339,31844,-10505,-1562,917,1513,-198742,-36388,-16005,-5471,-6528,-2686,difficult
613373,247020,19653,7653,9420,7428,88382,20424,5836,8102,6528,7526,31822,33507,1310,-2579,-975,663,-52599,-13641,-5157,-6375,-4261,-5046,2153543,905609,62804,10326,22368,9309,-32801,-19093,-3689,-3168,-5566,-5317,easy
124600,32669,8822,6139,7193,11643,438031,67407,14535,10236,14708,14676,-326106,-15969,10578,5419,-105,-808,-358993,-61858,-12145,-8951,-14095,-12887,-350610,-33197,-8335,-3773,-10103,-6481,-218017,-27930,-12949,-9082,-5757,8045,difficult
14387,5870,4968,6433,8211,28370,29800,6584,4921,4495,5272,5119,-27425,1269,-2891,5591,4529,25502,-17988,-480,9984,-1207,3775,22688,800,550,-2451,5875,4759,34282,-17038,-4197,-4454,-2508,-1309,10530,easy
47684,12502,3422,3469,2018,7025,426385,74077,45018,9474,5774,21894,-421829,-71506,-44543,-8913,-5365,-19314,-379150,-71684,-44462,-1726,-2257,-4491,-390060,-35043,-33447,-5831,-3881,-15791,-323764,-68069,-43932,-7551,-3523,-19880,difficult
598702,115528,12178,23557,11252,21000,641118,92820,28776,11578,14804,13078,-489222,-42527,-23667,187,-8241,3300,-364757,-40578,-23555,9674,-1605,-1162,505705,167740,2575,38804,3381,36994,178608,6197,-21746,-748,-7743,-7443,easy
778782,192816,46221,19156,12734,25926,817685,67227,74764,35786,11627,12622,-73132,230703,53479,-23125,6864,10753,-49150,67019,-45355,5703,-3903,14596,617104,118567,-58835,-22562,4393,-1391,-650434,86066,-63463,-26538,-2925,29256,difficult
72130,13090,6020,4646,3853,3560,353683,121779,8941,5195,11642,4002,-301148,-115145,-8715,-3412,-10630,-3365,-324745,-116232,-166,8390,-8689,395,-171130,-100228,-1080,-3796,-6325,861,-329189,-103150,-1724,-3379,-5513,341,easy
179014,31341,2450,6996,2987,4125,594415,81480,12040,17235,12478,16000,-427162,-57817,-8972,-13924,-7947,-10191,-360889,-33698,-8936,1857,-10401,-11082,-353569,-62430,-9277,-12456,-9342,-11923,-519986,-46613,-11176,-16434,-10275,-14304,difficult
