delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
626068,53423,14314,13115,10064,19765,310703,26306,8535,9268,4051,5767,183366,77389,12293,32480,15204,33756,-260009,759,6301,-5873,1544,1467,2086445,60952,11785,5459,12850,19071,-161056,-11728,974,-7284,-1263,2481,-271921,8213,-2457,-5546,1728,13213,easy
832983,313561,42764,20024,26460,48504,1103641,300494,44847,56389,31479,25579,-1034569,-233167,-42205,-51389,-31173,-19257,-299234,240880,10167,1674,-3153,53130,-603646,-230194,-39581,-48207,-23686,-21699,808623,242375,29061,-46555,38578,33469,-224465,45443,32141,-37349,-5662,68982,difficult
291544,40543,17245,13324,13835,29473,556077,169010,37628,19980,13587,35486,-175267,-95990,10750,-14813,-7411,5925,170386,-88807,-13296,12743,-5886,15842,-293867,-135844,-29743,-530,36896,-6563,-470437,-154519,-35386,-12888,-11865,-20031,-553478,-167176,-34239,-17791,-10492,-25238,easy
393684,42236,5951,11368,6941,39395,1160949,59893,30909,12775,18425,23174,-994898,-10320,-13386,-10536,-11498,-11853,27819,32998,-24931,493,-13817,19985,-1147900,-56819,-30133,13084,-10860,2055,-966514,-54392,-27689,-9905,-12301,29405,-754830,249,-28651,-173,-8945,41514,difficult
131754,37836,9259,4758,2889,3826,96630,19153,4402,1371,2972,2793,66177,-6525,-1352,944,-2105,553,62256,4609,12967,2821,-1208,822,-51014,-677,-296,1279,884,839,-26020,42247,4023,9282,1171,242,124223,53760,8944,2609,841,2710,easy
229159,21651,7700,11655,5265,27956,892466,251208,35445,42587,25498,34957,-787475,-225447,-32942,-35542,-22722,-18962,-873159,-237411,-33963,-36574,-18777,-18654,-699113,-217191,-32403,-34531,-22993,-32557,-836889,-248429,-30890,-36707,-20517,-20587,-119897,-219309,-8527,-11306,-16158,55754,difficult
345741,104701,18998,9249,7709,10254,1128732,95126,12109,21314,15931,18550,-433618,112067,4502,-12196,405,-3574,-1115638,-61961,-7247,-17898,-13444,-15542,-425800,121863,43430,2232,-4713,-8540,-839087,-47170,-8393,-15601,-10904,-14620,-1100811,-76925,2153,-16864,-12452,797,easy
584458,90159,17173,3779,7954,29007,748315,152929,30816,29961,8454,22985,-235545,-26137,-19460,-24339,10387,-638,1249870,104766,17637,-23030,6646,86609,-494842,-147996,-28098,-28841,-7414,-19323,-643245,-136908,-21478,-28863,-6852,-21518,-695522,-107577,-16817,-25838,-5269,-15022,difficult
514455,72086,8368,8414,6117,21011,289621,94497,31035,17733,5959,30538,-287655,-88820,-30699,-14034,-1736,-14568,-85988,-81169,-30106,-16321,-3080,-27202,2041646,208285,-328,6582,9201,18154,-258037,-60230,-21811,-7264,257,-2018,-285798,-90122,-30389,-15556,-3850,-22001,easy
378736,168782,8910,15831,10405,26091,106678,18579,7301,7123,8256,20991,758501,116188,-2639,-264,26001,9602,-61280,-11071,-6542,-3412,-6961,-16833,-84448,-10780,-6482,-4213,-5932,-12929,847402,670156,28695,54307,3685,57782,-99886,-13478,-4985,-2879,-6050,-12123,difficult
23658,37376,13506,6937,6224,8126,12498,16979,3673,13246,11082,12952,20769,11468,14531,-3945,-2156,-9799,-9492,-5612,-1821,-6784,-6963,-7442,-3081,-7824,10032,-6776,-3911,-6077,47465,110657,21961,-6651,-6360,3004,139,-6703,4460,-7389,-4901,-3817,easy
419239,164505,47910,42960,22258,34954,115389,122032,21749,17821,24903,21821,-90207,-114859,-19584,-13877,-20151,-1797,118755,-43165,-17359,16703,-14390,-3696,1029507,338413,187029,93487,49235,48947,426656,89835,-7192,27925,-8964,31747,34539,-57857,-12090,1459,-18956,-9534,difficult
703822,90016,8039,7230,3815,41627,439202,94052,41420,29597,23850,33537,-308078,-83263,-37979,-25846,-19675,-23669,32637,-56963,-37221,-27349,-22904,-29291,1958797,270259,-19837,-9888,-15039,140006,-191055,-81220,-32384,-26302,-22349,-22527,-169199,-68993,-39483,-22450,-20207,-24071,easy
361767,43276,8070,7444,6792,13485,385727,64687,13754,16302,7945,11265,-183102,-376,-6407,-9647,-2998,-5347,968104,-21543,-9659,6719,12292,37491,-270255,-38468,-12174,-15082,-6267,-8860,-380431,-60259,-5288,-12489,-2150,-5463,-254115,13591,5108,-13790,-6641,-6720,difficult
95743,25378,10674,3633,2588,5640,262323,30436,8747,7480,12832,15467,-222692,-8344,-3401,-3268,-7099,-10544,-5685,14444,24216,2298,-11934,-7085,-255409,-7735,-2019,-4517,-9102,-10614,-165282,-16665,-7189,-6735,-12258,-14259,-183831,-6991,-1971,-7015,-10829,-6635,easy
1272065,145277,40382,24254,15746,29456,462494,173184,25161,12523,7076,23471,2032865,10824,-5316,-3918,5526,-6090,2009978,13420,112426,56969,14518,36491,-23735,-96345,-18822,-7366,-1353,-12840,-399009,-155247,-17238,-1520,-2339,-9367,427754,87812,5057,14490,27000,21731,difficult
