delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
129890,32759,5119,3285,6856,10004,9078,2964,144707,50376,13157,21663,12313,19191,8903,4210,169887,40967,-10543,-14367,3957,-1719,22610,2276,-80768,-48903,-12929,-19212,-2538,-13833,-2557,-2388,51133,-18305,-4817,-21025,-9097,-14807,-6883,-3479,-122818,-39251,-6594,-17356,-7954,2828,-4330,980,-91517,-22595,-5309,-19930,-11651,-18402,-7963,-3618,easy
37658,14602,11774,12153,5453,8271,3216,2121,85288,22912,4556,4781,4968,6947,3418,3244,-57276,-17500,2189,742,-3605,-3796,-2412,-1897,-70711,-16362,2011,3046,-1134,3203,4753,-877,12459,1439,34250,40197,14386,18745,2316,2068,-68498,-6853,432,-3336,-3332,-5623,-2780,-2532,-54124,-2273,-2790,-3790,-3888,-5908,-2888,-2378,difficult
43196,11487,4112,2429,3530,4762,1975,3306,56802,30636,3343,3999,3627,6993,4073,2541,43229,-27210,-1083,-2884,-2963,-6242,-3567,-2137,-10929,3488,5545,2725,151,-3028,-1034,-1500,-46858,-26418,-1487,-3042,-2653,-3036,-2474,-639,-35810,-27960,1157,-1430,7917,6455,256,10184,-17660,-17643,-285,-3219,-2937,-5306,-3671,-2085,easy
236927,31778,11039,7987,9855,11217,5459,3000,88418,25096,4118,3372,7485,12534,2539,4447,-78062,-19989,3187,189,-2302,1949,10691,-21,-83576,-17833,6381,8296,-3287,-6979,1173,1311,216508,47975,-198,-1106,-780,-6553,-1311,-3056,-84568,-22222,-3777,-1305,-6585,-5225,-1329,-3914,772241,45478,29011,17002,24804,10223,5375,-1553,difficult
95903,24986,3186,7536,7774,11193,5336,4743,155026,58226,6110,17806,4887,12083,7133,5315,-150017,-56915,-2092,-10194,9954,4023,-1293,-611,-137524,-47108,1896,-14611,4582,1315,-1287,3031,58313,13036,-5089,-13850,-1191,-9653,-5214,-3787,72461,-39344,-4128,-16449,-1579,-9669,-5512,-3867,-138849,-35868,-5206,3752,2671,9535,4322,2373,easy
357664,151156,17445,15352,8864,8085,3056,1956,273619,40523,6060,7145,9129,5839,5396,2448,-260240,-36912,-4081,-3800,-5307,-2286,-3545,-1356,-106574,46555,-412,11,-6845,-2401,-4428,-1550,-255295,-26575,-4455,-4731,-7006,-3963,-4349,-1893,1161988,576692,57316,51365,22228,17218,1987,3642,-119655,-6595,8555,-1810,-4397,2660,-1367,-1302,difficult
460601,35242,12325,11080,3544,4766,2095,1699,460314,66034,35572,15829,10509,7426,3658,1225,1171255,31380,14154,23416,-6380,6775,1705,1617,-454833,-59778,-35071,-10612,-7698,-5763,-3125,-701,-458599,-54449,-31716,-13983,-7468,-2935,-2280,137,-458707,-59041,-31109,-9803,-5919,-4814,-1126,2371,202321,-12073,-32494,-12765,-7358,-6562,-2989,-1053,easy
30887,31736,7338,21819,11710,5550,3459,2973,819749,128431,9758,9030,10844,8798,5574,4861,-764561,-94358,-584,2765,20952,-202,-1638,-2408,-779615,-117206,-5922,-3949,692,-6522,-3281,-3595,-811580,-90948,-4600,58824,-3286,-2476,-1800,691,-795561,-102729,4207,1881,-5840,-2006,-884,-1738,-792993,-78232,-5200,4424,-8190,-5035,-2973,-2388,difficult
54473,26402,14823,13086,6577,6720,5261,2928,107534,38601,5620,3961,3304,3219,1354,1212,-103247,-21394,-1920,16320,2885,5558,6702,4794,-52444,-16155,18218,9052,4517,1716,7174,1273,-49010,3807,5269,15878,4523,6154,2248,782,36605,-8481,12069,787,817,156,-219,50,-97211,-18770,12378,3587,3621,3922,3630,1679,easy
44115,19905,5751,4033,2439,8894,4793,5185,110853,10848,6238,2948,6786,3691,3351,2390,-70210,19949,-3641,1658,-872,14364,11341,8913,16802,33017,12126,1930,-5242,-651,-1919,-1486,-106806,-7515,-5507,870,-6379,-12,-2246,-886,-105743,-1654,-4464,1490,-4691,13713,725,9000,-67735,1487,-950,-521,-4553,-1400,-690,-1567,difficult
506248,76106,10214,27327,12723,9727,4103,3804,67081,31530,13673,11322,11760,2565,1947,1182,757541,189663,20162,33132,-3084,5797,7425,3832,630411,27105,-10883,1224,-10053,408,212,-555,-56004,-18057,-10209,-7958,-5291,3059,1358,1732,861255,48549,-5436,63758,34129,28528,3561,9078,2633,-24380,-10928,-10129,-10887,-1981,-1776,-977,easy
144711,12229,2244,3863,6084,9560,4392,3729,344183,63808,10177,5494,7215,8394,4903,3289,-166827,-58853,-9437,-5006,-5096,-6410,-3787,-2399,-338243,-63030,-8867,-4294,-4727,-4617,-2601,-1654,-342126,-56500,-7084,-4032,9011,26455,10076,11540,168635,-28379,-5911,3547,-1108,-2314,-2154,-2212,-318800,-51132,-8364,1629,-3734,-7282,-4089,-3075,difficult
231367,36592,10658,9332,10978,17926,10685,5091,122068,118897,10884,24322,19255,9342,16129,5702,48872,-103722,4611,-18217,-15852,-6841,-15047,-4599,-52725,-99530,-7697,-2521,-5838,41102,12842,4976,-117871,-116443,-7774,-17336,-10507,2434,-5376,155,114951,-71275,-3492,-20401,-10677,-5865,-14971,-4481,553268,-20556,13224,-16476,1488,12089,-4670,896,easy
261915,21710,4062,5668,6077,4393,3028,2252,49540,12370,4370,4754,7356,5102,2484,3054,778241,11086,9004,5806,-1071,-1391,1852,-1297,-45964,-9750,-3066,1152,10813,1949,4060,1578,35701,35987,-3239,-2396,-4772,-939,-648,-1097,257634,-5194,-1513,713,-5074,651,-1179,-564,36261,14569,-2724,-704,-6293,-3817,-1367,-2632,difficult
348419,37835,5297,8166,5390,7311,4165,2330,19462,8984,7094,4139,7048,7201,4246,1546,1519660,101580,-3961,4141,7413,6844,2747,1785,-13100,4855,2229,1397,-2988,-1775,-1867,1394,-13692,-4116,-617,6786,-4018,1406,2751,524,29030,24854,-4010,660,-4659,-3709,-1599,-775,122887,17081,-2624,7149,-4038,-2218,-2436,992,easy
145779,18527,4779,9664,3905,8975,4612,3162,294582,23712,16803,3836,7861,6413,2003,2170,-152994,9581,-7955,7835,-3010,-1809,3583,-589,-276634,-21623,-15766,-2135,-5680,1480,2079,-568,-291876,-14622,-11792,22941,-742,15582,5161,7393,-104064,1688,-15345,-2079,-6406,-3721,803,-1497,81555,-951,-9261,2580,-3944,1278,1419,220,difficult
207243,24101,9196,5440,5284,4222,1035,994,776102,101139,15264,13585,8610,8663,3830,1869,-727382,-99676,-11684,-11910,-6713,-7932,-3388,-1696,-730132,-67815,17046,-2151,5902,-468,-2590,899,-745291,-61127,-11468,-3486,-5744,-4654,-3184,-1263,96038,-64279,-10973,-12197,-4839,-5717,-2467,-1191,-737528,-92293,-13259,-10979,-5238,-3436,-2348,-1122,easy
94808,15354,6588,4932,8268,11124,4134,4104,45430,29428,5932,20210,36289,16317,16907,5383,116563,-25305,-2422,-16585,-30178,-8707,-15629,-3635,-40648,-16508,-1413,-17137,-25055,5871,-10321,2499,-42758,-23275,3130,-15066,-27803,-3900,-13240,2573,241236,7289,3017,-13323,-31223,-12283,-11566,-3956,-27502,-12570,970,-14279,-25848,-6944,-13111,-3876,difficult
619589,50614,19672,13901,11328,12240,5707,5817,125873,18156,5543,5430,4420,8510,8591,4241,69580,12957,13392,-726,-946,-5452,-7492,-3077,-121734,-10787,-3253,-4665,-827,-5507,-4583,-2410,-117869,-10241,251,-4461,8562,21643,-3107,8841,2577099,17076,32294,36417,16480,2525,2230,1974,61502,153286,27962,15792,11272,5440,-1470,2551,easy
409467,42125,9528,5835,7251,5814,3265,2080,242578,24047,16384,12649,7363,11698,13816,5006,1452288,39060,19772,-3579,8555,4955,-5384,584,-224096,-15633,-11181,-9585,-1300,-7756,-10563,-3902,-201569,10275,-16039,-10789,-4764,-10516,-12651,-4125,-52159,13297,-14665,-1261,2202,-9006,-11891,-4334,-140020,43393,-12166,-8854,-5251,-7099,-12264,-2855,difficult
490153,65717,18902,32560,37945,19726,27633,12626,297614,27383,3960,10141,5657,7420,7502,3026,592730,72567,18933,17325,14331,20950,14345,20357,-86800,-1063,13472,-6479,1963,27,-546,2402,-202800,8037,2552,-5012,-538,-3583,-5305,-2140,820003,101070,41907,113771,150140,47919,98643,28806,-160436,11059,-2156,-7512,-4457,-3784,-6484,-1427,easy
62578,9366,3341,1401,5187,4240,2921,2697,112981,42777,7552,7961,7189,15740,9854,13560,54812,-21393,-2780,-5462,-2654,-9651,-7308,-11331,-73935,-35923,-2676,-6171,-6370,-12902,-8719,-11436,-109571,-30669,-2284,-5480,10971,-6912,308,-5302,-61660,-39536,-6658,-7844,-5978,-14018,-9474,-13124,-61660,-39536,-6658,-7844,-5978,-14018,-9474,-13124,difficult
420142,113533,7781,25506,9611,12839,12015,3252,50881,40453,6876,3719,2633,2313,690,539,179131,-6292,-1481,-1507,-687,-680,1384,445,888568,350075,7377,39917,18440,17908,15448,3535,-41487,-20318,-2557,11646,9313,9326,15374,3510,451764,57898,-3117,1565,889,11708,5341,1997,368328,-15964,4305,57312,6935,14368,19077,4078,easy
158062,47620,11811,3898,8238,7520,3750,4139,177640,49113,4212,2144,5979,2837,2868,2344,508425,-23662,12261,8769,739,-999,-1511,526,-164211,-45884,119,-1257,-2980,3003,-633,-1690,-173032,-38227,1368,-947,912,9830,4366,3670,-140017,-8675,17114,3207,8679,10954,4291,6374,-129055,108982,7134,-1004,3945,628,-2102,95,difficult
168750,25116,8820,3704,4772,5023,2896,2755,87064,29578,9462,14869,10626,16167,9092,7039,-5344,2452,-4556,-14099,-5384,-14335,-7160,-3328,540087,17579,9679,-11195,-4947,-9893,-7060,-6321,-80413,-15738,-4061,-8353,-2062,-4987,-1662,-1811,-15383,-2186,-1732,-11490,-8824,-12605,-7669,-4234,-30517,-24416,-2542,-10688,-8053,-13899,-7429,-5727,easy
178821,45978,10198,8630,7812,12290,4238,3061,397929,64818,16945,8530,7470,12404,6641,7247,131385,128013,-2289,25986,3217,28369,2888,-1890,-170105,-48332,7996,-5120,-4273,-7064,-2011,-4274,-393600,-61653,-13184,-6913,14680,-743,-1523,-2112,-311531,-60123,-12752,-7584,-5869,-11367,-6303,-6999,-351688,-52104,-13505,-5870,-6043,-9766,-5067,-5653,difficult
319256,49176,12182,35555,12181,9072,3913,4540,180035,32798,16093,23628,5357,5453,1959,1448,546242,51906,-10651,28672,4844,2871,1328,2842,-170992,-14940,-10366,82098,4565,-451,1247,893,-88061,1714,-9277,-11903,5777,-1378,-134,2223,320021,66938,23881,-16695,22370,20043,8428,10490,88893,-23729,-13143,-22538,-3436,-2991,-1097,-990,easy
73985,26544,4675,5650,5498,13132,5864,2474,470623,55444,3314,13261,11146,22572,8838,5764,-465362,-49478,-1730,-6519,-6091,12685,422,77,-225766,19353,4635,-2571,-8213,-14154,-6546,-4283,-459966,-52860,-2099,-11856,-9753,-16940,-6689,-4562,-453644,-28555,7597,-5019,6402,-7353,5998,-2059,-378454,-32961,-1598,-12089,-10586,-21437,-8054,-5622,difficult
232892,55324,7657,5290,7715,7523,5394,3782,351742,44694,8673,10388,11477,10682,6155,6157,452122,156784,7009,3594,6903,2719,948,3753,-332178,-40921,-1121,-7919,-6993,-8341,-3182,-4747,-222045,-36666,-833,-4038,-7768,-6877,-3439,-5185,-336217,-28392,-4755,-9167,-4917,3358,5257,-271,-155934,2346,-5382,-7962,-6035,-6656,-3389,-5425,easy
31904,28148,10171,7515,6929,11981,5405,3422,339015,71327,22983,6981,4951,10718,3097,3376,-310631,-16128,-17375,-3073,4691,-2481,-809,-291,-324113,-43048,-16076,-5370,-3357,-4745,-755,-1839,-323556,-50515,-8248,567,4896,23685,12062,4341,-248915,-62855,-20215,-956,-2697,-9193,-2243,-2985,-328342,-43348,-2146,11500,6357,-952,3287,1002,difficult
172251,48312,8549,3990,7049,7483,3283,3169,634403,81215,38179,7820,12606,11429,9685,6973,-556565,-25105,-31109,-7134,-10892,-6385,-7512,-5328,61511,5822,-21235,6156,2143,1402,-1887,1787,-608776,-60047,-28152,-5959,46,3547,-4520,-2368,-598366,-42064,-31357,-5213,-7550,-8218,-8790,-6349,-608564,-43119,-36298,-7002,-11532,-10078,-9303,-6761,easy
381554,92067,16659,20109,8941,7402,2662,2024,79963,41414,7344,10735,6192,4554,2259,2341,1533709,268393,14961,27343,2586,8536,1715,1123,-70859,-23018,-651,7127,8171,5057,-115,-608,38937,420,5580,11015,1776,-1189,785,33,-52727,-8982,25768,4508,5934,5226,1258,-175,58896,16452,917,-3123,-4722,-3389,-1626,-1958,difficult
94076,17663,4471,5218,3984,3786,3286,1370,535255,484902,95450,47272,22967,45595,24636,16707,-353084,-474583,-83334,-41677,-18864,-43940,-20749,-16244,-531817,-483287,-92471,-45315,-20042,-42655,-22687,-16160,-524092,-481719,-93085,-39241,-17801,-35666,-17401,-13388,-467228,-455885,-92504,-44281,-17680,-43052,-22463,-15222,-329673,-440722,-93499,-39755,-20526,-43733,-23452,-15673,easy
288081,44224,33189,8230,9905,9384,12235,2916,327966,23463,8231,6507,3934,5974,4142,2299,1047776,169731,147656,29363,35755,26764,51897,9888,-323146,-11244,-3839,-4992,-2852,-5046,-3854,-1651,-319097,-19747,-5807,-4276,-765,2223,-1060,-1596,-284224,-16527,-7729,-6113,-3295,-5349,-3903,-2246,-320735,-18407,-5493,-5368,1011,-1540,-2615,-1308,difficult
612942,41736,6466,3415,5827,6051,2903,2223,146867,22147,15030,10246,8072,11674,7379,4442,272459,211,-9551,-7229,-447,1135,-973,-3011,2269651,124744,-1987,-1866,6352,-1864,-3431,1466,-136006,-21159,-12308,-8683,-5165,-9536,-5778,-3139,25747,2444,-10015,-9363,-6067,-8417,-5770,-3401,-101474,-8294,-8957,-7015,-5898,-9433,-6428,-3012,easy
61525,23727,5234,6246,3531,7710,2835,1595,334085,107273,25977,15996,17304,7286,8445,3386,-282623,-45793,-20084,4292,-12614,10680,332,-1402,-201663,-99966,-22556,-15447,-15989,-6273,-8074,-3181,-322617,-101614,-24368,-8203,-15684,-62,-6478,-1291,-327453,-99025,-17431,-14523,-10603,3120,-6291,-265,-228446,-71330,-19277,-14867,-13976,-5345,-7541,-2814,difficult
349063,56123,43722,41971,17115,17588,8999,5448,33900,16878,16726,10341,7491,4956,4351,1616,263525,9477,-191,25850,9761,55,-1290,3243,-9205,-3422,-14200,6532,32125,-417,4917,846,13381,-2685,24790,22697,-4316,305,1380,514,76667,28854,26229,25149,-2244,-1036,-895,2229,1231446,164002,98353,77924,12795,64254,19126,12327,easy
235940,15064,5206,4575,5289,5678,4737,3849,222842,25159,5423,5092,7699,4474,2485,2395,-33442,358,-807,-3112,-6388,-587,-603,-1175,585816,-4639,1858,-666,5078,10893,3943,3785,-200806,-13484,4668,8203,1711,2122,10024,8372,-150011,-18254,-5316,-3187,-5228,-2718,-398,-1815,-136067,-14456,-1490,-3825,-7223,-3688,-1704,-1895,difficult
95147,26192,6289,6465,7187,11597,4271,2731,113310,29936,5779,6222,9767,6941,4549,2357,-84892,-4989,-590,-2206,2476,20168,6027,3800,11395,-14918,2688,-1538,-5458,-4831,-2538,-615,-62417,-8750,5771,2951,4827,16600,2389,1578,121917,34793,-853,6305,-6044,-2718,-3012,-914,-76818,-24854,-4464,-4296,-8701,-5940,-4258,-1978,easy
523704,19355,4705,7250,7451,5293,4783,3850,88358,16614,9323,9155,5138,5217,3158,3657,64030,9885,-9149,-7664,-4594,-4277,-2524,-3366,2156198,38626,6885,15383,13933,7044,9123,3935,-76758,-12637,-9025,-7426,5698,-2245,4158,5571,117794,-9251,-3684,-1258,-883,3385,-1500,-2235,-84535,-12917,-8116,-8558,-2589,-3527,-1132,-2942,difficult
309334,87700,4749,2901,4459,5428,3539,2698,92024,22014,5779,1925,4541,5833,3678,3630,145680,44903,-2324,2665,2347,2432,-2344,448,-89432,-20863,-4479,-1566,-3677,942,-1792,-1514,976970,311720,10911,3174,3373,1862,6587,2273,-46740,-13209,-4074,373,401,-1986,-392,-2954,100073,5879,-5182,235,-2852,-5277,-2755,-2913,easy
622861,100292,15697,7916,5714,8435,5045,3077,10370,7396,4099,4892,5506,27054,28490,20201,878260,220789,22029,5742,3267,-16085,-24917,-14443,1544645,159702,36447,13319,6717,-5715,-16328,-16387,107794,1075,-3285,-4252,-4285,-22507,-25835,-18956,360233,10500,2532,-46,-3297,-23472,-25290,-17014,171525,72415,267,358,-1364,-25318,-24855,-18818,difficult
223988,37357,12529,7252,4588,5524,2001,1584,105478,38328,7531,6837,3620,5941,1323,1373,927280,82331,27979,10175,8357,1704,1075,930,-91685,-23296,-6231,1865,923,-1852,393,1832,-99478,-33371,-5296,-2932,-1722,-1304,1742,-192,-94924,-28925,-2157,-2994,-786,3276,646,-538,-48643,-1594,10695,-4040,-1932,-3908,-467,-975,easy
350848,49589,16855,15154,7022,8646,3220,4104,350884,33279,18353,8205,21505,14297,6681,8910,-63504,-17635,-12403,-1377,-18353,-8876,-5902,-7626,920787,120547,28451,43962,-5732,3664,660,2231,-348202,-22818,-11603,-3443,-11926,-4913,-1598,-4672,-210336,-19525,-14740,-7357,-20508,-13717,-6378,-8700,-298924,20981,2805,2961,-15896,-4411,-4088,-5261,difficult
15972,5712,2594,4560,3357,8776,3662,5593,27719,9070,2539,5834,6913,5167,4855,3946,22470,-3635,1307,-3816,-6191,-3689,-4289,-3624,-21938,-6424,-2360,-5072,-5445,-1933,-2145,-2627,-24869,-3380,2168,8038,-1251,17975,1085,11933,-9146,-2094,-188,-3696,-4687,524,-3736,-890,-25252,-1256,-654,-1824,-207,5170,3121,3444,easy
120737,9017,3049,2825,1498,4559,1732,1955,76421,39733,7980,4144,6116,6335,3363,3159,-70187,-34231,-2832,1016,-3476,3523,-949,4030,-5999,-37544,-5156,-2341,-5656,-5956,-2946,-2965,211151,-16693,-6237,-620,-4905,-2306,803,-2100,150637,-29495,-4905,-1919,-4198,-1060,-2164,-2496,-64022,-35616,-5525,-2731,-4856,-3081,-2901,-2487,difficult
106145,34355,4864,4343,4567,3190,4203,2108,1081950,78254,15488,16291,13461,8978,6411,2343,-839661,-28037,-14568,-5385,-3196,-5607,-448,2296,-1065862,-62414,-6747,-13377,-8576,-1568,6464,2116,-1072544,-71293,-11579,-14507,-11341,-7165,-5754,-1774,-926001,-43994,-6615,-15757,-11863,-6958,-6170,-2104,-974955,-13758,-13611,-10713,-9494,-7641,-5130,-1710,easy
438768,76155,21243,19024,23928,29354,13241,6094,510882,38306,20290,18754,11260,14156,9779,8545,15281,-18037,10781,-10788,22552,26603,14018,3998,-446612,-22796,-19972,-13013,-10299,-12859,-8690,-7740,-97038,31879,-9788,35891,27325,2934,-5998,-3386,-384476,195487,41627,-1573,16915,58594,7533,-1137,552277,2710,-17881,-9165,6847,719,10447,-3989,difficult
208067,154133,18463,8986,20690,26796,19981,13027,195424,31403,6509,7450,6516,6925,3646,2212,20296,27140,12110,5604,17925,11904,12579,8075,-187049,-20392,-2163,1756,13653,2032,12710,7,-43193,-16875,-1524,-3700,-3671,-2780,-2047,-277,-185206,-25195,-5757,-5597,4036,24640,1763,3220,458365,648973,57102,9617,38929,63558,56672,43048,easy
335181,60416,12229,5593,8332,5669,1694,1842,141199,48206,5561,4149,4829,1959,1720,735,168350,-18548,1398,68,-2954,234,-939,714,-38590,-33709,-373,5261,-647,2462,-968,1294,-86278,-22987,-2482,-1478,3831,4754,560,1789,423274,23237,-3694,370,8562,7098,560,1349,503156,113056,38491,2997,8722,4003,656,390,difficult
99753,16143,6096,5463,3970,6117,3984,1730,1195079,155819,35979,49601,18040,31264,19617,12972,-934411,-124646,-32051,-41705,-13719,-27371,-15266,-10956,-1156117,-130095,-16432,-36256,-6975,-11516,-9679,-8578,-1110645,-148346,-34993,-48232,-17419,-30144,-19049,-12670,-1085963,-143703,-34084,-48769,-16798,-30448,-19347,-12580,-1189496,-151591,-31853,-45730,-15440,-26254,-14826,-11427,easy
214904,52658,10640,12341,7677,5907,4002,2133,37556,39554,8909,14800,7586,4971,3722,2977,285949,33774,-1956,-8847,-549,3189,4505,1815,280113,86680,24033,19563,9907,2484,1957,-143,-34136,-27732,-7494,1585,2645,4297,-1722,-1117,-16194,-23144,-207,-11750,-5846,-2817,-1001,-2463,371006,-4059,-5722,-12845,-5703,-2471,-2340,-2312,difficult
182140,60786,14312,4943,7936,11705,3349,3530,321563,36809,19523,20964,13712,12664,7829,5317,-300829,-25410,-17300,-19671,-11942,-10820,-6499,-4359,-161824,36084,-13195,-15110,-5430,8826,-3916,-1897,93131,43026,-17680,-14149,-9141,-3370,-2767,-117,-309664,-31379,-18064,-18236,-8931,-7508,-5838,-2013,-17927,97563,40186,-12940,6563,8078,-3382,-547,easy
134221,20658,6479,5227,4311,3437,1411,1883,104306,32926,24463,16395,23591,27065,24632,7849,-8533,-21500,-20374,-13751,-22009,-25736,-23952,-7338,112951,-23770,-16002,-10444,-17699,-24966,-23291,-6323,206329,-23294,-22200,-12327,-20675,-25227,-23601,-6773,-64592,-13107,-9704,-12899,-20937,-22254,-23315,-6845,-96578,20329,-21640,-6420,-15080,-19956,-21944,-2553,difficult
76826,31345,7623,8164,8299,14350,4534,4050,584924,72307,15767,22963,12976,20122,10760,7032,-370132,8275,-9182,-16857,-5805,-18235,-9424,-5085,-566820,-64770,-10793,-16693,-214,-2470,-1584,225,-575238,-64164,-3720,-17632,-4905,499,-7621,-871,-552133,-62653,-8587,-5899,-2080,7970,-4893,-4216,-476165,-21499,-8436,-16912,-10381,-16625,-7610,-4964,easy
136933,69147,24089,22498,8269,10036,5737,3655,106800,15838,6913,3701,4698,3600,3166,587,-12492,92162,17593,5769,2316,12888,9694,7552,140348,19933,27544,10132,10711,5074,588,1920,-55337,30123,16028,61176,5109,12009,1805,1904,146056,113564,28115,14902,3320,3891,2624,2801,-67911,10764,-3398,2004,-3602,-1684,-1858,1161,difficult
126191,33210,7212,25748,8821,5655,2068,1932,818791,235649,43702,14051,17578,15105,7453,4719,-646515,-173847,-39316,-11265,-11464,-13118,-6392,-4258,-496837,-213704,-40294,-10975,-14892,-12889,-6571,-4068,-789782,-213595,-25267,33550,4393,-5083,-5951,-1731,-798591,-216642,-39362,37962,-9458,-8391,-4640,-3910,-731275,-194405,-38209,9211,-12363,-7771,-3369,30,easy
