delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
1679773,340571,73315,59843,25738,23571,32388,10391,1301436,38493,34695,39354,12980,5255,3140,2919,-1287324,-2413,-24241,-28962,1870,1979,5004,5087,806670,83845,-4694,-29259,14718,15331,16743,3721,1615666,824803,144794,119687,21685,37637,65996,13609,easy
513254,16845,3213,8899,6727,12420,4250,5540,332684,157723,47219,19667,13569,19918,19080,10217,-145764,-125388,-45283,-14249,-9977,-12834,-15032,-7499,946631,-145011,-42197,-32,1862,8635,-10858,3239,-259158,-152236,-44539,-18024,-12411,-18295,-18601,-9770,difficult
1266227,260468,80432,34953,60348,50765,61654,49773,315358,56924,13983,13095,8412,18891,18289,13129,683572,199435,112446,21974,24766,45971,7087,27954,1688109,248997,72581,33535,70919,45865,51285,22256,480927,162200,14320,10066,60123,3787,71723,59723,easy
159909,40280,9411,4951,5463,12630,5482,5914,1314787,263330,52454,27072,19902,67472,59115,48056,-1174271,-229647,-42918,-24894,-13898,-48013,-54533,-34959,-1183299,-203226,-42170,-16378,-12867,-50000,-48679,-43985,-1107063,-236277,-44040,-25092,-16551,-66512,-57686,-47481,difficult
375922,100277,14291,17487,15566,15080,35912,6048,435830,198877,17850,7632,8239,10529,8644,4769,-172098,-179470,-8194,2574,-4106,-7386,-2610,-2299,284435,32516,13540,26041,32443,7932,82095,8794,-292061,-148845,-16022,951,-6357,13107,2318,-2657,easy
48472,14158,9941,5622,5556,14328,9742,6775,1375797,148442,43127,39444,14500,38638,34190,22107,-1360339,-138846,-39394,-38222,-11717,-26053,-26707,-21373,-1342135,-123767,-40073,-27388,-12705,-27319,-29425,-20290,-1279500,-140239,-20092,-35855,-2409,-19559,-17211,-4334,difficult
362249,15756,23759,6702,9955,15851,11726,5444,559925,74972,12195,12331,8662,27934,32777,15916,-435659,-60349,55610,-1344,9962,9685,-3759,-3319,-505437,-70438,-11567,-9274,-7449,-24602,-32022,-14827,348068,-46862,-9351,-6270,1365,-21333,-27371,-13271,easy
515284,73774,16374,8576,4916,9069,4353,3247,640518,108136,7842,19143,6115,27622,16702,15632,58898,3191,7992,948,991,-19151,-10083,-13173,-331466,-105879,-7266,-18245,-5564,-26844,-16424,-15384,-103135,-397,24871,-14404,976,-9665,-10541,-8599,difficult
550969,226660,11232,4607,24970,31507,12997,14348,1305460,284684,24238,46822,27334,48005,39410,21815,-923929,-189125,-13148,-42217,-15813,-33397,-31043,-15084,-1080511,-240290,-19369,-43908,-17372,-33774,-30726,-17021,-259033,255344,-6500,-40520,26094,17676,-17469,9705,easy
74047,47022,8033,5331,5221,29062,10096,4194,128449,74000,13287,15057,5130,16430,20108,14164,-95517,-25815,-6674,-10111,30,17121,-8249,-11692,-12207,-42507,2349,-7950,1706,-7626,-10916,-10631,-55481,-12613,-11438,-11116,-1464,28400,-10872,-7588,difficult
163771,69326,12201,20805,19202,32731,33649,22580,68935,32162,8908,9392,9912,17658,12207,13591,41483,13944,11830,32039,-2056,20365,15201,11569,-47161,-5218,-1322,1860,5568,-2069,30325,228,290187,102765,-628,339,24358,26924,18801,15171,easy
1855374,27383,26785,13087,13505,36571,22842,8757,1344705,199129,54490,78028,31914,26887,40425,37585,1924362,-166839,-26092,-47552,-12465,45368,-5762,-28494,-82078,-166712,-12775,-71492,-14630,1326,-10717,-23976,-310276,-181686,-44247,-75780,-28132,-17642,-36270,-34015,difficult
340269,81396,18024,7062,12901,29079,10888,14748,199041,99471,20795,15623,8349,20299,13338,11992,685230,92531,4543,-329,4591,-4702,-3417,-2579,-119439,-81751,7396,-12892,16070,43897,5346,21019,-142108,-65004,-20252,-12461,-7006,-12856,-9278,-10173,easy
1159110,260831,33362,41357,22201,47346,51561,24410,1288677,224843,28860,20378,12597,42112,25630,16437,-1174453,-170382,-14438,18313,10879,-10618,-12973,-9150,376650,95045,9208,19064,-3103,-1304,4265,-802,409101,183302,18736,25560,21037,27624,86501,33872,difficult
132608,45301,23733,24406,11163,6808,8013,5763,598423,114620,29018,26555,29427,27950,25450,14485,-590513,-97891,-12506,-1518,-23999,-18939,-14331,-10172,-547720,-86663,-16804,30,-18201,-23433,-21302,-9242,-259213,-23403,13454,-4958,-12591,-21053,-16679,-6751,easy
1007355,119925,66190,33709,27626,52396,44734,11971,606754,119297,16203,7519,6200,8792,13908,6567,1752397,27844,84240,68579,58536,104175,71739,11349,-545477,-10949,1240,7614,1510,359,13490,1445,-5118,-15012,64481,2378,4231,26278,7248,3417,difficult
207420,16775,5697,4593,6775,12384,7236,5376,299896,75447,35819,23514,18731,24507,28286,17193,260274,-65177,-30058,-19907,-15743,-11256,-21473,-13784,-287030,-48311,-32095,-15646,-4706,-4237,-19260,-6601,-250671,-62527,-28213,-21209,-15419,-20876,-22416,-15065,easy
38781,4874,2164,11428,5161,4554,6065,3469,392797,44262,14299,23519,3496,12765,16718,6781,-356700,-39684,-11259,-14306,331,-8710,-11471,-2957,-385747,-41497,-13213,-21466,5690,-8704,-12186,-2615,-319602,-36984,-11932,-501,-1025,-7220,-8302,-4365,difficult
449064,56909,8850,2462,7028,8739,6001,8245,864579,364974,176317,29464,28468,59373,51248,42467,379794,-222886,-166129,-25502,-17332,-48209,-43496,-25722,-841963,-355723,-173019,-27637,-27233,-57636,-49847,-41049,-784377,-345587,-163253,-27866,-19754,-46056,-42398,-35895,easy
