delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
182465,40821,7358,5949,4889,14172,1032709,109639,14103,26462,30818,32029,-1003981,-81185,-732,-22740,-23023,-13974,-521212,-20168,-7501,-12782,-25712,-20500,-1025540,-105100,-12003,-26018,-29052,-19097,easy
1130802,255190,73108,29550,25384,33360,335886,210349,17986,19614,27683,21184,1403746,338232,171575,7919,638,25002,706716,-77757,1044,3231,4691,13639,274285,-125952,-7253,18658,-12227,-2112,difficult
950933,169354,10119,19236,5110,28547,471101,89524,36473,11040,17280,18621,-409185,-68256,-35063,-5219,-13586,-12299,1585804,343191,-15677,5788,-10204,4344,262878,-35444,-28321,24020,-12721,37733,easy
1496048,658919,125920,62497,32035,54475,529579,91751,39978,32048,21156,22997,931806,-41495,82672,-397,171,42953,2430831,1726995,199527,115879,49086,64599,-463230,16004,-24374,-24135,-16621,-13119,difficult
410127,40470,18455,4002,5038,6099,1643497,220671,202467,74042,35987,47497,-1490977,-205384,-190812,-72394,-33375,-45755,-1398866,-148258,-171174,-70434,-28572,-36660,-810266,-186962,-190051,-67292,-30901,-41780,easy
991948,108843,12600,14347,6546,8785,1105091,145224,18272,22977,11287,22808,255976,-42870,-4514,7408,-609,-14132,-121466,46095,-5552,-17294,-3190,-7491,-473940,-112368,-6950,-16004,-10425,-20445,difficult
112004,24958,9854,7267,4243,11008,530386,22811,3493,11461,2120,9854,-528132,-19010,1073,-5691,1741,499,-292133,4990,15446,3256,4463,-2114,-434880,20462,2563,-10146,164,5076,easy
540934,152873,14846,29116,20643,14219,781839,56236,24263,9809,14618,12597,-582219,153246,-4646,2693,4099,3130,-661525,90765,-12426,4984,-9787,-3046,521028,45901,-11180,50245,23763,4783,difficult
115218,54594,11458,9374,4482,12580,148447,45372,20228,4975,5943,6178,36043,58989,4889,18718,4925,13591,-51403,-24545,-18753,-4018,-4971,-1756,-84327,-6779,-12447,-1503,-4337,7372,easy
206900,138366,7362,11203,7176,14358,1715396,148472,91825,141148,16412,68724,-1595519,-112252,-84711,-134770,-11218,-64569,-1300632,-49336,-86824,-137904,-11003,-66194,-1629336,131270,-81855,-117160,-5488,-32334,difficult
460328,104805,30915,5376,6280,13757,1286897,156027,74791,41915,23742,36357,-1108481,-52358,-3127,-37288,-14259,-24081,-880857,-131984,-72111,-37301,-18955,-27559,-490368,30677,-56389,-35029,-19171,-16159,easy
876689,171528,45919,28210,22918,28459,331871,92193,11243,13122,16204,12814,1205543,309340,108833,61710,39564,49645,397754,-28252,-377,-6621,-7433,-8876,31156,-43082,-4428,-9824,-11988,6167,difficult
405748,66751,8171,6660,5156,9171,413738,123855,19778,22530,39040,33223,58982,-90255,-16003,-15966,-36015,-28171,99058,37466,-1584,-11211,-27810,-12961,-182010,-118523,-17234,-20433,-37826,-31024,easy
381871,177987,34321,26023,20596,17262,444925,74045,16481,11877,4082,7442,-322652,36174,54477,18272,8521,3128,-225205,137797,-518,16122,21854,15651,358694,137855,-438,8043,19168,10681,difficult
524800,104699,27585,12063,12829,10824,296874,127374,11625,12927,16226,12627,492278,76483,18895,10145,12457,4305,-159746,-107525,370,-9336,-15404,-8307,351245,-36983,28615,-3401,-7244,-1406,easy
986775,88596,30165,14958,9541,27199,608005,65882,38261,7191,9070,8864,447906,73761,-563,21086,8553,30222,-155331,-25757,-2945,-1012,-2186,16259,843735,20138,-20780,3226,-4954,8523,difficult
1284533,88908,28522,21109,8086,11398,1382972,303623,83500,115763,17764,56999,-190495,-114490,-38478,-63213,-8142,-46481,-90512,-240888,-50260,-108109,-14794,-50606,-14310,-288767,-76195,-112639,-6097,-39717,easy
975741,206041,57941,19606,16907,62414,516490,102177,42646,30886,52223,28911,479659,66520,-4504,-13412,-45412,38419,211693,153595,32852,-12209,-32837,49134,686402,91477,17538,-8220,-27699,12955,difficult
397962,329250,27964,16581,10227,28889,1166961,263929,80191,16568,26134,69961,-959975,-198454,-76129,-5265,-21725,-56546,-420167,564343,-6486,10326,-4579,-16111,-926854,-169925,-74065,-5022,-21417,-50560,easy
569645,41337,10783,11191,8209,4089,644085,195765,30453,13877,16033,18347,-366482,-184183,-28090,-11518,-10012,-15713,513273,-106137,-1254,13568,-566,-10759,-370111,-172964,-29666,-10108,-12895,-16302,difficult
466725,90190,5430,10817,6089,20179,893613,212493,39762,24083,21618,28757,-746122,-52423,-30166,-11074,-13503,-18253,-597524,-184261,-39212,-19111,-17162,-13022,62983,-130226,-33619,-9612,-15922,5541,easy
285237,114504,30809,13098,31330,21148,676970,41132,39093,9241,17332,13812,-160880,186596,-11824,1281,38971,18844,-473609,-17002,-28147,2433,-10497,-4929,-540710,50522,15118,7857,13519,8092,difficult
420473,33754,9494,12756,2343,9674,820512,303702,64616,24468,13964,24061,-311509,-235537,-54634,-11307,-12203,-16757,-721377,-294835,-55764,-20327,-13533,-22048,-167231,-279473,-54968,-3501,-9128,-4355,easy
759511,51962,22365,12112,4938,9625,1314053,283384,93897,78268,32286,30886,230717,-193329,-34860,-54179,-24422,-7869,-1270400,-276160,-91774,-77247,-31547,-30054,-623942,-224776,-87963,-67041,-26076,-25859,difficult
1257241,196024,45514,19065,21872,27122,541526,88506,76757,11875,14787,21842,-338844,-72716,-63186,-8631,-11955,-18404,2075126,443109,-7601,27641,42722,17139,410862,-47840,-22941,2560,-9512,17105,easy
855908,88016,57639,13818,15824,50079,1242821,54244,24392,12352,8815,21696,-947565,32303,-10150,-730,2732,6492,-781123,-6078,12986,3714,-5104,-13880,567950,75090,96904,1414,23400,92537,difficult
1279079,242513,45502,41515,14061,35194,1182046,216438,30824,37620,30114,37288,521175,-6207,-6372,-8959,-18160,-26997,152564,131572,67785,8984,-21040,7994,-382639,-47140,-17378,11659,-8959,12721,easy
1264266,578972,118555,49998,51540,88783,197006,43112,11609,5773,6746,8118,1457128,755784,246354,8045,45227,41406,201238,210363,26726,9463,31119,17489,1543414,641434,47757,115166,58035,183099,difficult
773440,110175,71948,20367,16531,22475,488251,113384,18248,7253,4888,11446,123380,-96685,-8693,9348,-2944,2186,233924,127618,139661,12981,30322,14587,498263,-40560,30133,17013,7551,16313,easy
784127,189054,42641,15443,8770,18248,451642,124213,32104,14452,13760,28440,-24620,-5097,-22120,-962,-7935,-24862,1405670,282694,83074,17462,5920,20426,-383594,-83073,-29343,-13526,-12954,-26140,difficult
775294,114834,12817,8447,5154,18548,1044069,123333,85444,18983,7732,29025,320386,71279,-70356,-14704,-776,-6432,-967941,-113888,-84107,-10098,-7059,-26658,-158771,17111,-63417,-6807,101,1660,easy
1425606,307625,100203,42431,42364,58721,1745321,442179,51831,53594,46936,70610,385088,-267041,15416,-37774,-25214,17705,-367284,-66709,151195,18347,34150,1049,-976950,-69912,-21494,-14061,-22652,-54420,difficult
513682,75997,18988,23994,11090,21200,1066960,351682,44817,39996,20040,18911,-463284,-282047,677,8144,-5229,-6127,-806363,-328738,-40085,-37635,-14423,-15510,-390186,-216269,-38079,-18515,-7199,28505,easy
1013467,198933,63460,23040,26952,32171,672437,194061,24967,30539,23483,17333,1045635,291083,122036,8565,38041,48055,-31907,-129509,4086,-7769,-7779,7634,9361,-146958,-10644,-23294,-19855,-11174,difficult
1254630,68545,9655,12518,4765,17147,732821,88322,15773,12896,10437,12763,719705,3530,-5719,-2699,-4218,6312,719705,3530,-5719,-2699,-4218,6312,126017,-66391,-6917,4264,-8580,528,easy
1446152,185516,71851,30616,26283,48846,239557,123092,13506,8941,9180,18043,1815913,-8358,14339,-3721,2745,8634,189932,-90774,5290,18264,-1331,-10351,1613941,286405,155406,50482,49894,94127,difficult
803316,503506,56692,27303,19710,28271,1001575,342349,54917,33285,12129,24845,-168894,-114837,23971,-11400,-2394,12600,54820,918979,18343,23685,29276,10169,-480702,-320670,-36989,-30232,-4140,-12490,easy
1265472,137920,29201,33504,43880,31252,608319,95644,24739,10600,5315,6392,584750,-28291,-11277,3618,16794,7981,-205342,20830,-15796,3821,3491,17485,1592052,134289,40458,61274,95409,49113,difficult
632802,303832,36755,14532,21817,13935,501552,73937,21766,9171,10032,14955,454589,512324,31800,19857,34448,6307,-45978,228227,19925,2819,6734,1736,-14861,-50867,-6759,-6593,-5827,-11102,easy
422821,178201,16890,9341,6073,6281,978338,77136,13705,8070,7466,6852,-741580,-70972,-6178,-6387,-6253,-4736,-673397,381267,22781,11144,-1678,5796,-251573,-7099,-7048,-945,3751,-2772,difficult
1809169,221534,27959,49352,33877,41938,1626316,567795,70844,178857,29884,52126,192399,-424428,-68423,-158195,-4166,-35283,522347,-445592,-35767,-125731,3116,3332,-166187,-168762,-24465,-104590,13029,1386,easy
