delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
152908,27273,10379,8818,6346,8864,3873,1812,88590,18799,5420,2807,4840,4244,2497,2507,259124,39234,7378,15605,309,15581,1905,96,-88086,-10752,1977,895,5137,932,3009,-1102,21917,-3061,5523,1532,-928,-2654,-786,-1079,easy
30942,10731,1575,5457,5569,11131,7417,3545,113496,48849,12546,6795,10495,14973,9724,8332,-82022,-36761,-11553,-2228,-3778,-3129,671,-4966,-63964,-38512,-10542,-3916,-6650,-11430,-5440,-7373,-101676,-39080,-10819,2131,-4349,3032,-2151,-2023,difficult
100276,22301,5705,3636,2250,1465,777,597,144867,41773,11493,10179,4499,3287,1896,1134,-16219,5651,1549,-4058,-17,-1392,-614,-450,-10258,-32041,-9761,-9287,-4064,-2521,-1690,-1067,-107295,-32027,-9153,-6284,-2666,-1552,-1052,-95,easy
606577,268022,119245,14600,15541,19243,25905,14059,114914,24976,8848,7061,8856,11606,2300,3532,718988,54385,1458,-5192,-5973,-8611,-427,-1198,428490,690954,332354,30875,29527,37964,71748,32177,327510,-16202,-2621,-3065,-3498,-6441,-506,603,difficult
194354,33788,4499,5227,2376,2795,1173,1844,270762,54909,5624,7019,4351,3886,3836,1741,-262947,-46882,1351,-2572,-1030,-288,-2401,2501,-263487,-43634,-2074,-2828,-2382,-865,-2929,-1060,297209,27153,-2651,25,-2513,-2119,-2658,-1132,easy
792622,94977,6142,18864,11954,23487,32934,20558,184713,57199,10962,8680,8585,10209,5094,4507,2085866,165791,7105,37951,10211,30307,36252,23811,-177898,-34911,-10670,-3093,3635,7087,47103,23083,-84242,-17545,-10896,-4307,-3740,2441,166,1258,difficult
727739,43679,7848,9537,9739,18716,12103,13032,255310,60871,14602,8893,18843,11557,11591,8391,1860400,51307,-1127,8923,-8924,13945,11854,2253,-246812,-58007,-5162,1180,-428,17601,661,19048,-196302,-44875,-13972,-8172,-17961,-10068,-10979,-7378,easy
62807,17176,2638,2099,3800,11909,2107,4133,260087,106526,10921,9943,9690,7599,6936,5075,-121067,-99459,-7070,-9304,-6846,8267,-4826,-1668,-242818,-85248,-8723,-5506,-5279,3949,-6039,413,-227955,-83342,-9056,-8722,-5546,713,-3622,-1570,difficult
556620,70943,24251,6401,12239,9341,6992,5465,595713,42138,11775,12407,7098,11186,6181,2857,1064886,157646,46347,-33,10489,1380,4037,7450,-589710,-30654,-8855,-9906,1081,-5533,-1775,644,-592455,-40578,-65,-8080,3854,-1382,172,-270,easy
74949,24872,6198,3139,5201,8129,3678,3478,1022756,130825,35480,9602,12288,24918,11912,9626,-906473,-114049,-22824,-6031,-4847,-19502,-8520,-6379,-1012145,-124785,-30943,-5161,-8587,-18382,-7461,-6455,-924802,-79025,-34078,-8196,-7828,-12482,-8720,-5610,difficult
93889,14890,5044,2465,5783,10587,4313,2581,144707,50376,13157,21663,12313,19191,8903,4210,-80768,-48903,-12929,-19212,-2538,-13833,-2557,-2388,51133,-18305,-4817,-21025,-9097,-14807,-6883,-3479,-122818,-39251,-6594,-17356,-7954,2828,-4330,980,easy
43038,15653,16787,18083,8275,12389,4848,2797,85288,22912,4556,4781,4968,6947,3418,3244,-70711,-16362,2011,3046,-1134,3203,4753,-877,12459,1439,34250,40197,14386,18745,2316,2068,-68498,-6853,432,-3336,-3332,-5623,-2780,-2532,difficult
25603,13673,5081,3417,5432,7123,2989,5223,56802,30636,3343,3999,3627,6993,4073,2541,-10929,3488,5545,2725,151,-3028,-1034,-1500,-46858,-26418,-1487,-3042,-2653,-3036,-2474,-639,-35810,-27960,1157,-1430,7917,6455,256,10184,easy
104539,27736,4920,5334,3934,6282,2050,2561,88418,25096,4118,3372,7485,12534,2539,4447,-83576,-17833,6381,8296,-3287,-6979,1173,1311,216508,47975,-198,-1106,-780,-6553,-1311,-3056,-84568,-22222,-3777,-1305,-6585,-5225,-1329,-3914,difficult
152776,33754,3670,2836,5491,6081,3129,3774,155026,58226,6110,17806,4887,12083,7133,5315,-137524,-47108,1896,-14611,4582,1315,-1287,3031,58313,13036,-5089,-13850,-1191,-9653,-5214,-3787,72461,-39344,-4128,-16449,-1579,-9669,-5512,-3867,easy
540325,239414,23543,22693,11921,9457,3133,2514,273619,40523,6060,7145,9129,5839,5396,2448,-106574,46555,-412,11,-6845,-2401,-4428,-1550,-255295,-26575,-4455,-4731,-7006,-3963,-4349,-1893,1161988,576692,57316,51365,22228,17218,1987,3642,difficult
2934,8278,2940,4363,3481,2922,1481,1827,460314,66034,35572,15829,10509,7426,3658,1225,-454833,-59778,-35071,-10612,-7698,-5763,-3125,-701,-458599,-54449,-31716,-13983,-7468,-2935,-2280,137,-458707,-59041,-31109,-9803,-5919,-4814,-1126,2371,easy
24164,24803,7653,27949,8033,5130,3586,3314,819749,128431,9758,9030,10844,8798,5574,4861,-779615,-117206,-5922,-3949,692,-6522,-3281,-3595,-811580,-90948,-4600,58824,-3286,-2476,-1800,691,-795561,-102729,4207,1881,-5840,-2006,-884,-1738,difficult
85918,31658,17472,12533,6590,5894,4422,1914,107534,38601,5620,3961,3304,3219,1354,1212,-52444,-16155,18218,9052,4517,1716,7174,1273,-49010,3807,5269,15878,4523,6154,2248,782,36605,-8481,12069,787,817,156,-219,50,easy
45604,18797,6956,4378,1349,8041,2204,4599,110853,10848,6238,2948,6786,3691,3351,2390,16802,33017,12126,1930,-5242,-651,-1919,-1486,-106806,-7515,-5507,870,-6379,-12,-2246,-886,-105743,-1654,-4464,1490,-4691,13713,725,9000,difficult
545635,50729,4830,30330,18022,13230,3657,4600,67081,31530,13673,11322,11760,2565,1947,1182,630411,27105,-10883,1224,-10053,408,212,-555,-56004,-18057,-10209,-7958,-5291,3059,1358,1732,861255,48549,-5436,63758,34129,28528,3561,9078,easy
173605,14505,2890,3901,8274,14902,6677,5847,344183,63808,10177,5494,7215,8394,4903,3289,-338243,-63030,-8867,-4294,-4727,-4617,-2601,-1654,-342126,-56500,-7084,-4032,9011,26455,10076,11540,168635,-28379,-5911,3547,-1108,-2314,-2154,-2212,difficult
103520,23148,4563,10903,10248,21899,13627,5919,122068,118897,10884,24322,19255,9342,16129,5702,-52725,-99530,-7697,-2521,-5838,41102,12842,4976,-117871,-116443,-7774,-17336,-10507,2434,-5376,155,114951,-71275,-3492,-20401,-10677,-5865,-14971,-4481,easy
131997,19384,1764,4577,7678,5656,3228,3026,49540,12370,4370,4754,7356,5102,2484,3054,-45964,-9750,-3066,1152,10813,1949,4060,1578,35701,35987,-3239,-2396,-4772,-939,-648,-1097,257634,-5194,-1513,713,-5074,651,-1179,-564,difficult
20208,17515,6295,7087,3160,5842,4008,1927,19462,8984,7094,4139,7048,7201,4246,1546,-13100,4855,2229,1397,-2988,-1775,-1867,1394,-13692,-4116,-617,6786,-4018,1406,2751,524,29030,24854,-4010,660,-4659,-3709,-1599,-775,easy
70391,12193,2502,10078,3585,10860,4684,3946,294582,23712,16803,3836,7861,6413,2003,2170,-276634,-21623,-15766,-2135,-5680,1480,2079,-568,-291876,-14622,-11792,22941,-742,15582,5161,7393,-104064,1688,-15345,-2079,-6406,-3721,803,-1497,difficult
316307,36732,13466,7640,7050,5050,1083,1351,776102,101139,15264,13585,8610,8663,3830,1869,-730132,-67815,17046,-2151,5902,-468,-2590,899,-745291,-61127,-11468,-3486,-5744,-4654,-3184,-1263,96038,-64279,-10973,-12197,-4839,-5717,-2467,-1191,easy
98040,18597,7510,5035,8262,12880,5198,5755,45430,29428,5932,20210,36289,16317,16907,5383,-40648,-16508,-1413,-17137,-25055,5871,-10321,2499,-42758,-23275,3130,-15066,-27803,-3900,-13240,2573,241236,7289,3017,-13323,-31223,-12283,-11566,-3956,difficult
905038,16839,15307,14527,12492,14730,6771,7043,125873,18156,5543,5430,4420,8510,8591,4241,-121734,-10787,-3253,-4665,-827,-5507,-4583,-2410,-117869,-10241,251,-4461,8562,21643,-3107,8841,2577099,17076,32294,36417,16480,2525,2230,1974,easy
83303,26693,2422,5437,6076,2605,2114,886,242578,24047,16384,12649,7363,11698,13816,5006,-224096,-15633,-11181,-9585,-1300,-7756,-10563,-3902,-201569,10275,-16039,-10789,-4764,-10516,-12651,-4125,-52159,13297,-14665,-1261,2202,-9006,-11891,-4334,difficult
474415,63398,23270,44234,56179,22208,38433,12715,297614,27383,3960,10141,5657,7420,7502,3026,-86800,-1063,13472,-6479,1963,27,-546,2402,-202800,8037,2552,-5012,-538,-3583,-5305,-2140,820003,101070,41907,113771,150140,47919,98643,28806,easy
31259,7401,3679,1463,6730,4463,3892,3606,112981,42777,7552,7961,7189,15740,9854,13560,-73935,-35923,-2676,-6171,-6370,-12902,-8719,-11436,-109571,-30669,-2284,-5480,10971,-6912,308,-5302,-61660,-39536,-6658,-7844,-5978,-14018,-9474,-13124,difficult
483829,169671,7444,21428,12180,15294,12744,3553,50881,40453,6876,3719,2633,2313,690,539,888568,350075,7377,39917,18440,17908,15448,3535,-41487,-20318,-2557,11646,9313,9326,15374,3510,451764,57898,-3117,1565,889,11708,5341,1997,easy
18553,18184,10412,2478,8183,10766,5543,5129,177640,49113,4212,2144,5979,2837,2868,2344,-164211,-45884,119,-1257,-2980,3003,-633,-1690,-173032,-38227,1368,-947,912,9830,4366,3670,-140017,-8675,17114,3207,8679,10954,4291,6374,difficult
235161,29463,10757,4523,5348,7005,3628,2917,87064,29578,9462,14869,10626,16167,9092,7039,540087,17579,9679,-11195,-4947,-9893,-7060,-6321,-80413,-15738,-4061,-8353,-2062,-4987,-1662,-1811,-15383,-2186,-1732,-11490,-8824,-12605,-7669,-4234,easy
106184,8115,10965,1991,8983,6013,3362,2785,397929,64818,16945,8530,7470,12404,6641,7247,-170105,-48332,7996,-5120,-4273,-7064,-2011,-4274,-393600,-61653,-13184,-6913,14680,-743,-1523,-2112,-311531,-60123,-12752,-7584,-5869,-11367,-6303,-6999,difficult
200358,50702,17506,41461,16261,11524,5139,5983,180035,32798,16093,23628,5357,5453,1959,1448,-170992,-14940,-10366,82098,4565,-451,1247,893,-88061,1714,-9277,-11903,5777,-1378,-134,2223,320021,66938,23881,-16695,22370,20043,8428,10490,easy
90831,34757,6692,6779,7291,9756,6426,2129,470623,55444,3314,13261,11146,22572,8838,5764,-225766,19353,4635,-2571,-8213,-14154,-6546,-4283,-459966,-52860,-2099,-11856,-9753,-16940,-6689,-4562,-453644,-28555,7597,-5019,6402,-7353,5998,-2059,difficult
54929,9368,6437,3347,4918,6729,5700,2756,351742,44694,8673,10388,11477,10682,6155,6157,-332178,-40921,-1121,-7919,-6993,-8341,-3182,-4747,-222045,-36666,-833,-4038,-7768,-6877,-3439,-5185,-336217,-28392,-4755,-9167,-4917,3358,5257,-271,easy
40154,19188,8137,5061,4565,13967,6118,3215,339015,71327,22983,6981,4951,10718,3097,3376,-324113,-43048,-16076,-5370,-3357,-4745,-755,-1839,-323556,-50515,-8248,567,4896,23685,12062,4341,-248915,-62855,-20215,-956,-2697,-9193,-2243,-2985,difficult
252526,49119,11264,6148,10819,10339,4619,4663,634403,81215,38179,7820,12606,11429,9685,6973,61511,5822,-21235,6156,2143,1402,-1887,1787,-608776,-60047,-28152,-5959,46,3547,-4520,-2368,-598366,-42064,-31357,-5213,-7550,-8218,-8790,-6349,easy
51747,30887,17576,18285,11486,7585,2902,2091,79963,41414,7344,10735,6192,4554,2259,2341,-70859,-23018,-651,7127,8171,5057,-115,-608,38937,420,5580,11015,1776,-1189,785,33,-52727,-8982,25768,4508,5934,5226,1258,-175,difficult
27543,11272,2763,4326,4459,5137,3786,1784,535255,484902,95450,47272,22967,45595,24636,16707,-531817,-483287,-92471,-45315,-20042,-42655,-22687,-16160,-524092,-481719,-93085,-39241,-17801,-35666,-17401,-13388,-467228,-455885,-92504,-44281,-17680,-43052,-22463,-15222,easy
19144,7624,2439,1380,1630,3250,1203,468,327966,23463,8231,6507,3934,5974,4142,2299,-323146,-11244,-3839,-4992,-2852,-5046,-3854,-1651,-319097,-19747,-5807,-4276,-765,2223,-1060,-1596,-284224,-16527,-7729,-6113,-3295,-5349,-3903,-2246,difficult
866664,57490,6927,3609,6445,5068,2386,2751,146867,22147,15030,10246,8072,11674,7379,4442,2269651,124744,-1987,-1866,6352,-1864,-3431,1466,-136006,-21159,-12308,-8683,-5165,-9536,-5778,-3139,25747,2444,-10015,-9363,-6067,-8417,-5770,-3401,easy
50174,7071,4525,3272,3212,6214,1497,1807,334085,107273,25977,15996,17304,7286,8445,3386,-201663,-99966,-22556,-15447,-15989,-6273,-8074,-3181,-322617,-101614,-24368,-8203,-15684,-62,-6478,-1291,-327453,-99025,-17431,-14523,-10603,3120,-6291,-265,difficult
60848,24460,28999,28467,16013,4573,6152,2812,33900,16878,16726,10341,7491,4956,4351,1616,-9205,-3422,-14200,6532,32125,-417,4917,846,13381,-2685,24790,22697,-4316,305,1380,514,76667,28854,26229,25149,-2244,-1036,-895,2229,easy
301175,13033,5826,6542,8219,7906,7008,5842,222842,25159,5423,5092,7699,4474,2485,2395,585816,-4639,1858,-666,5078,10893,3943,3785,-200806,-13484,4668,8203,1711,2122,10024,8372,-150011,-18254,-5316,-3187,-5228,-2718,-398,-1815,difficult
136942,33644,8314,8795,7542,9958,3495,2373,113310,29936,5779,6222,9767,6941,4549,2357,11395,-14918,2688,-1538,-5458,-4831,-2538,-615,-62417,-8750,5771,2951,4827,16600,2389,1578,121917,34793,-853,6305,-6044,-2718,-3012,-914,easy
820769,22193,7382,11388,11387,7945,7085,6081,88358,16614,9323,9155,5138,5217,3158,3657,2156198,38626,6885,15383,13933,7044,9123,3935,-76758,-12637,-9025,-7426,5698,-2245,4158,5571,117794,-9251,-3684,-1258,-883,3385,-1500,-2235,difficult
372290,114563,6565,2585,4573,6106,5146,2898,92024,22014,5779,1925,4541,5833,3678,3630,-89432,-20863,-4479,-1566,-3677,942,-1792,-1514,976970,311720,10911,3174,3373,1862,6587,2273,-46740,-13209,-4074,373,401,-1986,-392,-2954,easy
