delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
2512604,492817,104745,84568,31182,31739,44510,11584,1301436,38493,34695,39354,12980,5255,3140,2919,806670,83845,-4694,-29259,14718,15331,16743,3721,1615666,824803,144794,119687,21685,37637,65996,13609,easy
676421,9100,3851,10639,8295,15088,4351,6952,332684,157723,47219,19667,13569,19918,19080,10217,946631,-145011,-42197,-32,1862,8635,-10858,3239,-259158,-152236,-44539,-18024,-12411,-18295,-18601,-9770,difficult
1399876,262523,57434,34896,73933,43717,79793,54119,315358,56924,13983,13095,8412,18891,18289,13129,1688109,248997,72581,33535,70919,45865,51285,22256,480927,162200,14320,10066,60123,3787,71723,59723,easy
169606,43579,9349,6337,5193,9216,5933,2323,1314787,263330,52454,27072,19902,67472,59115,48056,-1183299,-203226,-42170,-16378,-12867,-50000,-48679,-43985,-1107063,-236277,-44040,-25092,-16551,-66512,-57686,-47481,difficult
432017,140713,16609,21128,21282,21049,50851,7838,435830,198877,17850,7632,8239,10529,8644,4769,284435,32516,13540,26041,32443,7932,82095,8794,-292061,-148845,-16022,951,-6357,13107,2318,-2657,easy
64980,16439,13045,7823,6943,15199,10872,9795,1375797,148442,43127,39444,14500,38638,34190,22107,-1342135,-123767,-40073,-27388,-12705,-27319,-29425,-20290,-1279500,-140239,-20092,-35855,-2409,-19559,-17211,-4334,difficult
481241,16322,1736,4559,5620,4967,3081,1867,559925,74972,12195,12331,8662,27934,32777,15916,-505437,-70438,-11567,-9274,-7449,-24602,-32022,-14827,348068,-46862,-9351,-6270,1365,-21333,-27371,-13271,easy
423218,54998,16645,2819,3821,9368,3220,3641,640518,108136,7842,19143,6115,27622,16702,15632,-331466,-105879,-7266,-18245,-5564,-26844,-16424,-15384,-103135,-397,24871,-14404,976,-9665,-10541,-8599,difficult
635688,292211,11304,4608,31695,39956,15313,18157,1305460,284684,24238,46822,27334,48005,39410,21815,-1080511,-240290,-19369,-43908,-17372,-33774,-30726,-17021,-259033,255344,-6500,-40520,26094,17676,-17469,9705,easy
94605,46440,8743,5524,5251,26817,9214,5055,128449,74000,13287,15057,5130,16430,20108,14164,-12207,-42507,2349,-7950,1706,-7626,-10916,-10631,-55481,-12613,-11438,-11116,-1464,28400,-10872,-7588,difficult
