delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
57197,13935,6636,2282,2900,7212,4459,4964,1032709,109639,14103,26462,30818,32029,26734,12041,-1025540,-105100,-12003,-26018,-29052,-19097,-23897,-3243,-1022040,-101803,-10001,-24986,-29417,-31150,-25345,-10743,-878957,-80209,-397,-21535,-25284,-24205,-17584,-7244,easy
788372,85295,10495,38371,13534,14089,31813,13930,335886,210349,17986,19614,27683,21184,20750,7503,274285,-125952,-7253,18658,-12227,-2112,13029,5669,1278955,-78067,-1163,53065,-3458,-4303,39423,17720,-195782,-171144,-14058,-15451,-26763,-14871,-19263,-4107,difficult
837302,101419,7418,26041,7439,29773,16337,12503,471101,89524,36473,11040,17280,18621,12370,20859,262878,-35444,-28321,24020,-12721,37733,4885,-4295,-177106,79059,-32627,17368,-13149,-10151,-7273,-17119,1012830,-7930,-26217,3614,-3654,5875,14289,-3653,easy
265355,57791,9075,6115,5155,6876,3830,3358,529579,91751,39978,32048,21156,22997,9993,8428,-463230,16004,-24374,-24135,-16621,-13119,-5011,-5513,-435166,-54379,-30435,-28057,-17711,-20315,-5891,-5479,105725,-63506,-37901,-25608,-13671,-14928,-7588,-4218,difficult
1176393,243944,17501,7553,14073,11356,18196,8040,1643497,220671,202467,74042,35987,47497,41358,27830,-810266,-186962,-190051,-67292,-30901,-41780,-34204,-24048,-1606792,-215612,-200210,-72832,-34912,-45743,-38385,-26315,1015747,472393,-164638,-59344,72,-20901,3104,-9007,easy
747283,225595,15358,12463,12326,26407,24983,12906,1105091,145224,18272,22977,11287,22808,28285,13431,-473940,-112368,-6950,-16004,-10425,-20445,-27032,-11817,87252,392240,-5294,3519,19278,34060,19820,19716,-686735,-38759,3503,-19058,-5737,-2818,-2695,-9473,difficult
86743,38970,4759,1621,1606,10726,7908,3930,530386,22811,3493,11461,2120,9854,7241,3327,-434880,20462,2563,-10146,164,5076,8629,-197,-493017,34083,2710,-9948,-830,5859,-468,4175,-403031,-6068,-1474,-9427,-877,-8320,-6161,-2168,easy
646816,56115,8121,23006,14660,9382,10533,4559,781839,56236,24263,9809,14618,12597,13101,6723,521028,45901,-11180,50245,23763,4783,12276,1190,-684858,-8803,-15015,-4521,-10799,-4243,-9366,-3805,-241238,-37462,-22232,-6134,-12838,-10184,-10614,-3876,difficult
656161,69231,10326,11380,7915,18148,12669,6910,148447,45372,20228,4975,5943,6178,5338,3133,-84327,-6779,-12447,-1503,-4337,7372,1753,3444,-124977,-106,-15568,-2684,-2258,26225,13140,4172,1732447,78461,-1690,23403,12511,2312,7099,3715,easy
925828,219181,29347,28065,10671,20116,24577,7311,1715396,148472,91825,141148,16412,68724,97221,30380,-1629336,131270,-81855,-117160,-5488,-32334,-82266,-21952,-352035,-21997,-57396,-101503,-6281,-59689,-64527,-22957,-387333,102855,-48183,-120585,-5454,-53801,-71140,-24297,difficult
616647,111180,16593,3591,5729,16393,12179,7104,1286897,156027,74791,41915,23742,36357,37253,24275,-490368,30677,-56389,-35029,-19171,-16159,-32250,-13907,-902811,-51618,-50520,-38441,-12166,-11739,-9627,-15424,-617570,-113601,-67684,-41502,-22702,-31993,-33346,-22182,easy
472610,78876,7529,14170,7695,12234,10749,3917,331871,92193,11243,13122,16204,12814,11553,7364,31156,-43082,-4428,-9824,-11988,6167,-7850,-4416,444261,21706,973,16125,-933,-3252,4668,-308,-53199,-18576,-7687,-3156,-12606,-4655,771,-5616,difficult
714714,86325,24007,13310,14736,25338,12033,8821,413738,123855,19778,22530,39040,33223,41715,26171,-182010,-118523,-17234,-20433,-37826,-31024,-29374,-24130,484336,-17365,1777,-5800,-25170,-12205,-31152,-20645,600602,23299,28144,-1427,-9916,19573,-28519,-7274,easy
366789,196047,20284,15180,14283,16425,8025,5907,444925,74045,16481,11877,4082,7442,4744,3238,358694,137855,-438,8043,19168,10681,11700,2634,-422519,-50302,-13486,-10687,-2254,-2555,-1529,-1892,-170584,278454,25334,12553,13689,18824,-328,7265,difficult
636854,71329,26018,10804,6258,9319,11218,7060,296874,127374,11625,12927,16226,12627,18038,18692,351245,-36983,28615,-3401,-7244,-1406,-10974,-16394,-159207,-31335,-4113,-581,-12629,-3944,-12858,-12484,827901,-99818,18676,-2387,-10032,-4575,3372,-6019,easy
1036723,57708,21336,18071,7039,12722,7862,9602,608005,65882,38261,7191,9070,8864,7929,5541,843735,20138,-20780,3226,-4954,8523,-3504,5190,428582,-28546,-3668,29680,52,942,-1954,1267,13836,-16114,-26326,-265,-1190,2110,5258,5727,difficult
1232030,138168,47759,16603,12629,35826,30900,14008,1382972,303623,83500,115763,17764,56999,74179,42298,-14310,-288767,-76195,-112639,-6097,-39717,-68377,-38532,-299200,-202709,-20384,-87179,-2430,-26079,-25346,-17720,-139315,-4889,-10645,-97661,-6877,2278,-36115,-28617,easy
1238543,131415,60547,39444,14669,54807,31236,22306,516490,102177,42646,30886,52223,28911,26653,16889,686402,91477,17538,-8220,-27699,12955,24116,8853,1295969,7706,59813,43607,-40325,80272,9967,16748,183789,-11468,-23648,-9714,-44638,-15538,-20334,-9350,difficult
285199,105701,10659,12066,6945,25582,17782,15188,1166961,263929,80191,16568,26134,69961,43121,17592,-926854,-169925,-74065,-5022,-21417,-50560,-31968,-5181,-669249,-54859,-56600,4756,-10765,-14615,-5408,14019,-1049184,-249901,-77930,-13241,-25384,-67961,-38641,-16049,easy
878117,268811,161415,52547,17094,34254,66614,16785,644085,195765,30453,13877,16033,18347,19659,8896,-370111,-172964,-29666,-10108,-12895,-16302,-17564,-6282,1191472,131627,212533,64062,15318,40976,81374,12442,-119264,260476,210018,62057,759,23047,77056,17508,difficult
388261,58677,6405,6987,3784,14907,3722,4348,893613,212493,39762,24083,21618,28757,27264,10284,62983,-130226,-33619,-9612,-15922,5541,-22102,-3199,-860186,-149220,-39293,-21027,-18133,-27264,-24669,-6918,-718852,-182002,-27160,-20650,-19447,-19828,-23856,-7692,easy
455244,61327,26415,19971,21649,13728,8868,12156,676970,41132,39093,9241,17332,13812,6115,8133,-540710,50522,15118,7857,13519,8092,10533,10571,-491820,-5706,-29822,-2343,-15504,-12129,-5209,-7717,367352,15770,-23331,26677,14935,3785,2934,9216,difficult
940250,113614,95301,19518,14053,15521,21742,15345,820512,303702,64616,24468,13964,24061,26282,12815,-167231,-279473,-54968,-3501,-9128,-4355,-11982,-7153,-769709,-263390,-63864,-21746,-12110,-21964,-22985,-11180,1296154,-27401,210888,10397,21505,700,21346,25922,easy
1162397,96310,25997,17730,6205,9877,14184,3229,1314053,283384,93897,78268,32286,30886,62679,19118,-623942,-224776,-87963,-67041,-26076,-25859,-59918,-17446,651142,-62139,-26528,-42148,-22935,-11212,-29124,-13672,-482168,-274308,-89209,-72426,-29233,-25955,-56442,-16550,difficult
1282272,725999,52653,42973,51288,53645,20734,24036,541526,88506,76757,11875,14787,21842,27694,7897,410862,-47840,-22941,2560,-9512,17105,-13960,-632,1414929,708906,-57466,57889,51734,53886,2879,13010,396448,1251412,8096,32845,67282,24418,-9800,36039,easy
1175662,125823,64098,38976,30052,53086,53883,22074,1242821,54244,24392,12352,8815,21696,16371,8016,567950,75090,96904,1414,23400,92537,59783,18087,-395886,83271,15459,38206,1005,-11628,1486,2891,-373541,56376,6756,40253,39305,13261,51266,21197,difficult
635922,100319,14568,35646,14519,22049,14915,20846,1182046,216438,30824,37620,30114,37288,25456,20993,-382639,-47140,-17378,11659,-8959,12721,-1727,18795,-190206,-95434,-2396,13207,-9382,-23352,-8274,-416,-1065527,-205782,-28994,-30788,-28443,-35086,-21621,-18819,easy
983743,274047,31455,42982,27754,71832,17071,21010,197006,43112,11609,5773,6746,8118,11241,2613,1543414,641434,47757,115166,58035,183099,29792,49415,-22113,-25073,-4736,-3779,-2563,-1021,-8026,-695,838911,76445,16517,239,7553,9064,-4276,6472,difficult
441727,136499,22482,10665,8449,15255,16256,10806,488251,113384,18248,7253,4888,11446,7946,5904,498263,-40560,30133,17013,7551,16313,24990,11875,-366455,-67235,-14699,-2998,2535,-3315,-1502,-2205,-271379,177139,-2732,-3778,598,-1572,1443,5036,easy
768312,64898,63013,36665,17820,13886,16638,10502,451642,124213,32104,14452,13760,28440,17517,17842,-383594,-83073,-29343,-13526,-12954,-26140,-14913,-15540,1547549,-1622,140914,92617,30737,7459,25655,10634,-213946,-93250,-18843,-12452,-5603,-24980,-13378,-17113,difficult
1351954,129975,33697,11346,11642,23707,22918,9098,1044069,123333,85444,18983,7732,29025,22618,14227,-158771,17111,-63417,-6807,101,1660,-3016,-7879,217835,-19416,-34467,-9766,5797,-4727,9426,-924,864590,22232,-57356,-6339,5831,-12886,-5509,-6585,easy
628852,454629,41204,52505,27281,42858,28091,16819,1745321,442179,51831,53594,46936,70610,65213,43359,-976950,-69912,-21494,-14061,-22652,-54420,-55289,-39699,-1222532,521498,28161,52483,-8308,23735,5846,193,-1149925,-414235,-38548,-41689,-28004,-52571,-61924,-40113,difficult
1484477,137609,140363,17064,18631,43018,48073,16559,1066960,351682,44817,39996,20040,18911,13228,28951,-390186,-216269,-38079,-18515,-7199,28505,14635,-20109,419142,-303951,-27980,-23240,-6313,2199,-2891,-22728,1223594,-121999,352697,-27040,9286,41618,92792,5662,easy
