delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
897310,233022,102595,22438,94955,55608,735894,112616,82174,56084,36793,53783,-560855,-55202,-70483,-39650,-33606,-42446,-10407,-22706,-73295,-39588,-16831,-28179,153494,9907,139003,-18089,146244,10119,1063431,549624,86459,-37256,136840,67806,easy
894154,205975,75264,24764,17256,54094,632245,31289,7466,9978,3015,8789,812148,241334,11321,13533,29520,49872,-415307,20041,11287,3756,3021,-3070,488904,390356,193723,28125,23997,105158,161890,47011,54859,13728,424,29258,difficult
939286,698545,184601,89331,38361,78912,1265301,176951,58585,49125,50272,36669,-1065012,377358,332596,-28505,-32749,7400,-322166,258308,27786,-13117,3849,-7316,-37330,1440229,93369,176214,1767,36236,120447,10482,50314,26231,-20512,132652,easy
1115608,372712,120643,26739,23119,46415,1432371,120739,55121,38631,26176,35478,-1106658,-68037,-48054,-35929,-23188,-27502,-1156528,-35011,7936,-1174,-9959,-7600,520634,1162260,258547,16180,4828,73458,475499,-51320,43658,-26647,16089,5393,difficult
825697,107269,32068,14996,20736,19003,1759670,198709,65720,100122,25468,60225,-800683,-39096,-22220,-91134,27298,-34884,-1612979,-131284,-44937,-91521,-14477,-38822,-1198786,-167710,-49194,-93092,-20448,-52930,-123446,-27670,-18258,-64757,-11300,-38254,easy
1041448,226511,52279,29918,12298,28453,426095,120331,19004,18326,11192,15620,864725,197570,147801,26995,6763,45576,-393538,-93441,-13537,-13893,-8565,-11177,416179,-36470,-12193,5686,-5066,3690,1574045,357059,11030,27581,11293,13243,difficult
419342,55856,33401,5492,4413,17905,887939,90109,27686,24945,43849,31783,-303642,-56556,-12381,-15700,-39648,-21688,-809519,-75466,-18796,-22951,-40009,-23547,-74753,-80464,-16326,-19410,-40710,-22073,-686475,75473,70363,-19750,-37377,11796,easy
724926,236578,75853,52769,18253,39291,975393,226704,73525,81760,43360,26266,-307391,-75489,-57662,-75970,-30573,12057,-606979,-123278,-57153,-77703,-39947,-18405,-568010,989,2327,-4249,-21081,8417,480510,237272,121799,41956,-8829,50029,difficult
1054701,106245,18597,18978,18244,16958,454521,39505,12770,8850,6299,15356,1044218,37097,17076,15636,15990,12205,-341275,71259,-4576,15659,6644,-6935,708083,149566,-1585,11285,17462,6706,989695,9037,12394,-2069,7683,-5569,easy
599111,155027,61441,31545,23634,29348,742079,737640,151667,75252,79993,178245,-348310,-570984,-73405,-27630,-56312,-128312,-361792,-620825,-80136,-51266,-52262,-154546,270108,-433526,-73230,-34126,-41007,-149519,-131878,-705118,-134134,-61805,-75855,-163210,difficult
