delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
616424,39586,6847,10461,22033,8212,1301436,38493,34695,39354,12980,5255,-1165841,9412,-31707,-32339,-9418,-1769,398130,-3721,-27597,-25377,34707,8660,-1287324,-2413,-24241,-28962,1870,1979,easy
399068,83057,4423,7879,9761,6532,332684,157723,47219,19667,13569,19918,393285,-134081,-42180,-16558,-9384,-15811,-48369,35472,-40925,-4557,7937,-11513,-145764,-125388,-45283,-14249,-9977,-12834,difficult
676321,203876,51111,47182,26262,42170,315358,56924,13983,13095,8412,18891,569804,288920,4661,92237,35505,40630,-170486,-47498,-5723,-11951,-6720,-16765,683572,199435,112446,21974,24766,45971,easy
295597,50777,5520,5337,6442,22341,1314787,263330,52454,27072,19902,67472,-620329,-173838,-51871,-17373,-13233,-28133,-1262970,-234175,-46012,-22939,-13250,-59248,-1174271,-229647,-42918,-24894,-13898,-48013,difficult
648381,54168,14223,8623,14293,10240,435830,198877,17850,7632,8239,10529,1223514,-69278,-68,2015,21931,11553,-413762,-185379,-2619,-1615,338,-5034,-172098,-179470,-8194,2574,-4106,-7386,easy
327565,37827,4642,8823,4420,13728,1375797,148442,43127,39444,14500,38638,-549967,-54951,-34383,-19993,-10071,-22976,-1234391,-138047,-41677,-33647,-8453,-25702,-1360339,-138846,-39394,-38222,-11717,-26053,difficult
316650,138296,31188,21851,35323,32307,559925,74972,12195,12331,8662,27934,-27736,196834,8606,40644,73187,26276,-266429,53488,-7238,-10739,-3166,-22843,-435659,-60349,55610,-1344,9962,9685,easy
600751,71030,10359,12152,4475,4856,640518,108136,7842,19143,6115,27622,-607674,-101957,-6182,-16783,-4109,-26773,429475,-12552,5741,-5137,-1801,-22373,58898,3191,7992,948,991,-19151,difficult
521661,140279,9839,5444,6748,11948,1305460,284684,24238,46822,27334,48005,-241194,32273,-8694,-39620,-20845,-37820,-1186274,-276363,-21356,-42297,-25101,-36953,-923929,-189125,-13148,-42217,-15813,-33397,easy
174884,55889,17120,5222,8060,22535,128449,74000,13287,15057,5130,16430,155397,-11734,27833,-7272,10668,2547,79424,-16785,-9660,-12123,-1908,-1352,-95517,-25815,-6674,-10111,30,17121,difficult
775750,176164,66528,50003,11947,22887,68935,32162,8908,9392,9912,17658,-15362,-19119,2148,8243,-5471,-10301,2094323,437180,158883,81550,13632,5623,41483,13944,11830,32039,-2056,20365,easy
1653020,92694,39037,14772,15734,32598,1344705,199129,54490,78028,31914,26887,-1199107,-167393,-54296,-77229,-30913,-24869,199691,14927,34029,-64987,-5163,-3365,1924362,-166839,-26092,-47552,-12465,45368,difficult
1077077,685202,125426,33549,18006,44226,199041,99471,20795,15623,8349,20299,440102,628640,178553,49596,11958,29410,1508776,1036023,130796,4512,12423,47072,685230,92531,4543,-329,4591,-4702,easy
300808,35188,8652,15026,9699,20406,1288677,224843,28860,20378,12597,42112,-644376,-183421,-23233,-15320,-8463,-16623,-1144777,-215162,-22953,-19050,-11111,-37877,-1174453,-170382,-14438,18313,10879,-10618,difficult
99362,20758,8900,16152,17098,7623,598423,114620,29018,26555,29427,27950,-339439,-106104,-27344,-23708,-23197,-26794,-567231,-77591,-20505,-5983,10210,-15247,-590513,-97891,-12506,-1518,-23999,-18939,easy
959501,128299,37841,33497,24031,44567,606754,119297,16203,7519,6200,8792,-134074,101879,-4003,15341,234,10624,-560081,-102717,-15324,-5987,-5276,-7473,1752397,27844,84240,68579,58536,104175,difficult
526463,231897,27065,7840,15568,22983,299896,75447,35819,23514,18731,24507,70182,-37664,-26759,-19539,-15528,-11459,349244,572192,30556,-7577,21783,18142,260274,-65177,-30058,-19907,-15743,-11256,easy
390348,43382,6325,19100,7548,12901,392797,44262,14299,23519,3496,12765,31201,47025,-9027,636,3939,12185,318153,-9981,-3637,413,7886,-3067,-356700,-39684,-11259,-14306,331,-8710,difficult
1613690,79465,11075,5021,8238,15941,864579,364974,176317,29464,28468,59373,647820,-323040,-158349,-20683,-18119,-32684,1219719,-310602,-171249,-27144,-25238,-49403,379794,-222886,-166129,-25502,-17332,-48209,easy
341511,57209,31682,10591,10220,8913,786581,71248,9907,5504,7030,11366,-473501,-52223,-3537,9989,3713,247,-777702,-65470,-7822,-2774,-3917,-5545,-84007,75576,76685,8047,9775,-2061,difficult
790680,96716,36287,19659,6597,19505,156091,26776,12581,9306,6217,10427,233146,97975,-8608,-3671,3995,4409,-106917,38141,11651,-6609,-662,-2269,1777539,73703,68074,41340,-2193,25093,easy
26783,27040,9778,6303,5134,11831,386870,101089,32835,32344,10306,23349,-356329,-93853,-25777,-19277,-3293,-1756,-349250,-53106,-29995,-31040,-7922,-20277,-374682,-75187,-13398,-27806,-4300,-12520,difficult
199739,33884,5485,5834,6275,15570,694413,92245,13180,10096,7637,13274,-409053,-33755,-9262,-3538,4572,660,-502377,-56916,-7655,-599,-3233,14974,-572593,-84413,-6169,-8648,-5426,-8747,easy
402101,69484,16175,6369,9491,11386,398250,134418,6718,16646,11300,17212,20827,-50583,35776,-6622,3080,-1434,188652,-93105,-2907,-15230,-1567,-2782,-197925,-51113,-4497,-8980,-6941,-13262,difficult
1196608,102386,30852,30700,13120,24350,206584,71170,10669,10041,7682,8806,2666393,40485,52664,16212,8081,-987,-84276,-69724,-7484,-7257,-6846,-3718,387954,122887,15370,53023,15078,51336,easy
892581,71826,23106,21433,14867,15411,837109,260439,62419,32785,15085,23048,-596932,-159980,-23215,-23961,2126,-3907,1480682,-194968,-40967,-8964,-11399,-17710,-717333,-210890,-53757,-1130,8619,-1293,difficult
393040,38343,10459,6922,2982,12404,848503,306387,54283,40822,40379,53469,-577883,-300789,-46660,-35963,-39085,-48573,-562756,-224470,-36706,-29930,-36062,-35726,-225749,-278874,-48105,-35808,-37045,-38895,easy
821950,96357,7779,27888,10818,16432,864965,189524,15979,11553,5498,17330,879197,-20802,-8513,13105,-642,12736,-233937,-124088,-15222,-5721,4405,-11984,-774304,-134612,-865,41621,12197,-3445,difficult
616710,134189,12990,31523,20771,30232,635868,120778,14177,8120,19715,34513,444790,55335,759,38708,14491,16510,-502069,-88315,-13194,-4326,-18367,-30755,-195,73213,8875,35826,7044,1403,easy
564312,140946,18026,17870,10046,19111,159370,55682,10422,5003,4679,12984,496084,-46201,8233,-723,3913,-4719,743787,333254,21705,43100,14946,23824,-25044,-31262,-7125,-3776,-2759,-723,difficult
131410,18587,6028,5480,2161,3165,727003,121454,32580,29795,21081,45693,-650390,-86959,-29613,-27019,-18534,-44358,-429026,-111771,-24780,-19945,-17851,-41734,-707362,-109871,-25263,-25982,-20375,-41492,easy
274474,56798,26418,12825,5501,10671,916070,48453,7976,4771,13804,14959,-826983,-24282,-2624,-3093,-13485,-12378,-692877,-25652,-4961,-3431,-12066,-8621,-404928,74968,62910,30687,642,8136,difficult
180203,46085,6829,3996,8594,8437,98955,16681,7992,8160,11177,6068,425870,107289,7154,-3173,4679,7247,-90542,-12740,-6541,-4557,-8272,-2554,-91584,-6336,-4102,-4763,-4157,2413,easy
381634,47011,8096,4079,3387,8897,1034323,76778,37925,38936,23350,12842,-183459,-57703,-33916,-35908,-19249,-5094,-845500,-3712,-29266,-33165,-20410,-2969,-929108,-27887,-26305,-35499,-20230,-3772,difficult
184160,43398,12303,17951,11637,9991,295468,88404,15173,12287,4432,8845,20316,-16986,-62,2719,3708,-5065,-212918,-35092,2395,16932,11291,4223,-141322,-82939,-10942,-2660,6617,4281,easy
705282,58537,16705,12900,5392,9167,547628,279231,56747,32896,14753,33874,1153470,-153546,-14291,-13511,-6838,-25160,-340254,-254268,-52918,-23238,-10623,-24481,-340254,-254268,-52918,-23238,-10623,-24481,difficult
180100,63600,6066,10921,16803,16876,59870,54413,10119,5262,2756,5770,282042,84715,-5785,13296,16895,23356,113280,-43720,-6426,-1455,8861,-2292,-34633,-13433,53,5137,16385,12253,easy
257500,27065,6429,2840,3549,7112,324881,276455,22441,13661,11571,35268,-54288,-239882,-22153,-11085,-8932,-32998,100812,-256866,-13234,-12635,-10021,-32482,-248666,-251422,-12650,-8743,-5113,-18988,difficult
931798,44322,27862,31766,10974,29490,487599,68409,3966,4666,3861,10648,338343,-14021,53289,74455,4744,5466,-453323,-28547,-2434,-3146,-2859,-8013,1447577,-29693,20833,9991,19454,59073,easy
211586,56489,3091,2999,5996,8399,788646,84683,10431,9773,5690,28288,-569907,-38881,-6120,-8452,-3101,-24638,-701435,-22836,-7596,-6463,-3223,-24159,-459839,-22866,-8304,-5406,7243,-10870,difficult
598539,34178,7270,20735,11393,20141,527117,50024,19065,14330,15485,16463,279894,-36708,-15878,-8855,-6986,-9650,447436,-6652,-9686,31753,4779,7367,-513063,-4177,-9822,-3682,-10068,13317,easy
594633,58526,17283,9607,15360,30254,423049,222653,14276,18185,47669,26298,285735,-135896,5461,-9392,-44399,-12603,75478,-167966,2983,-15055,-36545,-13105,153539,-188519,578,-1288,-15983,37576,difficult
1035782,142113,16378,14696,12566,37743,1331080,300023,68789,26972,12269,45276,-191714,44356,-33548,-15044,11007,38906,-388944,-253303,-66379,-23880,-6145,-25926,-305235,-264784,-57305,2096,-3970,-35579,easy
461077,55237,17958,9392,7813,19555,263161,72363,13494,16617,19389,30500,584090,-16457,6206,-7999,-11490,-10168,121649,12517,17019,734,-8368,-1974,-111992,-47438,-9833,-14411,-14870,-20692,difficult
263763,76730,44662,23047,10201,20314,491834,89115,20736,8413,12084,12274,-259552,32564,107269,26873,5121,13936,-40052,5675,-17221,24040,-894,13175,-384609,-75395,-18269,-7011,-9877,-2992,easy
633026,41915,49556,11307,9446,14772,448809,36768,4321,3919,2183,3180,-91014,47930,21164,20902,2013,11983,942285,-13460,111050,618,14766,7378,-298619,-19028,3490,645,5011,15415,difficult
620495,181743,30583,40896,17852,51091,1218012,78505,33447,22478,10834,9442,560962,435091,44120,94398,31373,131469,-1140775,-48457,-26718,-19290,-3864,-1502,-1212738,-76921,-25994,-19853,-6455,-5019,easy
134455,9877,5166,2997,6088,12423,477618,156621,33790,12005,13901,34636,-189007,-150667,-32647,-9783,-13353,-31800,-372280,-144285,-31893,-10502,-3153,-30353,-468201,-145281,-21332,-6740,-6933,-4486,difficult
386280,40871,9297,3660,5316,43839,844534,287626,33899,33640,37525,93538,-733284,-255154,-27022,-28957,-34227,-34259,-614795,-268611,-28548,-32477,-34478,-81965,-26684,-216501,-18237,-28506,-27922,-32872,easy
98454,50893,4479,5273,7004,11175,847070,64909,12686,14605,7747,10458,-829094,2191,-8650,-13630,-6038,-8390,-578423,5434,-4444,-7825,-426,-3942,-838330,-49672,-11528,-6541,4235,14482,difficult
990940,134603,15379,13111,17072,10364,1068797,107251,27953,15858,14488,49697,-946362,-93474,-20273,-12794,-10610,-49177,522918,240191,-9472,-5421,19117,-34928,189873,-64660,-7977,9973,-756,-33893,easy
957223,179728,27269,17551,14866,31401,766220,170927,14966,8883,10632,11057,1353930,144767,38882,13654,9364,41195,-202194,-38356,11667,11544,8054,15268,-578726,-80009,-13640,806,-4717,4569,difficult
1088968,234040,74632,38083,18673,61257,559567,60571,20206,14803,19953,44253,1455873,177074,93800,16329,-906,56566,39578,11176,21648,20091,7234,-1988,92753,332156,47831,33419,-10169,-3567,easy
1217801,284335,21157,8350,29915,34397,238703,49220,17559,11680,10370,27091,435398,23173,-16966,-10852,10591,-10560,2628353,681752,6653,5403,35199,18682,-126456,419,21107,-4542,12844,13797,difficult
302632,45833,6152,2830,4133,6340,606203,101964,10339,42873,18866,15227,37737,18095,-7950,-40828,-16153,-7342,-571756,-96349,-6320,-40059,-15077,-10701,-376694,-90138,1710,-39243,-12968,-8618,easy
212366,41386,7504,4181,4769,15188,53924,53933,8935,5338,8821,9892,224134,11924,-6811,-1610,-2529,5218,226512,-14368,5871,1118,-3734,11711,24681,-35197,-3353,-2978,-5893,-1041,difficult
281087,32136,5800,5604,5218,11112,59405,23726,9822,6018,7400,10805,634762,34662,-6994,-2286,-1217,-3240,73507,8499,1581,2009,-1912,3023,-43223,-17932,-6654,-965,-3416,1138,easy
257068,67633,17993,9922,9532,16343,115176,23418,14511,12349,11783,23323,-71118,-8612,-13212,-9336,-8398,-16190,598582,141779,34906,9566,8219,12228,-101788,-521,-11249,-7510,-6573,-16979,difficult
80419,16511,7874,3348,4900,12051,41716,18584,8292,10474,8438,21850,65259,-450,-5377,-7818,-6129,-17577,-34068,-14761,-1013,-8130,-802,-12118,84919,8991,5136,-5431,-3684,298,easy
564868,79099,10890,5487,6746,5728,103279,20429,8843,1747,4585,6415,12618,-3222,-8220,-770,-2949,-3257,1262278,185521,16319,11472,9171,3897,109870,-6288,-1959,519,260,-2701,difficult
496006,106781,19021,18774,8149,21946,838372,192246,36818,33156,13664,36572,-649836,-160105,-30608,-27402,-12692,-34665,-692653,-151969,-14398,-26663,-5474,-26412,315390,55678,-8386,10918,1620,17198,easy
111580,33470,10744,7618,8766,15587,1070148,33564,10319,11187,8724,10837,-1002121,-14709,-7710,-10389,-2588,-8794,-1016335,-7051,-1536,-8794,4072,-4357,-857248,21477,10522,8476,-1358,27400,difficult
246939,71384,36876,13685,4076,11629,793643,275640,18671,14446,8396,27306,-579102,-111044,-13195,-7389,-5094,-11037,-379589,-242443,80672,13481,-757,-13110,-681421,-259282,-12863,-8374,-7110,-22885,easy
213050,23096,7929,7975,10019,20097,506170,69779,8581,5695,9129,28194,-387845,-41512,-2861,3852,3234,-21901,-95741,-38968,7062,7179,5823,14497,-395775,-59569,-6158,-4192,-6386,-16886,difficult
121304,49386,15306,14061,10794,47394,926941,128052,110826,47651,7004,38983,-743171,-73845,-93770,-16644,10804,37549,-758329,-60761,-105770,-44918,-716,-27624,-915412,-101391,-87019,-39209,1281,15307,easy
631276,96456,20164,20492,24065,32876,743238,476218,98343,28192,29583,52606,-213464,-304703,-92322,-18647,-10449,-22232,567518,-378382,-47349,15806,18881,9631,-689941,-456201,-94867,-20258,-24986,-46589,difficult
65149,21748,4860,14475,3866,11108,336219,50354,17909,7777,8949,41047,-333186,-48927,-17475,-5733,-4736,-30752,-178171,-29670,-16318,24364,-4905,-28293,-301853,-7221,-5353,1462,-5609,-30773,easy
275890,27471,11157,8100,5939,5095,1365274,173770,70557,77356,37782,47617,-1200855,-122378,-48478,-67613,-31315,-43086,-998202,-154588,-61104,-69520,-29980,-39001,-1069096,-161931,-68618,-70634,-34235,-45478,difficult
