delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
40253,40298,13931,9843,7323,27575,11101,10619,275002,24924,17887,10097,6912,20277,7698,4533,-147228,106144,6945,-764,3445,4600,7279,4795,-265880,-17649,-5358,7846,-3371,18536,1739,2319,-265496,-7101,-13480,-3365,58,-4065,166,9974,-260394,-19897,-3930,-4735,1513,10120,4428,7254,easy
6950,9208,6751,10601,8414,23113,9506,4975,176522,30642,11905,13046,13268,17172,8544,6015,-166254,-27501,-10845,-11049,3322,829,-1498,212,-173065,-26385,-3209,6438,-10260,878,1712,-2672,-170915,-11924,-1831,-1508,-6322,18569,3084,90,-168056,-19925,-4733,-3660,-6156,3488,550,-1790,difficult
339866,119389,34619,31140,11181,34462,11292,7762,214445,143681,56025,32629,21763,57962,13427,18524,200992,166645,-35160,-22053,-15757,-47998,-6474,-14604,-156172,-122699,-26248,-14831,-12790,1750,-6111,-3638,-97820,-106302,-55292,-31586,-20559,-53795,-11978,-17671,554684,-34814,31077,62513,6779,6041,16023,-7134,easy
73419,21173,11537,4308,7618,16418,3315,1368,111224,81557,13844,10459,4922,13712,1866,1327,-102328,-53976,-7068,-289,9906,6919,2859,-69,-96512,-73391,-6018,-6829,645,-2565,124,909,9164,-39676,16116,-7813,4751,18228,4046,116,38457,-74492,-12257,-9672,-4517,-11758,-1235,-791,difficult
285884,62457,11428,11812,10620,23039,7897,5425,18811,20669,18705,14264,8744,30440,16943,5830,-11083,-141,-3639,-11589,-7512,7257,-11166,1361,-16506,-9799,-9025,-6243,-6406,-14016,-11944,-1575,-16642,-12765,-4924,-8154,1684,-10760,-4923,-3464,1112522,189855,-11522,16177,19739,-12087,-8153,2056,easy
306914,32809,11126,17358,8831,13264,7000,4428,579237,32516,19951,29635,9484,28787,8260,3437,-577244,-27216,-19600,-26610,-6848,-21669,-6555,-1651,-564152,11018,1909,-14611,851,-18406,4055,-171,530143,33528,1650,21476,10119,-4001,3971,7360,-478041,-16158,-19260,-29364,-6734,-18016,-6510,-1575,difficult
14661,10253,14849,5338,5825,22668,9183,9808,93753,38611,5784,2919,4798,6874,6298,1927,-58670,-19288,-3491,1458,5938,40766,4505,9156,-92429,-36703,-4331,1840,-3005,-2925,-4683,-454,-85230,-22148,31834,4762,-3115,17793,8142,5404,-80038,-35292,12249,1616,4290,7540,3576,17416,easy
17816,22817,6621,5494,3845,36090,5636,3903,25417,7893,7364,7756,7059,11740,4470,3588,-24387,1424,-6274,9809,-6026,52026,-290,2187,-18598,-384,2081,-6492,-664,22760,2294,-1575,-5293,1003,-4876,-5818,-4568,427,-3172,-2986,17874,57652,6098,-6546,-1598,22187,5830,3632,difficult
832066,49656,3732,9116,5466,22764,6375,5369,445868,79158,13370,4801,10179,13954,11560,8108,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,-424301,-59881,-5583,5386,-7814,38529,-2336,-1103,-440575,-74375,-12260,-2365,-8165,-10574,-9115,-6728,easy
33002,16103,4181,9732,5231,36743,7287,7171,1319637,176868,42296,12193,30219,36156,15678,10284,-1313088,-169511,-39395,-10852,-24559,48135,-7198,980,-1301887,-153906,-37337,675,-23618,6337,-5984,-2985,-1249511,-162319,-34386,3070,-28533,-32115,-13758,-6890,-1282054,-157324,-41344,-2739,-23244,-20010,-6626,-3556,difficult
24429,33551,13418,14074,7512,17996,7327,8213,113165,28232,11791,7790,3152,16002,6631,3900,-54770,-8616,-5591,12628,6908,2836,370,745,-107228,-13104,1446,1345,-40,-2978,-1873,4476,-107727,-5318,-3034,8393,3140,2989,554,2096,-85219,48313,13685,2771,7433,5128,3731,9933,easy
55694,12742,8243,25674,5373,19947,3895,2683,372919,141867,25200,9443,13338,9815,3119,4016,-367472,-129841,-4552,24832,-6297,23444,441,-1041,-359576,-132197,-18839,18016,-11978,7500,1139,-1367,-352576,-137891,-23132,-7264,-11196,-5483,-289,-3107,-189277,-116572,-21306,29338,-2389,15068,1814,182,difficult
337249,29887,14564,6654,5208,16945,4526,6287,415532,47100,20444,7812,11577,20175,5563,3194,872092,-20465,-16167,226,-4652,-11733,-2273,2430,-379716,-25828,13702,-4291,-2532,18742,2294,4384,-414133,-6836,-11442,4162,-9419,-7669,-1689,5737,-391377,-15724,-9612,-4729,-8873,-12259,-2480,-181,easy
75062,29429,5979,12546,13517,21125,8585,4757,174740,68539,18538,6347,3097,3664,1886,1497,54528,-36150,-13015,-3170,3614,5919,2020,-541,-156664,-37070,-4244,23751,25493,31973,13630,10406,-165551,-53510,-15040,3240,11002,23921,10300,3654,-131025,-29710,-17936,975,1571,8031,847,-479,difficult
33100,14544,11189,10022,5233,17138,8045,5996,480796,188878,113899,86046,90723,43026,35564,36891,-369525,-157435,-112756,-83487,-89075,-39971,-34940,-36238,-467850,-184435,-111595,-82084,-88812,-38532,-30959,-34181,-476263,-182896,-86476,-70631,-83693,-3945,-24752,-23425,-477145,-172569,-100014,-67896,-80379,-21106,-19424,-29738,easy
50306,10003,12382,20651,5954,22508,5825,4127,123759,74609,4492,18306,6884,22393,7935,6621,-63873,-67991,-3029,10630,-3611,4255,-811,-477,-109160,-65712,28605,-7133,-2093,9652,3888,-2769,-10346,-59835,-1909,-15891,-4335,-18865,-6285,-5456,-110434,-64888,7893,21772,6318,5417,-5231,-1276,difficult
79335,7317,6579,4735,9207,20134,9440,5618,244949,74278,19004,20396,16920,20909,4971,7008,-242849,-67925,-9649,-18873,827,20685,-976,3924,-235052,-69302,-14007,-12859,-13318,-4772,5371,-2976,42603,-66658,-17763,-17069,-13149,-9304,268,-3808,-227160,-63959,-8282,-13845,-5214,-9711,13214,-2700,easy
35971,11573,5731,6702,4798,21700,10639,5900,46893,15100,2885,24263,4552,8350,5545,2483,-34865,-9633,4656,-21693,-1259,23615,9454,5319,75444,-3420,-352,-19757,-1789,-2318,-3189,-571,-41554,-702,-920,-14169,-789,20051,7157,7239,-42713,-354,7999,-14625,4820,12052,6953,1681,difficult
51447,18335,13200,10979,7988,19507,5552,3056,61159,21168,4392,2658,1965,4310,2062,1405,-30293,10327,15139,5724,6412,41889,742,2657,-51880,-5401,4511,3776,3870,5798,5027,3102,78199,-8888,961,8224,1480,3181,-180,-522,-34875,-7371,14622,15559,12331,9918,8372,1365,easy
103440,24300,4753,8820,4699,17853,4211,2972,934171,184366,105538,20924,25041,17570,14952,12879,-886345,-176414,-99627,-10092,-17759,1840,-9478,-9038,-918310,-150843,-101472,-8600,-18408,6847,-10398,-8016,-928720,-172555,-100434,-14794,-21702,2320,-9108,-10566,-589548,-140452,-101606,-14930,-23501,-9876,-13981,-12008,difficult
25606,17158,11198,10413,7392,29864,8019,4534,413517,40721,28349,13088,6723,9332,3102,5099,-408009,-28251,-372,1811,1720,23137,5118,-2044,-383309,-10167,-19380,-9850,-849,11876,3894,1233,-380388,-22040,-26926,-3056,-45,35569,1376,-1028,-379940,-33794,-21927,395,1849,11544,9278,-421,easy
11621,14035,6909,11181,6783,25633,9176,3693,859886,113557,13497,8071,9326,21882,4665,4321,-851790,-84153,734,4095,-4234,16607,10356,-62,-855406,-102305,-10598,5540,-2327,500,566,-521,-849683,-105828,-7788,6835,4192,12922,9134,857,-836182,-105803,-8700,-4029,-7805,-15026,-2012,-2786,difficult
10141,21676,4793,12832,6149,18975,6031,5004,1144395,94893,60046,20369,21971,19413,5829,2967,-1128889,-82235,-57291,10946,-13764,-6598,74,1849,-1129198,-67552,-56289,-14788,-20114,2714,-2272,81,-1136939,-77020,-57833,-11126,-17302,-6314,33,2837,-1141991,-66062,-49601,-15180,-12107,8445,2972,3382,easy
3283,7880,3012,4810,4949,39344,13699,8572,204485,40595,3214,5810,6071,28372,2755,3240,-202002,-33465,1066,-2956,-2988,67552,11588,4247,-199919,-33358,-1669,-458,651,-10790,10655,7366,-200701,-33017,-990,-4519,110,-9843,7180,7484,-202187,-31019,783,3933,-2263,-3031,14354,2229,difficult
37659,30260,15070,16640,11614,23912,7417,4915,179802,30972,7213,3182,2570,1631,680,725,-174901,-20540,7477,21258,6269,11396,9439,7292,-172150,-20922,5133,3192,5947,34081,4927,5142,-55718,23145,-4537,1289,622,3914,935,338,-165803,15469,23353,28094,23337,39734,11648,3986,easy
27328,15056,9660,18367,5052,14267,6053,3687,968830,99278,51447,56325,88926,28506,13436,17148,-906598,-77638,-24164,-45835,-84428,-18793,-8713,-11462,-940225,-79011,-50903,-46838,-81989,2831,-9411,-14878,-958071,-86955,-48444,-4109,-85631,-14650,-1124,-12029,-961113,-93286,-43636,-55050,-83448,-26343,-10283,-15476,difficult
65322,20357,3461,10107,7215,23116,5667,2642,30620,22860,8456,8104,5632,17150,5283,5083,179486,30881,-4036,6079,-4327,-6677,-4457,-3649,-24109,-17280,-4849,12749,2852,9841,7238,-3176,-20356,-14750,-4833,-4925,9682,27256,0,327,3786,-8863,-6262,-5890,-1874,-6558,-1245,-3267,easy
73198,47448,5012,13744,6318,26729,5502,5225,247801,74685,12316,4123,4263,9713,2190,4404,-41031,73586,-5713,32905,7042,21278,5568,8051,-235030,-61335,-1798,4270,2899,6934,1847,-802,-183932,-58339,-11060,-1436,-1818,-3443,-356,-2866,-238419,-62860,-10647,2744,96,43294,6189,-1098,difficult
36288,11768,8127,6886,7082,25478,11129,9940,90080,10664,8675,17089,9560,16085,4535,3631,-68996,1243,-912,-8739,840,15971,-771,13390,-83924,2070,10408,-9432,-2549,13286,20290,8744,14582,-4565,-7563,-14728,-7456,-11832,-897,2125,-76832,5669,-4127,-7914,-748,20146,7754,976,easy
37379,34717,12268,8264,8185,16090,2833,2624,95346,78825,7624,15111,7602,15037,3883,2392,-71013,-60822,-151,-7451,-4062,-7783,-935,1226,-81051,-24948,18204,-10285,5512,12114,-815,115,-82757,-67570,3817,791,2287,-2781,652,547,2952,-23093,-3293,-10444,-1404,2660,-3101,-962,difficult
13508,9461,15145,15440,8409,31612,7315,7511,74511,41981,5979,2659,7808,7692,3994,3028,-68529,-33242,36163,14959,-2231,15831,2455,1413,-59375,-26151,-4956,4205,-883,17893,-245,4133,-62926,-38315,-252,13069,3944,23370,1274,1241,-53182,-32372,5707,18892,1574,38586,9799,11146,easy
63061,16349,5479,6308,2707,25001,2846,3506,129614,37017,10132,8832,4114,8732,2911,4960,71352,-29779,-9050,-5244,-2874,-2110,-2057,-3920,-122917,-17241,-7241,7397,-2682,62458,4160,-894,-123014,-27285,1193,-5800,2627,6382,-160,2125,-91632,-8369,-3515,-6448,-2699,-1656,-2202,-3128,difficult
