delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
116980,70987,10513,20555,10057,32178,13797,35288,10269,8581,19567,29088,-9027,-2562,139,-825,-6838,-2008,-3048,-22461,-6650,-1039,-6066,-8351,-8630,-31311,-7242,-7784,-17956,-22969,114871,6103,8018,31771,-5090,43689,421749,228728,6956,37745,-11599,5087,easy
812016,281085,36537,17088,21656,42667,341239,85492,18365,13547,20349,28096,-296837,-58923,-3784,-9258,-16590,-17000,1232283,247942,39537,17708,165,379,587934,251665,33113,7222,31462,10095,737013,533467,5519,2546,-10261,60636,93493,3816,16473,-514,1759,18744,difficult
168971,38678,16843,14913,16730,16844,790286,73746,32217,33214,19127,31775,-211688,-38702,-18431,-22141,-4329,2440,-764193,-36307,-2722,-15306,-4522,-5980,-706374,2923,-4650,1360,17244,-17075,-644510,-39169,-25616,-31919,-8799,-27825,-779812,-64086,-25451,-23500,-11580,-26213,easy
575255,68670,16624,12052,19257,32632,1668605,129083,57152,43436,32534,49472,-1500773,-94643,-51795,-36021,-21115,-34590,-1353513,-69287,-49279,-39065,-26507,-46670,-1198501,-59498,-24216,-3365,12487,10389,7956,25170,-29250,-41259,-26638,-37804,-1421917,-103807,-48098,-37208,-4614,24476,difficult
599828,76805,38181,13515,11805,15048,273135,102639,14722,13286,6097,19264,1618332,105494,67880,20077,13820,7797,46470,-30368,67860,-1214,3326,-11843,384981,-59131,-4981,-9162,-1781,-4522,-243096,-57509,59,3040,18561,4436,-173221,-87656,-13523,-11598,-5386,-16949,easy
134114,39424,11378,4708,12759,19535,221390,29762,7654,2620,6374,11671,-215591,-10480,9521,4026,17642,30162,-27393,-12254,-6684,-1652,333,-5134,-160675,-3825,10863,3051,1237,-4328,123298,31145,-3945,6044,8522,27378,-156021,43726,8865,-1027,4193,-8756,difficult
69492,14316,9636,6994,6632,22862,22210,17039,15750,4447,7890,13293,125767,24570,6515,1517,-4226,-6872,33833,-10510,-9539,5950,-1555,3380,5849,-8821,-6373,3329,6014,40772,70074,-4539,-7284,5253,354,9997,886,-14317,-13890,-3313,-6877,568,easy
188237,47401,7080,4657,11553,18340,540351,62893,13385,12757,7127,14767,-503361,-57921,-5247,-7155,8470,26812,-346110,-9791,-8779,-11200,3342,-5275,-346110,-9791,-8779,-11200,3342,-5275,-205564,49675,3183,-677,10516,6061,-359427,-49632,-11901,-10266,-3539,-4460,difficult
76881,37033,8347,6110,10720,8871,108527,30978,5559,7349,8069,5596,-87044,-16616,-3618,-3814,-226,10541,-31242,-20681,-5224,-7221,-7672,-4247,-65026,39235,7302,-2288,2873,5792,53611,37279,12985,9000,25203,9080,-28527,-8942,2493,-1871,-6925,-4793,easy
215354,63553,6385,17740,8353,10514,82073,16491,6915,7664,10158,15369,659081,161170,8528,4781,13537,13832,-68978,-10373,-114,3219,-7349,-9912,140819,98799,-1421,55677,2079,-4874,-55035,-5185,-4359,-6282,-9046,-14235,-9481,-9101,-5282,-7014,-8247,-9087,difficult
