delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
735894,112616,82174,56084,36793,53783,47399,30861,-560855,-55202,-70483,-39650,-33606,-42446,-30295,-22153,-10407,-22706,-73295,-39588,-16831,-28179,-35293,-17500,153494,9907,139003,-18089,146244,10119,35710,15400,1063431,549624,86459,-37256,136840,67806,-213,33935,361319,18780,-40750,-16617,-13489,-39261,-28692,-14905,550448,163901,909937,-702112,32496,32613,539717,-530844,-2812,212298,-52544,-127209,62,21499,-19167,20639,16775,163075,-9404,-150329,14267,38298,57687,-107067,-4998,71003,-35923,-28479,4653,32900,18535,-48840,easy
632245,31289,7466,9978,3015,8789,7451,4932,812148,241334,11321,13533,29520,49872,27729,53045,-415307,20041,11287,3756,3021,-3070,1925,2170,488904,390356,193723,28125,23997,105158,23054,26865,161890,47011,54859,13728,424,29258,6930,7481,-435074,18711,13201,69,5247,-3198,132,1249,-1227455,904211,-327014,-596964,-221293,370315,-343345,-28300,-34,182436,-138864,-41658,-9777,24369,-14397,-13659,-26499,20976,-23573,4823,-52942,108228,-75900,-32456,-25804,21129,-16124,-6798,-50875,24695,-19384,-6232,difficult
1265301,176951,58585,49125,50272,36669,47069,15315,-1065012,377358,332596,-28505,-32749,7400,86640,10344,-322166,258308,27786,-13117,3849,-7316,16392,29826,-37330,1440229,93369,176214,1767,36236,108748,70036,120447,10482,50314,26231,-20512,132652,-18882,888,320165,120122,80576,92108,4198,53891,44484,11609,742846,284836,157777,199718,-119050,1181921,-1429747,109640,-304810,65583,-43055,30262,15388,189331,-149983,65877,36598,-2082,-22279,24710,-14716,43552,96416,-78761,-70248,92356,-127630,63366,19482,40210,-69148,10721,easy
1432371,120739,55121,38631,26176,35478,70714,32843,-1106658,-68037,-48054,-35929,-23188,-27502,-61615,-29057,-1156528,-35011,7936,-1174,-9959,-7600,-40589,-9898,520634,1162260,258547,16180,4828,73458,-23898,49256,475499,-51320,43658,-26647,16089,5393,-39121,123,-192346,252108,-23213,-32954,-10984,-6059,-57396,-26001,-49870,1677162,-45135,-667845,33026,1197271,-1213580,303428,55990,250611,-214889,-66871,34755,17354,-42827,-6307,13229,14787,11261,-27073,19902,81058,-68065,-11452,21026,16691,-15223,-18275,19159,59154,-49133,-26124,difficult
1759670,198709,65720,100122,25468,60225,30336,42206,-800683,-39096,-22220,-91134,27298,-34884,3579,-23964,-1612979,-131284,-44937,-91521,-14477,-38822,-19469,-37580,-1198786,-167710,-49194,-93092,-20448,-52930,-16595,-32136,-123446,-27670,-18258,-64757,-11300,-38254,-14100,-30522,-1249074,121559,-23042,-36361,-699,-30792,-6655,-12804,-812296,414193,1075340,-1125628,-92188,-36426,140040,149229,-22717,-4257,30936,-4784,-387,-1571,28335,28396,-41775,-5971,9148,10601,-3938,-14108,14676,7462,-23048,2874,2495,7445,-13616,5444,1614,17718,easy
426095,120331,19004,18326,11192,15620,21868,9179,864725,197570,147801,26995,6763,45576,28021,39523,-393538,-93441,-13537,-13893,-8565,-11177,-15426,-5887,416179,-36470,-12193,5686,-5066,3690,-4843,46,1574045,357059,11030,27581,11293,13243,38454,39353,505486,116929,95045,20127,43249,49841,56860,16702,-1258263,809717,1157866,-1068559,-291011,56971,393529,-240130,-161338,1344,23223,84015,-40888,19579,21895,-7454,-15328,3499,16359,31956,-56753,14867,9553,36598,-43447,10583,43297,18406,-45410,5933,39307,-22651,difficult
887939,90109,27686,24945,43849,31783,21818,18299,-303642,-56556,-12381,-15700,-39648,-21688,-13892,-15817,-809519,-75466,-18796,-22951,-40009,-23547,-12998,-14889,-74753,-80464,-16326,-19410,-40710,-22073,-16733,-14337,-686475,75473,70363,-19750,-37377,11796,3104,11282,-792855,-85846,-20635,-23881,-43093,-30478,-20724,-17323,-505877,734766,-611722,-106380,-18910,-4998,155937,-161319,-6415,2470,86689,-90998,-7251,3541,-340,-4131,-361,-701,3333,-5716,-1859,1474,33869,-42274,894,-3735,19837,-23828,928,552,25619,-28605,easy
975393,226704,73525,81760,43360,26266,15116,14309,-307391,-75489,-57662,-75970,-30573,12057,-2848,4144,-606979,-123278,-57153,-77703,-39947,-18405,-12343,-11167,-568010,989,2327,-4249,-21081,8417,7437,-2182,480510,237272,121799,41956,-8829,50029,42655,60614,431050,168647,-29169,-28557,97183,-4982,45393,63397,-299588,38969,1048520,-49460,-47789,124267,236283,-68625,509,59480,119472,-150968,-1733,73454,46205,-70513,-9374,18866,12252,106012,-30462,26822,41612,-55011,-9495,19780,35218,2738,-15311,8985,62796,2783,difficult
454521,39505,12770,8850,6299,15356,10836,5456,1044218,37097,17076,15636,15990,12205,8850,3673,-341275,71259,-4576,15659,6644,-6935,9091,10245,708083,149566,-1585,11285,17462,6706,3958,13666,989695,9037,12394,-2069,7683,-5569,7117,3406,299437,-16978,-11329,-6879,4280,-7350,7584,595,-1385493,1049358,281612,-690258,34162,78307,-140529,-26015,-21652,2991,13979,-23723,23,-4374,-13354,-4810,-9346,10818,-9779,-3403,-19140,13641,-12275,-1781,241,-5133,3159,467,6572,3421,-10260,-2811,easy
742079,737640,151667,75252,79993,178245,108463,58210,-348310,-570984,-73405,-27630,-56312,-128312,-29252,-23409,-361792,-620825,-80136,-51266,-52262,-154546,-81551,-9999,270108,-433526,-73230,-34126,-41007,-149519,-87176,-42963,-131878,-705118,-134134,-61805,-75855,-163210,-105388,-51932,1141844,-371699,-26996,2547,-59977,-109671,-45146,-18517,-13482,631900,-401986,1273722,-49841,187299,-271592,333419,-6731,6906,-60904,107138,-23636,17140,-27679,64352,4050,11255,-34848,15878,-26234,5027,-13691,53539,-52299,-5625,-18212,60242,13410,-32964,-8969,33415,difficult
