delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
31167,35509,9189,27172,10172,9158,2368,1803,9132,29158,13291,7034,15722,13282,3037,1085,2919,10903,-10398,-334,-3560,-5919,-1700,864,757,-10967,-2322,42922,-3587,1371,-747,482,14261,-1973,-2178,19839,-9309,-4874,-1408,678,70202,27442,-1511,18126,-5746,-7076,1179,846,easy
680876,29364,21258,67460,13967,27697,7983,5346,35890,14959,6258,15329,8594,43732,5634,6358,105835,33873,21859,116558,4985,-29144,6332,-773,-27687,-10510,11257,61358,14767,20602,-2410,904,96583,24266,16803,-1172,-2398,-37497,-3700,-3235,2405214,9991,10081,31778,4137,-18101,9174,-945,difficult
30544,37503,14683,21661,21836,9926,3752,2923,56179,40980,5352,9877,2982,6361,3338,3162,-52673,-23181,7735,5873,3807,3072,-1386,1075,-46514,-12054,6701,20126,48599,6784,-1338,-1063,-23897,-18737,13650,16152,20280,1409,3829,330,20542,40065,9239,4984,2731,2993,550,-1298,easy
24383,5450,5345,9276,9488,22726,3576,4019,410563,150345,26683,40345,18409,49687,18686,13524,-362604,-143689,-24809,-36931,-17011,-45079,-17451,-11660,-379724,-142931,-16792,-22914,3290,-8936,-12893,-3959,-408600,-149801,-25349,-39363,-15352,-34645,-16171,-11936,-393793,-143159,-18404,-25067,-6613,-19185,-13925,-10465,difficult
63512,23171,4766,14666,15475,6333,2417,1562,51499,20615,6056,5597,5832,7832,2227,1916,59065,5681,-2730,1370,-1468,-4732,-751,-1490,-25282,-15184,3706,41553,45432,4147,3803,2195,-4283,33304,-4053,-2151,-410,-469,-677,-948,18551,-13576,-2082,-4496,-4981,-4941,-1616,-1175,easy
41654,20177,6099,9190,5339,27734,8416,6152,19865,24632,13249,4320,5390,12087,3231,6429,-14181,-19280,-787,7341,3250,12136,4273,1980,109172,20854,-8939,-1646,-2924,-6558,1633,-4531,-16534,-9762,-11463,-145,-2975,45543,5523,28,8700,-9633,-7413,13929,2446,11467,9309,1415,difficult
669863,569713,27023,105240,65125,47081,34017,8572,944691,454784,202624,54457,137779,78956,14521,20690,-313216,-130132,-175828,14477,-91837,-52024,13821,-15401,-751199,-309698,-180849,-9944,-132973,-73444,-10622,-17957,100683,-55086,-171585,77492,-110851,-48178,26474,-16015,-135580,954631,-174141,121107,45046,46146,48309,901,easy
17722,21820,14097,11240,11057,25785,9382,5453,355376,40346,10863,6356,7713,19596,4132,4064,-315685,6166,18826,-3043,6880,10061,16348,-393,-348739,-38898,-2506,5414,-1782,17534,3134,3694,-342342,-20510,-1517,6554,11069,-1155,2569,1206,-343850,-20863,-1869,10609,-2793,-1683,-1052,1049,difficult
24540,35008,11677,13702,8271,8026,3443,1054,12459,15660,11044,7411,4897,11366,2088,1602,35803,71723,-8277,-451,-114,-6399,-669,-320,-286,-2133,10996,15558,7649,-3866,5349,-328,-8509,-1203,4932,12641,8929,4836,1273,-450,21314,9004,-5121,-2586,-2968,-7933,-534,-1094,easy
305553,51354,18601,6032,5420,17883,5313,6962,17429,11965,5556,4831,3394,12428,4779,2608,1175778,154179,64895,2614,2544,10244,2089,4430,-6616,8943,-3201,2432,1778,4070,1677,2929,-7863,-1452,-4626,-2407,4400,2519,-1028,5959,-8805,-4114,-4890,2163,-618,4988,-601,4098,difficult
155626,13916,8651,11337,9541,17233,4478,7772,68283,20745,5875,10181,3848,35109,7429,4479,-39393,3682,19773,-64,3517,-22677,-1655,1505,205573,-13944,-4036,-9289,-1495,-27802,-5546,-1658,-62710,-16480,-3011,9197,10546,-13441,-2729,10372,245902,-573,-1624,4780,10203,-7584,-1876,2954,easy
332596,58829,4167,6910,6982,26703,7361,7893,690745,36744,22871,5423,21706,22865,9209,3539,620850,170715,-19687,3361,-14637,-5187,3424,6674,-676216,-25872,-14913,5694,-13325,2235,-873,6080,-687653,-27077,-19163,-3732,-18952,15245,-6201,4185,-689577,-29427,-21055,623,-11982,3057,-3743,476,difficult
114440,24665,9293,5617,3871,18016,6074,4548,27055,13072,9150,32900,11052,22100,6204,6275,-24130,-11140,-3505,-28402,-9948,-16286,-2433,-2956,-15427,2005,6004,-26014,-5488,16717,-1864,-1026,-5534,2173,-7644,-27686,-3676,-6807,4772,1042,394630,53333,5718,-27030,-9613,-9961,-994,-3969,easy
736042,82012,9583,12408,7934,19107,10114,5356,960178,315441,78879,29770,10085,25722,24986,19764,-220318,-278655,-67112,-23974,-4833,-16140,-21137,-17701,814563,-260258,-68529,-6138,9934,13119,-3871,-9254,-681207,-187560,-66395,-20894,-7726,-9012,-13150,-13863,-809583,-207243,-75150,-18443,-5978,-14428,-21330,-16813,difficult
280800,43331,3995,6833,11863,17810,7324,6425,589257,218508,55028,36829,16193,32552,26438,17793,-158511,-183151,-50058,-28623,9889,-3726,-21345,-8652,-452150,-184910,-52016,-35427,-13312,-19541,-22986,-16209,-182220,-121952,-48706,-20581,646,-6823,-6232,-4042,-440948,-210695,-53353,-35354,-14543,-28877,-25892,-16568,easy
88459,25074,10385,7967,8744,9646,3767,3863,458514,250564,36580,113977,49158,36395,14355,8726,-289204,-231350,-32401,-110381,-44760,-34373,-10009,-7103,-312153,-200327,-24649,-106878,-44279,-30931,-11829,-8120,-436392,-238599,-21259,-108061,-45602,-22489,-9533,296,-442472,-231684,-26472,-98722,-27016,-19205,-10981,-4524,difficult
133538,74337,14479,11918,14723,24350,4811,4970,35302,13272,4224,2593,6367,12103,2234,2407,14464,36034,5476,9809,19289,10991,2582,2391,-22548,39946,9558,6771,15017,16400,3823,4668,61313,14128,-752,4205,-5512,-7404,-752,-980,339714,154151,26737,16515,4629,29000,4656,4171,easy
333347,66652,39821,31332,14621,15555,7409,4173,31750,12780,8839,5194,5105,12431,2918,3544,-17054,23393,7314,10702,-144,1142,605,-211,-19887,28773,-581,-32,27587,-1498,3274,-1050,-27643,-7313,-1430,10120,2216,-4979,1932,-1253,1270972,170636,118625,83761,8404,17832,12152,5028,difficult
16854,14635,6328,6396,5832,5194,1322,977,839298,22509,8432,12144,8176,10357,2414,2011,-810996,-6260,-6706,-7454,-1322,-7717,-1726,-1730,-837842,-7453,1008,-2919,467,-6310,-1340,-733,-827578,-5648,4414,-4564,-4544,-1859,-958,-788,-813359,-12137,-7133,-8055,-3977,-4765,-344,-887,easy
571416,70519,18743,14928,13644,26247,9047,11414,312029,27065,14688,5297,4006,4567,2552,2504,934494,129796,23861,22075,26486,47485,5801,4974,109110,23367,2333,2021,894,3410,1373,2319,2462,22366,-3908,13553,710,22147,8377,18504,-8517,-1714,-6066,873,10462,13676,10427,9841,difficult
40646,18217,5855,2903,7779,11877,7118,5864,1884724,225493,63532,46521,31605,44109,31433,29144,-1843174,-217569,-59699,-45320,-30813,-42243,-28812,-26860,-1877446,-198328,-56293,-43462,-9980,-7558,-11636,-12706,-1854554,-215250,-62854,-45714,-29463,-41822,-30180,-27518,-1801138,-197959,-51864,-39977,-25048,-37306,-26633,-26036,easy
129342,35109,12017,17711,4333,13289,5720,6814,8214,12187,12797,15466,10539,16093,8426,4460,1578,3092,-1532,8532,-2502,120,2854,8319,165011,70494,11259,-13846,-10185,-10920,-6858,-1913,316341,13686,-6081,-210,-2475,-1297,-2574,2304,1580,4415,-6767,14504,-9663,880,-4246,704,difficult
82229,12692,1576,20838,5592,5871,1333,1380,30996,55327,22215,7774,9762,9674,5458,3152,-26560,-48405,-20864,5661,-5181,-3009,-4567,-1625,-12537,-39854,-20305,21463,-5997,-7011,-3991,-796,-24597,-45507,-21170,29548,-6757,-2146,-4645,-2448,268624,-36773,-20217,-4416,1253,-3047,-3298,-2221,easy
992154,148408,12873,32672,14600,29354,13940,12213,479365,44496,6737,10435,5301,19962,7018,3727,-86481,-11410,3740,33255,7237,18183,1612,11003,1221949,20226,3563,49784,6070,-745,5392,8910,124452,157356,9359,-7258,8572,7655,11903,8966,791234,249475,7880,13166,15317,12473,8779,5065,difficult
696362,318654,58421,11780,14562,19263,21785,25655,1205939,204814,13566,19037,10350,15241,18640,11579,-361885,-1123,126880,3356,7741,6403,6585,41292,638342,817078,56491,-6158,19694,24348,24980,32692,-1175881,-189428,7088,-12771,-1875,-3442,-3613,-7492,-1138886,-171166,-11041,-13454,-8713,-11222,-15374,-10189,easy
157905,28335,15824,10626,6762,10958,7720,5149,20076,25396,3197,4546,26500,16400,9551,4656,58378,-17099,-285,2134,-16295,-11230,-8591,-4015,-7098,-9847,693,5899,-20424,-9094,-3497,364,118048,38633,9941,7001,-22342,-6064,-4894,-1378,381986,70,40158,9285,-19891,4619,9658,7000,difficult
85413,46003,5917,16291,14707,23291,5539,3879,126893,98415,14306,12019,22306,17382,7530,4739,198010,46727,-11848,30731,4407,331,221,-373,-119681,-93206,-13784,-9624,-14615,-13998,-5629,-3735,-124062,-93742,-5558,2711,-13940,12591,10,-432,-120187,-69426,-2368,-6732,-6249,24713,-2568,1099,easy
33959,35595,10808,13019,18365,12945,4993,4026,95419,23392,11451,8785,14683,14730,7798,5497,-38225,-12527,-11292,-5381,-11949,-8802,-6708,-4607,-83982,7000,7794,747,30020,3237,-4555,1272,-89545,2525,474,-2186,-6121,-2554,1853,1295,-34088,51813,453,23755,2779,978,-1811,-3844,difficult
154308,12681,12905,8035,4529,27890,6057,8025,49642,10566,13231,1882,4554,12843,7387,2066,-29216,-3069,522,1716,2377,41527,-4155,5955,-44021,12597,6800,4364,-1763,11936,-551,13575,-17966,-2483,750,16453,1003,15771,2197,4698,509867,1415,-9375,2080,-1719,-9047,-2810,-392,easy
12869,14548,5447,11692,11022,9025,2270,1868,379743,77291,7171,15305,5896,8625,4552,2005,-348757,-51276,-2864,8593,-1569,5617,-1349,487,-372704,-64755,1477,-1991,3077,2344,-3438,-850,-376242,-70717,-363,-6635,12598,-5757,-2115,101,-369793,-64225,-5145,-14418,6396,-604,-2225,-285,difficult
93859,19831,11331,21210,10724,7135,2920,1498,7899,7789,1820,36631,5502,7453,1629,1410,25691,19011,36441,-7039,18740,924,2237,-416,-6093,-3852,435,-30466,6425,-2933,305,585,-5944,1123,-561,-16476,-3543,-3202,626,-481,330185,31884,1727,-7702,-733,3937,1997,665,easy
181502,101260,16957,148306,28190,9652,3386,1674,445738,13060,4124,15094,9679,35647,13604,8582,-129325,340093,7681,65561,27128,-21591,-9128,-6335,-429466,-7253,21571,228928,20127,-28992,-10450,-6649,-119527,14141,10328,29782,26538,-23622,-11306,-7239,-378628,5817,11752,208576,251,-29775,-9988,-7410,difficult
23139,15264,4456,14225,6898,8516,2093,1642,11083,20317,6634,33488,8620,7450,4697,1680,581,-11469,-4638,-25192,-6468,-3215,-4108,-1235,43468,-4541,-2749,-4063,5910,6189,-1768,651,-2855,-11228,-3629,-30533,-5520,-2361,-2835,796,7030,7024,2303,-17264,-810,3649,-1705,-366,easy
82604,38081,3223,7710,15923,8477,4445,2681,267670,81597,15074,26234,10858,8858,6801,4469,-74772,27238,-12458,-14891,34265,7668,-545,-1803,-254237,-74002,-10327,-20986,-7826,-5673,-4508,-3255,-189914,-68451,-11442,-13881,1938,1949,945,765,-221343,-58851,-13178,-24340,-8116,-5470,-5315,-2861,difficult
46496,73310,27213,12089,9374,20812,8871,7714,58104,26707,12653,2293,3824,7208,3089,2009,-13650,116008,76956,14818,9988,14580,8956,7806,-51010,-22199,-11400,706,-2388,2412,1296,475,-41631,8278,-242,16402,2800,22358,5237,5002,59859,84325,-7074,7256,11799,15065,7640,9537,easy
73732,56647,3193,15008,7769,13578,4821,2447,345002,79440,20967,25961,24159,26222,10933,8961,-326627,-68608,-18153,20282,-18354,-5523,-6072,-6536,-334409,-61997,-18944,-18257,-16547,-15734,-5038,-5862,-89954,116982,-13750,-20431,-7072,-4131,-2942,-4921,-334089,-77550,-20251,-25408,-23588,-25189,-10395,-8737,difficult
8320,16998,15865,34141,13936,8292,1527,1056,105135,23479,5317,3330,2796,4158,723,981,-99394,-16860,8309,1183,-362,4702,598,543,-102901,-12155,-1440,19666,3410,6265,792,-195,-84912,15457,24636,27141,39646,2869,1787,110,-100052,-12367,10686,75252,1867,2699,37,-157,easy
10494,14290,8128,14090,9181,4607,2948,1606,7376,9618,12536,14260,10670,10422,4613,2749,13029,7287,-6335,-4097,882,-5248,-2673,-332,9476,16015,-2838,-708,-1539,-4771,101,-1119,-6951,-3415,-9287,-9349,-8274,-7477,-3772,-2003,-3084,-1198,826,13475,2976,-5763,-316,-1120,difficult
132205,24885,12156,12625,6120,34692,8192,7672,33060,23671,8626,6767,4011,17849,9604,6207,189199,-407,9701,-1461,11202,20545,-2022,2621,131932,-14417,-3368,15030,-648,33638,-3239,5949,-24804,159,2724,8702,1183,22660,-1315,1285,100252,19519,5063,1160,-3303,-9473,928,-3995,easy
23866,21778,11714,237036,14301,10284,2850,1008,340262,26510,31863,122732,11199,16760,7834,2157,-303328,-10654,-26373,238112,6558,-7689,-3923,-353,-293956,26853,-26702,203011,6569,3978,-6239,-1236,-332668,-14486,1542,91242,7680,-8265,-3851,-1110,-335632,-20640,-29062,-75150,-8398,-13928,-5923,-1896,difficult
84229,6205,6666,4132,6102,25973,5218,7581,10584,17228,9170,12793,6187,23219,3554,5493,36444,-10352,7259,-9995,10156,23250,2550,3655,-6978,-13540,-6858,-10142,-4639,-5219,-1951,-4414,259698,-6191,-3076,-3924,-592,2589,6557,12826,5415,-14010,-7340,-10583,-5266,-9605,-501,-3715,easy
143251,27727,4213,4702,8189,23789,5910,6111,431297,113198,10447,6270,9078,13354,6597,7895,-327928,-91286,-5724,-2621,-3554,-4896,4779,-4217,-171682,-71290,-4908,-32,10054,46618,1338,2629,-226171,-70477,-6734,-2203,-2896,-1005,-3840,-2504,-426405,-108833,-7569,-1417,-7159,1023,-5027,-3046,difficult
408012,73527,13145,8078,10238,15002,17277,11464,1132281,63954,63607,15867,41159,43996,34419,33307,-973290,54221,-39667,-4434,-35348,-19482,-11159,-12358,-1011769,-55929,-56188,-11213,-38734,-35279,-27250,-32058,-859905,-60065,-58409,-11446,-38954,-38549,-29861,-30803,-52114,100065,-47586,-4065,-10648,-22667,-299,-12154,easy
8787,14029,6439,8243,5322,4840,1334,1438,153824,96941,9777,17752,13698,11724,5272,6451,-145500,-74769,-2945,-12194,-11197,-4045,-3842,-5108,-140534,-85885,-3922,-12895,-6218,-8140,-3277,-5375,-147151,-84811,-8876,-15588,-8176,-7090,-3904,-4989,-146962,-86182,2390,2640,-7913,-8263,-4728,-4580,difficult
28807,6097,2155,5897,4111,11903,3213,4296,152074,40981,8790,6332,13015,38211,4633,3144,-79087,-31764,-8248,-4208,-11800,-34018,-2147,-2306,-143759,-38514,-4103,5104,-4148,-24505,135,1128,-151515,-37265,-6771,-140,-8523,-13192,-147,6723,-118706,-31995,-7418,-2498,-11144,-33516,-3522,-938,easy
15679,14427,42002,175033,9143,16744,1842,1584,78887,32938,23671,81907,7564,7337,1535,1847,-74050,-27646,36275,-8949,-4775,7980,8,788,-60734,-22358,10855,92360,13739,11086,-114,-931,-55474,3172,17813,-2274,-1300,16815,1409,-539,-62574,-27213,8382,291368,-1348,1745,-75,-369,difficult
9471,12552,6426,29125,5085,9846,3323,3050,335014,141701,56671,27453,16465,16173,6154,6554,-317426,-116341,-52586,-4950,-12936,-1073,-1561,-3650,-329212,-132623,-43005,-20616,-8365,-10599,-4081,-2182,-321367,-134470,-55260,-5754,-11811,-5759,-3195,-3065,-334169,-133164,-50128,38006,-12409,-7877,-2487,-5119,easy
130749,28530,21058,214724,14493,16305,2316,975,274498,18720,37667,128574,9750,8114,2770,1915,-269538,-12129,-33749,-88442,-1150,-7410,-2313,-1647,-258348,-8467,-31247,-79269,-5891,15447,2512,151,-230485,8188,16117,235162,7771,8493,-1540,-977,183374,51649,-17556,277148,18242,16235,-475,-1288,difficult
