delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
886123,112851,68834,27878,13994,17898,644085,195765,30453,13877,16033,18347,-366482,-184183,-28090,-11518,-10012,-15713,513273,-106137,-1254,13568,-566,-10759,-370111,-172964,-29666,-10108,-12895,-16302,1191472,131627,212533,64062,15318,40976,difficult
358401,83461,4190,8877,5438,15508,893613,212493,39762,24083,21618,28757,-746122,-52423,-30166,-11074,-13503,-18253,-597524,-184261,-39212,-19111,-17162,-13022,62983,-130226,-33619,-9612,-15922,5541,-860186,-149220,-39293,-21027,-18133,-27264,easy
260215,94735,25424,11548,23954,16282,676970,41132,39093,9241,17332,13812,-160880,186596,-11824,1281,38971,18844,-473609,-17002,-28147,2433,-10497,-4929,-540710,50522,15118,7857,13519,8092,-491820,-5706,-29822,-2343,-15504,-12129,difficult
328056,35393,7309,10248,2221,7780,820512,303702,64616,24468,13964,24061,-311509,-235537,-54634,-11307,-12203,-16757,-721377,-294835,-55764,-20327,-13533,-22048,-167231,-279473,-54968,-3501,-9128,-4355,-769709,-263390,-63864,-21746,-12110,-21964,easy
1060932,94283,33616,18114,6041,12138,1314053,283384,93897,78268,32286,30886,230717,-193329,-34860,-54179,-24422,-7869,-1270400,-276160,-91774,-77247,-31547,-30054,-623942,-224776,-87963,-67041,-26076,-25859,651142,-62139,-26528,-42148,-22935,-11212,difficult
1432044,346371,38959,31740,33034,39274,541526,88506,76757,11875,14787,21842,-338844,-72716,-63186,-8631,-11955,-18404,2075126,443109,-7601,27641,42722,17139,410862,-47840,-22941,2560,-9512,17105,1414929,708906,-57466,57889,51734,53886,easy
853665,100391,53192,23003,14323,40076,1242821,54244,24392,12352,8815,21696,-947565,32303,-10150,-730,2732,6492,-781123,-6078,12986,3714,-5104,-13880,567950,75090,96904,1414,23400,92537,-395886,83271,15459,38206,1005,-11628,difficult
1207270,212136,41234,43843,15729,29880,1182046,216438,30824,37620,30114,37288,521175,-6207,-6372,-8959,-18160,-26997,152564,131572,67785,8984,-21040,7994,-382639,-47140,-17378,11659,-8959,12721,-190206,-95434,-2396,13207,-9382,-23352,easy
991923,438739,90634,37997,39701,68361,197006,43112,11609,5773,6746,8118,1457128,755784,246354,8045,45227,41406,201238,210363,26726,9463,31119,17489,1543414,641434,47757,115166,58035,183099,-22113,-25073,-4736,-3779,-2563,-1021,difficult
610529,94169,54849,16339,14254,18889,488251,113384,18248,7253,4888,11446,123380,-96685,-8693,9348,-2944,2186,233924,127618,139661,12981,30322,14587,498263,-40560,30133,17013,7551,16313,-366455,-67235,-14699,-2998,2535,-3315,easy
1087893,172439,75235,38350,17702,22661,451642,124213,32104,14452,13760,28440,-24620,-5097,-22120,-962,-7935,-24862,1405670,282694,83074,17462,5920,20426,-383594,-83073,-29343,-13526,-12954,-26140,1547549,-1622,140914,92617,30737,7459,difficult
896946,112105,22357,8639,7248,19986,1044069,123333,85444,18983,7732,29025,320386,71279,-70356,-14704,-776,-6432,-967941,-113888,-84107,-10098,-7059,-26658,-158771,17111,-63417,-6807,101,1660,217835,-19416,-34467,-9766,5797,-4727,easy
1199902,471638,95151,58343,41430,67627,1745321,442179,51831,53594,46936,70610,385088,-267041,15416,-37774,-25214,17705,-367284,-66709,151195,18347,34150,1049,-976950,-69912,-21494,-14061,-22652,-54420,-1222532,521498,28161,52483,-8308,23735,difficult
756787,68931,18450,22185,11749,21178,1066960,351682,44817,39996,20040,18911,-463284,-282047,677,8144,-5229,-6127,-806363,-328738,-40085,-37635,-14423,-15510,-390186,-216269,-38079,-18515,-7199,28505,419142,-303951,-27980,-23240,-6313,2199,easy
761267,150261,47928,18688,20888,26175,672437,194061,24967,30539,23483,17333,1045635,291083,122036,8565,38041,48055,-31907,-129509,4086,-7769,-7779,7634,9361,-146958,-10644,-23294,-19855,-11174,-667770,-189818,-23634,-24908,-20786,-9148,difficult
1197213,69408,14772,23405,5161,16776,732821,88322,15773,12896,10437,12763,719705,3530,-5719,-2699,-4218,6312,719705,3530,-5719,-2699,-4218,6312,126017,-66391,-6917,4264,-8580,528,292140,-16327,14352,43169,-4088,2898,easy
1429592,211358,102262,39138,24190,45575,239557,123092,13506,8941,9180,18043,1815913,-8358,14339,-3721,2745,8634,189932,-90774,5290,18264,-1331,-10351,1613941,286405,155406,50482,49894,94127,1140354,165790,179987,55761,8732,17716,difficult
751637,383876,44651,24364,15902,23771,1001575,342349,54917,33285,12129,24845,-168894,-114837,23971,-11400,-2394,12600,54820,918979,18343,23685,29276,10169,-480702,-320670,-36989,-30232,-4140,-12490,-404978,-317365,-46391,-17736,-7651,-14574,easy
1110246,180717,25442,36498,38989,28448,608319,95644,24739,10600,5315,6392,584750,-28291,-11277,3618,16794,7981,-205342,20830,-15796,3821,3491,17485,1592052,134289,40458,61274,95409,49113,36249,213462,-10572,34877,19002,13646,difficult
648956,266011,64299,20372,22626,23900,501552,73937,21766,9171,10032,14955,454589,512324,31800,19857,34448,6307,-45978,228227,19925,2819,6734,1736,-14861,-50867,-6759,-6593,-5827,-11102,195865,78610,125166,28721,15022,38837,easy
757819,170069,19659,9897,9078,10896,978338,77136,13705,8070,7466,6852,-741580,-70972,-6178,-6387,-6253,-4736,-673397,381267,22781,11144,-1678,5796,-251573,-7099,-7048,-945,3751,-2772,784473,68537,14261,3496,10629,17886,difficult
1420985,179592,24069,38696,26127,31966,1626316,567795,70844,178857,29884,52126,192399,-424428,-68423,-158195,-4166,-35283,522347,-445592,-35767,-125731,3116,3332,-166187,-168762,-24465,-104590,13029,1386,-1369885,-514029,-58444,-172129,-27009,-50075,easy
897925,239551,78621,20904,24645,38160,294753,43848,11701,10480,4132,11173,141234,286676,7323,7323,21285,4857,187046,-26167,12238,4295,6940,78481,515188,403024,217815,26359,29403,24052,1569221,119279,30304,3719,24422,557,difficult
713192,469414,78081,48109,29329,45079,1149418,277534,126407,44654,46787,38946,-681772,-70821,-105988,7767,-25046,-31089,268171,654271,-79716,46127,-2822,44070,-775169,-265964,-122017,-42526,-44204,-32377,-556136,450032,114417,2452,2238,43926,easy
905956,165193,34824,26860,24414,32425,1216019,73197,14628,16693,17485,18040,184943,234254,24732,17703,17731,14544,-14751,166745,77710,32024,31370,63436,-324110,-53808,-8701,-12191,-9837,-14849,-1086334,20794,-12959,3132,-11547,-5591,difficult
864729,89311,29757,17262,9411,12235,795090,207657,39272,15658,9448,9074,-359181,-9445,-31344,15329,8339,9254,185355,-198251,-32467,-14032,-6976,-2040,275087,-124360,-16743,-1892,3377,6336,177295,-141330,42493,7011,-4890,-906,easy
906938,284079,36651,10920,10616,25559,1272382,335597,38240,32835,36876,25469,-1190959,-317012,-27047,-25893,-26836,-22193,1323875,625103,65345,-5726,-12554,62115,-908174,-245542,-35850,-32019,-35669,-21763,-686520,-268622,-8806,-24022,-29981,-17799,difficult
480074,203325,2876,7171,9237,13497,678453,158115,27093,8472,9890,9419,21307,-139103,-23593,536,1853,11829,104709,533877,-22633,6415,9837,17425,-343760,-83014,-24880,-4195,-7688,-6910,-575772,-130921,-25763,-7961,-6613,-6032,easy
257318,47088,7380,7626,6654,17187,691354,232643,29567,14050,12829,23439,-623094,-219797,-27302,-5614,-1776,-12983,-631126,-196250,-28854,-11763,-9868,-9365,-312903,-170073,-8350,-968,-3938,13073,-169022,-156102,-24241,-7350,-9118,-15734,difficult
911233,248099,35938,29211,25652,41574,1269582,181270,25077,6781,11573,28703,-753368,-91282,7113,-749,-5901,-17864,-1111326,-138014,-21129,-2255,-6066,20679,-105892,167623,-11785,88317,17401,29367,537190,328989,69244,4406,50883,19301,easy
995884,348169,67532,75551,7850,31869,942223,283666,43469,54839,20221,44775,-38790,-153204,-1890,9168,-17110,-19788,-145272,-162971,-35106,-49374,-18286,-40566,-62690,113182,-13726,-44000,-2803,-32971,461394,461006,146973,167053,-11287,41699,difficult
169474,59796,17733,11987,7197,20286,1384311,79504,28304,10373,11818,21442,-1293619,-35636,3089,8528,-1563,42730,-1341492,-56767,-19043,-8659,-11120,-20255,-1094330,1738,-8886,7915,-6508,-14346,-1129906,11832,-17444,-1328,708,-12754,easy
1168724,155824,76353,21216,28048,26458,1022701,116828,29798,6397,13002,12855,707150,81986,-17500,487,14608,2743,-184335,-69647,-9683,16275,10206,13031,177487,233095,222996,33299,36834,47799,-116211,-89452,-9593,9213,-1464,-9161,difficult
211689,70519,37828,11108,12992,16420,546732,98715,18329,33326,16603,18218,-332497,-38413,2678,-26003,-13850,-7544,-497479,-64264,6753,-16278,7577,5823,-267484,-32437,-5952,-23984,-4596,-4168,-242711,22329,74516,-22608,-3577,-1303,easy
914798,347413,107070,59506,35804,53319,642291,150357,19533,14109,15518,19997,235158,499099,214459,125359,27366,60983,-452645,-89964,-12780,6298,-9136,-11878,-131979,88489,10505,-8060,-2628,-9086,1439495,290599,137965,57989,65542,93267,difficult
1220015,281897,47771,27639,19449,18832,869940,572411,85716,30394,34249,34415,-160133,-307949,-25357,-1932,-31080,-22533,-638332,-516670,-40332,-26960,-21423,-25452,-273446,-557852,-75318,-29191,-33536,-31246,2472212,220416,-10772,47061,26839,16900,easy
803492,163999,41233,21172,20957,26371,845258,237989,94528,60169,15184,32874,-408307,-189115,-87334,-40356,-11884,-26409,-800854,-209960,-72948,-48623,-12745,-21104,371430,-85952,-26272,-43468,3032,-12594,670668,189065,-26628,-23541,44689,34093,difficult
628008,64801,12869,14375,5907,12068,767800,107932,84813,16300,38700,11022,946429,-37348,-81005,4895,-34409,-5002,-627236,-49279,-78211,-12769,-36190,7703,-455809,-69103,-67849,4329,-25207,-1683,-422553,-16796,-60710,-4157,-35368,3165,easy
194832,19544,6964,5260,6258,16632,248761,98559,8740,9567,3881,5940,12268,-66989,2742,6268,13304,54899,-105092,-97333,-503,-7148,-2462,-5133,55381,-63664,-4331,-8148,-182,-2938,-178274,-88073,-5012,-8200,-1154,-4060,difficult
1073238,207821,69292,96558,26786,32427,322296,152799,42781,13589,10452,16746,842736,258111,68897,-2462,10071,4229,77328,-132993,-12647,-8887,-2158,-9128,1775793,144231,34644,346070,58999,73293,307909,-49262,15148,-2847,-1578,-5669,easy
670590,215852,84545,53933,31047,51374,753362,58317,30789,24354,11707,18970,376787,283472,148412,105087,52288,93854,-147545,178849,101763,41859,34823,48331,98648,116388,-24713,-12917,-5852,-1434,-658978,51429,-10437,-15712,-3900,-11134,difficult
781733,113542,69488,18704,13643,18358,576150,31071,23882,18651,10295,20763,-360523,190690,214545,20218,13776,5847,-400714,91269,-14385,-9833,2980,-8714,36524,48891,-17684,-6913,-7434,-13574,1547044,-967,-53,-3259,4069,6820,easy
1106203,580061,69662,27970,33671,19288,1011155,544603,33873,38316,27150,54196,780184,-417512,374,-2771,-15076,-30906,271598,1466296,146954,9601,74494,-17201,156485,-384597,18651,-11470,-7620,-41315,-828074,-522356,-22822,-36744,-25713,-50211,difficult
942541,270404,14163,21388,10177,36502,703743,475535,126609,27122,24299,33590,338784,-396794,-121351,-16179,-19714,4590,-158789,-400837,-98400,5007,-17626,-18188,886638,131873,-119743,-2480,-15459,27596,-111440,-154766,-110291,-9286,-3691,-2351,easy
984285,361681,71257,61971,14005,60912,1469515,578124,69015,47481,28878,27867,185054,205510,115641,53695,-6704,130661,-1230830,-361375,-41663,-29344,-18398,-18677,-644512,-177468,-12332,43612,-14835,38828,-250633,-532441,-52677,-10004,-19556,-18632,difficult
1035134,125223,24027,13895,17314,21846,1315765,408576,48410,51830,29923,21262,-262865,-184906,-25263,-31174,-8682,15900,-449873,-317428,-29994,-29268,-21701,-10531,-848856,-312622,-31035,-45116,-7749,-7108,439069,-318458,-11241,-46184,-12304,4074,easy
530445,360003,54073,30601,15610,21605,1431153,433097,58497,61488,25697,33280,-1051970,72301,109621,-14222,-2577,-1971,-82279,-312706,-56091,-35562,-13963,-14347,-1234534,369586,-26014,-18360,-1669,-6059,-1234049,-421556,-45211,-55403,-22140,-24323,difficult
1037957,110838,26724,16976,11749,16061,1185359,199591,45101,76254,21343,34857,-3568,-70624,-24444,-59058,-12388,-18912,-502791,-101046,-30702,-60611,5142,-14778,-610174,-79396,-19136,-49718,-15459,-21777,526926,-103948,775,-67726,-15673,-19717,easy
1157117,161131,43584,19359,12930,37136,271860,117568,13354,8750,2498,6045,970315,63506,55662,35240,5801,7372,1160986,-47175,37947,2359,5863,10249,-40442,-96922,-9506,-4486,-1460,16,1450168,254842,36818,9324,31523,106727,difficult
1337308,126632,70221,53183,12593,28659,642598,242123,20916,12396,5184,17785,191675,-10013,-16992,-408,5663,1213,-186773,-197564,-9601,6033,1904,-8289,129598,-154073,19273,-1249,3734,21100,2644340,-100316,204540,158771,18336,29470,easy
438195,226957,27043,34832,19353,37767,554924,150220,7737,13213,13476,18921,-81769,235985,21345,31565,-3289,-11396,-466031,-120381,-6245,-8908,-11666,-15731,248787,116550,15918,6853,-6951,28973,-167902,74792,46206,56964,45415,73536,difficult
907354,295925,61890,47381,28757,48077,911299,670543,123343,50316,20394,26267,-102697,16445,55868,79106,41877,96010,-23264,-467337,-81049,-6376,1351,6860,310178,-482924,-113440,-37377,-7820,-2592,-199998,-564657,-107190,-47094,-1958,-13038,easy
795572,96276,21383,18091,16668,19664,437417,68813,32126,12694,9658,6686,-393367,-51257,-20413,-11079,-5509,-336,-331608,-9719,-21357,-10497,-4585,9133,1188354,65828,9435,46023,38911,30866,969242,104998,-10637,-2860,-776,12250,difficult
1792375,347834,65553,88267,61818,44475,542924,123093,30437,31585,21764,22905,2885242,238596,44930,64503,43436,32020,158034,145169,41518,17281,-2698,20201,42636,269762,40459,124934,7610,10687,1911892,245437,13556,20008,111869,23373,easy
1760884,648248,78615,64293,50668,67574,1317093,168840,15434,14948,20212,21563,226766,942630,155517,71851,87721,96663,1194358,1131293,52850,125407,31565,74416,47532,-35942,23789,7017,8887,-201,306508,-120348,20569,-6896,-6348,13164,difficult
1096146,154518,47338,36685,23108,42952,553755,171803,27173,19395,23321,20871,708098,-123759,-4037,-7640,-6876,-74,1089198,345756,124360,84695,45561,103743,-96866,-154366,-24426,-14631,-18983,-15251,469132,-136771,-15239,6736,-20554,-96,easy
564201,120156,9325,15965,3434,16958,796233,299514,44798,25670,64212,36423,485444,15359,-24150,24224,-57995,10040,-441264,-238206,-36529,-22330,-60984,-27154,-196537,-255760,-38680,-22096,-63580,-29201,-775772,-238825,-42532,-18618,-60552,-31544,difficult
1243552,346764,60824,37940,83828,48960,763488,131655,34693,16043,18972,17584,-636214,-110681,-25707,-8179,-7992,-14054,798164,-18817,31024,12084,45521,16423,1058166,48721,9130,32526,139604,90323,700138,941213,90076,51155,82290,32813,easy
210635,30374,10223,3216,6913,9281,119892,29974,5368,2993,3920,2778,-27682,-27941,-368,-1112,4074,1908,-24390,-2238,562,1354,722,4901,300460,6199,14501,2808,6684,5030,114582,25581,4723,-2158,491,14174,difficult
1160083,295510,29137,58925,52046,51306,681255,484681,62309,43962,35438,53396,1033362,-62459,-18791,3799,-12275,19001,-527169,-427182,-46550,-35663,-20925,-43690,1019144,-216802,-8424,114612,72152,24964,389974,-50241,-58923,-22895,27481,-8637,easy
728690,118572,20861,9427,8547,20760,205203,30170,18698,6318,11161,16160,1525346,182356,27929,18024,10473,41711,182550,24295,-11833,-2690,-10323,-7526,472893,87109,9850,-1619,-2169,-7285,-86842,59849,-17293,-1279,-8437,-8500,difficult
886618,169279,33177,8733,41687,44462,917763,397179,81753,37509,68980,63132,1144914,-213738,-17060,-27662,-19276,-7325,-125861,64797,-34678,-22763,38327,52421,-439089,-388588,-62880,-31488,-63588,-60207,-704543,-374072,-79687,-33191,-64635,-59570,easy
669057,478822,46254,36851,28384,27708,1712742,538794,142553,30710,131700,79132,-1220942,-495791,-140191,-26956,-123666,-73630,-457442,1133003,-4950,64383,-57577,6409,-1442220,-424379,-101146,8922,-105086,-65600,-1054138,-452722,-138908,-21785,-126934,-72876,difficult
524934,81248,18280,13842,10167,16250,1577111,249190,34924,14986,29851,29925,-203973,-136380,-4531,2507,-20441,-19391,-1470745,-169376,-28059,6899,-25230,-7843,-1433034,-209956,-27358,-10736,-23419,-15845,-1100958,-156055,-6629,-3247,-9645,-11620,easy
570202,277676,36760,28476,35503,36367,1522051,167733,25444,14682,14704,19154,-1230161,-155357,-14058,-13068,-11959,-14660,-1134005,647164,90840,49704,76871,46210,-209315,55229,-11687,27462,13986,41979,-1233914,-107266,-19830,-8922,4298,-4679,difficult
1065290,101941,14878,15541,11304,15467,993485,158970,21363,18823,21023,25647,-663,-24181,-13694,535,-13244,-15279,979021,-10134,9970,-300,-531,2390,-97914,-106243,-13897,-9153,-17911,-20611,-593226,-87559,-8321,-4211,-7190,-7219,easy
977120,148959,37751,48970,19427,40192,769926,61582,18995,22091,24361,13243,1049813,63753,24658,49782,13801,48433,-302111,18081,-8247,-16594,-22785,4656,-210654,-6136,-15440,-5918,-18211,19032,291726,273811,74054,80245,7459,35674,difficult
1006545,327462,69271,65650,24502,51404,374666,69474,7345,19271,16952,23043,1257484,152172,667,-14015,-3127,4943,-27869,98330,32669,-9908,16394,2354,479067,101153,56605,-6895,-14050,44868,818833,680298,157763,216332,30983,61280,easy
783203,62451,29924,14414,8896,28040,299475,144724,102365,70289,17175,21424,156035,-104821,-71343,-62469,-13005,-18857,483079,-119208,-98711,-57001,-11220,-16318,752404,-3603,-66969,-61196,3382,72262,543393,-101459,-52740,-42834,-12274,-10625,difficult
485635,143423,17894,25122,28262,20898,617988,128309,42195,24317,23800,17720,23369,25559,-13460,680,103,19828,-589760,-81320,-35049,-14367,-22014,-9963,422652,71446,-36591,2181,-14166,3593,-385673,44771,-12104,14727,53924,-747,easy
1190676,300277,33533,38164,20365,19004,843980,393396,42242,46470,21855,34270,1386155,-123328,8515,-32445,9249,-13310,-796553,-103007,-32323,-35498,-18432,-23246,1285431,136498,21320,73664,5358,4093,-488250,-282640,-32348,-38944,-2134,-28603,difficult
325478,81141,19059,11601,14774,14902,822910,196599,23130,22336,36715,28945,-465753,-16169,-3729,521,-13904,-170,-728143,-138298,-11667,-18156,-31721,-22679,-616186,-133239,-18274,-18125,-29216,-25079,-179645,-174126,17387,-7181,-12924,-8243,easy
796437,149552,28046,25153,14717,20748,1027717,64024,8955,12144,5952,11237,548403,65929,28662,52310,8059,3394,-845213,-21596,-282,-10795,-3960,-8751,-923947,-25654,-8241,-7525,-2821,1570,295637,323432,56224,18047,33781,41832,difficult
1555401,218713,13723,23660,15372,25622,648877,278300,9377,21528,54791,28932,2328005,-28100,9994,19167,-36808,4673,63337,-30424,-6153,-13982,-42548,-3862,262482,9132,5602,2356,-36844,-8130,972272,-188956,7941,986,-41477,-5923,easy
990871,251715,94892,26792,17597,32174,869633,680992,54982,36221,140908,90899,229869,-195157,180825,48018,-106461,-13826,874853,-518043,46079,-27710,-118682,-65508,39941,-614131,-29192,-27478,-139765,-72344,-659713,-389779,-38072,-30545,-128337,-83223,difficult
1570065,534790,47602,110752,53271,52065,1093522,219208,49041,66427,24495,44980,-793975,-195348,-45566,-48591,-19490,-39203,1432890,981184,43217,134395,103570,33022,345347,150666,-8324,-21947,-2155,-18749,921908,325826,4915,113443,33177,53269,easy
807147,201976,39282,32170,10968,17266,1088967,354540,170939,39834,27046,33176,191044,-120337,-150331,-12202,-8968,-6715,-325691,-319036,-155863,-38235,-21239,-30092,-366617,76788,-53734,52138,-12888,-7743,-626016,-247670,-166700,-32357,-21217,-19092,difficult
808382,181369,45501,17672,19607,18274,1525630,507648,53667,32654,18791,49116,-637845,-316526,-46850,-26904,-8900,-27221,-1468432,-435332,-48452,-24795,-15487,-46374,-1229399,-493331,-52251,-27855,-15001,-46213,466683,-59928,114889,19626,42650,-3560,easy
688195,78322,11377,12004,2970,10500,922069,193982,38746,6322,12471,22437,-779289,-169222,-36907,2228,-10104,-17569,-573795,-162125,-36017,-2895,-11746,-18924,1083134,-37527,-30227,15147,-8391,-4568,-665545,-93766,-6324,8248,-7765,-6686,difficult
764965,256994,50471,31461,30810,21785,516034,135869,7182,10707,4987,10036,389329,309588,123107,48959,75033,28021,309722,-82601,-100,-141,18062,11064,38538,249579,34566,16310,1587,630,258136,7935,15583,17887,8610,7280,easy
1066805,110620,43266,11149,13875,16939,468209,51069,29332,20177,5796,9757,2409951,183521,63275,3888,32218,27308,335744,32595,-17981,-14695,-1101,-463,47381,39886,31131,-11873,-1709,9287,-398693,-17800,-20691,-13433,2908,-7404,difficult
738537,222917,41752,29798,21194,48116,1446283,286666,43945,23023,24215,34727,-854133,-252051,-21515,-17748,-17602,-30342,-197092,288140,75512,51990,12948,108125,-1071772,-232949,-36302,-13031,-12479,-17287,-707989,-58137,-26468,5888,5049,-6941,easy
1349354,184847,21516,38132,19207,38615,656693,70606,9167,5265,7265,5707,2047137,140251,48648,67669,21825,101598,473346,77155,5160,35660,23474,24688,67721,-30692,-1857,838,-5528,-3381,182438,270248,-2554,27301,7996,8726,difficult
