delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
83944,13320,6384,4916,5806,2076,678308,169988,34971,15226,10632,9549,-563858,-151753,-26489,-8683,-2552,-6658,-563858,-151753,-26489,-8683,-2552,-6658,-655377,-166497,-32784,-13563,-9374,-9102,difficult
384654,80341,47175,19687,6804,3567,528995,128886,11849,11338,12467,5148,-320785,-102391,-4307,-7988,-11282,-4293,-121568,41616,121552,43260,3211,1794,9330,-84860,-11266,-10225,-8918,-2245,easy
297590,109957,6405,6059,2855,4208,214747,29537,14142,12079,7948,6070,199017,181724,-7858,-2449,-4703,2977,113003,57891,-6779,-6161,-6409,-4812,-63492,1646,-8573,-9450,-4168,-3752,difficult
585450,118975,31302,22420,15023,11192,434235,143508,18196,19078,17055,7769,1059926,-23139,5499,3003,-2473,13,-347632,-97198,21801,-13963,-7148,10108,-258649,46739,12019,20985,3524,149,easy
792468,31771,13079,4381,8294,2909,320161,25348,6748,8973,9242,6754,1934715,24226,30846,90,13488,104,-271149,2720,-5856,-7123,-8478,-6054,-246645,-7678,-5998,-6744,-7853,-5585,difficult
1214737,61505,12785,5156,7229,4713,116261,118975,33918,13943,14163,9555,35350,-112428,-26238,-11038,-7821,-6205,3255827,44620,-9853,-3937,-64,-1236,4250,-104602,-27308,-11386,-12916,-7086,easy
1138177,137235,50537,43571,34500,14327,503877,143997,28144,40866,19627,28119,2293183,5520,71545,1244,22204,-7279,-614,23488,13689,-2436,17588,-16559,-389670,-49294,-18055,9306,4828,-17537,difficult
208267,33391,7904,7514,5502,2174,60951,42496,5027,5434,4326,2599,349618,30047,14485,12866,5696,-404,-52064,-28579,-2097,-2344,674,-571,144395,-28784,-3757,-4281,-2843,-300,easy
426202,62485,6664,20577,8557,11591,49225,37004,10568,11884,18171,12765,959796,35863,4143,36363,-8379,13944,65508,-33673,-9269,-9103,-16473,-12181,105626,74252,-6587,-1181,-3989,-5284,difficult
321870,29985,13882,4040,3625,3842,76261,14274,2404,3908,2933,7745,500065,20025,-778,-2066,-1498,-5838,94219,72,-1591,-2828,-2251,-7079,142542,27035,36803,5291,5825,1208,easy
501119,138791,15585,14481,19033,6903,229433,32361,8027,10954,14317,8870,404221,263530,15273,17852,16157,-32,101255,1477,7111,-5821,-4011,-4099,309582,54283,290,-1449,2002,-1769,difficult
260735,95146,23336,3182,2861,5222,435526,109810,14485,17907,20149,14035,-259254,-78509,-9549,-17082,-16932,-12972,151067,107001,37243,-11059,-17825,-2156,-416187,-72483,-1140,-16033,-17107,-11312,easy
733953,85837,18974,14118,5224,7991,59022,36961,9040,5634,9924,7084,904140,-20184,-2442,13114,736,21,22186,128526,38493,11422,-6424,7164,1098467,38286,-6250,915,-8411,-4465,difficult
353373,76573,17871,18986,13706,10025,121474,17701,6679,6031,7335,7002,86578,-3080,156,7422,-2049,-3363,348047,134321,38570,35031,24293,12755,261073,45374,-5149,-3587,-3132,-322,easy
515526,115079,7446,11320,5940,10310,71661,41449,8412,5249,4782,11677,751514,116735,1741,5276,-1811,6293,183935,116284,-3875,7877,4653,-1174,396145,-12128,-764,5061,632,-9221,difficult
383764,78551,30571,8979,14371,20659,822663,73160,7321,7864,20773,9486,-423469,65579,78698,7254,8799,22122,-584782,-18415,-3148,-6059,-18644,-7678,-308447,-30990,-5799,2149,-9361,19076,easy
751618,63568,9078,14632,8878,14069,67044,48544,34018,10018,3017,12988,122269,30306,-21003,3577,9993,-2966,1299544,11510,-23116,795,5664,953,631908,3256,-30700,9469,1926,5255,difficult
235050,49523,4369,2993,4022,2115,581748,52592,17573,12885,6978,6825,-274638,-9693,-13392,-7484,1074,-4587,-373926,32789,-11058,-11715,-5971,-4539,-391529,-32304,-15162,-10478,-3971,-5005,easy
953618,194748,19215,16462,10822,14727,74060,12678,5404,4710,3755,7538,466514,257610,16013,12007,2888,7931,998184,247847,10894,6748,483,4431,1173975,40752,14526,16501,17831,9205,difficult
