delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
48300,50481,13522,13527,7120,25818,275002,24924,17887,10097,6912,20277,-266997,-11824,-14682,3208,551,-6513,-147228,106144,6945,-764,3445,4600,-265880,-17649,-5358,7846,-3371,18536,easy
11039,13384,7001,11716,8861,16304,176522,30642,11905,13046,13268,17172,-157130,2112,-657,620,-6283,-4311,-166254,-27501,-10845,-11049,3322,829,-173065,-26385,-3209,6438,-10260,878,difficult
242163,119738,17219,10394,5598,24255,214445,143681,56025,32629,21763,57962,38335,-115774,-55009,-29820,-19947,-54872,200992,166645,-35160,-22053,-15757,-47998,-156172,-122699,-26248,-14831,-12790,1750,easy
489663,123286,10068,9090,10948,19134,111224,81557,13844,10459,4922,13712,1334157,252553,1759,3010,7528,11911,-102328,-53976,-7068,-289,9906,6919,-96512,-73391,-6018,-6829,645,-2565,difficult
42159,13821,8676,3957,1798,21562,18811,20669,18705,14264,8744,30440,97633,-10605,-17424,-13088,-6919,-19874,-11083,-141,-3639,-11589,-7512,7257,-16506,-9799,-9025,-6243,-6406,-14016,easy
14904,20702,17058,8808,6618,22029,579237,32516,19951,29635,9484,28787,-551602,-19245,9011,-21261,-2602,19802,-577244,-27216,-19600,-26610,-6848,-21669,-564152,11018,1909,-14611,851,-18406,difficult
133270,13164,5755,7153,5370,32327,93753,38611,5784,2919,4798,6874,269650,-20350,7736,9404,-1217,38519,-58670,-19288,-3491,1458,5938,40766,-92429,-36703,-4331,1840,-3005,-2925,easy
12666,8598,4212,6815,2990,35396,25417,7893,7364,7756,7059,11740,4731,1074,-5262,-6141,-5518,-3818,-24387,1424,-6274,9809,-6026,52026,-18598,-384,2081,-6492,-664,22760,difficult
1109665,60912,6568,9734,7968,33222,445868,79158,13370,4801,10179,13954,-418276,-70987,302,562,-3760,50521,1204834,8124,-10354,7119,-1436,3642,1204834,8124,-10354,7119,-1436,3642,easy
9424,13416,3299,7537,6806,50792,1319637,176868,42296,12193,30219,36156,-1315663,-166939,-40259,-3791,-22061,-10565,-1313088,-169511,-39395,-10852,-24559,48135,-1301887,-153906,-37337,675,-23618,6337,difficult
44701,15219,6921,10249,4950,12100,113165,28232,11791,7790,3152,16002,-43394,-17319,-10464,-6596,-1474,-11563,-54770,-8616,-5591,12628,6908,2836,-107228,-13104,1446,1345,-40,-2978,easy
60677,16590,9823,23821,3786,20321,372919,141867,25200,9443,13338,9815,-209678,-113794,-22739,287,-10382,573,-367472,-129841,-4552,24832,-6297,23444,-359576,-132197,-18839,18016,-11978,7500,difficult
681965,21866,21141,5128,6914,17407,415532,47100,20444,7812,11577,20175,306922,-29409,4557,-3988,-6806,-15312,872092,-20465,-16167,226,-4652,-11733,-379716,-25828,13702,-4291,-2532,18742,easy
342598,49215,11622,14691,12968,17451,174740,68539,18538,6347,3097,3664,605709,15249,-3489,4450,507,3469,54528,-36150,-13015,-3170,3614,5919,-156664,-37070,-4244,23751,25493,31973,difficult
318239,42999,3066,14610,6332,21730,480796,188878,113899,86046,90723,43026,349703,-95768,-108148,-48737,-75286,14616,-369525,-157435,-112756,-83487,-89075,-39971,-467850,-184435,-111595,-82084,-88812,-38532,easy
33370,7770,13159,15747,3877,20898,123759,74609,4492,18306,6884,22393,-98133,-66815,425,-11173,-3318,-18391,-63873,-67991,-3029,10630,-3611,4255,-109160,-65712,28605,-7133,-2093,9652,difficult
12603,5876,5068,7960,9444,35907,244949,74278,19004,20396,16920,20909,-219137,-67979,-18153,-5576,-9937,29081,-242849,-67925,-9649,-18873,827,20685,-235052,-69302,-14007,-12859,-13318,-4772,easy
45875,6667,4422,4040,5030,27952,46893,15100,2885,24263,4552,8350,-43633,-12246,308,-19218,4482,37510,-34865,-9633,4656,-21693,-1259,23615,75444,-3420,-352,-19757,-1789,-2318,difficult
68799,83317,16497,13079,6364,20951,61159,21168,4392,2658,1965,4310,105094,181520,16666,21764,2915,2237,-30293,10327,15139,5724,6412,41889,-51880,-5401,4511,3776,3870,5798,easy
423575,86641,12988,14097,8001,40524,934171,184366,105538,20924,25041,17570,272867,34081,-76550,-1789,-14952,60175,-886345,-176414,-99627,-10092,-17759,1840,-918310,-150843,-101472,-8600,-18408,6847,difficult
39029,19063,16871,11875,9007,29461,413517,40721,28349,13088,6723,9332,-332147,-26556,-14681,4400,5980,25374,-408009,-28251,-372,1811,1720,23137,-383309,-10167,-19380,-9850,-849,11876,easy
25418,25330,13464,11243,5888,36132,859886,113557,13497,8071,9326,21882,-796207,-78224,9764,-118,-3753,25644,-851790,-84153,734,4095,-4234,16607,-855406,-102305,-10598,5540,-2327,500,difficult
14901,15585,3730,12724,6246,28797,1144395,94893,60046,20369,21971,19413,-1130396,-88137,-55368,-19093,-13297,32036,-1128889,-82235,-57291,10946,-13764,-6598,-1129198,-67552,-56289,-14788,-20114,2714,easy
3926,5893,2410,3019,3406,42761,204485,40595,3214,5810,6071,28372,-199757,-37282,-1809,-4958,-5657,-13596,-202002,-33465,1066,-2956,-2988,67552,-199919,-33358,-1669,-458,651,-10790,difficult
7570,11819,12728,15217,7348,30291,179802,30972,7213,3182,2570,1631,-169644,-15996,3936,11654,2119,40503,-174901,-20540,7477,21258,6269,11396,-172150,-20922,5133,3192,5947,34081,easy
54464,18738,12730,13749,4828,19719,968830,99278,51447,56325,88926,28506,-896275,-84971,-41084,-35054,-85878,-10399,-906598,-77638,-24164,-45835,-84428,-18793,-940225,-79011,-50903,-46838,-81989,2831,difficult
73744,27202,4212,13330,6400,30584,30620,22860,8456,8104,5632,17150,-26006,-574,-3848,-3149,3779,37139,179486,30881,-4036,6079,-4327,-6677,-24109,-17280,-4849,12749,2852,9841,easy
128327,66052,10132,24136,10852,25880,247801,74685,12316,4123,4263,9713,-82362,-38149,959,22863,9825,20290,-41031,73586,-5713,32905,7042,21278,-235030,-61335,-1798,4270,2899,6934,difficult
49386,17607,10453,8023,7895,22144,90080,10664,8675,17089,9560,16085,30838,17517,-4162,-9026,-3285,-11081,-68996,1243,-912,-8739,840,15971,-83924,2070,10408,-9432,-2549,13286,easy
25254,31274,13151,7893,6613,23713,95346,78825,7624,15111,7602,15037,-58212,-56883,-1471,-3917,-4416,21698,-71013,-60822,-151,-7451,-4062,-7783,-81051,-24948,18204,-10285,5512,12114,difficult
224113,11372,16511,13617,12474,28227,74511,41981,5979,2659,7808,7692,576711,-32435,389,13711,17112,27882,-68529,-33242,36163,14959,-2231,15831,-59375,-26151,-4956,4205,-883,17893,easy
79969,30537,4605,8341,2309,41002,129614,37017,10132,8832,4114,8732,-97369,27579,-291,-3627,140,36463,71352,-29779,-9050,-5244,-2874,-2110,-122917,-17241,-7241,7397,-2682,62458,difficult
90499,6274,3490,9514,4924,8904,356240,103234,33718,20983,10513,7259,-350900,-99317,-30782,-19932,-7990,-2793,-109126,-95510,-29795,-13504,-8018,-4233,-337197,-96052,-30108,-971,-758,11961,easy
18249,16755,8812,6284,7821,15200,131861,53569,8120,13201,7651,9496,-112721,-32033,3542,1046,12240,20539,-107336,-33607,5225,-9601,-5008,-802,-120778,-44801,-6690,-12197,-6721,-2624,difficult
8345,5746,3993,5863,4709,14452,282444,197186,32168,55063,12461,29758,-264421,-192814,-26673,-47714,-11271,-19535,-278817,-194275,-30229,-48775,-9207,-15531,-279059,-187231,-27623,-51112,-2778,-10853,easy
256708,97000,9277,35630,10239,43325,140900,38022,7164,11779,7207,9356,561989,108896,2669,41436,1360,48892,-136108,-32354,-1015,1780,-1481,40715,-78458,100391,4686,28336,9218,12300,difficult
89124,8075,3085,5141,4143,9950,31342,38404,5877,9360,3240,8112,137113,-34527,-4707,-4527,-1123,1209,-15441,-30704,-5004,162,5871,7893,51673,-25755,1335,-8293,-2038,-3588,easy
420629,102962,50081,61018,11247,30951,574634,238771,34928,26289,30143,26123,152400,-62170,91781,40304,-4668,9582,-329101,-194235,-30751,-22008,-27415,-14645,-285315,-151023,-15571,85890,-24604,19546,difficult
18159,17147,18947,19199,8008,16517,50150,17334,2006,18369,5686,27238,-27654,-7299,32367,-1144,261,-15131,-26057,-739,11652,-6176,647,-11373,-42262,7477,6804,9810,6059,-5659,easy
102021,28546,11408,5464,8607,20250,184561,24721,3468,34574,9082,18717,4800,17541,1662,-23164,-393,-12419,-157482,4123,20842,-32450,3660,31121,-94937,-10188,1316,-31716,-4691,-14103,difficult
52276,9161,3835,9773,4896,19818,22279,30174,5261,12543,11920,16864,83900,-25046,-2477,-8444,-10342,-14945,-7437,-22736,-1298,-8995,-9581,-10268,13529,-15256,-503,9129,-1149,34076,easy
215767,51071,10964,17467,7787,38253,76169,28034,11648,8372,2813,21600,540288,65468,10240,-1033,3287,8918,-54601,-1410,-10533,5230,5901,21580,-66894,5052,-1759,23088,5733,19462,difficult
4396,8649,8029,8094,5607,21757,415537,61081,22698,7518,8808,18441,-406681,-55863,-9998,-89,-1384,14183,-411815,-48068,-20730,2073,-2365,-1898,-414927,-53366,-13278,-256,-5854,-2338,easy
8140,23466,8930,8162,8074,23774,225789,69695,37444,16277,23766,45476,-220852,-43675,-34411,-1636,-19890,-29187,-219340,-62798,-34293,-12102,-8142,-9958,-212754,-32214,-16837,-10608,-19043,-25961,difficult
8144,9878,3765,6085,4338,35031,302846,51259,9780,6817,5121,10014,-289314,-32326,-3253,-937,-165,15725,-295880,-44735,-6487,-3468,542,49746,-298912,-47083,-8305,2208,-2727,9581,easy
1092746,303475,57208,33659,12165,37324,338184,46305,6980,37877,9924,11706,-115402,-32594,-5503,-21995,-7337,-2239,2152170,-2008,5155,18744,-4666,8104,226918,806113,151031,-9404,18727,70989,difficult
20070,22665,8844,11329,4815,25270,650772,94445,13858,11589,9238,15601,-600145,-51506,-3413,-8206,-6642,847,-642917,-80486,-8509,8377,-2497,-7353,-649044,-83347,-3119,-951,-4130,35514,easy
80009,20813,16570,23978,7481,29260,200576,42137,13392,3832,6142,16469,-23676,-9153,11099,25411,3042,11674,-156264,-21691,598,35455,3097,22177,-181762,-33128,-2163,-427,-2121,4521,difficult
107488,33615,12061,24843,5265,18099,109315,37397,10868,22126,6514,26138,142957,20376,-9904,-19337,-4591,-20762,-47961,-27228,-317,33284,-575,-8333,-100476,-4495,13801,-5797,1420,4978,easy
7007,11721,10620,11717,5173,21301,139233,21369,10093,13725,3841,11637,-132333,683,5383,-1125,1376,18240,-128276,-16576,2108,-11703,744,-1128,-136070,-13052,-5910,6804,1877,11879,difficult
17223,16470,9150,10292,13537,40356,99102,40371,20319,26412,13648,27771,-61824,-13091,-17486,-16197,-1341,5160,-92934,-29050,-15243,-12319,447,2504,-90878,-29561,-779,-19845,561,30092,easy
46427,23121,7179,8777,4251,9719,18763,19260,18580,13408,10067,13915,29069,-7026,-12679,-10117,-8177,-10706,38181,25315,-7584,-9400,-9263,-5138,15741,-6705,-13941,5623,-7,3257,difficult
10791,9871,13619,15082,6254,20803,36091,11483,6369,4718,2372,5452,-20879,6576,6674,17222,7176,3057,-20827,-5535,3283,3491,2222,16258,-34193,-5876,11793,10378,2248,26739,easy
9244,8020,4312,11250,3087,36120,157052,30043,5869,5294,5550,10645,-150444,-21221,-5536,4811,-912,8617,-140313,-20424,882,12762,-4473,43336,-152666,-24424,-18,294,-2004,24473,difficult
29328,22636,20003,8678,7628,12123,88124,38159,8183,13532,6095,13066,-53038,-25840,31322,-4473,5276,2615,-51082,-23297,2599,287,-2660,-3504,-72267,2568,1538,-10375,1982,-1939,easy
13723,13448,7872,6811,4447,22187,497808,70913,8657,17163,20645,16357,-488080,-54015,-6558,-15561,-17829,-8010,-487881,-56748,9014,-9672,-12319,-6622,-476294,-61633,-4810,-5822,-18446,32123,difficult
20064,17646,14881,21885,7539,19504,55858,9456,10112,19416,4606,19368,-26524,-4510,20935,10754,3523,-6018,-32693,7970,-4365,-13517,2639,1382,-48166,21111,-2264,10169,2636,5043,easy
5566,15072,19914,11786,5637,31006,438455,130592,9445,16255,13665,15580,-433297,-119297,12390,6261,-7983,24051,-432541,-117816,-222,-9474,-5075,7091,-432829,-109446,19239,-10193,-11025,15136,difficult
13016,13763,6871,11085,7814,14338,260906,27808,5246,2412,3916,10525,-244369,-15601,2788,15591,-202,5028,-246391,-18700,4216,6052,-1222,4632,-252909,-7833,-2130,4377,13119,1780,easy
75719,36888,26255,20022,12590,15403,285215,117659,31502,11596,14265,12620,-157334,-99438,-27449,-7424,-9736,-11263,-252959,-81424,-15378,7617,9541,2697,-218195,-61450,27085,25086,-4830,16914,difficult
182741,60335,17861,24622,14137,12584,235297,100500,11394,21436,6970,18629,-152739,-30748,-4337,-12759,-1925,-13380,217240,1858,29192,16844,13642,4035,-222170,-91604,-5453,5472,9783,-8791,easy
45275,19953,2602,4468,3828,17836,52360,22426,10496,4779,2701,6466,32229,-20309,-10097,-3825,-1163,-5800,-8844,4412,-5427,-2352,1069,4772,-44639,8479,-8157,5244,3474,35138,difficult
8357,16308,8826,10717,3598,22251,40847,44620,6234,14251,6591,16811,-32462,-28085,2968,-4564,-4371,20252,-27429,-31799,5750,-9912,-2316,2598,-37580,-25053,-943,3873,-2293,-6529,easy
295458,35444,12253,9094,5344,32982,124440,44245,5416,6946,4459,18879,-105552,-33696,3520,-5464,-1461,790,733407,18793,19842,9294,5140,-287,-114800,-11499,-2851,2614,-1023,41807,difficult
24861,23278,12469,10563,7667,13479,24772,8791,2355,3251,8920,13360,-15070,154,1875,5455,-5248,-4303,28695,21387,5696,12222,3190,6327,-13359,21920,22770,4260,-1700,-1667,easy
10904,13234,15748,15233,9193,19638,82728,21821,15345,7262,9581,16117,-64803,-14719,-1169,13628,6812,9515,-74466,-4977,2706,5492,-2572,6039,-76204,-6064,-328,4793,-5405,-4990,difficult
22315,20205,5967,10590,6275,21183,296096,134752,16460,10889,14753,9376,-240782,-106922,-8805,3679,-10778,31715,-290536,-129522,-11485,-6952,-12944,-5644,-290024,-107196,-11189,2375,-1712,9351,easy
22648,14306,4531,3985,4910,31669,169671,96946,23084,12799,7085,9134,-113492,-69923,-19953,-12129,-6516,-2779,-164820,-83678,-16158,-3044,2253,23441,-162756,-94320,-19547,-11269,-2263,46943,difficult
38574,12041,11276,9466,7412,22874,57362,33180,26788,19613,11663,35727,28259,-29834,-22767,-7250,-7707,-10701,-33319,-8348,-4674,-8786,1160,-10988,-51305,-25235,-19096,-14405,-6206,-16870,easy
7949,5455,6716,9414,4273,30382,93125,14619,4144,1615,2016,2719,-88109,-11388,4585,13564,5175,21045,-87829,-10060,-1469,6821,202,30626,-79589,-6043,4601,3012,1395,31317,difficult
122142,16205,1855,3042,3100,13065,413062,27719,23526,10030,7736,13124,-391506,-22583,-22903,-8771,-5327,5171,-324192,-16716,-22096,-6791,-2261,1814,-157062,4757,-20015,-5403,-6319,-7163,easy
310123,101546,24347,12472,4393,11492,57566,16867,4911,3780,5800,17486,648908,274918,40479,28571,4210,1166,148870,-9667,19041,-1016,-4310,-9946,-40107,-11215,-1212,-1479,-4122,-9203,difficult
90246,47952,15979,4080,7625,36169,813415,161100,21011,28685,11983,29406,-575255,-41803,-16854,-24691,-8994,-22072,-787980,-148105,4457,-25913,-5634,56101,-806272,-149537,-2700,-23212,1553,-13741,easy
14827,14084,10782,17055,6177,22021,356879,21067,13772,14920,5942,17906,-345390,-14590,-6608,-8648,-426,7937,-343897,-13498,-1893,-5444,3318,15822,-336869,7138,-470,20498,-2187,-11414,difficult
368977,77795,18141,21462,12304,23460,462238,36822,6141,3068,2831,5934,581183,110231,32455,14068,8994,26513,-422664,-12498,2658,18950,8796,10331,-438301,25186,888,22163,10629,15734,easy
5871,9604,6869,4424,2429,14370,481911,48728,15260,9633,10603,11996,-478642,-47156,-14689,-7696,-9186,-8568,-469687,-23760,2720,-2176,-5095,20211,-479792,-46455,-13203,-5756,-10242,-4522,difficult
