delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
41060,21989,10193,6836,6324,6604,264560,80759,16676,20736,12225,15412,-212274,-61109,-7012,-18477,-7760,-13056,-249116,-52878,845,-18987,-5773,-11300,-146697,-34558,558,2615,5798,5246,-261770,-70872,-12155,-16853,-10091,-10830,-247641,-74433,-14652,-17798,-11681,-14100,easy
127735,30673,11266,4531,7464,6755,173116,25309,15568,8100,7020,3315,-172858,1466,-12322,-3085,-2965,1278,68736,-12947,-9174,-2919,-3715,-1339,-119442,644,-12053,-1196,6097,10099,147107,13981,19091,-4095,-6180,890,-150447,23675,-7053,-6552,8984,6272,difficult
161567,75270,26305,17718,19033,11699,92877,66270,13279,8361,6267,4566,-55671,-54545,-4946,-7574,-2976,-321,-89239,-55446,-3470,-5797,-4548,-1678,200804,69682,41581,3630,5452,8018,65466,-36161,12902,25012,51037,14636,222090,121469,19063,31516,14863,15008,easy
122179,19832,2161,3064,2275,2294,101312,48698,6197,23224,9133,19005,-61124,-30978,-5385,-21485,-7197,-16515,175382,-36901,-4607,-20140,-8157,-15850,-48657,-37955,-3146,-21378,-8022,-18476,-45175,-27060,-2622,-20107,-4421,-17441,83911,-11434,-4418,-17692,-6491,-15271,difficult
54123,49793,4139,4075,4639,2969,94526,38219,10313,12899,6782,4649,-74705,5547,3556,-7883,-2260,554,-74763,-23744,-8813,-10830,-5056,-1912,48953,-3864,-7060,-10933,-1368,-2798,-18888,107267,-8749,-6043,2257,-1745,-82610,-27338,-9802,-8432,-4288,-2499,easy
523525,74887,24447,16876,7816,5071,48104,18195,4658,5443,14810,4499,472353,130294,20144,3616,-10085,-2262,356270,38780,25851,11330,-3311,-1444,1314149,89119,43933,33477,11,7730,225468,18517,-176,-1184,-11019,-1079,8866,6752,9194,9926,-10568,-85,difficult
103712,39939,27577,11131,8266,13507,64685,54716,14869,5606,3523,4019,3736,-22068,-2333,-3493,2237,-738,-19536,-47542,7496,5968,8336,12914,222514,-12020,54283,16850,13362,32601,31520,-49693,-9271,-3547,-1100,-2437,-43098,57440,13366,11849,881,5098,easy
128859,72182,7568,7921,5725,5027,64845,22249,3370,6797,4288,7143,106152,154345,4635,6124,7087,927,111673,18775,2967,155,5700,-2632,71941,21536,2773,1579,-2363,-3596,14445,61365,10259,3219,-990,-455,15859,-6358,355,-5456,-2251,-4826,difficult
437039,158252,31836,24628,12858,8528,299053,31016,18583,6559,5550,3773,301184,432396,43461,46027,17058,5984,-65746,1374,-12890,-4071,2746,-1080,540675,135475,48336,21697,9027,7368,169888,83465,5412,32732,10214,12989,-256071,-16532,-18052,-6040,-2506,-1485,easy
278962,102724,26567,4958,5051,4906,94256,14253,3578,7158,5056,5875,-42263,9734,11005,-5485,-4145,-3605,32518,-6368,-436,-5150,-497,-4120,-31564,-6245,-1239,-6170,-4133,-5301,267873,3594,-1885,-3566,-3672,-1962,696966,441640,107501,9371,12424,10144,difficult
99516,33075,22917,4788,5039,4678,224378,37705,14734,8135,9927,9903,-166375,-6189,-12081,-6785,-6948,-6836,-193402,7853,-1222,-4080,-5564,-6660,-161729,-27897,-5787,-4270,-6619,-6595,-58267,12045,-8202,-3197,-6677,-6155,-44538,-8960,68206,1595,1368,120,easy
648864,106734,53690,34988,36953,17767,533321,189599,33371,32230,23201,19633,1174051,115552,55352,80094,40067,22873,-506806,-123297,64742,-11256,26128,-3584,-383872,-173700,-24237,-29962,-21093,-17982,111729,-94569,9038,-14867,16838,-8917,182611,-138312,-3298,-10221,6820,-1721,difficult
