delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
212900,93387,22795,11691,12609,10659,8698,3114,-6742,-30634,4443,3694,-377,1363,592,-333,-179719,-76329,-18039,-8150,-8069,-9032,-7091,-2650,-97581,-58197,-19835,-10641,-6073,-8434,-7206,-2153,579917,23584,-14924,35482,5648,-2103,655,-278,-172977,82138,677498,-45695,18132,81781,-22482,-1796,4911,-11844,-2491,46123,-7692,1996,11721,-10395,598,6331,-7683,-115,7861,-2317,497,1875,easy
858279,240123,41768,24658,18168,16049,13325,12518,94440,164538,51499,33048,10956,-8858,-4257,-437,-221178,330581,117793,-4378,5350,10838,3336,18941,-739096,-223831,-39378,-22735,-16337,-14570,-11723,-11806,-752770,-214979,-28355,-10059,3856,-9561,-7375,-9525,-315618,-517918,-13674,166043,-554412,8852,66294,-157171,11023,-37426,-18357,12676,-5606,-21687,20193,19696,-25408,5009,7593,-15059,4348,19378,-30747,2281,difficult
128161,56052,23799,8001,9915,8674,4185,3552,7429,179735,17959,17761,1778,1882,-315,-733,-93925,-18609,-18149,1744,6768,-103,-632,-1320,-122289,-27971,-17976,1640,-7480,-6312,2474,-1303,380774,-2549,-15259,-3670,-3700,-2898,324,1054,-101354,-28364,503063,-198344,-9362,25422,-36108,173,2717,-16017,-104,-5310,4990,-14248,3780,-1985,-6209,3414,-317,3106,-2150,-587,17,2357,easy
864882,74060,29230,22627,20035,15110,5492,4780,-634088,-36603,-27524,-19006,-18944,-13022,-4550,-4536,-680757,-36418,-21138,-17233,-18287,-13275,-4813,-3682,-741166,79984,10608,-161,-14927,-3514,9727,-1439,-775773,-28449,-13113,-13893,-12066,-13559,-2293,-3520,-46669,-60409,-34607,185,116402,-108433,6386,31746,-23721,1773,17072,-13732,657,3360,2861,-253,9761,-10045,-263,14540,-12020,854,2243,-2081,difficult
800640,177063,73377,13965,26206,12903,10517,6685,-125015,-62925,-65488,33213,-8345,-52,-2489,8358,976700,330983,-29900,17431,-5278,1212,-1787,3209,-585748,-110730,-55883,-11621,-22666,-11709,-8225,-4914,728254,-138169,-65191,-9508,-20853,-5470,-3072,2112,1101715,-1562448,1314002,393908,-441713,-27439,35588,-25983,-9308,-15782,-29052,2113,3067,-17388,1813,1264,-12921,6239,702,-6438,5153,-5149,-8123,7026,easy
226067,12296,8596,6443,5593,6702,4505,2120,-217733,-9134,-4208,5109,-792,573,2384,489,-9945,14041,1773,10334,1846,-3604,-3059,-1213,-7772,22555,-5830,-4651,-3881,-3858,-2358,-1350,1162107,66019,7480,1320,870,328,988,2090,207788,2173,1169879,23175,8514,43464,5981,-7603,13310,5225,-14985,5971,2638,-5727,4751,-4177,-254,4186,-5443,701,3346,-1702,-137,3440,difficult
156050,18875,22341,9135,5919,4295,4580,1305,437840,47418,15019,1320,6137,2951,-427,406,1228031,335256,241,-2293,8426,1377,4948,2894,145326,66777,4278,6148,1463,-532,1387,2314,552559,70778,-15776,-6071,1044,-78,-2204,-296,790191,-1082705,407233,287838,-268479,4001,-14778,4037,-20054,-3613,8441,-12219,2289,-6963,-419,-1574,-1909,454,5375,-3561,-3591,2488,-580,-2610,easy
252879,36233,18422,6570,8218,4675,5362,1469,-148885,110310,38385,16564,-2361,3769,1984,1461,-124834,1496,-15773,-5428,-2154,-1235,-3366,-741,-162263,40437,-13361,-5636,-5018,-2855,-4233,-256,75768,5610,-12408,-513,-4405,-2049,-2704,-791,24051,-37429,238031,-108814,38941,-34827,-54158,2412,953,-21992,-208,5123,207,-2864,613,-5004,-1620,806,-5350,-867,1529,-2202,485,-535,difficult
662479,130782,28987,15587,23966,16646,13325,5471,177260,-46839,3228,-2661,-10180,-10468,-10428,-4214,-545097,-88142,-26710,-2494,-21341,-14670,-10696,-4369,1285972,22514,42443,46605,-17914,-5650,-3446,-2292,-360864,41343,-27769,-4661,-15343,-10901,-226,-2573,-722357,1831069,-1646836,-41303,110656,18829,-29938,69153,-70212,167,49099,-51266,-11161,3427,2571,-4202,9020,-5251,-268,7250,3220,-155,2077,-281,easy
93853,44962,21330,14417,6918,8094,4001,4054,-36827,-27293,-11494,-4405,3020,-5749,-2033,-1792,164166,224528,-9964,-10249,1238,4752,12880,2300,548446,135065,-3715,-2014,58955,3048,1769,-44,581386,42793,-2664,-9057,2709,-3148,-2549,-2700,200993,384280,32940,251821,-89463,-92272,1530,6249,1051,-5844,8235,-7043,-1782,57717,-56246,10501,-1704,-6196,14913,-11111,-4318,4092,-2344,-2656,difficult
335090,81149,15320,17910,16812,28149,14508,16849,559586,22309,-9702,-9777,-3878,-20082,-10776,-13340,1002753,-27600,-7815,-16868,-11358,-18386,-10527,-14909,628388,226376,-1207,13089,6169,-2146,-2733,-4960,112453,16379,57488,82943,-4543,-1901,5951,-9782,443167,-374365,-515935,-49909,253976,-209997,1887,6608,58695,-7091,29957,69854,-7480,17527,-10712,1696,16240,245,249,7794,8684,-1569,9949,-4822,easy
231294,60796,13096,10322,17791,9798,3161,4419,3026242,64148,11190,9904,-11057,7618,9453,253,-91427,-46181,-8536,-6714,-12364,-8165,-1520,-3885,-32059,100208,-800,-8863,-7887,-5885,3448,-1416,361569,81560,12064,13700,-14157,-8721,-2183,-3561,-3117669,59368,393628,-110329,146389,-18648,-19726,7736,12864,-16618,-2149,22563,-1307,4477,-6270,-15783,2280,-2836,-10973,4968,-5631,-4138,2469,-2145,difficult
492672,98103,25630,19279,15955,13105,7711,4801,-257937,3606,-8136,1752,-13419,-5928,-4437,-1897,-332252,-80975,-24695,-17605,-14746,-12335,-7114,-4282,-363031,-79548,-18810,-15252,-11685,-10826,-4152,-2236,842298,8944,58462,-5729,11449,838,2015,-225,-74315,-30779,1205329,-84581,1427,88492,-16559,5885,77272,-19357,2353,9523,-1327,3061,23134,-6407,1509,11664,-2677,2962,6167,-2385,2046,2011,easy
171937,24097,6421,7341,4432,4097,15577,3339,137951,32485,7626,-2321,-1498,-2441,-11496,-2270,-84827,18250,-4687,-5322,-1698,-2583,-15304,-2842,67431,58447,21356,22049,21284,7352,-10406,402,146128,233562,4168,17827,2765,8149,-11645,1081,-222778,152258,78697,-14235,40197,175115,-12313,26043,-17188,-3001,27371,-4222,-200,22982,-18519,-142,9935,797,-3808,4898,-1239,-572,3244,679,difficult
100046,38567,5244,6748,3725,3552,2395,1802,49457,-25190,-4082,-3444,-2178,-40,-905,-1245,-48097,-28467,-2106,-5117,-1935,-1057,508,-829,-75714,4379,-2864,5261,4671,6416,12467,4992,364915,420041,42118,5090,9209,2860,8778,5902,-97554,-27617,440629,-3277,32846,415662,1976,-758,44982,-1673,10378,-171,243,6606,4538,-1017,7473,-3556,1413,11959,-3689,416,5821,910,easy
295074,52475,10400,8808,10341,6893,6329,2242,-58248,-36718,-4491,-6871,-9152,-5859,-5306,-1987,486464,-21102,1750,-5922,-7020,-4224,-4464,-1317,-224615,36291,11378,9982,4082,1009,633,5329,-241434,44411,-3127,4049,-7312,-4487,-878,-1871,544712,-711079,-16819,15616,57393,8120,6241,9628,-14505,949,15904,-5933,2132,11102,-11394,1635,5233,-5496,842,5097,-1511,670,6646,-7200,difficult
180140,65910,23995,17014,11162,8622,5478,3968,-144869,-56248,18010,-8794,-1256,646,1786,-451,93234,-10559,-9908,-13835,-6267,-5714,-4321,-2758,-163951,-50151,-23497,11303,391,-1746,1211,-2634,-14698,-44646,-20057,-12941,-9592,-6949,-3791,-1563,238103,-257185,149253,45689,-39592,5505,-27918,-13589,3440,-5041,25138,-24244,-5011,6658,-9983,-6360,3968,-5203,-6107,5532,-5002,-2307,124,1071,easy
93960,31843,8323,6333,2077,2264,1073,851,334087,84384,-2613,1137,4322,1845,1366,272,535557,72838,17565,13754,18667,3850,7906,2795,66350,37504,7882,8997,5216,3677,3204,9,481590,164544,8338,15372,37012,11995,1876,1117,201470,-469207,415240,-11546,-35334,127040,20178,-9683,456,12617,-4757,6375,14345,-13451,31796,2005,-173,8318,6540,-4702,-1328,2523,-2786,1108,difficult
38483,14985,5723,7111,3060,6944,6929,1486,35794,47502,-3987,-3815,-571,-4743,-5581,-98,222733,31116,-3482,-1653,-606,-4833,-3743,2974,153831,67803,2207,4481,11550,-3042,-4349,-791,112755,-8371,-3622,-4176,-1404,-5377,-5848,-871,186939,-68902,-41076,-16386,36687,-76174,505,5689,-5829,2162,6134,-8657,-35,12156,-12954,-90,1791,-2335,1838,-606,-1499,3072,-3765,-80,easy
34630,29344,7631,13334,6444,8672,5783,5489,151632,-5462,-170,-10889,-3863,-7417,-3521,-4515,641840,57209,25212,12900,9981,12155,1584,1423,193768,1693,1152,3310,4905,-5681,645,-2319,214782,173333,5132,-1586,-2906,-99,2860,4194,490208,-448072,21014,62671,-55516,171640,25382,-24060,3980,23789,-9590,-4896,13844,-5076,-7811,19572,-17836,5582,5105,-939,2215,5938,-3742,6513,difficult
