delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
300222,46309,13334,22438,8413,16218,58014,37288,8328,3830,3780,8966,-56604,-16559,-6724,-1577,527,11420,1093693,20221,2700,19742,10409,13083,-19777,35476,4148,27279,1998,245,-48482,-3054,19898,28989,5598,4261,easy
380231,159656,28898,26368,17620,10677,56989,21109,2990,3260,3192,5355,768938,151261,28432,31756,16675,11638,578055,315676,41901,33089,21647,1896,-50594,-8674,1614,2157,5966,1409,-3431,95926,31685,25431,13423,6344,difficult
620058,61589,4890,6881,6024,7826,140259,19129,3622,2411,5327,4392,-29674,2853,-1562,1979,-1661,-659,1821246,155821,7796,13116,-251,4238,232901,7609,-1624,-737,3485,-1820,-105276,3558,462,3522,1213,11977,easy
97758,28663,7980,4040,8341,5262,306062,38137,18469,3085,3624,3750,-262980,-21079,-2260,1984,16593,3546,-226083,24285,-10374,5619,3588,3847,-135207,-10111,-13020,-1920,1556,1414,-208948,-30993,-16302,-1864,-2871,-2761,difficult
113458,43376,9112,3305,6876,5685,314756,25651,17374,13015,7359,10260,-177152,78311,-16108,-11752,-1420,-4690,-162075,-12819,-14503,-11008,-6407,-8931,-251089,27368,13929,-3875,13015,4934,-214875,-21959,-16365,-12205,-7119,-9615,easy
237300,80742,4700,6102,10485,7517,75907,13250,4166,2977,3942,2582,-21590,7582,-1861,331,10492,4979,792265,226068,-244,5987,6663,2768,-63604,-9383,62,-931,-122,6349,-61498,45700,4180,7111,9139,5642,difficult
402969,114954,12780,30606,10654,7078,118241,26265,5762,5827,4810,2677,402485,174525,-1768,98339,3630,7384,-115672,-20485,-4318,-4982,-3809,-55,611293,34327,-127,-253,-340,2240,240807,166389,34286,6013,23893,8033,easy
479537,95210,25975,21688,12355,12966,82418,34168,6694,4800,8355,4126,1610176,205200,66143,51797,26463,26089,-53726,-18237,10130,1784,930,8983,26236,83569,5119,17772,-4135,3997,5791,-26364,-4268,-3803,-7259,-3709,difficult
236713,56555,16025,23537,18209,5792,58542,39330,5488,3366,3080,7431,281369,39116,-1043,5017,648,-4616,132491,-25999,6434,-279,-1650,-4734,266203,76005,35846,56183,63660,7697,32622,-20221,910,19762,-2142,-4902,easy
207696,36752,23783,46746,9654,7776,1180182,118743,18322,18470,14047,6860,-908424,-98531,-7651,8682,-7078,288,-1025977,-87701,11035,23775,999,7717,-1109212,-84814,1050,95314,-3917,-116,-846331,-56918,17411,-14667,-7578,-4227,difficult
112184,28956,10698,4970,7954,3914,330344,52003,3834,3072,5321,4567,-44552,-27097,-1969,-298,-2744,-3163,-318430,9523,30813,6900,10833,1836,-296734,-44034,1485,3642,7429,2295,-212926,-30579,-2872,-2651,-4986,-3582,easy
72484,21619,5336,5048,5365,4549,370247,29393,8325,8296,6673,12339,-314527,4902,1659,5133,5141,-832,-362875,-23229,-7485,-6477,-4191,-10622,-156026,2832,1232,-4395,-1836,-9058,-357623,-15601,-7362,-7252,-4345,-10648,difficult
333245,109946,24210,17140,13232,8345,808354,80331,45261,18613,34338,26036,-722386,68532,31933,17138,-14217,-16351,-526492,15316,-41554,-7619,-30641,-22110,117077,82695,-31504,-11410,-9716,-13321,-768636,-48083,-43079,-4000,-29852,-18982,easy
120474,26803,7155,10773,6149,3305,165807,34717,6046,6959,5990,3610,187297,17211,1755,-1885,-4077,-1850,-145135,-27544,-3115,-5260,-3428,-2462,-89511,1227,9179,22735,11025,3856,-133983,-22549,-3385,-336,-2886,-765,difficult
111665,17418,4448,2851,3092,4666,86493,40084,6130,4176,1403,2933,-55633,-13197,4191,1919,3035,3575,210192,-1404,-3796,-880,3397,154,6097,-37806,-3741,-3388,150,-2169,-59968,-38256,-3381,-2950,172,5370,easy
155646,12756,3283,2387,1965,1600,143507,26026,1461,4385,2618,3215,37889,-21975,64,-3762,-1677,-2722,162697,-3427,5769,-556,-364,-1978,-88055,-14106,1669,-3792,112,-455,-63976,-13572,-216,119,-682,-1307,difficult
37147,9114,3560,1869,1296,1583,49570,5140,1269,3525,2876,6671,31509,18127,8285,419,-1050,-3817,-47419,-1335,84,-3078,-2285,-5560,-31695,1985,1973,-762,-733,-5064,-2087,-2882,-1180,-3204,-2253,-5910,easy
63843,14648,4857,2560,4516,2808,86731,28851,6261,5808,2736,2642,3385,-18920,3293,-2780,-545,993,-72533,-1722,1924,-2355,9788,2726,-83327,-26908,-5818,-2943,-1343,-1232,60922,-9261,-5017,-4916,-781,-1824,difficult
107710,53533,8788,5614,6119,7185,162572,17515,10198,4790,3783,9640,-25291,92340,5752,-2492,-1685,-3589,-94528,-13020,-7941,-2883,-2327,-8531,-67012,68536,-277,9930,13707,6226,-32618,-3784,-3176,-1258,-352,-3927,easy
53944,28760,3892,3645,2260,4978,26311,18904,3474,2063,2034,2856,107324,5113,647,2030,-38,-690,26667,16835,4213,-344,400,-570,-20694,536,-2231,5090,711,9478,-2765,16940,-959,-450,-170,268,difficult
104837,34425,7868,4544,6039,8909,757150,173916,35994,20572,15298,13795,-748194,-153061,-23158,-12641,-545,1105,-511810,-108601,-30464,-13092,-11468,-11506,-642572,-140479,-30816,-19258,-14568,-13042,-706678,-155823,-28065,-19123,-10455,3898,easy
35840,11094,5566,4079,5813,5447,137576,36209,4999,3418,2223,1467,-118741,-24708,10557,5736,4616,5568,-26107,-17645,-3174,-1908,345,1734,-129994,-32816,-3152,-1489,-294,941,-132101,-25290,-1962,305,9692,7675,difficult
511862,108943,13039,10546,8900,7202,343029,35029,23635,12064,18705,11050,-134673,45107,-13806,-2117,-8574,-2327,-313859,-18707,-15190,-4179,-12939,-6704,596196,205200,-2945,-5698,-8381,-4265,527667,64054,-10444,5921,-9328,-2095,easy
78756,35870,7373,2766,2516,2401,44400,35228,19255,7319,4665,4513,56300,32593,-1546,-3820,-750,2023,10708,7237,-14448,-2701,-2011,-3002,35179,-25868,-18316,-7011,-3648,-4132,35235,-11395,-13217,-4679,-2188,-3337,difficult
43732,38621,14935,54308,10492,13082,141643,21886,7770,5117,9231,11761,-57067,14808,11666,50227,5391,1272,-126750,-15406,-3017,27536,-8356,-6079,-120803,8325,25036,113104,13392,7774,-87025,59213,-5027,5897,-5385,2316,easy
168795,47448,3524,4193,3975,3366,76631,22129,8614,5423,5103,4212,75995,7656,-674,1208,1175,-899,145748,20211,-7460,-1136,-1388,751,-63907,-18503,-7516,-5088,-2293,-1515,210821,91912,-4711,95,-2007,-1722,difficult
655283,163593,51085,28263,18014,16001,132857,24356,15376,13927,4758,2514,-118948,-9396,64685,34737,6645,5073,-89435,-18086,5048,-6458,-1791,886,239558,37962,50651,-617,-88,13104,2058529,546467,22453,29680,48257,34883,easy
85270,30985,15446,7595,7752,15033,120725,30919,10649,2854,15756,5641,-63906,-4939,2846,1249,-12874,1510,-45745,-5667,-9687,-1606,-14958,-1236,-38730,-19157,5246,12909,1205,23839,6562,30026,20783,6410,-5389,13455,difficult
433654,54236,13986,25415,3878,6076,70360,17453,26079,34041,7700,5950,851428,11993,-25397,-17726,-6065,-3186,66735,-13472,-24459,-32783,-7067,-5345,150269,8938,-19360,-5927,-5830,-3721,384745,139671,20843,21931,3674,12755,easy
39258,8623,4252,2426,1711,2001,95545,24368,5587,4431,3345,4281,-10824,-18828,-5427,-3701,-2998,-3562,-56931,-3062,699,-3159,-691,-3149,-87407,-20058,-4539,-645,-1027,-803,-69988,-21033,3927,-517,-1822,-1608,difficult
377706,45118,28974,22508,4944,5331,374138,38350,6710,3303,3689,1727,1007678,47473,21948,4722,-162,2701,-287767,6978,26506,13154,4487,5492,-338075,-11082,34067,46945,1542,2822,-367565,-16298,6533,11997,-847,3401,easy
54510,14727,3877,5701,3977,11893,121749,26813,3618,8168,5981,7993,41851,-11184,-3404,-3497,-4476,-6508,-110633,-15125,379,205,-2451,10602,-103471,-17724,4333,-6254,848,5971,-96702,-4311,-271,-321,-1939,5534,difficult
630505,34337,23746,9607,7580,5906,144639,79743,14195,6270,8124,8702,1269626,-66063,-4142,1416,-1016,-5484,464373,16655,63290,14037,7585,7455,-104844,-73237,-11745,-5699,-7002,-8032,314308,-58979,-9200,3592,-1743,-5123,easy
803039,109943,30977,25304,17464,12464,328403,61960,12120,5813,6173,5062,-243992,14114,-7371,-5278,-5587,-1286,-123353,-3648,-9819,-3559,-2653,-1920,713486,18521,14069,32824,9609,13873,1552402,162943,78548,53978,43795,18940,difficult
215526,95340,21811,12414,10282,8249,75368,47417,6587,3487,3767,5793,-9372,-3900,27552,5734,4760,5296,17833,-32808,-3572,-1618,-1043,-3227,148787,-27794,2434,2336,-358,-3605,403382,256192,34483,29254,22702,11361,easy
373625,157581,41432,11626,12508,8704,1095051,149622,24742,21279,10704,4157,-919658,-141406,-20932,-18967,-8771,-3370,-870745,-116923,-9529,-19010,-6141,-900,-1074647,-121391,-19592,-17178,-8292,-759,-20653,411556,116812,16544,30421,23215,difficult
594918,145490,39765,28230,15025,7666,456672,134260,25909,21779,14226,24691,402999,14612,4518,14173,-6614,-16720,-448148,-103284,-11048,488,65,-17640,-153297,-110297,-18890,-18458,-10213,-21626,751430,243890,80845,29601,19959,-12115,easy
106271,27046,10462,3081,2686,3467,30937,28502,2337,7362,12722,8096,40576,-19272,1277,-5923,-9686,-3070,214662,-21363,6127,-5554,-10959,-6067,24755,37839,26306,-3924,-11509,-3477,21341,-3028,-1210,-1725,-7989,-5902,difficult
117158,13343,1661,1310,1784,2566,65430,64387,7575,7459,4917,6055,-55006,-47846,-6024,-4643,-3068,-2048,116167,-44210,-6390,-6213,-3598,-5060,-60128,-61584,-6356,-7033,-3462,-4461,205878,-50538,-4885,-6706,-2405,-2388,easy
129120,22157,2744,3154,4457,3474,103693,7455,982,864,1110,1020,-20002,-1769,-85,-387,618,-54,-80036,3564,2447,3028,4062,5386,253706,4655,-273,1694,1426,1709,-51959,52357,4960,4826,7281,2775,difficult
464934,64016,31686,19106,8913,9839,592273,27947,5309,5750,3314,2932,-529785,10467,-1557,3184,423,2637,65854,45442,15121,7292,10626,10122,-147670,70282,92076,36382,6547,11897,102244,18083,-134,6567,4798,2970,easy
453268,31339,12648,10910,5976,4164,147524,17325,5617,1435,1389,1170,20056,-10101,-4519,-106,120,-725,464570,35410,1534,2862,3803,254,-127340,-10156,-1081,-462,138,-173,865689,40901,32188,35607,14287,12618,difficult
101183,30020,10685,5770,3962,2676,336884,58164,23891,9238,25032,9542,-253642,-30487,-20461,-2291,-22268,-7275,-107825,-42842,-20973,-6934,-22322,-8955,-317619,-26105,-13213,-3798,-20145,-5362,-263718,-13141,1821,-851,-19546,-5874,easy
333220,86891,21917,11684,17177,13694,382626,42836,5105,8982,6602,6263,-39245,31324,27003,13232,19083,29632,64079,-19460,109,-2397,-1160,-246,50514,122930,30355,2989,5159,-1808,-272973,41425,9779,-3018,19217,2145,difficult
80027,22791,7369,5680,4844,3945,71516,18570,4061,4742,2913,8204,-13038,-10786,-1646,-4546,-1554,-6570,-22327,13671,-792,237,4121,-3668,-28285,-1265,17674,9727,4055,-2125,97694,15262,-2005,-1666,1100,-4674,easy
628173,127804,31241,34351,29615,35068,553646,64854,23245,15163,6427,11956,222444,80882,23518,44218,43425,16549,30920,-4997,-15525,-8544,5909,-1439,165222,129581,-4635,28686,22046,21242,-120479,46335,28626,12392,21370,56095,difficult
45568,29478,7766,4423,3148,4104,66923,12966,2205,2185,2896,4286,38319,30821,898,42,-74,1363,-51503,-2049,7715,2563,160,-2425,-42566,18456,2912,4305,1702,2652,-29671,18819,10720,2041,-779,-2317,easy
359893,25451,103981,10130,6216,13781,166278,23444,7253,7104,2464,2514,-144644,-10462,35930,2254,2802,4346,-136504,16087,68635,13995,10750,13712,732093,19653,286232,-930,1898,26713,323513,-17250,-3886,-3215,-444,297,difficult
222329,53338,11409,9210,12208,9687,50815,26914,1936,6409,3163,4395,-20959,-5568,3521,-4646,-1604,-753,666557,134466,29560,18651,22928,13036,78487,-15538,2414,-3075,3330,1865,-38028,-7666,2395,273,11525,7020,easy
