delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
523502,76000,13569,22350,39956,25067,25117,21221,-510767,-69408,-11427,-16638,-24841,-2396,-5969,-15697,-166243,27165,-6188,-4021,-35017,-19037,-20707,-20103,-472410,-66894,-9689,-20932,-36199,-17799,-22952,-19787,-419457,-57071,-12209,-15777,-22593,23245,-10692,-5647,121885,-16553,-8957,-9314,-14467,4961,-17292,-17284,344524,-306167,52953,541342,96573,-94059,9823,40518,5239,-3501,-2520,3252,12617,-16911,5155,6463,-10176,-1182,13606,8126,-16641,1238,41044,-18284,-14738,-2245,12260,-6600,-4406,316,14140,-11637,easy
128628,18676,13346,32580,2477,4605,2262,2156,1943952,294502,7420,13496,29040,12523,33570,11464,-43167,3203,3457,-26308,8031,7452,4797,5778,-108686,14352,-11938,-31499,-448,-1985,-1242,-1198,-57105,-14416,-3858,-22456,465,4490,2389,2004,-109040,-15342,-12364,-31202,-1401,-3272,-1003,-441,-1987119,-65519,51581,-51935,-291299,11149,-28768,-926,-3963,-15395,8080,-8506,-39804,-5191,9043,-8746,-21009,-8479,913,-1866,-5071,-9437,6475,-7762,-28773,-6039,3631,-3392,-5686,-6976,3202,-2445,difficult
475241,92292,10726,8477,11528,21174,9305,6592,1512968,48204,42638,20150,21693,-12287,-1539,-1240,-449643,-70986,-4867,-2382,-10280,-18785,-6820,-5692,-238717,-59931,-5068,-4692,-9526,-18271,-7685,-4535,-383704,-67419,-8456,-5029,-8941,-19048,-7040,-3742,-381259,-66308,-82,1315,-8180,-18295,-6824,-4462,-1962611,210926,-144987,2445,-119190,11055,-7488,1111,-47505,-201,-3388,8374,-22532,-2310,-337,6344,-31973,754,585,761,-6498,514,-777,753,-5281,-865,645,216,-4452,1157,793,-720,easy
30827,13360,5917,6851,4039,6137,4270,2805,68739,98920,-2262,-1463,3189,-3484,766,-676,34988,1428,-644,-1860,2087,-2515,-3017,-633,-11982,1603,2216,145,9867,14961,6125,2303,-28944,-2295,-203,22778,6343,19599,4734,3384,-17188,-1923,4271,-2775,15715,28864,6882,10729,-33751,-46970,-16962,11756,-97492,175,-3898,372,1618,2860,-2419,4474,-397,2005,22633,-25553,-1102,7780,-3524,9372,969,17476,4638,9265,-3783,9142,-1391,2148,43,2936,1081,7345,difficult
663866,106456,41220,29908,16973,22892,18345,8284,-200093,-37270,-36670,-24781,-3831,-14635,-12382,-6461,-370097,-90587,-30950,-28588,-9611,-15747,-14133,-5299,708478,-32679,-30022,9981,-9687,4022,-4353,5267,-594109,-54336,-32310,-21413,182,-18007,-13818,-6935,-146700,-44344,-39990,-5461,5590,3365,-5394,2267,-170004,1078575,-1302587,447409,-53317,57908,-21657,9992,5720,928,-2288,-7680,-3807,38569,-31394,15952,-5780,-76,9869,5408,-1112,19769,-22029,21372,-1751,9780,-9465,8424,1162,10566,-12202,9202,easy
153369,85711,26814,21394,25184,20621,9844,6527,-126377,-68548,-23549,-18353,12773,11072,-1700,5378,-132104,-73033,-21255,-18903,-18768,-1706,34447,588,-140569,-52299,-16602,-14039,-12485,-10355,5644,308,-123365,-82404,-26105,-18843,-21865,-15706,-8749,-4039,-115289,-69592,-12204,-10257,-15390,-11489,10259,-1588,-5727,-8465,17204,8076,-4485,20734,-30105,12812,2294,4653,-9503,13901,-550,4864,-4804,8586,-31541,6283,-9380,6475,-12778,-8649,-5351,4217,36147,-28803,-14393,19008,-4790,-280,-4347,2451,difficult
840080,95180,14611,9992,24207,17260,29581,15848,-627668,31743,-6633,21953,-4489,10211,-5438,-5761,51707,-51962,-776,-4662,-16309,-12535,-27576,-14745,-808267,-75064,-9940,-2099,-18398,-13158,-28527,-14460,-830114,-91366,-7836,2030,-16890,-6735,-24538,-11280,-675615,-76518,-12072,-6406,-10267,-1979,-24050,-10285,679375,-859974,-21847,154499,-83705,-23102,-16302,14848,5857,-9164,2104,-4236,-26615,2563,4129,-8436,-11820,-2089,1508,6623,-22746,-623,6423,4756,-22138,-951,3989,488,-8984,285,3180,995,easy
54524,27245,19009,8277,8431,16064,6953,7395,-24173,-20552,-12454,-3509,-2609,-12335,-4438,-3547,-30369,-18322,-7299,-3110,-2703,2189,2820,-577,861326,15879,1064,320,27,6418,2598,-4040,-39882,-8728,-13355,-6077,-2037,-1440,-3519,-2802,-46459,-18629,3213,3429,-2601,3099,7500,2059,-6196,891695,-901208,-6577,2230,34201,-24607,-9901,5155,8363,-14419,16568,399,3430,-6397,9506,-94,2730,-2064,-564,14524,4229,-7858,4539,7258,-222,-6117,11019,2970,-3463,1238,4861,difficult
148984,54340,13841,17982,21089,30601,13909,14062,-141046,-46631,-11043,-5904,965,48496,-5454,-1338,-143944,-50571,3338,-9531,-15201,-11623,-337,-7306,-142168,-34469,24978,-10392,-9614,5749,-5192,-9361,-64875,-44722,-10206,-17157,-19980,-26251,-10463,-11683,-133000,-51003,-776,-9689,-13757,-12216,9596,-7294,-2898,1776,77293,-68125,-3940,16102,-10253,-6281,14381,21640,-35184,9430,-3627,-861,-6765,7468,-16166,5587,-10366,6223,-60119,17372,-32000,14035,5117,-4855,-5271,20059,-5968,-2055,-2322,4389,easy
386325,197653,13954,19727,17384,13090,13635,3946,-344391,-183727,-10283,-13962,-9545,-10941,-12107,-2945,-382785,-176245,6094,5293,-6276,-5809,-7881,-1925,-380379,-191173,4198,-14158,-5464,-1999,-1935,12509,-381989,-190175,2623,1710,-2621,-7760,-6618,-1270,604268,-91878,-2157,18495,7804,26926,-3273,888,-38394,2406,-1610,986257,7482,-14928,998,98297,16377,-1896,-1575,-4780,19255,-19451,15868,16785,3269,812,2843,10425,5132,3810,-5761,34686,4226,5946,-4683,3345,1020,14434,-13779,2158,difficult
178043,95504,6758,18414,10658,12049,17089,5600,-52050,-80675,-1194,-12990,-8135,-7327,-14938,-432,189535,86619,42835,4792,7492,17962,-7089,-310,-118128,-75736,8254,-9506,-7863,-5139,-14165,-4791,-174611,-85178,2494,-9138,1477,-1070,-5587,472,-174546,-87745,11108,-11706,-179,1562,-8458,-2329,241585,-307663,-56483,65,167294,-162355,-9442,-2567,44029,-34581,-5760,8614,17782,-14298,368,-2568,15627,-15355,9340,-1656,25289,-23101,4069,2632,7849,-7076,8578,-2871,122,-4481,5263,-2801,easy
268899,11091,3542,4311,2161,1714,633,386,1199079,168700,31804,27316,12534,9430,5292,3648,-125891,24658,-1040,-591,-261,6129,1904,1301,-220970,-1505,-748,2048,311,1306,706,2526,-250227,-3391,-1199,-3680,4474,350,2457,1737,-137692,-580,1314,-3138,-576,-641,257,-120,-1324970,-95079,-29257,112535,-144042,-26163,-1886,2811,-32844,292,-451,2513,-27907,2639,-5728,542,-12795,572,4163,-5050,-3301,-4823,-956,-991,-3388,-1198,1751,-2200,-2347,1225,-789,-1857,difficult
114985,22692,5296,6886,6733,8826,3048,1566,-68553,-4073,-883,5712,710,46679,16474,5779,-88529,-10056,14363,24192,15279,20836,8982,5640,-46375,-14246,1345,-1015,-3022,2252,337,619,100878,8231,1359,12669,17365,6558,12018,2808,-94444,11066,1284,-4153,734,4404,5709,9142,-19976,42154,147253,-195322,-5983,-4190,22477,2835,15246,-13018,14,-75,18480,-25207,13684,-16822,14569,-18301,20387,-16631,-25843,-18584,4306,-2154,-7492,-8645,11681,-6309,-139,-5021,2189,6334,easy
153443,13260,3993,5925,3597,5036,2434,1851,-125827,-6121,855,-2599,15462,42079,7481,3273,-149117,-575,2779,29,1339,11830,9521,4846,5164,37937,1904,-1009,639,-2020,-210,-666,100372,16940,22057,6438,4904,14540,5330,6284,-43064,-2756,-2719,-3749,-265,-2011,-492,-524,-23290,154281,95208,-143436,5546,38512,-20997,-19696,1924,-875,20153,-24776,2628,-1038,7447,-10187,-14123,-700,4265,-5169,-30249,-13850,16560,-16551,2040,-9731,5540,-5822,1573,-5512,6950,-6808,difficult
50548,17289,3043,9496,7251,12491,18702,4568,-19145,17758,18205,6989,15206,20224,10331,14960,286713,-1108,16334,-6541,1913,-1952,-6611,1387,1224928,79217,66471,22945,18966,42443,96350,42041,2077331,238368,511,38332,41745,100362,55348,3915,-10961,64425,30158,26084,2868,20415,-1752,10182,305858,938215,852403,-2088292,-18866,80325,159151,-173943,-1871,50137,-65960,29647,-13530,29486,15387,-12248,-13293,17053,22779,-38877,-22176,44395,57919,-79947,-16942,102961,-41002,-57100,-13573,40654,-38126,6267,easy
429270,48016,16585,9299,7118,16836,12649,9731,717237,-28634,-7670,-2908,-3838,-4825,-9969,-4041,-314460,-28898,-5279,60099,3129,3808,3220,699,-410252,-40021,-10392,7904,-4229,-13100,-11400,-8594,-369311,-41464,-13049,-2661,-4582,-10300,-10278,-8020,-379476,-38636,-15215,-6427,-5165,-10295,-11923,-8399,-1031697,-95792,40941,-10165,-264,-11123,-1443,2828,2391,-5113,-2657,-2166,63007,-52195,-10565,-3766,6967,-7358,-353,-583,8633,-16908,2800,5,13189,-14620,1122,-1645,4740,-9293,574,-379,difficult
99027,25088,19708,16807,24319,22880,12210,5767,-94870,-3163,763,-527,-12351,-1905,-6100,-2850,-84619,-4565,-18721,-2108,-16576,379,12475,5166,-90120,-21209,-12827,-15795,-20399,-20357,-9726,-4254,-7846,-21039,-17916,-14594,-20808,-18907,-8817,-4545,3166,-2568,-14086,-9342,-20256,-13425,-3258,-223,10251,-5501,82274,11012,-1402,-16644,170,18471,-19484,5894,-5089,3830,-1581,-13687,1201,5252,-4225,-3823,-409,552,2284,-20736,1450,5482,18575,-22201,909,5559,8016,-9420,-291,4322,easy
484944,130304,30280,9258,27478,19984,19246,6974,-291454,-109571,-24592,-5883,-21352,-15211,-16421,-5172,-377202,-102175,11214,5483,-13321,10681,-3553,-2394,-286242,-18645,-7405,12470,-17495,1684,-7192,4004,-259191,-77693,-16700,4483,-24222,-16912,-17798,-6063,-475398,-121631,-22925,-5035,-15367,1644,-9630,-3342,-85748,90960,27051,-216207,7396,83530,-59048,-43938,35806,-18619,-9295,-6225,11366,6987,-7987,-9518,8031,-4174,-6727,8855,25892,-8997,-18596,18556,12868,-3639,-10606,8168,2778,6398,-10067,2721,difficult
64257,59022,8042,11031,7991,13810,8317,5483,293577,47947,34722,90312,24282,7241,7403,1444,-33449,-53953,107601,43055,7772,-3111,2584,7922,-43250,-53808,2094,36747,953,-4928,856,1074,-47063,-45623,-3018,46753,9849,1535,-226,5159,34195,444,28627,20865,5319,5308,-374,1883,-327026,-9801,-3813,81258,-101900,145,8185,46067,72879,-105507,-5112,31645,-47257,-6308,10006,-25888,-16510,-6819,8896,-4530,-10352,-1817,6463,3773,-4819,-1728,-1082,-148,6478,-6848,4085,-3276,easy
44491,51157,11274,5580,4398,12857,6505,2360,1444560,-34202,-5970,58147,14121,1612,-210,3692,-40331,-36037,-3019,-1592,5812,3430,-2472,3165,-32825,-43912,-740,8932,6903,5057,-817,5336,33174,-28173,-216,28488,7115,5982,2720,2643,-31041,-45425,-7937,3747,-282,-9420,-2989,-930,-1484891,7506,65999,-64215,-1835,-7875,15739,-17252,2951,2279,524,-7721,-59739,10524,19556,-24741,-8309,1091,212,-7397,1818,1627,925,-15402,-2262,1655,3537,-5709,-527,2171,-2693,-3573,difficult
114227,103906,8259,10729,9671,16637,6991,9429,34172,-32722,1929,4699,-5542,-10030,121,-3211,-63848,-57957,11643,-5438,14484,4912,4122,9599,-63848,-57957,11643,-5438,14484,4912,4122,9599,52281,-93099,-3578,-7160,-7366,-9127,-4292,-8116,-6266,-92820,3013,-8000,-4598,-5373,-2530,-8010,-98020,0,116129,-58547,-25235,0,-35142,279,9714,0,-15221,6591,-10137,0,-1722,-840,20026,0,-21850,2768,14942,0,-14039,3754,4001,0,-8414,1762,12810,0,-17715,106,easy
444114,49836,16508,14781,11675,21914,11046,6187,-207818,-38349,-6194,-12052,-9572,-18067,-8222,-5033,-329868,9111,10733,12421,2040,12311,-1724,-2476,-434315,-9116,-3498,26219,-2275,-7342,16056,-2246,-443495,-34791,-8196,-11539,-6378,-7868,-3791,121,-428161,-30491,-14282,-11535,-7801,-16982,-8832,-2221,-122050,-104447,-9180,15334,47460,-18227,-25675,4300,16927,-14231,-4698,-6086,24473,13798,-37758,4,11612,-4315,-4103,-1423,30378,-19653,-526,-9114,6498,17780,-19847,-5041,2557,230,2367,-2342,difficult
807233,169249,33225,27029,27984,30248,16499,16224,1040742,-10120,-21952,-10252,-7245,-2886,15311,-2364,-727914,-158411,-18434,-21527,5320,-8607,-4008,5910,-697976,-153902,-26172,11878,-15660,-9126,-5710,-10842,-746485,-144398,-30937,-24341,-25614,-29293,-15183,-15752,-796657,-136964,-30826,-17092,-22625,-25077,-12513,-14249,-1768656,29938,-48509,-50172,-148291,4509,9504,7434,3518,-7738,-4765,111,-11275,33405,-36219,7249,12565,-20980,-9954,2989,-5721,-519,-20167,4216,-19319,-1702,-9473,2670,8274,-16752,-4910,1503,easy
758544,272866,33718,33448,29924,32183,29377,9357,-44591,-193795,29036,9054,2073,-11832,-6726,21566,-616897,-214226,-20659,-28649,-16693,-11151,-18697,-3319,-674686,-271364,-31380,-31000,-25313,-28183,-25972,-5525,-685020,-257353,-31772,-29546,-25250,-24935,-25165,-7837,-750371,-262817,-30036,-29926,-19577,-21193,-18469,1536,-572306,-57789,-10334,-65351,-20431,-57138,14011,-5464,-49695,-10721,-392,1736,-37703,-2351,1454,-380,-18766,-8620,63,5673,681,-17032,3248,3742,-11971,-7275,807,6696,-24885,-2206,-2312,9373,difficult
279278,72636,10885,13154,19585,13789,20297,8137,-264911,-67412,-8994,-1675,-12718,-10386,-17011,-4924,-272924,-59929,-6804,-8674,-14346,30995,-9239,859,357196,-38119,-2624,3028,-12981,5994,-9641,-2920,-270130,-70392,-9796,-12129,-13338,-10622,-18126,-6609,-250487,-70239,-2101,-6408,-6710,3977,-1925,-1588,-8013,630120,-627326,19643,7483,21810,-32273,153,2190,4180,-7172,7695,-6999,11702,-15157,5721,-1628,1365,-357,6628,41381,-25001,-16616,14599,7772,-402,-8485,16201,5783,-3779,-3689,5021,easy
142684,179292,16725,30291,14026,25373,11022,7876,-109682,-166546,-14765,-27555,-11473,-20151,-4130,-5741,-8056,-150663,2263,-19833,-8489,-15985,-9074,-5918,249805,-89306,-693,-9935,8505,52304,-3083,1478,-125027,-158475,6948,-16483,-316,-681,-1660,-2320,571762,-31985,10690,-18368,47748,-12202,7273,1857,101626,257861,-374832,696789,15883,61357,-69169,126490,17028,-2956,7641,3742,7722,9898,-6548,-1885,2984,16994,-8821,48064,4166,68289,-52985,-11521,-4944,5991,1423,8933,-177,7396,-3798,4177,difficult
