delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
735894,112616,82174,56084,36793,53783,47399,30861,-560855,-55202,-70483,-39650,-33606,-42446,-30295,-22153,-10407,-22706,-73295,-39588,-16831,-28179,-35293,-17500,153494,9907,139003,-18089,146244,10119,35710,15400,550448,163901,32496,32613,-2812,212298,62,21499,16775,163075,14267,38298,-4998,71003,4653,32900,easy
632245,31289,7466,9978,3015,8789,7451,4932,812148,241334,11321,13533,29520,49872,27729,53045,-415307,20041,11287,3756,3021,-3070,1925,2170,488904,390356,193723,28125,23997,105158,23054,26865,-1227455,904211,-221293,370315,-34,182436,-9777,24369,-26499,20976,-52942,108228,-25804,21129,-50875,24695,difficult
1265301,176951,58585,49125,50272,36669,47069,15315,-1065012,377358,332596,-28505,-32749,7400,86640,10344,-322166,258308,27786,-13117,3849,-7316,16392,29826,-37330,1440229,93369,176214,1767,36236,108748,70036,742846,284836,-119050,1181921,-304810,65583,15388,189331,36598,-2082,-14716,43552,-70248,92356,19482,40210,easy
1432371,120739,55121,38631,26176,35478,70714,32843,-1106658,-68037,-48054,-35929,-23188,-27502,-61615,-29057,-1156528,-35011,7936,-1174,-9959,-7600,-40589,-9898,520634,1162260,258547,16180,4828,73458,-23898,49256,-49870,1677162,33026,1197271,55990,250611,34755,17354,13229,14787,19902,81058,21026,16691,19159,59154,difficult
1759670,198709,65720,100122,25468,60225,30336,42206,-800683,-39096,-22220,-91134,27298,-34884,3579,-23964,-1612979,-131284,-44937,-91521,-14477,-38822,-19469,-37580,-1198786,-167710,-49194,-93092,-20448,-52930,-16595,-32136,-812296,414193,-92188,-36426,-22717,-4257,-387,-1571,-41775,-5971,-3938,-14108,-23048,2874,-13616,5444,easy
426095,120331,19004,18326,11192,15620,21868,9179,864725,197570,147801,26995,6763,45576,28021,39523,-393538,-93441,-13537,-13893,-8565,-11177,-15426,-5887,416179,-36470,-12193,5686,-5066,3690,-4843,46,-1258263,809717,-291011,56971,-161338,1344,-40888,19579,-15328,3499,-56753,14867,-43447,10583,-45410,5933,difficult
887939,90109,27686,24945,43849,31783,21818,18299,-303642,-56556,-12381,-15700,-39648,-21688,-13892,-15817,-809519,-75466,-18796,-22951,-40009,-23547,-12998,-14889,-74753,-80464,-16326,-19410,-40710,-22073,-16733,-14337,-505877,734766,-18910,-4998,-6415,2470,-7251,3541,-361,-701,-1859,1474,894,-3735,928,552,easy
975393,226704,73525,81760,43360,26266,15116,14309,-307391,-75489,-57662,-75970,-30573,12057,-2848,4144,-606979,-123278,-57153,-77703,-39947,-18405,-12343,-11167,-568010,989,2327,-4249,-21081,8417,7437,-2182,-299588,38969,-47789,124267,509,59480,-1733,73454,-9374,18866,-30462,26822,-9495,19780,-15311,8985,difficult
454521,39505,12770,8850,6299,15356,10836,5456,1044218,37097,17076,15636,15990,12205,8850,3673,-341275,71259,-4576,15659,6644,-6935,9091,10245,708083,149566,-1585,11285,17462,6706,3958,13666,-1385493,1049358,34162,78307,-21652,2991,23,-4374,-9346,10818,-19140,13641,241,-5133,6572,3421,easy
742079,737640,151667,75252,79993,178245,108463,58210,-348310,-570984,-73405,-27630,-56312,-128312,-29252,-23409,-361792,-620825,-80136,-51266,-52262,-154546,-81551,-9999,270108,-433526,-73230,-34126,-41007,-149519,-87176,-42963,-13482,631900,-49841,187299,-6731,6906,-23636,17140,4050,11255,-26234,5027,-52299,-5625,13410,-32964,difficult
626465,264902,9629,30737,30747,32386,42899,39147,-154951,-49767,29744,1335,7504,-15872,-18211,-10230,519517,31483,16535,10312,-15016,7610,-15779,-32048,-602885,-261906,-8133,-28772,-24141,-16116,-18479,-34028,674468,-1122402,81250,-293389,-13209,-24668,8977,-39084,-22520,-9125,23482,-23726,2432,-2700,-21818,-1980,easy
1472866,338520,22206,50235,75977,90293,85935,48711,-1044311,263501,106744,203522,62849,86095,56702,24699,-1328450,-279050,-6894,-46291,-72770,-81528,-79299,-46572,-1119203,-277637,-20137,-45431,-73935,-77358,-78629,-46370,-284139,209247,-542551,1413,-113638,-13243,-249813,860,-135619,-1165,-167623,4170,-136001,670,-71271,202,difficult
964408,158962,37987,25690,22909,57111,21451,15369,-697489,-144868,-19499,-17632,-19286,-50804,-17527,-12525,1071713,548737,84881,140082,164372,24026,61448,67168,641283,-55658,-27884,-14251,-14086,-28903,27996,-2753,1769202,-430430,693605,-604395,104380,-112765,157714,-154333,183658,-178458,74830,-52929,78975,-33452,79693,-69921,easy
1161605,345647,79471,59193,35767,49193,28882,25761,417816,-202512,-66405,-47568,-24434,-35125,-17040,-3120,133061,25624,29537,-19872,-24954,17256,34186,54838,-848945,-125059,-45192,-48560,-23821,-33663,-213,-12793,-284755,-982006,228136,-150683,95942,-74729,27696,-28688,-520,1133,52381,-50919,51226,-34399,57958,-67631,difficult
1431370,247841,232183,91926,58141,153175,64924,70046,-1133710,-180746,-190311,-84467,-38941,-136866,-38348,-58533,495274,-178092,-179897,-71392,-20654,-132980,-43081,-26039,-1051207,-230613,-230332,-89188,-55442,-148954,-61857,-68605,1628984,-1546481,2654,-52521,10414,-50435,13075,-17796,18287,-34788,3886,-15974,-4733,-18776,32494,-42566,easy
