delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
114222,28248,3734,11967,4326,8901,3718,1738,189584,382875,9238,-4260,4605,4819,647,738,227516,32364,32281,6380,-418,-1799,-713,3296,-108378,-26441,4751,-7343,4084,5855,2846,599,easy
457815,134582,41193,10336,5638,3098,3048,915,-133340,-87758,-28960,-6372,-1948,-1353,-2738,-590,-338507,-110132,-34455,10747,-903,102,-2312,-528,-194623,11590,-35024,-2604,-1176,-1816,-2517,-632,difficult
175743,37366,1069,9369,15239,12344,6593,10142,1511156,-20114,19847,-6166,-5984,-634,-4067,-9093,-174955,-33810,-500,-6163,-14425,-10644,-5366,-9687,-169629,-25638,8092,-2693,-12124,-3868,-803,-4441,easy
190116,156221,15040,19964,4076,7362,3363,1873,190528,-134358,17623,-17104,606,-4752,-1894,-1151,1386005,42995,8995,-11323,8245,-1305,1827,4296,-70880,-118467,-5199,-15432,-1006,-5987,-1964,-1120,difficult
1029774,358094,108196,71225,58816,23135,31033,13466,506108,-259406,-101232,-56268,-57272,-19462,-29713,-11705,-85533,-156657,-89089,-66112,-46255,-7033,-23566,-8963,-901117,-172491,-61151,-63778,-53893,-17063,-27681,-10838,easy
1193469,457881,95164,31014,16786,19201,7872,4245,-1024136,-432712,-90850,-29448,-13111,-18185,-7248,-2883,-573569,86600,-65402,59100,6064,4426,4798,11065,302616,-253550,-76940,4441,-4688,-8248,1021,2836,difficult
22614,20682,12492,21624,12264,7159,3038,3407,48410,-12863,-10948,-20009,-10453,-4786,-2319,-2430,52044,-4590,3353,-19740,9246,983,-1267,-1899,7096,-11246,-92,-8803,-7594,658,4172,-587,easy
975102,308082,71235,51117,41298,28501,17824,15036,-837671,-285011,-35630,-43957,-35385,-21451,-14625,-13589,754791,-192881,5418,-26241,-15692,-8618,13774,-7951,-540884,-265761,-63035,-49860,-33197,-24802,-12160,-12071,difficult
836707,569144,54672,38532,23856,11159,8778,10862,-208201,-532538,-40160,-18452,-12366,-8374,-5834,-9075,-190836,-354716,-23658,-24381,-13824,-6779,-6246,-8311,-585752,-186548,-24286,-33235,-15781,-5635,-4980,-9683,easy
56375,25439,9825,6170,6302,4171,5073,2211,-53010,17301,-8027,6618,-1699,3427,-1977,2560,-47509,28177,-2603,3265,-18,6564,-1152,268,-11433,25382,-4965,1264,2097,5648,4728,3147,difficult
