delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
302794,9911,9906,5259,6142,4533,1359,1389,-286809,-1357,-6931,15190,-3988,2260,984,276,-115265,18466,-7015,-2662,-708,-2123,-243,-859,-283693,4280,-4208,1276,-1359,-1136,1798,-370,easy
727194,36662,26261,8219,6201,9849,4736,2514,-723528,-33908,-24577,133,11031,14592,4408,4525,-725131,-29966,-23157,-4134,117,12395,1661,3882,-722713,-32473,-16322,-494,-1303,-690,4536,2719,difficult
581804,79449,16419,11383,6134,5879,4582,3576,-487077,-69128,-13041,-10042,-2130,-3450,-3074,-2898,-535706,-54666,-12003,-9825,-875,-1681,-1164,-2481,-571552,-59700,-15560,-5408,1978,8817,838,104,easy
297376,50767,12679,3991,5989,3942,4673,2900,-288846,-21536,-9929,13375,8083,9767,1691,562,353654,356780,16829,12120,17436,9725,7312,5155,-288501,-37904,-10497,1439,6072,48036,1646,2234,difficult
598891,209133,50248,14159,13714,12870,7336,5193,-417102,-190828,-45438,-8536,-13086,-11956,-6749,-4784,116606,58400,-35597,-1677,-998,-3579,11,4082,-493829,-200899,-40650,-12732,-11516,-11820,-6991,-4356,easy
777876,389160,25364,22427,20216,16774,10733,5923,219325,456673,54654,1757,68134,102892,39946,4534,-703260,-375154,-22469,-17526,-19079,-13451,-8803,-4420,-544322,-381320,-17980,-18795,-15155,-12927,-9466,-5326,difficult
344724,213520,4604,13087,10084,15323,10074,16785,-327844,-197010,7683,-2339,-6526,-9553,-6493,-13095,130608,-2731,16608,9214,4926,21824,669,-3164,-193096,-187320,-2614,-11181,-9052,-13307,-8993,-16191,easy
92781,43357,9197,8746,8807,7276,7733,5531,-90454,-31925,7012,-888,-1080,24692,-1181,5149,268577,55558,6592,565,-5520,-2812,-4572,-3140,-91575,-37277,2369,-5085,-2251,15528,-1163,12315,difficult
21133,19514,6483,6243,3373,6229,2612,2831,509202,23056,-573,-2941,457,5087,786,-1014,3408,-4520,4366,-3675,-1982,-4889,-2249,-2415,-20442,-15577,-3476,-5596,-1695,-5135,-1747,-1978,easy
547985,398981,77428,29192,17277,23017,14433,10169,-301411,-368252,-60860,-9205,-14189,-14388,-5286,-6873,-443528,-382873,-58501,-19189,-4026,-15013,-9355,-7262,-43919,-335764,-59812,2831,-9448,-6943,2237,6014,difficult
104346,22520,5791,14676,6796,3714,1647,2289,-56653,-5287,-3721,-13452,-4464,-1758,-1197,-2157,554997,44927,13386,2362,1286,3140,4195,702,10643,-735,5796,-5102,-1986,2585,10428,2517,easy
225097,78087,6344,7346,3984,4679,5190,2641,-155660,-54282,-3898,-3128,-793,6648,-3793,-1669,218065,-23307,656,-2819,785,-1610,-2964,-851,199182,-40233,21964,22696,9342,5193,-776,436,difficult
446528,78739,11196,10572,16776,9540,8033,5018,723859,185340,61780,31464,5630,23432,1044,5350,1015336,1283,28241,47943,10974,11730,44,2430,-273474,-44830,-9217,-5631,-16048,-4852,-4585,-3125,easy
449717,82578,27967,24552,15303,15159,6467,4915,693461,-30080,-10383,17273,689,5041,4924,-3870,-223831,13744,-8303,13774,-3783,-3466,10468,-2096,-373982,-60874,-23658,-7560,-9792,-2651,-3830,-3419,difficult
159406,14232,7885,5113,5713,7109,4777,4659,-151808,-11698,-7119,-2797,-3640,-5497,-3962,-3480,-67596,35053,-5441,7453,1544,-1713,-2753,-1886,-6119,3246,10721,2471,1690,-1847,-2557,-3133,easy
161938,76765,39584,7749,26367,13155,7347,2416,-157646,-69090,-33716,-4792,-22974,-6450,-4604,-614,3436,-67530,-37873,-7051,-20065,-10610,-5098,-1336,-155753,-72301,-36115,-4760,-22457,-7480,-5543,152,difficult
901335,123708,20452,28614,26935,12984,7368,6060,-777077,-88615,-6414,-20331,-20507,-10930,-3917,-5635,236102,307742,164,-8373,-16616,-8858,-5254,-3787,-488796,-23920,56042,-25507,-21790,-9840,-3671,-3290,easy
268639,131679,17943,20000,13314,11503,3971,4243,-266182,-123150,-9542,-4963,-9007,-6252,474,4147,-267598,-123441,-16277,-13526,-11608,-6420,238,-2054,-267598,-123441,-16277,-13526,-11608,-6420,238,-2054,difficult
448610,38692,5010,3445,3620,3442,2189,1378,-293259,-21998,-4091,-1569,-2351,-1728,-1240,-719,-349407,-22449,-219,1338,-1873,-1910,-504,-889,-292411,149029,25315,7962,1812,3085,3895,3627,easy
253484,79815,14668,21481,16475,21768,8305,6367,-242963,-53792,-4174,-9128,-11629,-14420,-5709,4116,-248885,-77501,-4246,-18361,-13151,-7209,-3787,-1277,-243643,-78568,-10239,-16816,-13665,-4713,-2865,2733,difficult
535024,133996,61860,9571,23737,13678,8066,7234,-529575,-121922,-58872,-2158,-15651,2232,-2938,-1901,-530092,-126487,-60912,-2436,-19621,-6793,-2784,-2510,-515186,-112142,-46780,6425,-10665,-3555,-2034,-1671,easy
242742,113509,11501,36475,5601,4456,6533,1782,-217438,-87809,-4403,-23370,5469,29508,-2061,2465,-235640,-106632,-9069,-26432,155,8858,-1685,2186,-233931,-97999,-8312,-21086,-1257,11044,1542,170,difficult
421134,90973,54656,44417,17212,17867,14062,10617,-333000,-67453,-46742,-41838,-12567,-12134,-11339,-9401,-400655,-59712,-53273,-41161,-16056,-17041,-13508,-9877,-363264,-72292,-47645,-32123,-9802,-8926,-9298,-8515,easy
56565,12056,5622,7681,5649,4417,1898,2062,-46885,-5297,-3131,-1404,-1256,5454,70,3593,-30663,53634,7268,2841,6454,11912,1147,1203,-50121,-1893,11002,3063,1151,9783,3194,1249,difficult
1421178,267046,61440,23631,24860,7134,7710,5893,-1248277,-241656,-52458,-14738,-21928,-4186,-6196,-5445,-291389,-173570,-31017,-16203,-16266,3496,-2445,-2671,-760604,-175875,-30970,-8075,-21656,-481,-2874,-4339,easy
33606,14111,9617,13855,6399,4683,2551,1574,-22545,1467,-5772,-9354,3469,1889,648,584,-26997,-6091,-3461,-7974,-2891,1772,2278,-58,-24367,-2465,-4990,-858,-484,503,5875,1149,difficult
87383,79184,36556,25188,11276,8091,3661,3084,1639156,26293,11406,-10200,-1093,1072,1282,-1315,-56969,-21492,-22653,-23160,-8917,-7074,-2704,-2643,-64911,-11904,30578,42173,9965,3703,157,-193,easy
179158,80680,19826,11666,5320,12337,4170,2987,-156878,-70628,-16806,-8914,-3025,-10298,-3423,-2506,-119732,-60568,-17280,-919,-397,-5804,1903,-807,-1391,-59624,-16906,-8415,-4118,-11016,-2551,-2297,difficult
1342023,191155,51156,30188,10634,13793,8313,3305,-354428,-54525,-28536,-14769,-3707,-5036,-1283,-995,-1267755,-150296,-41921,-21217,-9049,-12637,-7672,-2550,-1123005,17516,-50968,-17315,-5627,-9738,-2712,254,easy
159153,16275,12621,13833,5565,9187,4013,3113,314457,-1466,-10712,-7203,95,5943,-67,5127,-153210,-13369,-12129,-10245,-2153,-6604,-3611,-2111,-3006,-86,-8676,-11272,-4126,-7527,-2903,-1963,difficult
713500,283158,40487,17674,11905,10248,12287,7007,-654736,-275581,-31815,-16960,-10260,-8535,-11651,-6511,-341702,-171398,-18510,-4718,-7144,-5747,-7834,-1902,-606054,-264031,-32106,-16289,-11515,-8973,-11684,-6647,easy
159522,27473,11226,5675,5420,9294,5084,2712,288503,42323,-9775,11041,1900,-1950,2710,1015,-148223,-16139,-9083,5551,-3835,-4787,-898,-977,-17726,30058,15372,5453,7652,-3631,-724,-1069,difficult
1037241,463178,60842,22404,105958,53800,42404,57724,-927491,-452523,-56326,-20502,-104948,-51948,-41029,-55814,123978,-398409,-35386,-13597,-85153,-44591,-37684,-53815,-990522,-446834,-41057,10922,-83506,-43017,-21345,-45961,easy
109919,32219,22371,14635,11078,6999,3288,2886,-96033,-10170,-21925,-11431,-6447,-1696,1270,-1064,-109358,-24449,-18191,-4684,-5611,1504,561,521,-95952,-12064,-15774,-9915,-9194,-2251,383,811,difficult
41238,26904,7669,12577,10949,7279,2920,4997,-9710,-12828,-1577,-9691,-7708,-4488,-1664,-4379,131842,32077,9178,4944,-4461,11973,834,576,-23093,-20293,-3886,-7135,-2697,16857,7260,985,easy
7243,11789,13877,9046,11138,7538,5765,3818,1738,-4835,-8846,-1567,-3003,-2531,1020,-1951,46623,70986,-8584,-5200,-7688,-3742,-4497,-2575,1350,4604,-11743,-2498,-2191,569,-776,-1098,difficult
106116,76451,5442,3833,4467,3071,3498,880,288073,-23327,583,-449,3740,-330,1109,-364,169356,-31419,13700,5379,1928,8473,3064,10478,52753,8045,2924,7021,2332,-1263,2778,202,easy
19203,9844,6489,6198,6740,8332,6350,3877,299230,5337,-4751,8476,-239,17881,3172,6510,320681,79769,50209,13861,9749,5398,402,10841,57178,3900,850,-4672,-3634,-3977,-4687,-1503,difficult
12338,22632,17725,6818,8393,5865,3577,3530,-7864,-16008,-13830,1415,-6226,3202,-115,-2510,5740,-21197,-14995,-4705,-3705,-2745,-2407,-2354,101415,-8471,-12740,1194,-7253,-3899,-2173,-2601,easy
320807,48167,23695,8047,7240,11497,4668,2398,-274095,-28618,-19007,-4034,1593,-3161,-1681,297,-311578,-17820,-23364,-3378,361,-487,1088,-391,-262776,-20909,-21317,-5908,-5211,-7916,-3550,-1300,difficult
449327,69757,47604,35651,7614,8267,2390,2068,175135,-7631,-19667,-30887,-4662,-4304,-480,-553,2405,-35361,-23839,-19290,-2848,-5865,-1292,-749,1290948,74948,-37835,6182,-4687,-2659,1478,-710,easy
277178,26237,7897,9890,6431,5492,2557,1506,-266903,-20597,-3782,-2910,-3775,-2203,-1926,-261,2316240,208461,40038,17088,10530,7254,2850,1555,-200801,-6100,208,3855,1886,12928,8627,3105,difficult
1436373,167532,91871,59582,37500,17042,8817,6003,-1357206,-79114,-75215,-50181,-35489,-15243,-7906,-5465,-383351,-148853,-83543,-55624,-28959,-12711,-7090,-5277,-69085,49155,-67082,-45260,-18809,-2791,-7063,-4912,easy
333129,205228,23318,16220,10587,12488,12984,6091,-322360,-201144,-21424,-4382,-6749,-3091,-7458,-2918,253027,-154212,91773,26174,90404,39221,16830,23289,253027,-154212,91773,26174,90404,39221,16830,23289,difficult
39556,20743,5754,5135,5587,6428,6493,3188,16459,-5016,5389,7089,-3151,-4104,-5597,-1720,42588,9363,25945,16124,-922,-3095,-3342,-1964,891117,97842,48483,10858,17410,7767,678,4429,easy
210732,40354,12275,17491,6393,12713,10139,3598,-191340,-36943,-1243,-12290,1844,-5341,-7733,451,-182331,-27311,1236,16865,2907,-7889,-6483,408,-201160,-24445,-8933,-11110,-4055,-7246,-7457,-1401,difficult
540724,82178,25600,16440,17191,11491,9604,4786,-522733,-76065,-23479,-16135,-17000,-11230,-9451,-4506,-269956,196397,-15785,-2791,-9844,-6643,-6779,-2408,974777,-34871,78797,409,-11141,-7592,-2428,-1282,easy
68180,51216,13284,13437,5912,6502,4634,2251,1063919,-5236,-7582,285,436,-3049,746,6160,2061750,188366,23746,8765,31614,3002,2675,9107,-62872,-36792,-4592,-9176,-3631,5917,-622,416,difficult
39794,8717,11026,6845,6945,9089,4885,4059,-33654,17601,-2264,-3883,-1127,-2715,1888,2903,-29396,-1140,-5008,-2849,-2180,-361,2356,414,-31707,-2711,-8230,-847,-3424,-400,-405,2830,easy
975013,92424,15235,6819,6776,7266,5066,7682,-775351,-78436,-595,-999,329,3543,791,-5360,-954061,-70050,-9253,6129,-1234,434,-650,-6468,-968994,-81751,-4590,-3776,890,317,-3001,-5465,difficult
859691,210912,39587,15680,14159,14594,10669,6565,-849324,-198893,-29622,-13547,-7434,7632,-4196,-753,-855502,-201502,-36434,-11787,8761,18054,-3676,-2321,-851454,-203939,-35000,-3531,-10093,-5151,5079,6291,easy
136153,15466,6254,5058,2330,3976,1589,1550,-67153,21075,7567,3664,2885,7045,11311,6947,-34296,-3843,4129,3168,7264,-1500,285,1027,-17965,86805,-3324,3131,10240,6500,7761,8708,difficult
