delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
238648,44848,8329,11125,13246,7472,448905,60492,9644,16955,15697,7814,-426212,-50194,-6895,-15271,-11816,-4510,16815,13344,-1423,3968,8927,11188,-261091,-31294,-3066,-11471,-11924,-5963,-349622,37790,1345,-3359,4233,1420,-31174,-47864,3463,-3018,-1673,-3844,easy
94409,57734,6979,15343,5685,5760,633213,42608,19787,5318,6232,5381,-442737,142400,-14884,39053,3074,8681,-595764,-21995,-13456,-460,268,-321,-614500,-26003,-16419,-4885,-5420,-4487,-437224,8093,-2009,15174,-541,843,-603796,-26864,-17272,1244,-114,-2822,difficult
773870,206252,54105,22302,14510,23929,940611,36566,4071,10839,8781,9912,-200385,352695,52101,20984,21421,31068,954075,26847,99678,10136,1969,17475,-738815,6627,6256,-5149,-3060,108,-156397,423725,52025,34631,8201,28061,-692184,38537,40112,-3289,114,-6625,easy
255795,107961,20148,11001,5973,5930,343860,49435,20138,12151,8100,12512,-62186,110364,-1391,-6858,-1765,-9400,-304572,-24514,4736,6490,-1780,-2761,282573,-27836,-9404,-6173,-3111,-7614,-275412,-18261,-15516,-10132,-5575,-10918,-80728,252878,21624,10922,1598,-2216,difficult
217865,71801,22568,8938,8326,7435,645659,75581,16284,9400,22450,14872,-508139,-7140,5818,10500,-8537,-6845,-595717,25698,38809,1579,-6835,3921,-489470,25553,10297,-1874,-16575,-10139,-28731,-44966,-10429,-5030,-19144,-12164,-516913,-18046,-13074,-7484,-19529,-11957,easy
92304,48232,14471,9853,5135,6808,790927,167656,14946,27796,35083,21738,-661327,-100212,-4865,-19072,-28232,-18342,-660182,-81684,33790,-2044,-28401,-6348,-705497,-126588,-11172,-20387,-30411,-13823,-748090,-125240,-7313,-24528,-31391,-16813,-718019,-163398,-12815,-23682,-31307,-19326,difficult
185410,38413,10448,4106,6946,3449,694763,180498,47325,20716,15582,17479,-658799,-158475,-43823,-15712,-14262,-14300,-642544,-168162,-42710,-16247,-12468,-15135,82540,-96271,-34312,-19599,-13553,-15738,-668046,-172919,-45409,-16349,-9060,-15721,-659918,-114598,-18132,-15145,6165,-9254,easy
88185,38766,13302,12250,8848,9341,76062,42337,2865,2779,4895,3624,-50248,-6409,8774,21721,1527,12256,-60057,-35115,2269,5314,-713,-796,185307,-30814,-157,-52,-500,573,47958,25804,23911,4093,4611,2270,-62344,28679,17390,16280,14841,14282,difficult
134582,39219,4288,19799,3259,5486,430214,72394,29055,16734,21595,13605,-280514,-60800,-26709,-16216,-19624,-12736,-348301,-13377,-22632,15083,-14335,-5831,-399492,-16666,-25026,36398,-17410,-1544,-180920,-29118,-25396,-14995,-19949,-9749,-268931,-45915,-24074,-4944,-20362,-10736,easy
106944,44266,13048,7738,8651,5351,529886,88419,59816,25291,21770,13010,-459217,36200,-51829,-15474,-18589,-10700,-368605,-41567,-50080,-16210,-4712,-2337,-526851,-75613,-43389,-19857,-7849,-7402,-274582,-70152,-54584,-25068,-20392,-11503,-485455,-69631,-33957,-11158,-14051,-6353,difficult
846995,49958,12112,14601,13290,8275,601390,176554,73099,42980,19652,10582,1563934,-59485,-48044,-16354,1302,675,-484129,-165910,-68239,-41323,-15498,-7540,-555464,-109224,-48167,-24612,-3287,1372,1253279,-130311,-68250,-17961,3757,3873,-549595,-168049,-72237,-41644,-18085,-9915,easy
731700,276632,44602,21801,13774,13969,442924,155640,33166,17671,10927,6978,307502,-57456,7138,-14245,-8547,-2253,112205,352281,14532,6190,-3296,1796,566651,17827,-11426,-11281,-3708,13776,601056,342840,38224,4205,31169,8768,-143533,-50530,8714,35782,-1382,12869,difficult
364146,117682,34420,10078,10637,8855,388030,89739,23068,15305,15976,7800,626901,68119,11111,-916,2635,1749,82707,215297,64543,-4214,-6820,6012,-150936,-61475,-21925,-11826,-12807,-4627,-299182,-12177,-12391,-2626,-7682,-4224,-378911,-70051,15424,-6554,-2022,6365,easy
257604,59636,13581,7423,9194,12150,242917,87610,10043,9826,12534,7763,-230934,-70607,2494,-1920,-4227,6304,-219231,-39219,5590,-2107,61,3718,-198665,-68897,-4926,-7033,-9035,-3071,-72899,32830,15210,-4866,-9095,1480,795164,6023,-677,3910,5596,13504,difficult
305897,34142,12563,7924,4805,7647,823781,63529,10062,8689,13313,8259,-704756,-52267,-8039,-7120,-11831,-7005,-748116,36828,7645,-6289,-8229,2424,-803345,-56690,-2668,3325,-4443,-1341,-80745,-53983,15285,1950,-10970,3684,-252459,-20822,283,4309,-7066,-822,easy
295476,54935,20090,17978,11156,12031,286020,48708,17233,17304,13336,8062,-79568,42682,-6726,3192,3060,2981,-278979,-40650,-7274,1102,-8619,9078,-183322,-24763,30729,17757,-11616,3442,-72448,17644,-14565,-8416,7595,4292,661596,36221,12122,-10264,-1319,50,difficult
196975,33343,10987,12704,5847,5265,203834,35615,6690,19045,6138,10081,-195182,-24797,-160,-3635,-807,-5808,-192171,-25984,-5721,-15907,-901,-2364,-124679,-20643,24449,-8307,-1411,-941,-145974,-21873,1439,-14468,-1930,-7747,623713,81938,1477,10611,3595,-7222,easy
194301,11067,8318,6930,5862,3430,140355,20385,5410,13287,10694,9694,315494,-2681,5918,-9763,-9486,-6418,-50701,-10041,349,-8559,-5187,-6750,-129654,-11852,11128,4237,7938,-3871,-134650,-15457,-3442,-7130,-9216,-7860,269239,-6560,588,-10569,-8207,-6420,difficult
955344,258237,58197,59066,39645,19185,395381,209307,17235,14064,31978,10587,352400,476126,94424,86273,-830,4906,1060130,-44952,20637,17010,36106,4268,201044,-25434,28929,86348,8086,6330,242421,-82479,24199,9162,-13917,20060,943822,-78610,36623,26216,8888,7426,easy
274785,49778,21612,18533,9654,8623,436637,61209,20818,9581,18505,18084,-299001,-49213,-15679,76,-13373,-15521,-357050,-44547,30629,19936,-3976,-9900,-282145,-31270,-1506,11871,-7196,-8562,379508,-2677,-9662,2196,-10597,-5246,-250573,70551,188,10683,-9113,-8076,difficult
478072,96973,27077,26848,10463,11228,949660,202899,41211,37421,19558,19727,-758018,-181803,-36792,-35495,-16833,-14467,-239996,-77233,-16100,-773,2821,-9463,-831566,-94059,-25162,-35249,-10368,-11546,-409201,-63326,8044,-22376,-11435,-9163,-119159,-113208,-658,41030,-9662,2143,easy
