delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
31180,21770,40302,36323,29255,23182,8644,10269,276336,39587,7200,3578,4835,6267,5713,1951,-261402,-3862,23729,50392,27048,18849,5489,8331,-265855,-35046,49197,34249,34668,14811,2331,3727,-208212,-14542,26379,13594,11544,17084,973,12896,easy
268681,51519,7551,7500,9996,20766,14401,7096,463840,60321,19100,10494,10357,25964,29774,13223,327158,74257,-7701,-18,7886,-8481,-4316,-6180,-457309,-55554,-16912,-8387,-5159,-19050,-25398,-9041,-455326,-45108,-10033,-578,-3811,11936,-16405,-3159,difficult
49388,24806,8432,4468,9565,9296,5477,5107,157644,14748,9337,8915,8149,16259,12578,9924,-152536,-19,-6571,-4900,-4799,-7271,-5610,-4851,-65044,29411,-3889,-3764,-1174,-13112,-9621,-8371,-107187,783,7745,-4677,10221,-506,-6073,-1229,easy
26823,23960,4635,8367,7056,7886,5061,3671,374372,70071,17764,12198,16825,31576,14793,11694,-372233,-66607,-12237,-11406,-11628,-24080,-11245,-9353,-371420,-56023,-13575,1150,-5604,-20693,-8301,-6652,-298995,-15703,-13576,-1238,-12076,-26296,-9649,-8064,difficult
248177,41528,9655,16443,27771,15458,8762,3572,245916,33349,5607,2999,10335,34501,16606,9821,-150721,60549,9472,5331,29617,-15227,-1926,-5051,398349,-28215,860,1228,424,-25298,-13020,-8379,-240846,-7796,1813,33772,22266,-16603,-8586,-5318,easy
94840,13645,7443,3849,6670,19313,5728,3610,752925,98545,14212,5000,7349,45281,28050,14172,-741117,-96243,-12765,-3137,-5103,-39612,-25919,-12465,-531611,-79619,-7960,3360,-1034,-22960,-20350,-9168,-701528,-78839,419,-3677,4101,-15331,-20697,-10053,difficult
510371,283006,166747,42711,49965,28282,25642,28029,424838,61634,8947,5627,4833,4240,4729,1896,-414104,-3597,1952,5316,695,6550,3763,4969,-321722,517275,365737,78897,52926,41710,43233,54207,992426,150439,105710,27039,81776,23865,15744,19224,easy
15723,15754,20419,10483,8936,14784,13023,10759,52433,14891,7865,6761,10083,13618,18587,10279,-43904,7925,-3022,6742,6652,2550,-479,2816,-23319,398,19,-1414,-3387,-2340,-7350,-936,-42906,-5733,40664,5837,-6706,3289,-8862,-441,difficult
117683,24651,16965,6316,9818,11937,9517,6909,20281,19045,12213,6725,7399,27759,19615,10385,-14947,-12655,-11303,-4194,-3044,-15766,-10710,-6737,-3966,-13014,2707,448,9641,-19113,-8972,-1598,311119,42488,22851,2519,660,-12588,-10611,-2092,easy
188540,44354,10395,27483,19296,13350,3682,4664,49795,17578,25462,23583,21603,39867,12232,8797,-47225,-14054,-23963,-17684,-17986,-34317,-9809,-7247,445432,18905,-12272,16496,-834,-25126,-9534,-821,18029,75477,-8966,12889,11898,-20107,-6307,-4332,difficult
317249,47361,19721,29867,16275,44077,20196,9834,758075,90107,38837,16541,15594,44144,14402,8046,-683884,-69180,-30143,36125,10339,-2651,-333,-375,-601903,-45939,-35581,10195,-2100,-6738,1634,-2063,-36691,-13119,8375,-6341,-6196,9189,16081,7801,easy
13681,18289,19287,26209,9800,13827,4975,5996,35908,10483,18782,7527,11365,23232,8634,6080,-31844,-3429,-9286,8155,802,-6163,-1552,3540,-19476,24401,29127,52848,3129,-2799,-3128,563,-15362,2447,-18326,-4958,-8625,-19252,-6298,-4355,difficult
