delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
640348,40626,35901,16952,11713,9476,8882,9489,564718,83597,54716,13188,8986,16773,8654,6916,850713,-19904,4921,14573,14144,2197,10073,16136,-474662,-47359,-14140,3850,-451,-10010,-4744,-3503,-149162,-61650,-47227,-7131,-5511,-14078,-4645,-4914,easy
171892,73886,64261,27266,26572,19007,8795,7262,1014466,134687,53887,16988,24774,12244,24212,10006,-737530,14627,72856,21608,14975,11279,-12248,5243,-1000133,-73587,4358,22497,7263,14445,-13259,-5300,-790059,-123444,-46092,-13270,-16844,-5436,-20745,-8176,difficult
253206,42323,16708,10905,5989,5142,7100,6609,1374613,69613,12792,21867,7649,7256,6947,5641,-1032896,20972,33128,-17273,-2512,-303,4857,7576,-1321512,-63176,-11829,-19134,-4701,-4626,-5246,-3897,-1009814,-39665,-9550,3520,2234,-1414,849,-775,easy
70893,20406,12477,19335,16073,12329,9355,8157,97401,32913,14209,21921,10941,5835,10459,7822,-43925,-3454,9383,20603,-1899,13201,-57,7499,51849,-22515,-9020,-16252,-4534,-656,-7024,-5731,-87449,-11553,-5558,-12110,21828,6938,3768,-762,difficult
435302,44930,13697,14284,27383,14419,10692,8567,1143853,122181,55837,35092,12341,12908,24970,14396,103856,-66295,-37814,-14647,30271,3748,-5296,2659,-1123300,-108686,-38650,-22012,20868,1643,-18026,-9147,-1106209,-56772,-49956,-25764,-6012,-857,-19511,-11000,easy
286351,71688,22885,20673,20437,15440,22191,17944,374276,87796,7365,9291,7904,5074,5668,3882,-347649,-44230,7343,9196,17201,3184,18192,14244,427587,52570,24647,16626,18942,18657,17512,17597,-343712,-56663,14570,8324,1456,9256,13864,10345,difficult
376684,87040,17050,5196,5360,7424,8542,7576,1220555,103060,19256,18481,20524,17788,11582,11115,-1037196,-86338,-6726,-17289,-16615,-14513,-5543,-10186,-1111436,-90047,-9871,-8985,-18669,-11060,-797,-9302,-382981,128324,9978,-13581,-10208,-5520,-2779,8872,easy
66757,15709,11731,14056,16356,15304,9535,10890,296947,66802,16971,21699,7150,8317,10864,4012,-263692,-54454,3057,-1857,18201,14273,4383,14257,-198485,-40626,-12840,-13834,-1255,-2868,-8637,-1640,-228393,-58198,-5936,-7239,10671,9557,268,8016,difficult
147149,65341,23551,10920,40108,20975,12350,5906,739170,164117,73062,39548,72437,61135,24546,21350,-648350,-127025,-65311,-24639,-60586,-47640,-18217,-15952,-572782,-123520,-56228,-25475,-44500,-43011,-16196,-16047,-554932,-45783,-26995,-35770,8098,-29828,-2176,-14332,easy
782502,131194,6045,20089,19994,22290,20952,13531,295656,49292,7648,2501,7714,6907,5700,3586,-173292,-34609,-3542,7612,-1835,-194,-1202,4021,170943,9944,-3613,25855,5203,40043,13855,13002,1462887,270372,2345,19296,33473,6299,33102,12811,difficult
759474,118437,12946,16796,19906,13278,17698,13549,809293,102232,14987,13016,16845,15974,13839,26051,77094,27804,-8837,-4646,-6137,-5366,-469,-18102,496717,58677,11058,19177,18383,4147,20214,1502,-723269,-37866,-8344,-3191,-3062,-6869,-8169,-20905,easy
143816,28415,10624,8061,7202,8868,8285,3197,321700,87947,24397,29906,12661,13853,15398,15042,-313777,-75787,-17813,-20117,2102,-909,2282,-11250,38634,-72970,-19475,-22271,-9054,-9239,-12541,-13271,-258510,-29839,-4031,-23147,-9426,-4808,-11079,-11013,difficult
965388,148662,22633,22920,23513,19038,9524,6178,674713,163234,87963,49817,68206,51683,18254,11859,-468903,-8234,-69284,-27060,-57097,-44297,-10262,-8056,998055,-12058,-54973,-12907,-25443,-19190,-8029,-820,342874,-23425,-71732,-40725,-51540,-34449,-7899,-8166,easy
457083,35797,14394,21855,18703,11265,12627,9639,769864,159788,59393,44236,10734,20362,12678,16653,-735698,-111471,-34914,-19215,20661,-10802,10083,-3533,-519129,-130141,-56590,-41363,-2347,-16872,-9502,-13081,316484,-130360,-43493,-6566,5594,383,-735,-4428,difficult
811253,42415,18921,20089,14006,14379,12870,12370,21042,22702,8486,7020,7513,8655,8387,4872,1239426,23637,-635,-752,-6234,2076,2301,9081,543181,42988,23964,43343,18109,17379,14899,7268,588025,-7486,7977,-3384,7604,-2282,-3750,6146,easy
1773646,210939,20008,31832,32189,28157,30735,15739,1915221,362487,57599,21510,22862,31443,22971,19516,-885485,-211619,-29576,-9652,-1643,-579,12745,2292,1487830,-149615,-31209,39752,43335,8906,23445,-815,-1027071,-93409,-51989,866,-13710,-18185,-12897,-12808,difficult
240853,33024,32616,29990,34704,15235,6741,4409,371574,115277,12506,17706,29873,10529,12156,10835,333279,-44724,50382,34023,38949,4513,-1374,-4685,-361294,-100610,8436,7470,-17033,-1056,-6515,-8017,-364149,-101425,1511,-4640,-7424,10661,-8355,-6577,easy
46948,39617,14658,10614,8251,10269,10988,8231,406253,340844,74651,19450,21628,40138,18914,12952,-379717,-323042,-51126,-9348,-18523,-29467,-2624,-950,-396113,-294938,-66771,-7267,-11327,-27065,-6587,-7225,-302086,-285702,-62083,-9893,-10281,-33074,-14568,-5987,difficult
470282,36422,27421,20862,8712,15459,10462,12636,182432,37686,5164,7566,10466,13983,7845,10680,-156817,10697,-1418,-6230,-7860,-12218,-7059,-10178,750096,833,41175,19353,6234,595,3404,4325,270271,-15323,27015,26764,-3637,16050,11507,11722,easy
359732,64089,13452,11731,8865,8977,7529,6821,221660,25346,11675,23564,10344,16045,6627,2396,429168,93793,20921,-3068,5838,-317,8837,7444,32037,34133,-10830,-12214,-2492,-10224,-2529,5298,-46990,-11697,-4760,-20218,-7782,-10663,-3602,533,difficult
283179,107469,6904,9109,9115,22031,12302,11431,473269,64423,9775,6362,6518,10968,4540,3351,-428836,21621,1046,2082,-1033,9357,11978,14337,-282444,116039,-8157,-1309,-1157,-2498,3826,-955,141009,-8521,-1501,7468,9981,26329,7482,10859,easy
172288,48682,26245,12090,11816,12996,13090,6544,357383,277608,30169,29647,52169,35515,30451,21102,-238927,-203124,2800,-17779,-28387,-19154,-7194,-9860,28745,-217131,-17952,-14303,-45283,-18970,-21189,-15668,-345104,-266524,3380,-20589,-47389,-29432,-23701,-18146,difficult
13039,20399,12661,22044,7996,9499,4384,5953,869265,68993,18490,24869,19920,9258,16577,9684,-858492,-55538,-11320,8826,-10495,1357,-12288,-3299,-857896,-42001,-9395,2924,-7725,-3969,-10942,-4879,-852289,-48242,3228,-20224,-17551,3336,-13349,-3014,easy
117490,48502,14630,11572,8451,10843,13022,7461,258110,134700,3232,18458,11840,11301,10618,7681,-166602,-80392,21781,949,5160,6093,19438,2940,-185982,-109203,9949,-9563,-9121,-3228,-6607,-4638,-69277,-68998,2464,-12045,-6206,-4240,-5620,1039,difficult
910680,80813,11038,11807,32206,19946,3617,4498,264524,82454,19510,5726,14263,13291,4248,2998,295889,-46330,-16366,-4194,-12155,-11202,-2807,-2203,1731625,97992,5782,23703,75103,36479,3210,6748,-89045,-56585,-14832,-1265,-9119,-5312,-2297,-45,easy
742543,117379,25143,12517,14467,17185,14376,9106,213520,136663,102757,10526,15641,18577,22236,11715,273587,-117708,-98842,-4621,-7159,-15146,-17770,-7333,1339592,112471,-85699,9815,-1750,19661,1454,54,-26111,-52615,-48300,780,5386,-8691,-7263,-549,difficult
1777268,503852,410016,207546,183440,120958,50741,54070,462571,389426,36476,84835,66549,51408,23059,22092,1234289,-365266,-5404,-9450,24867,-27392,5954,3020,823106,-227859,80782,-65479,-21534,-21192,6593,11045,1886695,936404,1045241,443063,347340,257234,70500,81869,easy
417372,400014,31053,12238,6374,12847,8485,7650,819707,58684,48702,24181,17396,10606,6495,10823,-600307,-38515,-40274,-23273,-10002,-7680,-5281,-9003,-590254,-54736,-46506,-23371,-16660,-6976,-5123,-7877,-16445,1117242,33832,10815,-6405,21378,16373,7361,difficult
194896,103626,9265,9890,16210,15435,5801,6015,205019,31419,7163,17767,8711,12260,8853,8303,337047,184482,1691,-10743,21393,3152,409,-2100,-184668,-8328,9141,-11765,8660,7254,-4519,-2811,-182748,40466,-4526,-1123,-7557,-881,-5047,-1953,easy
907096,418371,31187,67164,32805,64142,65747,34557,1810592,389422,288138,71921,51148,80609,107922,44796,-1741649,-370098,-284692,-67904,-48930,-79245,-106417,-43935,90096,760300,-248667,102433,15061,62174,45698,41249,-1058934,-303355,-237493,-48801,-21160,-32330,-65806,-28030,difficult
899442,81222,36706,13883,11245,12123,10392,10352,1402498,76249,52842,43206,9591,14157,11455,13101,-1382718,-49408,-42670,-36106,-6929,-6860,-5020,-10682,-310323,84903,40242,-29312,14640,8593,8792,9736,183874,-20575,-45980,-22551,-2749,-7835,-6960,-7302,easy
1115314,374782,40514,42308,28775,18779,32755,17479,937642,107871,19969,14479,12503,31398,22131,8620,-518288,-70943,23121,20703,21480,-10168,17729,4275,1292799,81696,32685,42160,22107,-11423,9379,22926,-241495,789981,5828,20624,5228,-16266,4763,-624,difficult
185572,162087,31617,34350,9841,17814,23336,16630,758782,175087,43724,11077,12812,12310,12202,7038,-728649,-155113,10616,36228,-8948,-5304,-6054,-720,-623276,-122177,-13744,1570,-3423,-1404,6930,3781,-367705,238290,-33193,32022,3458,23221,32526,25714,easy
998418,115072,36644,21883,20830,18837,31122,17426,1961116,373672,57286,32985,25025,38734,41431,28741,-511622,-288156,-12271,4622,17701,-15081,-22698,6354,-1906197,-348870,-51046,-30213,-21564,-36426,-39490,-26989,-470276,-138774,1390,-7716,-8721,-8185,31260,-13311,difficult
844324,93231,28301,62018,18515,27603,21134,25241,787231,233521,24088,20522,15386,15896,11329,19846,1160587,-69489,58295,6376,-1420,12695,11079,27927,-217713,-131758,-22882,119406,9516,8345,2275,-5642,-771595,-219624,-22773,-1293,1290,14081,16062,-6101,easy
230771,53054,10190,10976,8561,15580,14814,26041,1380526,300330,30204,30063,63596,51923,28102,31078,-1192492,-246067,-9971,-9169,-48386,-22069,3175,35053,-1019984,-212328,-21214,-23650,-59837,-43765,-20075,-24467,-1236789,-283433,-28856,-24443,-56883,-43195,-22965,-25696,difficult
1428333,246426,57373,19749,24898,16470,22950,9183,916842,109277,12263,17241,7501,6640,12079,7089,666648,472175,112199,29919,56219,23455,33682,13283,795709,-76888,467,-11336,-5488,-2562,-7544,-2693,72117,16160,22665,-11060,1461,8596,6474,-4307,easy
506878,36228,24418,2052,19926,9660,12217,3454,681573,447410,135257,132330,102159,98251,29228,20511,-638974,-440042,-132493,-131614,-100261,-97153,-28553,-19627,-247497,-418061,-87270,-130326,-68600,-78260,1132,-12067,362387,-375443,-112754,-128894,-77838,-90361,-23613,-19477,difficult
812944,64784,13807,28480,20152,13086,9215,9042,599661,139602,75467,40757,34545,23200,34196,14155,-440502,-92734,-73369,-28190,-25721,-15121,-28229,-8917,716811,-43817,-56911,9031,-252,2550,-18476,3047,363539,-87904,-54701,-17671,-17206,-17771,-28239,-9470,easy
84632,16114,4565,8476,17997,12067,6291,5977,579683,89278,79719,120886,85572,46952,35211,13542,-568810,-76842,-79039,-106165,-61642,-33292,-29431,-3877,-574649,-71270,-69688,-118880,-62393,-32369,-23364,-5556,-341693,-71379,-76734,-112184,-78689,-38995,-33964,-13262,difficult
