delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
292637,53486,9724,13485,15588,8514,7056,6943,448905,60492,9644,16955,15697,7814,5791,3732,16815,13344,-1423,3968,8927,11188,1420,275,-261091,-31294,-3066,-11471,-11924,-5963,-4317,-2388,-349622,37790,1345,-3359,4233,1420,6082,5199,-31174,-47864,3463,-3018,-1673,-3844,1876,9757,easy
70392,25916,7498,8086,4780,3684,3275,2011,633213,42608,19787,5318,6232,5381,9551,5297,-595764,-21995,-13456,-460,268,-321,-5163,-1955,-614500,-26003,-16419,-4885,-5420,-4487,-8548,-4372,-437224,8093,-2009,15174,-541,843,-3333,-3624,-603796,-26864,-17272,1244,-114,-2822,-8061,-3192,difficult
782281,160500,53589,19921,10587,19667,5752,4928,940611,36566,4071,10839,8781,9912,7860,6522,954075,26847,99678,10136,1969,17475,1595,-2345,-738815,6627,6256,-5149,-3060,108,-5041,-3905,-156397,423725,52025,34631,8201,28061,827,3262,-692184,38537,40112,-3289,114,-6625,-5815,-3387,easy
249325,95002,20498,12428,5883,6635,3262,2095,343860,49435,20138,12151,8100,12512,8896,4703,-304572,-24514,4736,6490,-1780,-2761,-4402,-1981,282573,-27836,-9404,-6173,-3111,-7614,-7541,-4285,-275412,-18261,-15516,-10132,-5575,-10918,-7922,-3973,-80728,252878,21624,10922,1598,-2216,-2671,-195,difficult
237951,72641,22685,6198,6929,7287,3269,3639,645659,75581,16284,9400,22450,14872,13597,11775,-595717,25698,38809,1579,-6835,3921,-5740,-2701,-489470,25553,10297,-1874,-16575,-10139,-11286,-9669,-28731,-44966,-10429,-5030,-19144,-12164,-11596,-8873,-516913,-18046,-13074,-7484,-19529,-11957,-12689,-11302,easy
82980,43429,15569,10136,4706,7661,3836,3421,790927,167656,14946,27796,35083,21738,10281,8336,-660182,-81684,33790,-2044,-28401,-6348,102,-1077,-705497,-126588,-11172,-20387,-30411,-13823,-7999,-6494,-748090,-125240,-7313,-24528,-31391,-16813,-8681,-7099,-718019,-163398,-12815,-23682,-31307,-19326,-9203,-4990,difficult
222771,42511,12184,3881,8353,3517,3388,2055,694763,180498,47325,20716,15582,17479,10458,6160,-642544,-168162,-42710,-16247,-12468,-15135,-7806,-3254,82540,-96271,-34312,-19599,-13553,-15738,-8012,-4594,-668046,-172919,-45409,-16349,-9060,-15721,-7799,-5109,-659918,-114598,-18132,-15145,6165,-9254,-4664,-3464,easy
103778,39476,13718,9188,9455,7706,6444,3844,76062,42337,2865,2779,4895,3624,2320,1356,-60057,-35115,2269,5314,-713,-796,4965,284,185307,-30814,-157,-52,-500,573,801,-406,47958,25804,23911,4093,4611,2270,91,-553,-62344,28679,17390,16280,14841,14282,10638,10627,difficult
130803,46125,4773,24620,3581,6640,8397,3682,430214,72394,29055,16734,21595,13605,15692,7976,-348301,-13377,-22632,15083,-14335,-5831,694,-1695,-399492,-16666,-25026,36398,-17410,-1544,-3921,-4912,-180920,-29118,-25396,-14995,-19949,-9749,-12161,-5303,-268931,-45915,-24074,-4944,-20362,-10736,-13794,-5265,easy
116013,24178,14314,7218,10019,6111,3098,1929,529886,88419,59816,25291,21770,13010,6560,5084,-368605,-41567,-50080,-16210,-4712,-2337,-4851,-2202,-526851,-75613,-43389,-19857,-7849,-7402,-3883,-3303,-274582,-70152,-54584,-25068,-20392,-11503,-4586,-4432,-485455,-69631,-33957,-11158,-14051,-6353,-529,-2684,difficult
517413,33181,8876,11595,11374,7530,4663,2182,601390,176554,73099,42980,19652,10582,10639,6009,-484129,-165910,-68239,-41323,-15498,-7540,-9162,-5168,-555464,-109224,-48167,-24612,-3287,1372,-3744,-1089,1253279,-130311,-68250,-17961,3757,3873,-926,-3464,-549595,-168049,-72237,-41644,-18085,-9915,-10071,-5588,easy
727019,321245,45677,26395,16623,16280,7765,6215,442924,155640,33166,17671,10927,6978,5286,2746,112205,352281,14532,6190,-3296,1796,5564,6394,566651,17827,-11426,-11281,-3708,13776,2882,1645,601056,342840,38224,4205,31169,8768,1771,5961,-143533,-50530,8714,35782,-1382,12869,-301,-126,difficult
201450,107638,34481,9000,8643,8682,14097,4245,388030,89739,23068,15305,15976,7800,12690,9013,82707,215297,64543,-4214,-6820,6012,6647,-74,-150936,-61475,-21925,-11826,-12807,-4627,-10703,-7989,-299182,-12177,-12391,-2626,-7682,-4224,-9573,-6214,-378911,-70051,15424,-6554,-2022,6365,19258,-4795,easy
319009,70294,13842,7302,9416,11671,11374,8845,242917,87610,10043,9826,12534,7763,5932,4599,-219231,-39219,5590,-2107,61,3718,2325,313,-198665,-68897,-4926,-7033,-9035,-3071,-4420,-2453,-72899,32830,15210,-4866,-9095,1480,3590,1654,795164,6023,-677,3910,5596,13504,20272,17468,difficult
352615,39862,15198,9513,5636,9245,7058,7906,823781,63529,10062,8689,13313,8259,9857,4867,-748116,36828,7645,-6289,-8229,2424,-1197,-1863,-803345,-56690,-2668,3325,-4443,-1341,-7301,12221,-80745,-53983,15285,1950,-10970,3684,2354,-263,-252459,-20822,283,4309,-7066,-822,-5053,2059,easy
317732,45821,22486,17349,9846,12278,5228,6846,286020,48708,17233,17304,13336,8062,4405,6615,-278979,-40650,-7274,1102,-8619,9078,-306,-251,-183322,-24763,30729,17757,-11616,3442,976,-2881,-72448,17644,-14565,-8416,7595,4292,-248,-3368,661596,36221,12122,-10264,-1319,50,2869,7424,difficult
244056,38975,12101,12027,5976,5513,6183,2085,203834,35615,6690,19045,6138,10081,4281,5155,-192171,-25984,-5721,-15907,-901,-2364,7584,-2692,-124679,-20643,24449,-8307,-1411,-941,4545,-2406,-145974,-21873,1439,-14468,-1930,-7747,-1943,-4317,623713,81938,1477,10611,3595,-7222,-2578,-2865,easy
128914,9408,7566,7782,7026,3469,2751,2111,140355,20385,5410,13287,10694,9694,5954,4069,-50701,-10041,349,-8559,-5187,-6750,-3901,-3411,-129654,-11852,11128,4237,7938,-3871,-1154,546,-134650,-15457,-3442,-7130,-9216,-7860,-3513,-2329,269239,-6560,588,-10569,-8207,-6420,-4244,-2640,difficult
1007235,151438,44832,48748,41769,20108,14280,9864,395381,209307,17235,14064,31978,10587,8500,3537,1060130,-44952,20637,17010,36106,4268,3594,2525,201044,-25434,28929,86348,8086,6330,6296,15922,242421,-82479,24199,9162,-13917,20060,4865,2630,943822,-78610,36623,26216,8888,7426,8366,4232,easy
309072,59223,25730,20753,10785,10138,7751,6101,436637,61209,20818,9581,18505,18084,16648,5666,-357050,-44547,30629,19936,-3976,-9900,-9428,-2429,-282145,-31270,-1506,11871,-7196,-8562,-10879,-213,379508,-2677,-9662,2196,-10597,-5246,-10576,1135,-250573,70551,188,10683,-9113,-8076,-4704,3247,difficult
549680,115943,32742,33079,12397,12720,8642,11869,949660,202899,41211,37421,19558,19727,18791,10931,-239996,-77233,-16100,-773,2821,-9463,-5235,3924,-831566,-94059,-25162,-35249,-10368,-11546,-15481,-7944,-409201,-63326,8044,-22376,-11435,-9163,-9922,2641,-119159,-113208,-658,41030,-9662,2143,-9960,5132,easy
