delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
295767,123443,16404,12384,7916,13564,419559,169381,31329,28653,22729,14532,25116,67098,-2824,-19188,-12743,1599,106683,-88522,-21558,-9023,-14190,3628,-314721,-52826,-10546,-10123,-11813,577,-312245,-109503,-24773,-26743,-20506,-9675,easy
259865,76198,25846,18365,29251,26880,193762,17243,14572,7346,6989,9043,214966,63767,26551,423,12463,23164,245916,147651,28915,46931,72916,32656,-96964,22961,2567,2903,9026,23266,-99508,1440,-12939,-6183,-5358,-7737,difficult
24627,11622,5055,2593,2990,7695,48533,32365,11781,8547,3952,9708,-43705,-29418,-10653,-5518,-1546,5315,-19689,-26204,-4217,-7156,-732,-4273,-19689,-26204,-4217,-7156,-732,-4273,-12540,-1146,-7819,-3988,-837,-4821,easy
364140,60020,10939,17693,11563,8249,30947,16849,8482,15167,7748,19850,-23500,-9514,-2264,-9382,-3629,-10610,31543,22078,-3655,-10937,-6185,-15898,938870,78799,13815,19097,17399,-7466,385858,81322,1932,11325,7673,-12429,difficult
451308,61111,17311,11580,9241,14921,415165,78654,22944,8008,23236,9833,-27688,-43971,1163,293,-20853,-5340,740155,61744,10942,6202,-7573,24320,-397874,-62165,-17365,11583,-6623,882,-170023,-25780,-17271,-3790,-20933,490,easy
253849,150304,44988,15041,15508,10582,233638,131759,14833,12835,3071,10585,-115587,-108613,4744,-5218,11727,5176,-211054,-69489,11031,5085,8597,3440,567111,337523,82905,12137,24475,-3971,-159627,-85241,21938,-3180,4949,-4658,difficult
104133,27378,6243,12050,11292,9911,619203,143274,6448,4863,17905,13926,-523025,-121862,-3252,3252,-14618,-8272,-384601,-120334,-4495,5390,-11233,-8433,-587145,-118516,6692,-115,7820,-410,-565510,-102871,235,20221,-8420,1054,easy
20258,25734,7405,5427,4734,8903,57602,18949,2819,2867,3481,2187,-36269,-12745,356,783,-1511,1961,-26598,-14276,1956,-227,-754,1117,-52083,1185,225,2660,6416,6200,-34428,52976,15808,7024,862,17584,difficult
48989,20991,6076,10346,7809,7611,45962,32155,9820,11506,8990,10295,30185,-14555,-4941,-4787,-4290,-6230,-30453,25249,-1159,13939,1968,4789,33866,-24307,-1450,-2584,6356,-141,-21491,-31042,-7428,-11208,-8757,-9155,easy
137325,27859,8961,10241,6128,8814,223489,40474,18387,12671,8935,11836,-15476,-32870,-13404,-8533,-6016,-10187,-130410,1086,-11063,12731,2682,3986,-199995,-27199,435,-5609,-879,3529,1226,8523,-13671,-8308,-7017,-9417,difficult
59845,36093,11754,6276,4265,11123,514965,23116,6119,7693,5074,15333,-394463,-6227,-3193,-1798,-1482,-9552,-425266,61813,16447,5608,-914,-1452,-497592,17552,12084,-4556,1449,7226,-503158,-21232,-2799,-4922,-2290,-13064,easy
14994,11278,3222,9179,4764,4545,26334,21414,13949,10663,5733,13872,15541,-9,-8530,-8401,-2225,-11313,-18973,-6470,-12872,-7573,-2262,-10613,-22590,-18808,-8140,-8698,-2778,-7864,-19338,-15259,-13368,18735,3389,-7519,difficult
373579,137196,16805,13137,8335,7356,75877,14323,4670,6990,6603,7769,310332,11031,-4255,-1707,-4789,-3386,-36805,7863,3260,-703,-506,-2675,398008,29675,7118,4870,3034,-720,519271,442921,42418,22128,9189,5129,easy
208855,66170,8715,19130,9637,5399,127880,13367,15792,14512,15549,9768,-68971,40085,-12096,-8324,-14317,-5987,-89871,-7348,-4527,-4541,5244,1254,-95297,15960,-12232,-7666,-9306,-8117,578037,162516,548,39002,-5271,-4627,difficult
51353,25420,7399,10047,5288,13369,118932,48513,9389,15624,9208,20879,-111612,-16431,5421,14547,-2066,4940,-49075,-3955,-7804,-13403,-6304,-17385,-81284,-33836,2070,-11687,18,-2054,-28344,-38149,-7648,-11767,-7329,-15543,easy
71634,34732,11041,4681,6693,10160,585357,21776,15026,11883,8872,12232,-521618,30429,8565,-2774,-3873,10296,-534749,-18706,-14501,-11192,-7829,-11053,-546637,29644,2580,-6494,10006,-92,-451887,10456,-12584,-8348,-7020,-7441,difficult
151588,19095,16650,7265,6586,9569,35352,23320,3223,3648,7151,18233,268662,-2532,8775,4060,1284,-12446,43392,-3861,16506,3571,-3737,-4377,-10694,-4560,12462,6101,1790,-6734,163584,-5949,15963,735,-1599,-11101,easy
658392,72219,13192,9827,7400,3920,708515,141276,9085,7482,8624,9021,156801,-81455,5205,-457,-3311,-6443,-174199,27699,23384,15355,10424,882,-694677,-119143,-7440,-6319,-6665,-8149,511582,-103329,-4722,802,-5343,-6695,difficult
176389,168249,53370,14224,9452,12529,511480,36002,3184,9764,6707,9171,-110649,-27362,226,-7221,-4659,-5580,-480456,17689,7771,144,1173,3425,-264799,562271,186441,26616,18670,7887,-484462,-23611,6305,-1701,-4205,7699,easy
167086,29564,8232,8368,3231,3918,842577,43409,15901,15213,9550,10112,-826688,-31111,-12693,-6784,-1745,-2369,-732493,-38146,-10982,-4742,-7912,-5568,-604334,34314,-10618,-6698,-7362,-7238,-538449,-20439,3617,-9156,-8259,-9601,difficult
60303,30434,16916,15362,7605,14634,760640,96488,27451,20415,13220,19866,-755187,-87521,-20146,-10350,-9764,-4615,-642663,-71922,-21605,-7309,-9492,-15284,-720646,-59748,-5433,2353,1574,1875,-682851,-45025,5043,-4908,-4780,-2906,easy
925500,84058,21623,14253,10553,10790,698352,70792,20466,13902,25227,15362,-642547,-54028,-19825,-12607,-23145,-13674,927045,-48986,-4072,-10567,-23918,-8152,731044,164195,23237,20317,-1838,9600,-106951,-8116,5289,4262,-9797,-6063,difficult
71154,23654,8524,6372,13337,6501,86432,9943,13481,12036,16834,7896,-80351,-3441,-11589,-8934,-13249,-4153,-74606,33604,-4814,1446,22635,122,-65505,11194,8376,-7269,-6898,3975,159349,13485,-11800,-7899,-16475,-5523,easy
178615,45954,10218,4363,9084,6882,20812,8936,1718,3893,4300,6621,44964,14248,5043,372,-503,-2925,562731,74397,10103,2033,22299,8303,30680,59135,13486,-447,-2490,-3448,-7163,290,5368,-79,-169,-888,difficult
77771,37049,10730,7745,7348,8712,67866,74603,23809,21193,3643,10764,-14621,-11285,-6735,-2803,2631,-1889,-6129,-62074,-12977,-20187,-1544,-8482,108373,-18120,-12995,-15978,-1348,-8831,-48005,-58737,-19608,-14825,15079,10995,easy
12403,13586,6223,4046,2549,11910,75375,29354,8701,9143,12613,11656,-71499,-17787,313,-4763,-11152,2522,-73940,-23353,-1703,-68,-8571,9711,-44329,-11757,-3892,-7674,-8752,-4243,-62119,-10177,-4632,-7884,-11780,-6975,difficult
542313,87835,13616,10329,12685,9461,368677,118341,9175,6527,7687,4733,1033528,99615,33702,22056,5926,9400,307080,-26855,-2674,-4437,13206,-121,-312745,-94771,-6667,-4347,-5105,-1666,-333319,-100014,-6597,1934,5964,11299,easy
234040,65725,29136,10596,8861,10770,118900,34039,3197,2341,3432,4791,519157,110378,54782,17897,15746,24865,-38189,38183,43656,9320,6459,3506,71483,-13548,3566,5247,-82,-1926,-91891,-8268,1752,556,-409,-2531,difficult
233983,38857,26481,15079,12226,11055,595648,18503,10865,14664,6961,7709,-593382,-13073,-5297,9547,3291,3440,-21857,67395,73702,-2930,15507,10807,-450028,23602,-939,-1375,-671,-4537,-381394,3490,-5003,-3583,2932,3673,easy
329182,39976,12180,14916,6914,7270,62797,12506,6710,2870,2857,3439,1193141,55145,16984,18789,6934,3111,-37788,27989,3859,7017,6014,2851,-49745,33093,6466,18631,3252,11424,-40070,-6348,-5431,3748,29,-2064,difficult
57718,37296,19388,14078,8022,5785,278057,20369,6695,6675,6754,5626,-266673,-503,3391,4130,2496,2776,-254574,-15165,-4761,-2907,-3127,-2405,-266073,-14720,-4939,-1692,-3658,-3015,-94038,98094,57079,30081,9359,3280,easy
76221,29474,4183,11011,5562,10633,36762,17775,3798,7004,8325,9678,42865,10572,-615,14585,4061,6792,25609,41062,-483,-3098,-5207,855,-13539,6682,2590,10654,-3456,143,102902,-11520,49,-6113,-6449,-3972,difficult
548783,73997,14392,10554,8040,2521,185044,46284,12181,7746,7302,8774,1173772,155528,23517,-1503,11112,-5616,-146524,-22620,-5863,-835,-5567,-7255,-129139,-29188,-5215,-3114,-3926,-6810,556846,7130,-3595,16684,1332,-5333,easy
924840,32727,15087,17976,6878,3724,222680,25148,7156,5781,3669,3424,-211075,-16577,279,-1605,-697,-1719,3252083,62389,41546,45720,8658,5019,-86422,-13787,-4829,-4181,-239,-391,-145948,-1709,-5274,8845,5112,-1709,difficult
291462,66553,30779,8489,11658,8670,426505,24911,6969,3107,3846,2337,-364293,-17563,4858,5741,10062,11109,-329615,23248,2277,1616,2330,274,-86624,50522,23941,6031,9701,8219,240358,110359,64163,8139,9154,5728,easy
33987,25939,7027,7615,8365,6980,257891,55624,14396,14931,10826,19947,-242278,-31778,-9852,1290,9672,-8707,-184873,-29202,-3070,-12722,-7476,-14301,-231962,-42025,-13031,-12209,-8011,-18250,-236504,-15737,-3522,-5625,-4029,-10611,difficult
235672,50966,11981,10220,5531,6320,154242,48110,11995,8496,10150,14275,645051,113693,29923,25973,2180,5050,-35061,-36599,-11444,-4401,-4241,-11897,-133670,-20393,-7671,-7134,-7805,-12202,-150601,-45278,-10863,-7543,-8610,-12770,easy
920976,66078,16827,17638,7854,5518,147416,27334,2348,7715,2707,4704,417279,114557,4094,-2,6401,-127,2665750,39445,47942,32147,13294,8126,-21565,-8181,-976,-4802,-961,-3558,32777,9155,6855,12349,1855,-1186,difficult
104330,51191,5791,7441,6521,4278,558457,44845,39182,11680,10682,7719,-467213,-40134,-36594,-6013,-7233,-4858,-419669,24959,-25616,1750,1035,318,-497871,-40562,-34184,-8199,-8724,-4850,-431757,81121,-37169,-4496,-1721,-4373,easy
303732,47641,12710,17612,7943,9493,404240,51459,28113,11116,10328,12715,619905,46756,-2795,22162,1155,-795,-347793,11208,-20148,17604,4242,6946,-281805,-44188,-18219,-8513,-9634,-8751,-392338,-29048,-20450,-5270,-5304,-10290,difficult
68839,40036,6669,5174,4377,4315,250270,23327,4444,8069,7426,5457,-163733,10323,1024,2846,-3557,3334,-179931,10656,3240,-1989,1597,-1037,-205580,11992,3555,-5125,-6193,-2839,-176482,33866,1079,-7312,-4044,-4026,easy
81450,55614,7763,9286,7616,7472,502948,84188,11077,22990,9315,8221,-339661,71021,2268,-13347,-2076,-2367,-368045,-67996,-6807,-16279,-2633,-6073,-496515,-63950,-10051,-17705,-721,6998,-481771,-53372,1335,-7484,-1365,-1554,difficult
489348,24813,4743,5661,2656,4468,159023,13287,5148,4743,4224,3743,-105712,4500,-3427,-3101,-2551,-2014,1587027,42643,9075,10926,613,8763,-101365,4426,-2967,-4294,-2240,-3095,-58652,-5466,-4300,139,-2096,-755,easy
161273,32703,5525,7001,12559,7096,52000,11155,5039,6566,10148,5014,101956,-3715,-4239,-6113,-9118,-4449,-40896,497,8323,10151,10301,6881,-23322,-4093,-4822,-4460,-7474,-1734,399353,93502,2681,2162,15933,7631,difficult
135519,23665,8573,13322,5588,8726,41227,19291,4321,5929,3302,8091,140257,22627,-2520,16958,-499,-3227,-25627,-13068,18079,2915,2810,4404,193864,-11855,-3009,1070,2260,-3620,68675,19792,4456,8629,4572,4981,easy
650406,47641,4621,11363,6701,6359,654768,94844,31720,14832,9620,10146,295511,-16078,-28598,-11828,-3514,-7158,316567,-37145,-26312,7225,1679,4503,-588561,-87007,-29983,-12595,-8411,-9096,-40966,-48584,-23503,3320,-1431,-3399,difficult
134065,31611,15551,28453,12252,6011,75714,45987,10172,6768,5129,8408,-64132,-42160,-6209,-810,169,-6318,292579,-10054,42774,84250,31407,7423,-13206,-4980,-7797,4310,-1194,-5356,18161,-311,-7252,-1010,-1889,-5336,easy
40096,34666,5189,3781,8273,7734,49283,37754,12167,8943,2432,5270,-16589,778,-7310,-6031,5179,12585,10177,-16520,-11121,-7994,11990,-2950,14246,39087,1089,-804,605,4415,-44584,-35697,-10571,-5819,5588,-4196,difficult
1718786,158461,14817,19831,14675,11548,517386,47780,19985,26015,26204,7945,2921081,412482,4365,-3120,2467,21148,1973708,20603,-8585,-10486,-20584,-335,206982,9038,-3596,7430,-14722,-1713,-296170,599,-12858,-18562,-13279,-4688,easy
408154,94691,9189,12713,11827,7730,1304580,129563,23493,20074,18861,21625,-915854,108196,-10359,-1972,177,-23,-1067128,-49419,-12234,-11102,-14224,-18466,-483508,-92624,-17983,-5094,-7276,-17616,-1119215,-105642,-16641,-11276,-6815,-19477,difficult
74847,20594,12329,1724,4807,6750,320672,74816,10027,8485,8881,9738,-277217,-73238,-5795,-6217,-6958,-6838,-304558,-61374,-980,-5784,-4894,-3975,-289260,-49883,19723,-6792,2357,5390,-112264,-32393,-3739,-8252,-6803,-6531,easy
66122,26681,3913,7172,3411,2660,90360,29002,7342,5940,2694,2816,-12995,2615,-5791,-2632,-310,-185,54891,10216,-1033,13870,446,11,-82860,-25817,-4032,-1932,2735,51,-55990,3700,-2860,-4380,-3,-501,difficult
76293,15637,11479,16392,11965,8804,59063,26434,24064,7906,15311,15972,-7670,-16771,-22760,-7099,-14787,-14715,-41840,-13866,-10928,14929,6740,-1435,-43434,-14257,-12009,15125,-10257,-7541,161863,1707,-4644,10989,4918,-4981,easy
39379,11317,4467,7544,5828,11986,777068,233751,12993,18774,16920,26972,-650666,-204058,-8048,-16363,-15300,-23910,-757090,-229444,-11043,-13165,-16375,-22553,-773269,-227867,-9626,-12327,-6668,-15916,-769732,-228369,-5386,-3066,-6026,2435,difficult
273456,55234,18916,20248,17003,7426,1161760,88436,42008,15737,21155,18808,-1068440,-75142,-40703,-14193,-20540,-18429,-1113628,-38151,-13008,2856,-14262,-14138,-1092535,-23434,-26352,21396,14884,-9394,-278612,3919,-12306,7985,3308,-3567,easy
47645,24666,7142,12500,3981,12187,29993,19595,3079,13540,6673,5084,23954,-9112,1552,2629,-4850,-969,-18236,-7459,9486,-2642,-3678,9699,44826,42974,3534,5735,613,22160,20062,-6119,1678,-9883,-2852,-2477,difficult
492517,113673,23225,12230,10297,11531,453658,67105,17925,20233,9490,13891,-245416,-36071,-17346,-16250,-8629,-13459,-363891,-15256,2481,-11239,-5486,-5733,1012493,274166,32416,2698,22321,7057,-247751,-36566,3648,-7221,-4979,2694,easy
436125,51165,13857,20214,23560,9098,20251,21552,5455,11663,8107,10034,-2927,-2105,9650,6633,60218,-2972,-16807,-12837,-449,-10728,-6302,-7719,-2721,6954,10634,14346,9300,6159,1685950,126439,13771,23952,-1403,788,difficult
293668,43138,18751,12694,10206,7909,369930,100929,18699,10268,3331,8074,251115,-41354,29246,19659,3267,3022,-311181,-76796,-2609,-3757,5372,-3062,-269479,-65529,-15462,2265,-509,-3324,24498,-47486,-10966,-8465,19371,2705,easy
939129,81159,20294,22931,14790,9071,577205,29999,7775,15742,10707,5808,987032,-2574,-4287,-10236,-4369,-1316,-203731,-12531,177,-7625,-3022,-2591,-66002,155774,8005,27740,14537,1449,730397,63970,46182,18876,9186,15511,difficult
418692,67520,15526,16657,8992,6662,457844,105885,37965,11053,18803,34243,202469,-50762,-33746,-354,-16279,-31174,63485,-53401,-9058,10733,-11074,-28858,22576,49437,-13615,3120,-9528,-27586,-445140,-98736,-33337,8915,-2364,-22706,easy
218960,45896,28945,9469,3836,5052,1274760,252868,58293,77970,32452,8646,-1124306,-123116,17465,-57998,-27917,-752,-832740,-242492,-53832,-75652,-30936,-6985,-1193890,-221094,-23696,-63550,-23917,171,-1072263,-241188,-57331,-76805,-31695,-6809,difficult
95733,25580,9669,4680,2801,2810,239423,60508,19074,11350,10836,7334,-149446,-2421,-12179,-5909,-9680,-3289,-229937,-57115,-18212,-10747,-9744,-5762,24495,-32489,3090,-2043,-4719,-5289,-219872,-47688,-10320,-7980,-7997,-3756,easy
47391,32415,11417,13237,11451,13582,323692,37420,10698,11183,5987,5298,-291727,26653,5139,-2180,14467,11240,-305703,-22485,819,4356,4886,12746,-304204,-11591,-7540,9075,5015,9814,-203571,-12598,4459,-3036,-2513,-663,difficult
774442,73218,10149,6990,5819,8422,316851,48047,11438,14788,22571,3442,1203181,-9505,-1841,-9800,-17524,525,-147578,-46207,-8661,-9090,-20346,-803,528279,34682,-73,-7112,-14178,8654,246483,121714,5418,-5189,-14960,11544,easy
373077,52435,13172,13622,5610,6353,297995,35007,8224,16145,8700,4648,-255789,-27058,801,-12971,-7522,-2683,-134176,-26319,-3516,-12893,-5153,3083,712632,125467,27884,28172,4121,6836,-22339,-2380,-5378,-12402,-3805,-417,difficult
286489,77632,12067,12309,18499,7432,168240,89132,9543,24999,17684,6215,-120207,-56543,-8965,-24426,-16676,-5622,-161209,-64617,-5415,-23163,-12279,62,-108430,-26461,15516,-14372,-9555,-4152,862843,101621,8960,11199,41769,14579,easy
115378,27301,6006,5692,4785,5919,263733,27090,12183,4919,8620,19907,42546,39250,117,120,-2877,-15625,-247551,-7327,-8380,4148,110,-6095,-161591,-17054,-9582,-3003,-6559,-16687,-226823,-14025,-6865,1825,-6014,-17545,difficult
752041,72675,7372,4234,4525,4036,1568685,55214,9428,15193,14969,11396,1006591,119966,190,-7358,-6098,-5726,-1351369,-47459,-8477,-13520,-12140,-10300,-1518097,-25716,-5270,-13226,-13965,-9713,-1403701,23051,5332,-9732,-9572,-3700,easy
33124,9382,4578,5075,4180,5054,271452,32191,19313,14835,10203,9252,-266497,-26990,-18036,-13950,-7801,-5094,-177584,-21354,-13698,-12703,-8855,-6479,-263848,-19076,-16635,-13475,-6453,-5360,-245385,-23818,-10570,1089,-983,139,difficult
47683,10327,6957,5328,1488,4058,30745,20936,4120,16730,13930,3902,78186,-18572,-2975,-15122,-13581,-2992,-4760,-11440,-231,-14421,-10269,-116,-16806,142,15485,-1154,-13047,6674,11133,-12566,-930,-14911,-12870,-2943,easy
190879,39657,7313,10454,5904,7087,612113,248451,25947,19250,9485,16157,-530832,-215018,-22999,-17252,-8274,-13830,-577725,-181372,-23959,-4381,2944,-1903,-594627,-236049,-24612,-18146,-7375,-10576,18246,-202736,-2968,4594,-1619,-9970,difficult
