delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
71763,35720,11853,2788,7264,6058,196421,40225,8727,9412,15207,6979,-34393,-35879,-7265,-9042,-14085,-6183,-189871,-302,5439,-4994,-1642,7107,-149709,22665,11203,-5835,-8102,-3687,easy
762236,180683,66494,29735,24075,32504,442070,40961,43141,25078,21838,11336,285857,17724,35299,-17743,-9810,17263,1047632,403948,36068,48623,23979,41268,-372992,-2507,-1309,-16908,-7457,4974,difficult
248756,15256,5766,3112,3811,3335,1089289,220540,25870,30134,53594,18327,-499614,-193526,-17292,-25975,-49364,-14263,-1064436,-216402,-23037,-28005,-50862,-16834,-957550,-205925,-19983,-27085,-49123,-13880,easy
895146,212229,20169,62330,50085,16361,571342,119618,31141,48714,26612,13902,-28888,22620,-18541,50867,71041,-2683,1070588,360630,5533,-1247,11790,18437,-70288,-105416,-19907,-8773,-12412,-8377,difficult
631064,73319,14154,15708,11123,7485,423495,112682,14046,15315,13449,10828,290660,50142,7076,20665,166,4703,-378883,-102541,-6897,-8025,-6296,-9111,710931,-65691,146,-11461,-847,-5621,easy
529954,92987,31565,19076,22148,14271,568734,74404,24169,27741,21760,22232,-429018,-17382,9768,379,3243,1942,-401972,103399,20114,-13011,8596,-10518,714650,-30269,-7694,-13362,-10676,-15307,difficult
693842,125582,23586,40222,22374,31081,1230761,279418,53249,63173,50602,40173,348199,-114889,-16044,22754,1265,34632,-893175,-251414,-28480,-56714,-40709,-29784,-1065782,-95204,-44464,-34893,-45239,-32124,easy
931030,145554,18866,32012,45936,17977,761860,132516,39366,31492,21509,21413,305849,-46083,-11132,13232,40280,-5952,-691330,-97089,-30818,-17539,14567,-5234,892990,182287,-19549,5866,18434,877,difficult
647597,167808,62814,35462,32893,26470,580586,158919,30579,19166,23208,15176,-388987,-30212,-3650,2761,1102,-8740,-39812,-40666,44834,27389,13729,38838,629832,97545,55520,18737,14224,3784,easy
653912,198730,20120,20776,26276,17940,537812,134643,21062,10231,15438,14769,-459834,-120672,-18615,-7664,-13636,-14040,155125,-127423,-13466,-6793,-9248,-12188,653008,440357,29255,46093,55397,35742,difficult
61947,25076,6333,5835,5938,7320,1355115,246148,25550,41935,21726,29169,-1263586,-215533,-18200,-40176,-16897,-23695,-1341710,-227415,-18510,-31535,-12846,-17405,-1274208,-220269,-20942,-36590,-17621,-24447,easy
324534,69126,16703,7592,10115,6057,297129,507266,26588,42612,40141,15115,370917,-366085,6589,-27413,-14674,-866,-68162,-469726,-12534,-36518,-36365,-12653,-220539,-478609,-23710,-41129,-39040,-13654,difficult
163843,49212,23761,6114,17174,3318,985973,265589,75626,28287,40489,14939,-673808,-196379,-47433,-19166,-29623,-11615,-935358,-215339,-35492,-22933,-2283,-10482,-857223,-237413,-72670,-24419,-38040,-12767,easy
738488,300505,43629,35553,67422,22321,695092,256792,17877,30239,22010,16379,11822,-54954,73918,-9504,110823,23020,-461796,-152251,-10302,-15574,-17114,-14227,580161,338344,13641,41021,42527,9033,difficult
403177,58229,12951,21626,10217,3668,279713,37959,11022,15173,7926,9104,-123391,-579,-6789,-9122,-172,-6781,-122831,50563,19762,29977,10050,-4073,616614,10826,-7186,-1495,-3004,-5454,easy
719845,63998,14570,11353,16391,10425,1138124,150913,32823,60327,18582,27478,-96433,-87331,-16863,-47953,-12988,-21365,-1092917,-75518,-19990,-56405,-11620,-20649,-65486,-97897,-17906,-42564,18036,-9144,difficult
1482497,329264,37554,56481,88566,54134,240574,33934,9523,10943,9171,6673,-101512,41404,39345,15901,19408,1817,189685,380466,6205,10127,12709,18348,3637597,464121,38542,110585,206069,122218,easy
776242,108831,15877,19129,22322,19965,179329,25075,16637,6916,10406,7081,-87177,34033,-4297,20308,10836,2554,2044088,204090,16033,22129,31235,39372,-166171,13145,-14016,-5799,-6323,-3274,difficult
250828,57639,18070,26251,8654,12844,207848,32429,4904,7640,4486,3609,401951,42164,13459,12098,799,18365,-127869,19239,13364,2413,-207,583,-145142,14228,12674,41321,11913,8756,easy
86826,76868,37085,6682,9757,8371,211975,69165,51816,22753,8576,15305,-32952,-34036,-35459,-18514,-974,-10209,-171248,28573,-4367,-14850,2259,-5297,-171248,28573,-4367,-14850,2259,-5297,difficult
249369,18192,2973,3051,1901,2202,982264,197456,71885,20801,25771,24200,-693102,-173263,-69212,-17765,-23073,-21436,-756543,-177835,-69531,-16792,-23750,-20961,-749041,-186693,-67992,-18693,-24786,-23598,easy
1014047,619484,33713,31815,41437,33698,925297,94286,82281,16022,41248,28261,1773929,1661242,-5166,58175,74033,61915,-775933,-1922,-61113,3290,-35375,-21043,-731747,-83727,-79426,-14087,-38091,-24561,difficult
273217,125825,12252,15668,8021,7035,235404,50018,7588,11225,8301,7652,408834,228217,4292,4253,1878,1022,-165581,6763,5790,10251,-1045,2613,-129813,-7559,3911,-1175,-1674,-5486,easy
1087300,81755,26679,10063,8007,11910,331063,97496,37249,23696,15895,13317,1805783,26474,-790,-10230,-8193,10139,715984,-20097,-15880,-10522,-10124,-6908,-253055,-53601,-15039,-20148,-5346,-7451,difficult
172103,95475,28698,14921,8894,4458,395502,110304,39389,20315,21273,10750,-273022,-60056,-19278,-11083,-13597,-6495,-238730,-75081,-18421,3481,-6405,-6876,-158444,90651,5625,-8581,-17134,-5504,easy
502419,96201,25237,26491,21044,26043,819521,204221,28689,35318,10308,12380,-183173,7234,28181,31676,38843,56665,-304882,-166760,-14398,-31016,-4994,-7262,-463250,-164533,-24138,-27142,-1642,-8415,difficult
317657,60065,11357,13831,11090,3808,265209,37319,19396,16499,22306,23931,23624,8128,-9488,-11549,-8606,-18532,233550,26417,-6562,-3699,-12597,-21822,-99829,33694,-8067,7243,-12444,-20014,easy
428770,84372,24570,22866,26244,19549,197022,76466,10358,16698,12982,10929,-140870,-13823,15825,-13699,-3431,-4137,-60400,987,-914,-4750,-6068,4167,896513,36555,27726,36952,49284,25831,difficult
79276,15378,15539,25734,15019,10469,300789,36314,16667,13941,15536,11370,-287525,-26384,-5931,37656,10385,7658,-146571,-10173,6523,-9989,-9021,-8512,-230442,-26252,-3976,7713,-2915,-1848,easy
315943,59183,14056,9606,5900,4100,233424,54242,26440,15877,15718,5727,511531,98490,13071,10065,-853,2229,-144613,-36506,-25630,-13772,-15069,-3131,-119361,-47162,-24592,-15106,-13531,-3979,difficult
1428326,124727,28557,14344,24443,14431,253464,65074,26709,13538,21273,13934,1376626,1533,-7465,-5767,-1444,-2905,1353256,117576,3417,7610,-8316,-529,794704,59851,9591,576,19270,4925,easy
90581,50512,12174,9688,5814,4572,116729,62438,15077,20674,8594,6852,99420,7747,905,-11344,-3949,-3117,-94189,-17413,-5990,-12582,-2086,-3859,-83676,-26111,-3623,-9031,-2305,136,difficult
380789,159403,23299,16443,14409,12560,355299,83040,58793,14172,8836,9749,-238949,-45815,-30779,-1486,-4080,-4941,-138608,203042,-56190,-3324,3352,10220,454028,71862,-19513,11624,17447,3154,easy
112155,26550,17707,3231,7566,3581,304958,55471,15785,8927,5993,5885,-270280,-51534,-8121,-6639,-3123,-4491,-100501,-23986,-7044,-4780,1200,-2204,-207629,-11242,20930,-5670,6642,-217,difficult
266952,38547,5737,22885,14356,8810,73165,126636,14979,9833,20386,19319,-55276,-112058,-11679,19400,-11641,-7508,671245,-33372,-4206,28698,12401,-7267,-34608,-118836,-11841,-8941,-18851,-16752,easy
