delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
82343,66390,11291,4349,3865,4442,1752,483,828106,54153,56123,52174,11354,20347,8562,8978,-804480,25346,-42803,-49884,-7748,-14788,-6575,-8423,-687046,-872,-46861,-45766,-7231,-17023,-7045,-8567,easy
308498,90975,28637,11184,12909,9342,4066,1391,1128974,242873,50331,45091,32084,32088,17908,3603,-876698,-158997,-12605,-40403,-16960,-23876,-12462,-2459,-764254,-144799,-30784,-27411,-21390,-21617,-15222,-1966,difficult
163611,28444,23418,21053,3786,4649,4222,1221,526449,92660,17713,12591,8616,7865,3132,1619,-339023,-41445,21865,26425,-5522,-190,3131,383,-386653,-86988,-10455,-9501,-4139,-6242,-952,-1179,easy
250824,129219,15268,41772,5892,3202,4668,1270,1253461,175604,22905,35122,19008,10567,6904,5680,-1057360,-135951,-11153,-33313,-17520,-8761,-6161,-4383,-947914,43181,-4121,46613,-8713,-5969,1689,-4437,difficult
451899,70350,56616,12870,39480,14826,6453,3910,1333844,98407,56969,22225,22617,19719,12990,7913,-797598,-8468,44202,-3836,51095,188,-5829,-3209,-966292,-47647,-44908,-14874,-17370,-9975,-7246,-4797,easy
23749,17461,2334,4895,23582,35817,1927,1581,734617,373117,113975,34810,23133,15313,13463,8734,-698272,-355639,-113091,-26420,13651,43573,-9974,-6171,-723464,-355674,-110191,-33411,-12754,-2565,-13098,-8135,difficult
1004586,110260,31481,57265,22008,61903,20997,4148,1274456,301585,88890,62846,48434,21213,24781,11383,-870596,-246281,-82532,-30346,-38174,27401,-22790,-7984,330856,-136370,-32287,19183,-14679,53979,15221,-6486,easy
542854,24985,6862,10465,2518,19144,6566,3728,663644,72055,18599,10407,13864,10733,2676,4984,-341762,-46038,-14337,-2892,-11235,23578,4221,1340,100181,-48102,-9138,3008,-11458,-6756,3558,-3852,difficult
48219,43944,3218,7515,5580,6982,5118,2302,390717,102005,21947,10513,8173,13770,6501,3151,-388630,-98720,-18458,-1664,277,-4481,700,-72,-296366,-17403,-19001,-4332,-5463,-9096,-3467,-1626,easy
36669,11934,3851,5527,4163,5454,3269,1917,471704,56683,19855,11363,5608,5527,1351,2134,-437470,-46252,-17294,-7003,-4797,-810,162,-228,-432601,-43247,-14714,-4669,1907,664,3673,-206,difficult
