delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
674713,163234,87963,49817,68206,51683,18254,11859,998055,-12058,-54973,-12907,-25443,-19190,-8029,-820,342874,-23425,-71732,-40725,-51540,-34449,-7899,-8166,easy
769864,159788,59393,44236,10734,20362,12678,16653,-519129,-130141,-56590,-41363,-2347,-16872,-9502,-13081,316484,-130360,-43493,-6566,5594,383,-735,-4428,difficult
21042,22702,8486,7020,7513,8655,8387,4872,543181,42988,23964,43343,18109,17379,14899,7268,588025,-7486,7977,-3384,7604,-2282,-3750,6146,easy
1915221,362487,57599,21510,22862,31443,22971,19516,1487830,-149615,-31209,39752,43335,8906,23445,-815,-1027071,-93409,-51989,866,-13710,-18185,-12897,-12808,difficult
371574,115277,12506,17706,29873,10529,12156,10835,-361294,-100610,8436,7470,-17033,-1056,-6515,-8017,-364149,-101425,1511,-4640,-7424,10661,-8355,-6577,easy
406253,340844,74651,19450,21628,40138,18914,12952,-396113,-294938,-66771,-7267,-11327,-27065,-6587,-7225,-302086,-285702,-62083,-9893,-10281,-33074,-14568,-5987,difficult
182432,37686,5164,7566,10466,13983,7845,10680,750096,833,41175,19353,6234,595,3404,4325,270271,-15323,27015,26764,-3637,16050,11507,11722,easy
221660,25346,11675,23564,10344,16045,6627,2396,32037,34133,-10830,-12214,-2492,-10224,-2529,5298,-46990,-11697,-4760,-20218,-7782,-10663,-3602,533,difficult
473269,64423,9775,6362,6518,10968,4540,3351,-282444,116039,-8157,-1309,-1157,-2498,3826,-955,141009,-8521,-1501,7468,9981,26329,7482,10859,easy
357383,277608,30169,29647,52169,35515,30451,21102,28745,-217131,-17952,-14303,-45283,-18970,-21189,-15668,-345104,-266524,3380,-20589,-47389,-29432,-23701,-18146,difficult
869265,68993,18490,24869,19920,9258,16577,9684,-857896,-42001,-9395,2924,-7725,-3969,-10942,-4879,-852289,-48242,3228,-20224,-17551,3336,-13349,-3014,easy
258110,134700,3232,18458,11840,11301,10618,7681,-185982,-109203,9949,-9563,-9121,-3228,-6607,-4638,-69277,-68998,2464,-12045,-6206,-4240,-5620,1039,difficult
264524,82454,19510,5726,14263,13291,4248,2998,1731625,97992,5782,23703,75103,36479,3210,6748,-89045,-56585,-14832,-1265,-9119,-5312,-2297,-45,easy
213520,136663,102757,10526,15641,18577,22236,11715,1339592,112471,-85699,9815,-1750,19661,1454,54,-26111,-52615,-48300,780,5386,-8691,-7263,-549,difficult
462571,389426,36476,84835,66549,51408,23059,22092,823106,-227859,80782,-65479,-21534,-21192,6593,11045,1886695,936404,1045241,443063,347340,257234,70500,81869,easy
819707,58684,48702,24181,17396,10606,6495,10823,-590254,-54736,-46506,-23371,-16660,-6976,-5123,-7877,-16445,1117242,33832,10815,-6405,21378,16373,7361,difficult
205019,31419,7163,17767,8711,12260,8853,8303,-184668,-8328,9141,-11765,8660,7254,-4519,-2811,-182748,40466,-4526,-1123,-7557,-881,-5047,-1953,easy
1810592,389422,288138,71921,51148,80609,107922,44796,90096,760300,-248667,102433,15061,62174,45698,41249,-1058934,-303355,-237493,-48801,-21160,-32330,-65806,-28030,difficult
1402498,76249,52842,43206,9591,14157,11455,13101,-310323,84903,40242,-29312,14640,8593,8792,9736,183874,-20575,-45980,-22551,-2749,-7835,-6960,-7302,easy
937642,107871,19969,14479,12503,31398,22131,8620,1292799,81696,32685,42160,22107,-11423,9379,22926,-241495,789981,5828,20624,5228,-16266,4763,-624,difficult
758782,175087,43724,11077,12812,12310,12202,7038,-623276,-122177,-13744,1570,-3423,-1404,6930,3781,-367705,238290,-33193,32022,3458,23221,32526,25714,easy
1961116,373672,57286,32985,25025,38734,41431,28741,-1906197,-348870,-51046,-30213,-21564,-36426,-39490,-26989,-470276,-138774,1390,-7716,-8721,-8185,31260,-13311,difficult
787231,233521,24088,20522,15386,15896,11329,19846,-217713,-131758,-22882,119406,9516,8345,2275,-5642,-771595,-219624,-22773,-1293,1290,14081,16062,-6101,easy
1380526,300330,30204,30063,63596,51923,28102,31078,-1019984,-212328,-21214,-23650,-59837,-43765,-20075,-24467,-1236789,-283433,-28856,-24443,-56883,-43195,-22965,-25696,difficult
916842,109277,12263,17241,7501,6640,12079,7089,795709,-76888,467,-11336,-5488,-2562,-7544,-2693,72117,16160,22665,-11060,1461,8596,6474,-4307,easy
681573,447410,135257,132330,102159,98251,29228,20511,-247497,-418061,-87270,-130326,-68600,-78260,1132,-12067,362387,-375443,-112754,-128894,-77838,-90361,-23613,-19477,difficult
599661,139602,75467,40757,34545,23200,34196,14155,716811,-43817,-56911,9031,-252,2550,-18476,3047,363539,-87904,-54701,-17671,-17206,-17771,-28239,-9470,easy
579683,89278,79719,120886,85572,46952,35211,13542,-574649,-71270,-69688,-118880,-62393,-32369,-23364,-5556,-341693,-71379,-76734,-112184,-78689,-38995,-33964,-13262,difficult
1277268,356868,143543,33839,37315,21145,42668,27021,-1188756,-276508,-140701,-22659,-19843,-16683,-41116,-24279,-1235518,-234258,-129744,30277,-35484,-8479,-24979,-16186,easy
1016061,32107,9111,12967,8671,15961,6202,3043,-888548,-11625,-1324,-9825,-5656,-14705,-4475,-1228,-990879,6019,-6397,-9199,-4135,-11656,-4876,-864,difficult
1423730,284518,56002,45224,21426,32917,28831,21118,-1404463,-271660,-49349,-42588,-11398,-18254,-12576,4242,-232241,-149829,4359,-38204,-4716,-22879,-25251,-18320,easy
922470,168819,45553,59143,71779,47044,21413,16268,1436718,-72111,-25502,-19705,-34978,-33099,-5030,-49,165917,175424,-4608,-41808,-39805,23524,-751,8330,difficult
759115,105663,21034,18086,10834,10928,5848,7265,1181909,92754,338223,145426,87466,18505,38796,67168,424214,102801,-2809,-10459,15857,23924,19008,10480,easy
1339453,103149,53583,45213,28887,26486,14377,7512,-906420,-58482,-50676,-33980,-23354,-19910,-10370,-6133,-671005,-39203,-48145,-27979,-20347,-15656,-6158,-2219,difficult
1040289,284191,82331,33083,27868,26872,33441,21999,193706,-245965,-39278,-28824,-23298,-8689,-26609,-20273,-213259,-198246,-44707,11550,-11746,-14841,-20557,-11332,easy
1072203,348885,33402,20108,22968,35719,26207,14289,444769,-46663,-5734,-6102,4501,-25460,-18201,-11037,-850209,-328393,-33023,-15949,-18343,-32922,-24962,-13449,difficult
486752,145505,34150,23217,29181,24596,18210,11371,-274606,-142362,-32088,-19178,-27068,-22266,-17400,-10235,-459003,-129484,-12564,10388,-22615,-11585,-7539,325,easy
1590162,753330,90007,61787,117014,72274,33813,57978,221767,1168593,213494,175218,173355,71462,26171,45660,-1330960,-740916,-66195,-50485,-96168,-53085,-22283,-50883,difficult
36482,12623,2701,6344,14442,20757,10184,10987,30612,55696,22023,26117,3770,-10102,2203,-2474,21708,23824,-306,-4022,-8889,-16443,-7495,-10360,easy
1463041,331211,56357,55383,25025,32363,31815,35346,-1184572,-297604,-30097,-49293,-18687,-16891,-27327,-27231,-553172,-99745,-10428,-17785,21866,-2619,-20657,-17867,difficult
884743,218998,54862,70949,15172,21092,16859,9836,-759680,-211609,-46598,-69926,-13570,-18444,-7972,-7555,-30687,-117048,-44723,-35577,4651,4493,-6054,-4628,easy
477815,108768,46302,51494,18114,25727,21144,7424,-213529,-23893,-42560,-29070,-408,-15248,-14010,-623,37794,-63947,-44898,-41058,21631,-4499,-11757,-1624,difficult
910272,284841,21242,34892,27795,17334,22723,13057,-618934,-208848,-5222,-12098,-18782,-6495,-3336,266,657638,-192804,-8233,-21279,-4277,7764,-10076,-4349,easy
368783,181048,176673,89185,43949,44671,36359,9612,-131149,129516,-159468,-65778,-13159,-11274,-16583,2569,635938,183986,-110952,72759,147599,78410,-12983,1422,difficult
796514,398855,34373,17235,17747,11990,10637,9654,718998,-106580,11427,81419,-1998,21340,44567,16752,1297044,455333,19,80261,95538,85381,40055,9642,easy
618676,141771,30362,27327,18460,16246,7951,4964,303152,-40605,-30185,5463,1005,-5589,-2214,-2581,-195132,119398,153357,2621,72890,103757,63793,27121,difficult
1527866,672421,45689,66180,34743,61147,26268,27496,-998268,-535109,-7542,-56261,-31971,-47900,-15867,-24095,-1188758,-625455,-40972,-63247,-31809,-57354,-24787,-26269,easy
1418211,843621,66422,71291,53518,63285,42247,30348,-1198950,-805744,-56512,-68393,-50485,-57804,-38172,-28501,-1205819,-725175,-22139,-60281,-48869,-45350,-34868,-19311,difficult
407461,235176,56632,14433,20872,8336,13516,9130,503613,-148864,-23584,15241,16640,20074,31129,7431,1866134,115400,-30824,-11431,1788,49099,6556,12938,easy
379126,51455,13952,7153,2847,5559,5698,3346,411348,48122,-7533,-3653,3091,-3163,-2048,-495,1715451,159959,72015,16802,28668,29032,27013,24117,difficult
660263,149486,45521,61499,38264,38697,24007,36494,-219316,-113559,-10120,-38385,-17757,-30529,-16572,-23855,-546836,-114373,-38655,-52948,-24870,-14677,-20038,-35235,easy
812698,172503,66415,44259,24816,23644,16826,28080,8372,-85777,-31668,31612,-10362,-7369,-4136,8460,-393810,-56265,-29135,-31016,-14153,-13325,-8244,-15039,difficult
1333878,162561,31782,13221,22011,13266,7892,5659,-559153,-118639,-28767,-7848,-16221,-4965,673,2386,2299719,182192,20850,11130,19023,25394,4276,24399,easy
484856,116048,22134,19137,10544,12802,22654,9991,-79483,54749,-10838,4070,8982,7650,1681,7965,-453088,-76821,-20432,-2792,-3689,2284,-15674,-3840,difficult
1073954,126603,54314,17445,13319,10755,19153,13868,-988015,-52150,-51053,-14780,-10229,-1349,-10712,-10929,-903456,-64513,-25140,37815,265,12304,-7044,-8176,easy
1030658,138440,60362,50745,33781,42101,29451,35169,-1007449,-117983,-55421,-32546,-20202,-30375,-10653,-19166,-947601,-88384,-24591,-45645,-26375,-31029,-21250,-30680,difficult
785996,77580,41936,30000,21534,22746,16659,11529,-181404,432252,545,18923,21001,21181,-5121,-6199,-628116,60973,9541,-5075,-7811,-6063,-3030,-9088,easy
1244226,638944,58925,49674,75384,118836,50157,71818,-1089249,-512781,-55787,-24087,-65516,-111733,-34173,-64170,-590360,-553303,-45183,-42013,-68847,-105985,-45519,-68605,difficult
677882,132255,30659,14482,32966,16086,17797,10350,-420714,-35448,12525,9025,-24946,286,-11811,-6204,1406566,164521,58316,167376,64911,108054,41883,41364,easy
387841,96077,62987,41034,24159,27991,17945,14352,-380176,-75655,-48805,-20974,-15318,-17679,-1187,-1479,352250,420996,25279,-80,-7078,5439,23248,20426,difficult
837405,184908,43337,12673,21308,36170,25940,12801,204210,-72047,-18652,41287,-7773,-13334,-5820,-6227,-375444,-17751,-4704,-10256,16941,-3441,-16210,563,easy
1083951,111263,13806,22978,15358,10372,12294,9144,-946883,-80130,-8652,-17809,-8281,1131,-467,-4982,-719393,48338,9773,-16273,-5765,3247,-1996,-979,difficult
1367158,247507,43255,54691,22051,28057,22542,28329,-1040239,-145679,-29132,-52367,-11794,-18644,-15785,-19908,-268099,-192513,-33553,-47375,4255,-9221,-10999,-5654,easy
987102,162102,30009,76432,55139,41189,25101,23945,533454,-86409,-8787,-12085,-18606,-12105,-8343,-19995,-623018,-111677,-21449,-64889,-42060,-34214,-23547,-22142,difficult
379673,134741,25893,24174,34688,18142,13897,13318,-331718,-76047,-13562,-6465,-14199,3998,-2076,-9569,-280817,-113889,-25357,-23359,-32949,-15526,-12547,-12837,easy
397289,38880,16303,10854,7425,8766,6683,7171,22018,-1448,-14102,7007,2110,4170,-1646,1434,1008928,134384,434941,126099,128242,66582,94911,32691,difficult
702762,164930,28484,31846,35360,40687,26393,11740,130385,-145841,-24084,-25572,-26690,-32619,-23740,-11038,133731,-125221,-12249,-12279,-12005,-30631,-19306,-9052,easy
928991,320969,43545,17133,13079,13935,13322,12647,-781516,-110598,53502,99751,57336,6247,12868,1984,-211441,-275859,-38285,-2144,6253,5323,6696,-3118,difficult
417996,40406,7518,15114,11113,10085,14937,7654,-167253,8044,-1874,-5363,-2798,-239,-5379,-326,-302919,-34014,-6547,-13968,-8985,-8673,-14318,-6612,easy
1090178,163313,13267,34205,16958,14668,12284,10103,-761556,89312,21772,-7364,-13409,7040,2469,-5415,-828554,40999,-3453,-33167,-12087,-8736,-6887,-5499,difficult
578112,124524,78997,24565,8947,33310,10056,13653,-159706,-82756,-65982,-10863,5492,-14826,1256,596,-165700,-101518,-63679,-15426,-3635,-25907,-4628,-10715,easy
530082,191373,27270,47485,22868,40774,35738,23546,24510,-163144,-18560,-39691,-12973,-33152,-24246,-14125,905557,-84942,26926,-31601,-19067,-36051,-20681,-19649,difficult
1187115,529142,138971,113894,121228,50404,54190,49713,44956,-471679,-127047,-107464,-108955,-38653,-43516,-42102,-884230,-484855,-134507,-103847,-114596,-47415,-51283,-46817,easy
601080,121676,38068,18739,24730,24819,25128,21091,1909114,597692,-20315,20604,-938,21976,89152,661,1498218,67327,-26922,5373,-16819,-7855,-18729,-10623,difficult
132772,13938,4663,3572,13631,12923,6544,7614,-121173,21411,3389,3855,-4350,-4365,2287,2675,-106925,13631,10883,-967,10765,-1853,-419,875,easy
191350,176114,40573,32516,44802,26334,21004,17141,552698,-139470,-21333,-1247,-38693,-11431,-11703,-14000,330249,-172211,-32531,-30137,-39404,-23967,-16601,-15222,difficult
1361943,203226,109900,105249,97570,66989,50929,23329,-397003,665437,25916,-35665,-39626,51770,-8325,18406,-624912,-68311,-30668,-78918,-61018,-35451,-9139,9748,easy
387762,102710,18825,17970,10125,7786,11666,7218,-233341,-96220,-9681,-10754,-3030,-2966,-4589,-2073,-381275,-94108,-17926,-15376,-4786,13486,3270,1690,difficult
342127,72269,28852,15604,9340,11704,8339,10010,326930,-56839,-20807,-10761,-4021,-7499,-6323,-8613,1796111,169362,31462,65529,7304,9660,4188,37606,easy
222224,43766,10978,31157,9686,11237,13172,12473,-48767,-38934,-8407,-28596,-8235,-9870,-11423,-11451,334300,18779,-9246,-7703,10878,-1383,-1686,-8320,difficult
119313,76632,9485,12652,19720,19023,19914,30198,287672,461889,48916,22774,27668,8128,4950,-2069,619952,-7833,19779,73029,8014,418,-3617,-18965,easy
634849,49605,6292,17370,8381,11038,7189,6876,-617762,-35709,-811,-10256,341,-407,10026,9717,-625287,-45527,-5337,-12920,755,2942,1975,908,difficult
566610,153545,17824,39577,15162,30272,21473,15360,-416721,66171,12192,-17314,-9304,-23332,-11967,-8604,639619,-142979,-14981,-34563,-13846,-27937,-19470,-13602,easy
1291324,327443,77562,47144,40369,30458,37946,23189,714146,-262267,-24839,-41595,-13127,2525,-25440,-15855,-523782,-293765,-72089,-38366,-37769,-28238,-33518,-17714,difficult
477047,326007,47765,33293,22921,15690,15008,17051,-278344,-268626,-42473,-29545,-13483,-10598,-11770,-13465,-255792,-299299,-37039,-28686,-17078,-9457,-5664,-13467,easy
661120,88718,38947,29742,20883,20657,22891,18940,-568264,-69649,-35433,-28388,-19120,-18670,-20196,-18282,134330,-6327,-13267,-17842,-15308,-9025,-13993,-10044,difficult
