delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
1223921,57162,17578,9061,11248,16036,11219,8192,310703,26306,8535,9268,4051,5767,2708,1880,-260009,759,6301,-5873,1544,1467,-238,244,2086445,60952,11785,5459,12850,19071,17260,12379,easy
652201,305837,30140,33123,18060,41295,43411,31265,1103641,300494,44847,56389,31479,25579,57328,42279,-299234,240880,10167,1674,-3153,53130,23853,15941,-603646,-230194,-39581,-48207,-23686,-21699,-51688,-37969,difficult
494337,56685,16109,26087,29092,40126,31792,21559,556077,169010,37628,19980,13587,35486,15434,11126,170386,-88807,-13296,12743,-5886,15842,13268,12004,-293867,-135844,-29743,-530,36896,-6563,19448,8862,easy
600909,47983,3377,19564,6087,34194,29817,22779,1160949,59893,30909,12775,18425,23174,11840,10734,27819,32998,-24931,493,-13817,19985,23271,12302,-1147900,-56819,-30133,13084,-10860,2055,12682,11787,difficult
102251,21119,10738,3421,2810,3624,2236,2748,96630,19153,4402,1371,2972,2793,1888,2153,62256,4609,12967,2821,-1208,822,670,2084,-51014,-677,-296,1279,884,839,25,-895,easy
106330,23907,2262,7035,4613,9352,7817,3777,892466,251208,35445,42587,25498,34957,78980,23258,-873159,-237411,-33963,-36574,-18777,-18654,-65383,-16910,-699113,-217191,-32403,-34531,-22993,-32557,-76943,-22052,difficult
358013,125077,30201,13481,6853,6509,3885,6069,1128732,95126,12109,21314,15931,18550,7690,6974,-1115638,-61961,-7247,-17898,-13444,-15542,-6003,-3703,-425800,121863,43430,2232,-4713,-8540,-1607,1893,easy
1125829,131314,25586,4026,8070,56628,33293,17969,748315,152929,30816,29961,8454,22985,61152,8790,1249870,104766,17637,-23030,6646,86609,2858,25792,-494842,-147996,-28098,-28841,-7414,-19323,-58577,-7434,difficult
1267450,158055,15818,12864,9020,26014,13589,8546,289621,94497,31035,17733,5959,30538,10291,17581,-85988,-81169,-30106,-16321,-3080,-27202,-7217,-16398,2041646,208285,-328,6582,9201,18154,13813,-1672,easy
33814,7654,789,3311,1810,6110,4019,3781,106678,18579,7301,7123,8256,20991,7805,6205,-61280,-11071,-6542,-3412,-6961,-16833,-5720,-2161,-84448,-10780,-6482,-4213,-5932,-12929,-1852,-2687,difficult
6212,10261,7779,6466,5645,6193,3133,1345,12498,16979,3673,13246,11082,12952,5624,3811,-9492,-5612,-1821,-6784,-6963,-7442,-2510,-2490,-3081,-7824,10032,-6776,-3911,-6077,-2472,-2443,easy
689520,269656,106584,72916,42326,44447,21743,17735,115389,122032,21749,17821,24903,21821,14198,8780,118755,-43165,-17359,16703,-14390,-3696,-7461,-4325,1029507,338413,187029,93487,49235,48947,22551,22234,difficult
1434919,200700,12891,10979,4879,88895,36634,26998,439202,94052,41420,29597,23850,33537,34391,18234,32637,-56963,-37221,-27349,-22904,-29291,-31250,-15301,1958797,270259,-19837,-9888,-15039,140006,35735,32828,easy
734652,34682,2838,12121,10958,25581,7398,3569,385727,64687,13754,16302,7945,11265,12311,3649,968104,-21543,-9659,6719,12292,37491,1175,2797,-270255,-38468,-12174,-15082,-6267,-8860,-11001,-2958,difficult
131776,33791,19846,6371,2314,6618,5748,5051,262323,30436,8747,7480,12832,15467,7805,4510,-5685,14444,24216,2298,-11934,-7085,-386,2795,-255409,-7735,-2019,-4517,-9102,-10614,-3729,-1713,easy
1455616,131722,71963,37325,13659,35297,37337,12496,462494,173184,25161,12523,7076,23471,18179,21905,2009978,13420,112426,56969,14518,36491,47551,678,-23735,-96345,-18822,-7366,-1353,-12840,-9236,-19497,difficult
36259,7947,2102,3099,2780,3019,792,806,244129,68892,28476,13268,19063,15673,6044,5124,-181822,-58986,-25520,-8972,-16266,-11467,-5016,-4063,-233919,-62905,-27229,-11366,-16300,-13842,-5488,-4573,easy
719835,80745,10591,7340,5806,19474,14941,7827,467353,73977,10990,11732,5185,12138,11249,5111,223791,-3475,4473,-2173,1081,9227,12303,4972,281173,17011,-5272,-6612,160,5444,-4919,460,difficult
351257,70166,50084,127062,11582,19067,13788,7299,599942,53265,42545,2747,7487,8206,7842,1892,-470307,-10889,-20914,161812,1166,14372,9884,5706,-27063,44690,35991,86818,7023,7349,2007,5108,easy
320538,481243,4410,22026,9834,46020,36731,12041,317944,95390,10717,13653,10994,12212,8062,4239,215451,765078,-6942,19890,946,60903,54539,15049,-210263,6627,-5672,-3145,-3266,6712,2798,554,difficult
361619,105208,18822,27381,15907,13335,6663,2535,1505399,444444,32128,31144,41543,69282,39752,21264,-898921,-281605,-4468,-1456,-32289,-51571,-31200,-18799,-1388640,-396868,-22144,-6070,-18983,-60324,-34979,-18660,easy
