delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
45614,63343,8681,14109,6226,7818,47921,32703,8985,13609,17943,11334,43315,85404,-133,-8680,-12509,7855,3301,68054,-5497,3308,-13130,-7857,-9147,-24520,2149,-11790,-14712,-7524,-46696,-6378,2264,19163,-6517,-6537,easy
422306,79808,21863,15875,7729,4860,768215,156797,46863,52875,41664,21761,-723788,-119849,-39122,-49931,-39641,-19914,449077,-34296,-29004,-18662,-32219,-14420,-377464,-51945,4816,-43219,-33770,-14310,-731461,-101868,-36692,-36190,-30109,-18959,difficult
58534,17302,20427,8533,4250,4537,212538,31068,12361,7202,9221,5119,-186214,-19435,-11295,4821,298,630,-129017,-20139,7311,357,-8649,-1851,-201457,-19438,42708,5251,-4801,2174,-99330,3948,-6461,-5106,-6734,-3282,easy
125135,24447,23072,6052,3803,10942,1473940,272975,12148,26313,18018,19345,-1221399,-231185,35259,-19592,-14825,232,-1444221,-253583,-10831,-24938,-16943,-17432,-1471916,-260988,28,-17745,-15547,-9324,-1257684,-248355,19238,-18768,-9545,-7090,difficult
121089,59108,12044,8286,6773,6101,458011,62976,24551,13792,7493,12716,-362991,-771,6457,-11042,454,-6145,-429463,-26671,-16997,-3361,328,-4406,-229183,25285,-23226,-4004,-2328,-6694,-326051,-13314,-16262,-3619,-1335,-9216,easy
78525,18411,5332,5762,4030,3295,95448,21282,7531,4523,2638,4737,-37778,410,317,-1119,1898,-2274,89352,-4484,-5165,-1792,2342,-1048,-73335,-806,972,9429,2210,-373,-45933,-6606,-4919,-1564,-882,-2072,difficult
37145,11740,5105,3095,3350,2190,161040,48753,7924,10117,18736,7104,-65335,-34994,-2380,-8821,-16564,-4080,-132665,-35895,-5797,-5940,-12131,-4191,-158905,-44289,-4944,-6120,-16723,-6120,-138677,-32875,1844,-7207,-16128,-5264,easy
40654,8331,8492,3226,4101,4354,47151,39444,8063,8353,11055,6215,-42880,-38296,-4385,-5773,-10011,-3452,-37390,-25861,16672,-873,856,4186,84518,-22645,-3957,-6690,-9435,-4114,-30235,-37652,-6613,-7171,-9225,-4063,difficult
139824,19462,5726,5214,2201,4814,688321,90189,17412,21698,8972,9028,-349738,-61024,-5083,-17332,-5491,-2215,-625475,-87202,-15932,-20283,-6047,-2461,-562861,-74216,-12762,-17222,-7775,-4969,-655915,-60467,-12968,-11099,-7770,-7211,easy
113242,27230,4479,2154,4656,3073,164383,69252,12436,7991,3905,4529,93905,-48820,-9189,-4323,-452,1024,-72833,-58285,-11427,-6921,-2650,-4225,-144060,-53352,-5489,-5063,884,-655,-81577,-7630,-5723,-7040,5223,-1970,difficult
