delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
61864,31244,14806,9120,9647,9042,3627,2123,264560,80759,16676,20736,12225,15412,5970,3990,-212274,-61109,-7012,-18477,-7760,-13056,-4577,-3369,-249116,-52878,845,-18987,-5773,-11300,-2215,-2944,-146697,-34558,558,2615,5798,5246,-238,712,easy
98595,21697,4385,5700,6826,6661,2268,1920,173116,25309,15568,8100,7020,3315,829,819,-172858,1466,-12322,-3085,-2965,1278,603,-224,68736,-12947,-9174,-2919,-3715,-1339,204,-488,-119442,644,-12053,-1196,6097,10099,3510,4014,difficult
111508,52834,24334,5114,5576,6572,4044,1997,92877,66270,13279,8361,6267,4566,1636,1484,-55671,-54545,-4946,-7574,-2976,-321,-401,-439,-89239,-55446,-3470,-5797,-4548,-1678,-515,-392,200804,69682,41581,3630,5452,8018,8141,2371,easy
123179,13420,1818,2223,1341,2058,649,484,101312,48698,6197,23224,9133,19005,1959,2262,-61124,-30978,-5385,-21485,-7197,-16515,-1168,-1758,175382,-36901,-4607,-20140,-8157,-15850,-1355,-1615,-48657,-37955,-3146,-21378,-8022,-18476,-1406,-1961,difficult
61021,30865,6207,3017,3887,3264,1250,641,94526,38219,10313,12899,6782,4649,1820,438,-74705,5547,3556,-7883,-2260,554,-1050,274,-74763,-23744,-8813,-10830,-5056,-1912,-700,27,48953,-3864,-7060,-10933,-1368,-2798,40,307,easy
762361,104259,34634,21584,10348,5840,4201,5777,48104,18195,4658,5443,14810,4499,4265,1845,472353,130294,20144,3616,-10085,-2262,-2282,-853,356270,38780,25851,11330,-3311,-1444,-2739,-1028,1314149,89119,43933,33477,11,7730,4830,13678,difficult
133590,27506,34684,12048,11501,18945,4573,3198,64685,54716,14869,5606,3523,4019,1544,712,3736,-22068,-2333,-3493,2237,-738,589,1558,-19536,-47542,7496,5968,8336,12914,5178,4042,222514,-12020,54283,16850,13362,32601,3320,1857,easy
161434,87134,6828,9416,7763,5376,2701,1575,64845,22249,3370,6797,4288,7143,5304,2436,106152,154345,4635,6124,7087,927,-108,-9,111673,18775,2967,155,5700,-2632,-3815,-845,71941,21536,2773,1579,-2363,-3596,-3886,-1730,difficult
557757,220764,44885,27777,15160,7864,4414,3442,299053,31016,18583,6559,5550,3773,2125,861,301184,432396,43461,46027,17058,5984,2645,4619,-65746,1374,-12890,-4071,2746,-1080,-1032,642,540675,135475,48336,21697,9027,7368,5255,2482,easy
80486,13293,6688,1556,2131,1533,971,603,94256,14253,3578,7158,5056,5875,2680,867,-42263,9734,11005,-5485,-4145,-3605,-2119,-106,32518,-6368,-436,-5150,-497,-4120,-690,-4,-31564,-6245,-1239,-6170,-4133,-5301,-2317,-681,difficult
