delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
446438,121851,11049,17926,2975,5230,2373,1678,123146,41115,14483,4041,4322,5464,2238,1826,-80954,-14400,-2693,5235,-1758,-585,133,-299,727538,175872,-4176,22534,-937,116,137,3,easy
439109,233231,8231,4042,8684,33882,12108,19234,121294,24933,8120,3257,4409,3922,1400,2306,213925,-7763,-3304,-2160,556,-1822,98,1047,421705,424359,3526,3730,7993,61741,21317,32808,difficult
60877,38016,8269,9264,5075,1593,2141,1767,998741,137464,69907,28980,25127,16025,7975,2693,-914619,-105467,-63683,-24981,-22773,-14707,-6112,-675,-961110,-93429,-59593,-14451,-17332,-14157,-5556,-1177,easy
169865,23986,4472,1246,2856,2538,3233,2115,91721,38153,15579,1810,3409,4992,1939,942,190485,-10528,-13297,-338,-1441,-2367,1622,257,-34197,-17806,-8918,-790,334,-2542,966,2088,difficult
370295,71295,21323,7672,6915,4241,2535,2021,540400,120005,47399,16594,11950,10022,3838,2520,-163786,-125,-16225,-5657,-2190,-7392,-1633,-539,-176425,-97295,-35928,-12188,-7881,-4170,-973,-459,easy
1189939,109983,34489,23948,21140,32714,17694,14745,55165,45245,6326,4177,2805,3346,2063,2123,-37574,-16966,24395,12001,17488,29790,17070,6402,2307121,146441,31930,27540,19181,28945,14191,18841,difficult
118060,66826,18411,11637,7067,5053,5993,1834,236546,113318,23415,5203,17820,9030,7461,5078,-189641,-57712,39,8571,-8948,-5067,3424,-2881,-47331,-35272,-10048,4297,-12559,-2887,-6361,-3608,easy
73241,19230,13104,1763,2298,2518,1405,1001,1451178,238101,23556,11890,12795,17339,13426,4964,-1430092,-235835,-23255,-11464,-11591,-13884,-11689,-4030,-1325782,-201907,2351,-8791,-9404,-15758,-12353,-3896,difficult
55848,45836,12491,5865,3178,9119,7901,5220,400083,666875,39151,36382,28184,13646,6196,6924,-363746,-644616,-29242,-32037,-26134,-9741,-4306,-5947,-324724,-597462,-24078,-28998,-23879,686,7715,2538,easy
409609,19567,7821,10042,2319,3197,2939,3025,98453,36892,11146,3188,4316,3716,1676,2172,283382,-25729,4085,5948,-1381,-671,1945,1486,338929,-8922,-10736,7760,-2614,-368,581,220,difficult
