delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
66918,22684,10657,20575,8044,39448,24128,10956,13797,35288,10269,8581,19567,29088,9113,14172,-8630,-31311,-7242,-7784,-17956,-22969,3752,-12516,114871,6103,8018,31771,-5090,43689,26278,6084,easy
1003713,478058,37681,18431,30950,63462,38964,22376,341239,85492,18365,13547,20349,28096,17251,15389,587934,251665,33113,7222,31462,10095,4678,12114,737013,533467,5519,2546,-10261,60636,38748,1859,difficult
114844,55623,17084,17935,23350,9325,4896,1789,790286,73746,32217,33214,19127,31775,16330,9968,-706374,2923,-4650,1360,17244,-17075,-7866,-7063,-644510,-39169,-25616,-31919,-8799,-27825,-15003,-9295,easy
1073333,111919,30419,21124,25459,35765,7768,8400,1668605,129083,57152,43436,32534,49472,49644,25830,-1198501,-59498,-24216,-3365,12487,10389,-37085,-11058,7956,25170,-29250,-41259,-26638,-37804,-46667,-23803,difficult
344078,44319,12261,10225,14487,19221,18691,8261,273135,102639,14722,13286,6097,19264,19447,7589,384981,-59131,-4981,-9162,-1781,-4522,-10777,-4545,-243096,-57509,59,3040,18561,4436,9265,5888,easy
202702,43422,11113,7168,11254,23196,13280,8944,221390,29762,7654,2620,6374,11671,7977,3512,-160675,-3825,10863,3051,1237,-4328,4214,-376,123298,31145,-3945,6044,8522,27378,6391,11240,difficult
60172,10359,8922,8738,11074,38678,22298,6954,22210,17039,15750,4447,7890,13293,6437,5106,5849,-8821,-6373,3329,6014,40772,14498,-1110,70074,-4539,-7284,5253,354,9997,17223,4806,easy
264514,82835,10587,6819,14056,15160,5297,2793,540351,62893,13385,12757,7127,14767,4970,6567,-346110,-9791,-8779,-11200,3342,-5275,-2483,-5141,-205564,49675,3183,-677,10516,6061,3137,-2407,difficult
102820,69235,15703,10705,22107,13032,5107,3325,108527,30978,5559,7349,8069,5596,2241,940,-65026,39235,7302,-2288,2873,5792,2187,2491,53611,37279,12985,9000,25203,9080,3545,2279,easy
124965,63298,4025,32362,6675,5815,6986,5112,82073,16491,6915,7664,10158,15369,14317,8550,140819,98799,-1421,55677,2079,-4874,-1442,953,-55035,-5185,-4359,-6282,-9046,-14235,-13221,-7830,difficult
103966,40130,10011,6795,7224,3610,1350,649,292255,79008,1693,14058,18453,4526,2886,1669,-213359,-25036,17203,-6748,-6530,-1108,-1150,-760,-163219,-52720,-568,-7778,-15928,-724,-1922,-1281,easy
455553,68576,22511,8997,4923,9037,2736,2703,123889,38005,11003,11874,10537,21667,13174,9747,611613,27664,13697,2466,-5424,-16671,-10996,-5963,51714,33477,9319,-8221,-5804,-8589,-9880,-8126,difficult
272673,69247,20326,6485,2173,14968,8654,2806,487220,165197,31871,25389,13653,30696,21472,17179,-322049,-117154,-15797,-15426,-13165,-13015,-10314,-13712,-107046,-74746,-7294,-22382,-9796,-18441,-15322,-15035,easy
12355,3467,5102,5588,5259,16797,8351,7925,38835,23526,3545,7641,10210,28602,14785,11065,-37520,-20784,3815,-4846,-8680,-19313,-7631,-7000,-15440,-19335,-702,740,-1223,-4297,-5238,719,difficult
165743,102472,10349,4551,8546,26258,4956,6730,107300,13018,4524,4152,4341,8351,5431,2874,162364,168792,9964,1312,9264,42702,3572,9719,-45478,10115,1685,-514,-854,-6889,-4522,-2007,easy
38714,11419,4839,5094,5233,13415,13738,2585,14999,12322,3207,7758,12818,23416,16281,7511,-8473,-7520,4705,191,-5271,-4696,8607,-3605,55903,5714,-1442,-5519,-9899,-15306,-13694,-6247,difficult
308975,28250,21368,11610,4662,7116,3711,2442,110875,25063,17841,8367,7704,41343,15327,8372,178148,673,-697,918,-4064,-35586,-13871,-7130,218052,5701,7751,5568,-2020,-32868,-9362,-4730,easy
292496,84684,42648,15533,18891,22706,13641,6648,742032,236155,76912,44605,28161,39029,26827,28363,-398555,-143068,-3465,-33119,-2996,-3531,-4541,-18518,-500518,-159875,-65064,-25025,-15545,-29116,-21832,-24912,difficult
974744,190165,10891,31358,45065,23690,11494,4687,300397,30922,4289,8581,3899,7597,2015,1358,947454,18795,8183,6222,3794,74,2383,1559,401240,299690,5020,39332,78538,32112,16574,5099,easy
4916,9222,4063,5071,11014,20930,14255,7779,82504,21180,8389,4380,4053,11400,3950,3243,-79899,-10655,-3292,-507,5885,4679,15150,3910,-75277,-13261,-5360,1889,8037,14381,5459,5161,difficult
792612,11843,29899,22962,8643,16284,9311,5634,464472,71437,13108,8794,18871,27223,7685,8341,1102175,-51973,43979,34619,-6667,-10223,5993,-764,-445896,-67216,-10398,-6283,-13789,-11655,-2741,-4651,easy
80781,32054,1088,1993,5953,16569,3708,4602,41199,28800,6165,6532,10399,44660,16594,10613,36374,659,-5899,-5053,-7611,-39806,-13603,-8223,42790,5848,-4255,-4025,-1282,-16376,-12170,-3799,difficult
1251075,97837,70996,18417,32254,30141,13280,5441,547942,137901,16178,14634,8525,10311,9352,3819,-384829,-76734,51542,2915,12658,19327,-2716,2647,1791095,-3395,58093,4651,34800,20333,10572,596,easy
10591,10936,2524,7487,12939,23280,8450,5426,56701,15120,2847,7893,5022,11595,4024,4309,-49383,2783,-689,-2122,9008,8546,4871,1481,-42838,-11152,42,1309,6826,14824,3981,753,difficult
110097,57267,15066,4204,6033,4274,4577,3692,1251284,100081,31273,17885,13735,11901,5945,6636,-1126562,-50803,-21771,-15563,-6987,-6929,687,-2248,-1155812,-34825,-10644,-11800,-8418,-8326,-3423,-3641,easy
853137,191179,8733,34685,29253,56738,10563,16891,6157,4416,4644,3139,7317,11526,6271,6877,11522,486,-2625,36480,40053,20533,-3822,8772,1682438,373040,10803,26611,3818,69891,12406,11255,difficult
5443,3682,2290,3655,4859,20362,6700,4767,43094,8341,1537,2281,8149,16512,6984,4175,-34565,-7488,-714,953,-5235,-5343,-5003,-1094,-40737,-1830,2220,1794,-1346,13043,4434,2277,easy
426551,136295,85370,75483,54815,48068,22833,9996,201303,16856,6252,9797,10762,31027,10868,5584,-9413,54381,27819,32925,40325,5618,15806,3936,459909,184497,130416,98447,47781,28464,8124,4887,difficult
119295,54343,23967,4286,4957,14933,3514,2439,827349,73570,17301,11145,18109,35354,9698,9679,-661147,-20460,14977,-5860,-13801,-20980,-5530,-6991,-754961,-17995,-1645,-7859,-12503,-19862,-6839,-7490,easy
376693,24681,2950,4889,4324,8739,3586,3279,588599,88385,59759,12388,31190,14067,6549,4552,25528,-48154,-58371,-9953,-27626,-7234,-3987,-3581,-449340,-79254,-55248,-5045,-26107,-3422,-1940,1035,difficult
488100,36623,4161,3170,3288,2369,1778,1233,149791,29534,7852,5582,4752,15352,4484,3247,-6249,15684,-3795,-2509,-1316,-14218,-4068,-2810,682866,-1506,-3587,-2316,-1613,-11748,-1344,-1219,easy
92925,50472,5681,3585,6813,3199,1494,740,224227,12673,3463,3896,2088,8279,3674,1895,-83528,2882,2445,-2033,585,-7183,-3062,-1566,-179076,72715,1991,1410,8865,-2978,-1298,-745,difficult
