delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
9855,8107,3273,3411,1339,2947,1566,406,264560,80759,16676,20736,12225,15412,5970,3990,-261770,-70872,-12155,-16853,-10091,-10830,-3326,-3393,-247641,-74433,-14652,-17798,-11681,-14100,-5483,-3776,easy
171446,44137,21587,2777,8422,6896,3387,1070,173116,25309,15568,8100,7020,3315,829,819,147107,13981,19091,-4095,-6180,890,299,-315,-150447,23675,-7053,-6552,8984,6272,4816,816,difficult
236655,108924,29262,36625,39217,19388,5639,2755,92877,66270,13279,8361,6267,4566,1636,1484,65466,-36161,12902,25012,51037,14636,4071,1084,222090,121469,19063,31516,14863,15008,3935,1457,easy
120680,29451,2677,4325,3677,2649,1704,1121,101312,48698,6197,23224,9133,19005,1959,2262,-45175,-27060,-2622,-20107,-4421,-17441,76,-1515,83911,-11434,-4418,-17692,-6491,-15271,-587,-767,difficult
43777,78184,1038,5662,5767,2527,964,867,94526,38219,10313,12899,6782,4649,1820,438,-18888,107267,-8749,-6043,2257,-1745,-1263,420,-82610,-27338,-9802,-8432,-4288,-2499,-450,438,easy
165271,30830,9167,9814,4017,3917,894,1763,48104,18195,4658,5443,14810,4499,4265,1845,225468,18517,-176,-1184,-11019,-1079,-3874,15,8866,6752,9194,9926,-10568,-85,-2868,-180,difficult
58896,58590,16917,9757,3414,5350,5933,5289,64685,54716,14869,5606,3523,4019,1544,712,31520,-49693,-9271,-3547,-1100,-2437,-1083,-457,-43098,57440,13366,11849,881,5098,9860,9611,easy
79997,49753,8677,5679,2668,4503,1511,1133,64845,22249,3370,6797,4288,7143,5304,2436,14445,61365,10259,3219,-990,-455,-3273,-909,15859,-6358,355,-5456,-2251,-4826,-4313,-1698,difficult
255962,64483,12263,19905,9404,9525,3263,3321,299053,31016,18583,6559,5550,3773,2125,861,169888,83465,5412,32732,10214,12989,3728,5179,-256071,-16532,-18052,-6040,-2506,-1485,-1452,-259,easy
576676,236870,56386,10061,9432,9966,16290,7980,94256,14253,3578,7158,5056,5875,2680,867,267873,3594,-1885,-3566,-3672,-1962,511,-255,696966,441640,107501,9371,12424,10144,26709,14480,difficult
172976,39248,44736,7334,7273,6886,3911,1783,224378,37705,14734,8135,9927,9903,6013,2575,-58267,12045,-8202,-3197,-6677,-6155,-3058,-883,-44538,-8960,68206,1595,1368,120,-1147,-701,easy
680491,73159,36241,19686,35030,14314,7402,3169,533321,189599,33371,32230,23201,19633,12042,6717,111729,-94569,9038,-14867,16838,-8917,-4705,-4685,182611,-138312,-3298,-10221,6820,-1721,-4576,-2412,difficult
60783,18548,4826,1204,1428,1340,441,394,175623,46469,6853,4333,3928,3493,2260,626,-140244,-11585,300,-2114,-2002,-1813,-1641,-183,-89437,-44257,-4355,-4144,-2999,-2494,-1997,-281,easy
402399,202774,26152,11728,18120,23758,10487,14276,84573,28210,13588,20070,6008,9092,2896,2687,710763,365922,31083,-6760,25857,19301,8227,16725,-75112,-16795,-5956,-9925,-1634,10031,6954,6453,difficult
51931,16783,8242,3296,3486,7067,1825,1380,599878,86709,13436,8435,9379,6766,2876,2606,-559847,-66629,1011,-4670,-3302,6346,483,-114,-536047,-73224,-11400,-5608,-8484,-5744,-2585,-2338,easy
