delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
199849,30935,5064,2442,4585,5663,5977,2570,606203,101964,10339,42873,18866,15227,12253,20302,37737,18095,-7950,-40828,-16153,-7342,-3239,-18818,-571756,-96349,-6320,-40059,-15077,-10701,-9099,-17836,-376694,-90138,1710,-39243,-12968,-8618,-8231,-18539,-529791,-87369,-7177,-40192,-12872,-10768,-6015,-16537,-591265,-99382,-6639,-41835,-14334,-10389,-4794,-16931,easy
186225,38683,8823,9590,7241,30086,14571,8136,53924,53933,8935,5338,8821,9892,8288,11739,224134,11924,-6811,-1610,-2529,5218,6381,-3257,226512,-14368,5871,1118,-3734,11711,-704,-3429,24681,-35197,-3353,-2978,-5893,-1041,-3787,-8406,11383,11656,6945,18729,12212,89428,30949,5459,174797,-50266,-3210,6001,-7957,-4348,-1424,-8381,difficult
350910,39174,6281,11241,14217,12882,12728,7588,59405,23726,9822,6018,7400,10805,14372,5431,634762,34662,-6994,-2286,-1217,-3240,-8481,2204,73507,8499,1581,2009,-1912,3023,-9811,-1044,-43223,-17932,-6654,-965,-3416,1138,-10984,-2787,55540,41108,-6697,25581,33638,17297,28720,10307,736939,10903,1060,1775,6990,-7834,-7663,2105,easy
176277,64873,15240,8047,6965,12792,9629,5517,115176,23418,14511,12349,11783,23323,5856,8923,-71118,-8612,-13212,-9336,-8398,-16190,-1773,-4114,598582,141779,34906,9566,8219,12228,25009,5710,-101788,-521,-11249,-7510,-6573,-16979,-2378,-5760,-42136,26827,-9431,-7242,-9360,-19269,324,-6362,-78033,47800,2632,-6990,-7976,-12446,-2316,-6502,difficult
85188,33862,7144,3462,3890,8530,3681,2210,41716,18584,8292,10474,8438,21850,8064,9006,65259,-450,-5377,-7818,-6129,-17577,-6072,-7971,-34068,-14761,-1013,-8130,-802,-12118,-5454,-7206,84919,8991,5136,-5431,-3684,298,1281,-4026,-35846,-12272,-3897,-8443,-6671,-18036,-5351,-8502,137096,94884,-588,-5238,-5455,-19166,-6320,-6276,easy
714688,76566,14361,15290,10815,10795,8600,5720,103279,20429,8843,1747,4585,6415,3476,4510,12618,-3222,-8220,-770,-2949,-3257,-2411,-4092,1262278,185521,16319,11472,9171,3897,3988,-769,109870,-6288,-1959,519,260,-2701,492,-2266,598315,47791,27370,12935,6956,8343,7726,610,1073963,56883,-5918,43557,17714,15616,15823,12566,difficult
403250,89845,17504,13622,10051,23987,24868,11004,838372,192246,36818,33156,13664,36572,15039,12421,-649836,-160105,-30608,-27402,-12692,-34665,-11282,-11364,-692653,-151969,-14398,-26663,-5474,-26412,-4462,-5559,315390,55678,-8386,10918,1620,17198,17257,14023,-513234,-77665,-12476,-26173,1474,7940,55990,-3989,-635279,-177943,-30701,-28349,-2992,-26984,-8359,-196,easy
124410,25239,7303,5969,6598,10895,7313,5686,1070148,33564,10319,11187,8724,10837,12583,7536,-1002121,-14709,-7710,-10389,-2588,-8794,-11062,-5939,-1016335,-7051,-1536,-8794,4072,-4357,985,-2791,-857248,21477,10522,8476,-1358,27400,4039,12708,-842076,-20210,-8872,-5041,-4098,-4501,-8658,-6079,-1010910,-21133,-7482,-10342,-6659,-9458,-11656,-7150,difficult
668838,229694,78399,29101,10492,60557,19653,19729,793643,275640,18671,14446,8396,27306,57889,32719,-579102,-111044,-13195,-7389,-5094,-11037,-49821,-19030,-379589,-242443,80672,13481,-757,-13110,-43753,-26783,-681421,-259282,-12863,-8374,-7110,-22885,-53204,-30504,1002394,304984,179627,81461,25564,110103,-21424,13746,13695,78057,64401,-5904,-2125,103186,-22976,-2380,easy
297636,217848,12798,12135,19376,19440,16385,14640,506170,69779,8581,5695,9129,28194,10730,15113,-387845,-41512,-2861,3852,3234,-21901,-4905,-10083,-95741,-38968,7062,7179,5823,14497,5124,13142,-395775,-59569,-6158,-4192,-6386,-16886,-4530,-8116,137350,30499,-1249,4608,-2529,-24106,-4963,-10811,-300658,849894,24290,20755,51091,4628,37550,13502,difficult
111959,55571,12500,14322,12075,35106,16554,9004,926941,128052,110826,47651,7004,38983,28965,24303,-743171,-73845,-93770,-16644,10804,37549,7507,-9035,-758329,-60761,-105770,-44918,-716,-27624,-25647,-21325,-915412,-101391,-87019,-39209,1281,15307,-8725,-11401,-908397,-97705,-107654,-31605,13284,-20707,-20629,-15684,-749602,-28701,-97415,-34271,702,-23909,-14559,-19052,easy
574473,74104,17556,16934,18395,25354,10277,7574,743238,476218,98343,28192,29583,52606,46539,28597,-213464,-304703,-92322,-18647,-10449,-22232,-33216,-21915,567518,-378382,-47349,15806,18881,9631,-31163,-8110,-689941,-456201,-94867,-20258,-24986,-46589,-41475,-23970,113215,-455956,-82725,-20162,-22905,-47991,-40392,-26011,-621154,-415330,-86672,-13030,-16482,-29080,-35063,-25108,difficult
