delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
1453642,506259,56267,32676,42515,55166,47622,27832,937642,107871,19969,14479,12503,31398,22131,8620,1069965,1546478,55806,10359,60555,141211,72397,46186,219523,36322,33579,-436,15906,-24548,2459,3462,-518288,-70943,23121,20703,21480,-10168,17729,4275,1292799,81696,32685,42160,22107,-11423,9379,22926,difficult
526939,108275,39490,28481,13632,19492,15649,13288,758782,175087,43724,11077,12812,12310,12202,7038,1055438,108189,-16242,35062,12933,33379,17618,15055,-630885,-98148,2434,-3245,2718,2057,-4708,6885,-728649,-155113,10616,36228,-8948,-5304,-6054,-720,-623276,-122177,-13744,1570,-3423,-1404,6930,3781,easy
928690,91961,24576,15883,14588,12990,9808,12545,1961116,373672,57286,32985,25025,38734,41431,28741,-689293,-294871,-51327,-27701,-18754,-23900,-34208,-21705,-1022593,-194949,-16195,-15118,-19130,-27569,-30097,-22446,-511622,-288156,-12271,4622,17701,-15081,-22698,6354,-1906197,-348870,-51046,-30213,-21564,-36426,-39490,-26989,difficult
1269841,205779,59135,64378,18893,28745,16172,25619,787231,233521,24088,20522,15386,15896,11329,19846,-143855,-165686,-3881,-5078,-4801,-4592,-5648,-10155,1131419,255964,108655,54721,10732,34949,11665,10962,1160587,-69489,58295,6376,-1420,12695,11079,27927,-217713,-131758,-22882,119406,9516,8345,2275,-5642,easy
641323,53310,12253,12664,11980,15762,14651,21455,1380526,300330,30204,30063,63596,51923,28102,31078,-697141,-284243,-19590,-16288,-42629,-39938,-17833,-22733,-47197,-245444,-21030,-20490,-55614,-38871,-19073,-26345,-1192492,-246067,-9971,-9169,-48386,-22069,3175,35053,-1019984,-212328,-21214,-23650,-59837,-43765,-20075,-24467,difficult
1236231,228022,35862,19855,27369,13333,16875,9915,916842,109277,12263,17241,7501,6640,12079,7089,138587,148426,-6302,-3599,33473,6663,-2312,5323,-323390,-68735,-11967,-4528,-4734,-785,-4642,-4609,666648,472175,112199,29919,56219,23455,33682,13283,795709,-76888,467,-11336,-5488,-2562,-7544,-2693,easy
634573,65530,49014,41048,39103,12456,12006,6744,681573,447410,135257,132330,102159,98251,29228,20511,993138,-399231,-47423,-18279,-7922,-82330,-22762,-14666,-294669,-270186,-77787,-84908,-75440,-85436,-18706,-8710,-638974,-440042,-132493,-131614,-100261,-97153,-28553,-19627,-247497,-418061,-87270,-130326,-68600,-78260,1132,-12067,difficult
758353,80225,18027,19840,20648,28197,16964,13865,599661,139602,75467,40757,34545,23200,34196,14155,-40256,-85781,-33302,-34278,-21814,-10995,-15139,366,398716,-15178,-66180,-30233,-7801,43552,-7085,4344,-440502,-92734,-73369,-28190,-25721,-15121,-28229,-8917,716811,-43817,-56911,9031,-252,2550,-18476,3047,easy
444600,120174,39084,67037,33040,62833,13714,6725,579683,89278,79719,120886,85572,46952,35211,13542,312598,-54592,-60023,-114219,-77956,-40599,-33495,-11811,290527,326289,46210,123869,-8139,169782,300,-6023,-568810,-76842,-79039,-106165,-61642,-33292,-29431,-3877,-574649,-71270,-69688,-118880,-62393,-32369,-23364,-5556,difficult
474937,127319,20074,24305,16690,19557,17005,12939,1277268,356868,143543,33839,37315,21145,42668,27021,-997453,-154821,-126144,-15996,-30712,-3535,-11662,-6392,-1228217,-330030,-125818,-16242,-14723,11452,-21138,-17820,205100,-156837,-101214,16759,-17222,2414,-28736,-7836,-1188756,-276508,-140701,-22659,-19843,-16683,-41116,-24279,easy
460294,46417,12729,12435,10434,9712,5220,3837,1016061,32107,9111,12967,8671,15961,6202,3043,-255179,14615,13601,13979,19338,10924,5241,3289,-915416,47164,-5338,-9360,-3866,-13764,-3423,-1382,-163925,7086,7533,3077,-2765,-7453,-1272,2496,-888548,-11625,-1324,-9825,-5656,-14705,-4475,-1228,difficult
1221161,213633,57187,27365,16224,22631,37872,30436,1423730,284518,56002,45224,21426,32917,28831,21118,975582,179073,76448,-31251,1171,-3357,31452,11048,695298,-2775,-34819,12716,-3871,1258,7785,23141,-1076692,-188179,12459,-10315,-6710,-20792,9504,-1160,-1404463,-271660,-49349,-42588,-11398,-18254,-12576,4242,easy
1595062,341606,104450,72218,116172,96482,49751,21702,922470,168819,45553,59143,71779,47044,21413,16268,688095,-123922,-41280,-55674,-69067,-38279,-17642,-10863,1160513,938789,343861,176550,343197,298498,141036,43283,-594957,-51610,-41493,-48871,-61581,-29369,-5014,-10636,1436718,-72111,-25502,-19705,-34978,-33099,-5030,-49,difficult
1091893,95800,100111,50097,34681,17034,17416,22164,759115,105663,21034,18086,10834,10928,5848,7265,324071,-80394,-10801,1298,-1148,2715,1705,-5644,279637,2238,6950,-12325,16021,4150,6280,3710,-454504,-54050,-18065,-6356,-6951,-946,-510,-5640,1181909,92754,338223,145426,87466,18505,38796,67168,easy
951434,139178,12451,13555,11458,11520,5210,3878,1339453,103149,53583,45213,28887,26486,14377,7512,-1070355,2349,-42296,-26016,-21216,-15478,-8756,-1070,-335733,17985,-31558,-32856,-24979,-14289,-11171,-4932,760432,182263,-39999,-33781,-166,-10186,-6373,-2403,-906420,-58482,-50676,-33980,-23354,-19910,-10370,-6133,difficult
1255849,47724,22498,11909,13762,18778,7489,5087,1040289,284191,82331,33083,27868,26872,33441,21999,-225650,-246710,-78381,-14086,-20631,-6934,-26423,-14055,-199955,-204592,-48716,-28828,6372,-2141,-27352,-14866,1094140,-248602,-72959,-12958,-18869,-14614,-23424,-18454,193706,-245965,-39278,-28824,-23298,-8689,-26609,-20273,easy
849776,338496,27862,24342,28211,43012,24424,11009,1072203,348885,33402,20108,22968,35719,26207,14289,-313999,-259844,-4721,-3622,-16016,-21730,-17201,-9656,-146864,534334,13017,28448,43503,98127,41817,16332,-873615,-269385,-24724,-1790,-11018,-21764,-13547,-8758,444769,-46663,-5734,-6102,4501,-25460,-18201,-11037,difficult
827483,73714,29100,30548,18220,24895,29094,20982,486752,145505,34150,23217,29181,24596,18210,11371,-406584,-119630,-28652,-4120,1327,-9668,25252,-4939,-405808,-56800,19265,7092,-13537,-12258,-4400,1092,2449921,31629,21275,45529,-4568,45386,40083,52526,-274606,-142362,-32088,-19178,-27068,-22266,-17400,-10235,easy
980303,700197,127524,157588,141205,97961,62931,55192,1590162,753330,90007,61787,117014,72274,33813,57978,-1301081,-499907,55201,265757,125296,108420,106783,36942,-1492898,-737414,-85483,-44685,-103121,-54863,-23014,-49767,132776,-143803,-33145,-13088,-98768,-22271,6531,-43981,221767,1168593,213494,175218,173355,71462,26171,45660,difficult
597281,74038,9900,24745,16027,17333,10762,8158,36482,12623,2701,6344,14442,20757,10184,10987,2173035,122627,-1230,20927,3008,3615,-3082,-203,37406,54457,9481,18105,844,-9002,3472,-6943,2143,12881,-1477,8455,-1281,1791,-280,-1697,30612,55696,22023,26117,3770,-10102,2203,-2474,easy
885796,96071,32197,13792,15334,15937,8255,6582,1463041,331211,56357,55383,25025,32363,31815,35346,-295428,-305367,-49673,-48788,-21227,-27945,-27032,-32711,221502,-41934,26301,-25729,21169,2630,-17169,-22445,-1050484,-295656,-43172,-42556,-20018,-23500,-22712,-32670,-1184572,-297604,-30097,-49293,-18687,-16891,-27327,-27231,difficult
820830,480683,68560,24608,45197,34062,29288,14420,884743,218998,54862,70949,15172,21092,16859,9836,58209,-27163,-48969,-52382,47531,5713,12571,8943,1156529,1491287,202060,4665,100417,84916,60952,26434,-710709,-205776,-51700,-67720,-14279,-20304,-15836,-9487,-759680,-211609,-46598,-69926,-13570,-18444,-7972,-7555,easy
701439,88963,16306,17546,7684,10392,13702,9323,477815,108768,46302,51494,18114,25727,21144,7424,187473,-82491,-45502,-46802,-15677,-21346,-17217,-3936,341076,-29525,3697,-12673,-11913,-13902,3410,-496,579476,56687,-35621,-47249,-13721,-10844,-1950,12651,-213529,-23893,-42560,-29070,-408,-15248,-14010,-623,difficult
538923,38793,11766,10850,8729,8488,10343,7310,910272,284841,21242,34892,27795,17334,22723,13057,759149,-236210,-17263,-24696,-20976,-9760,-14747,-5753,-849643,-264349,-15040,-30491,-14031,-10222,-15358,-8553,-775970,-274787,-380,-28884,-22475,-8907,-16079,-8950,-618934,-208848,-5222,-12098,-18782,-6495,-3336,266,easy
476404,104626,16791,17198,22097,19782,11655,4835,368783,181048,176673,89185,43949,44671,36359,9612,-202112,-176159,-171970,-86927,-40506,-42701,-32951,-8845,218410,-114189,-155745,-61870,-7610,-18519,-20062,-6488,545333,-144855,-152346,-73373,-26133,-27063,-29220,-6345,-131149,129516,-159468,-65778,-13159,-11274,-16583,2569,difficult
907922,143369,24060,49716,11708,24635,30847,17089,796514,398855,34373,17235,17747,11990,10637,9654,-152913,-375727,-26471,-8755,-13953,-411,-8302,-4795,511361,-254442,-16949,50208,-11860,14199,41584,14897,-631816,-285194,-9261,7050,3656,15451,2991,2887,718998,-106580,11427,81419,-1998,21340,44567,16752,easy
1602875,362970,54539,49672,22081,57954,19404,13934,618676,141771,30362,27327,18460,16246,7951,4964,-515899,-133943,-27407,-23123,-13268,-14832,-6824,-3382,2326229,802643,39913,62881,31241,136187,23838,32965,1823313,256702,114385,44160,-4496,51064,31010,8876,303152,-40605,-30185,5463,1005,-5589,-2214,-2581,difficult
672158,653805,59509,62437,41082,26242,23435,15306,1527866,672421,45689,66180,34743,61147,26268,27496,-319962,-16968,-20373,-7971,19916,-27863,1293,-1197,-1015207,-425784,92584,21779,-6510,-47487,-7212,-9030,-1089394,903398,-9389,27480,43922,-16370,10455,-14439,-998268,-535109,-7542,-56261,-31971,-47900,-15867,-24095,easy
585561,141724,29642,11440,12905,23594,17464,9741,1418211,843621,66422,71291,53518,63285,42247,30348,-811648,-434983,-31077,-62722,-30562,-1892,-8752,-8613,-548377,-787885,1678,-45626,-44012,-48552,-20636,-23820,-771624,-778977,-61211,-62665,-37392,-50518,-31571,-21495,-1198950,-805744,-56512,-68393,-50485,-57804,-38172,-28501,difficult
778807,92157,40485,24474,17864,24804,23236,21435,407461,235176,56632,14433,20872,8336,13516,9130,990506,-120731,-22258,18726,1596,29233,-2471,5337,-303692,-216480,-53870,7358,-17641,-4418,-10260,-4111,294955,-86000,35125,-1163,-12626,20983,20480,40562,503613,-148864,-23584,15241,16640,20074,31129,7431,easy
1237206,231468,24655,13765,15293,11585,15400,9069,379126,51455,13952,7153,2847,5559,5698,3346,287961,122886,27170,1907,8000,10622,16298,9716,2551313,433876,20934,23132,21582,13781,6140,6716,181699,115166,2242,5060,17109,2862,18418,6954,411348,48122,-7533,-3653,3091,-3163,-2048,-495,difficult
626009,64411,17171,15145,18274,10675,6998,6487,660263,149486,45521,61499,38264,38697,24007,36494,153197,-30847,-26543,-46144,-19857,-25044,-14854,-32563,236182,-62638,-31955,-50384,-18819,-24627,-15011,-29761,-307080,-133258,-44783,-50504,-23527,-31887,-21600,-33849,-219316,-113559,-10120,-38385,-17757,-30529,-16572,-23855,easy
270637,43257,15921,30767,12074,15733,9314,16497,812698,172503,66415,44259,24816,23644,16826,28080,-658475,-154388,-60207,-19722,-10436,3888,-918,-12888,-731035,-148784,-47540,-32612,-15778,-12190,-11474,-18159,-787108,-128034,-62560,-33246,-14391,-15974,-13521,-23747,8372,-85777,-31668,31612,-10362,-7369,-4136,8460,difficult
463966,91713,36218,8259,30277,17928,20511,9935,1333878,162561,31782,13221,22011,13266,7892,5659,-514474,54713,94609,-3131,79333,40312,51651,15618,-1193064,-85642,-30652,2664,-8973,-5416,3289,3258,-1212957,-133823,-17446,-11533,-21075,-11283,-5138,-4157,-559153,-118639,-28767,-7848,-16221,-4965,673,2386,easy
789636,201806,36605,23234,21183,22315,32617,18456,484856,116048,22134,19137,10544,12802,22654,9991,745565,-33715,8542,-10005,2808,2668,-12156,3198,869565,241191,81209,38011,33613,33014,69043,12997,-316528,80808,-21028,-15688,-2848,-5282,-18716,9701,-79483,54749,-10838,4070,8982,7650,1681,7965,difficult
1317635,106954,29616,11424,21072,14651,21310,16318,1073954,126603,54314,17445,13319,10755,19153,13868,77668,-12723,-35072,-4290,-331,-6092,-12994,-8602,486167,1256,-44498,-12533,34193,11014,21707,19446,1398902,-14981,31830,7517,7377,12011,10627,9883,-988015,-52150,-51053,-14780,-10229,-1349,-10712,-10929,easy
771348,62259,6673,12078,11148,7811,11206,11984,1030658,138440,60362,50745,33781,42101,29451,35169,-236058,-101336,-53397,-37270,-30107,-35307,-24512,-30080,-766844,-121674,-53757,-50368,-30405,-38769,-19708,-32282,973111,36269,-52181,-34484,-9820,-32708,-18108,-11212,-1007449,-117983,-55421,-32546,-20202,-30375,-10653,-19166,difficult
563404,160837,19237,23189,20036,16088,7695,4251,785996,77580,41936,30000,21534,22746,16659,11529,-312893,-64596,-30707,-18399,-18843,-18273,-10211,-8772,-102885,-39671,-32849,-23361,-12221,-17404,-11871,-7628,-293186,5043,-27786,-4408,4070,-12135,-8652,-6512,-181404,432252,545,18923,21001,21181,-5121,-6199,easy
905579,191298,48342,33707,27017,32059,22544,18423,1244226,638944,58925,49674,75384,118836,50157,71818,-799785,-551950,-12157,-25676,-60101,-91613,-38180,-51393,222225,-304764,-748,-34038,-31187,-52202,-603,-52082,312222,-421089,26361,19933,-36666,-91559,-37496,-45936,-1089249,-512781,-55787,-24087,-65516,-111733,-34173,-64170,difficult
373475,76631,43871,17106,9398,14882,10379,5453,677882,132255,30659,14482,32966,16086,17797,10350,-24343,2631,28603,-3387,-16658,8853,-9549,-3579,-463941,-113661,-27139,-10035,-26871,-13713,-14297,-7955,-308630,-76019,38858,14894,-25796,-244,5985,-1850,-420714,-35448,12525,9025,-24946,286,-11811,-6204,easy
220641,30342,17970,13946,19799,16803,14629,9218,387841,96077,62987,41034,24159,27991,17945,14352,363937,-54138,-30986,-31972,-4194,-15689,-6083,-9788,-285267,-63823,-57547,-27293,14401,-1025,3355,-657,-367293,-69323,-42730,-28115,-12329,-10361,-9348,-8611,-380176,-75655,-48805,-20974,-15318,-17679,-1187,-1479,difficult
988083,274102,69809,96801,48806,60098,53385,37680,837405,184908,43337,12673,21308,36170,25940,12801,252867,100709,-10686,65793,45506,33849,7455,20264,-770846,-179699,-32897,-6133,-18601,-34487,-24347,-11136,916482,507812,168124,235566,90858,109685,132492,96613,204210,-72047,-18652,41287,-7773,-13334,-5820,-6227,easy
1088130,344798,36011,34557,14359,38639,33258,35009,1083951,111263,13806,22978,15358,10372,12294,9144,920150,382955,10974,-1928,3116,47867,40897,50590,596982,559574,42862,43811,9370,31347,37564,50575,-553532,71740,43636,22241,-8200,32723,5860,7278,-946883,-80130,-8652,-17809,-8281,1131,-467,-4982,difficult
756872,375984,37222,45676,22355,25898,22420,37286,1367158,247507,43255,54691,22051,28057,22542,28329,-941166,-135559,1369,-29626,-12430,-19693,-12839,-21509,729379,962893,41469,88191,38061,51442,37783,92145,-1189120,-167749,-37838,-42259,-12620,-21741,-9646,-14900,-1040239,-145679,-29132,-52367,-11794,-18644,-15785,-19908,easy
1028570,95230,50663,22982,24855,17954,10325,5163,987102,162102,30009,76432,55139,41189,25101,23945,-892244,-149401,-22424,-73271,-50471,-39028,-20559,-22596,968495,77679,117245,-73968,-17474,-20551,-13604,-12798,-443834,-109357,-3420,-54477,-34584,-21256,-16599,-19740,533454,-86409,-8787,-12085,-18606,-12105,-8343,-19995,difficult
248847,60206,19520,12516,8688,11099,7923,8680,379673,134741,25893,24174,34688,18142,13897,13318,-337966,-129134,-15800,-20247,-33220,-16451,-12477,-11279,419034,-29148,-14056,-22452,-30575,-11108,-9463,-8198,-272653,-63810,17925,2533,-26008,-4612,119,10492,-331718,-76047,-13562,-6465,-14199,3998,-2076,-9569,easy
1204749,124756,54530,47253,28483,33186,8822,8256,397289,38880,16303,10854,7425,8766,6683,7171,297190,68169,39725,56265,10516,9428,-2416,-3557,-29939,-25591,-9990,-5628,-4540,-6716,-5343,-5801,2940570,302374,137274,87951,76146,90799,17960,12263,22018,-1448,-14102,7007,2110,4170,-1646,1434,difficult
