delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
752744,49966,50107,22400,15833,12867,11319,13233,564718,83597,54716,13188,8986,16773,8654,6916,850713,-19904,4921,14573,14144,2197,10073,16136,-474662,-47359,-14140,3850,-451,-10010,-4744,-3503,easy
145635,105207,92494,39041,35893,25106,11459,9978,1014466,134687,53887,16988,24774,12244,24212,10006,-737530,14627,72856,21608,14975,11279,-12248,5243,-1000133,-73587,4358,22497,7263,14445,-13259,-5300,difficult
197409,48511,23442,3664,4043,4792,6753,7481,1374613,69613,12792,21867,7649,7256,6947,5641,-1032896,20972,33128,-17273,-2512,-303,4857,7576,-1321512,-63176,-11829,-19134,-4701,-4626,-5246,-3897,easy
101363,19929,14391,24097,7725,12108,6919,8706,97401,32913,14209,21921,10941,5835,10459,7822,-43925,-3454,9383,20603,-1899,13201,-57,7499,51849,-22515,-9020,-16252,-4534,-656,-7024,-5731,difficult
634131,34691,17605,16763,37911,15604,13309,11152,1143853,122181,55837,35092,12341,12908,24970,14396,103856,-66295,-37814,-14647,30271,3748,-5296,2659,-1123300,-108686,-38650,-22012,20868,1643,-18026,-9147,easy
414245,91966,23360,22202,25976,15995,23520,19803,374276,87796,7365,9291,7904,5074,5668,3882,-347649,-44230,7343,9196,17201,3184,18192,14244,427587,52570,24647,16626,18942,18657,17512,17597,difficult
146239,14868,10958,5344,2882,5002,8412,1371,1220555,103060,19256,18481,20524,17788,11582,11115,-1037196,-86338,-6726,-17289,-16615,-14513,-5543,-10186,-1111436,-90047,-9871,-8985,-18669,-11060,-797,-9302,easy
65859,19262,12080,13854,15623,14020,8737,10321,296947,66802,16971,21699,7150,8317,10864,4012,-263692,-54454,3057,-1857,18201,14273,4383,14257,-198485,-40626,-12840,-13834,-1255,-2868,-8637,-1640,difficult
128604,38845,12293,14491,19894,15810,7340,5351,739170,164117,73062,39548,72437,61135,24546,21350,-648350,-127025,-65311,-24639,-60586,-47640,-18217,-15952,-572782,-123520,-56228,-25475,-44500,-43011,-16196,-16047,easy
294482,36960,4071,19235,9398,26832,12027,12098,295656,49292,7648,2501,7714,6907,5700,3586,-173292,-34609,-3542,7612,-1835,-194,-1202,4021,170943,9944,-3613,25855,5203,40043,13855,13002,difficult
