delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
12886,16756,4942,3981,13086,20029,17549,6187,112138,2504,-2892,-2385,-11823,-9778,-6180,1455,-10567,3363,6407,1222,-4990,1135,4932,2858,easy
419995,63023,7981,8943,4414,6168,4166,2967,-415711,-45869,3744,1303,18680,35929,28193,11779,513627,72741,-6355,-5391,4255,26654,28160,16534,difficult
309590,39481,14379,13419,13049,15801,10102,4897,93817,154452,-7168,13042,2380,12778,47093,13811,-130662,-30462,-13171,-11238,-11338,92,-7255,3357,easy
160385,22975,7903,4218,6274,11325,6263,5972,1202022,282090,54375,12791,24718,46368,18249,15796,-36756,17617,33106,11414,1026,35716,18126,17049,difficult
169076,29766,7975,8327,12059,16703,6566,4121,-161581,-7920,-3420,-5783,-6007,-861,9349,3795,-166177,-19849,4072,-3538,-9389,1474,-2616,4220,easy
107630,24202,7227,7504,14448,21984,14526,9572,-102541,-15684,171,10754,-5505,17952,17288,5292,1673678,147948,11788,8966,-6193,58399,7072,37,difficult
879645,34081,7421,18852,8528,13007,9360,4644,778157,121443,9247,2263,7164,34317,17276,24499,-876905,-30822,-2447,-10532,-699,-2153,-1003,-2833,easy
208941,126941,37049,4167,5757,18928,7108,3903,1608888,-77640,2969,37648,27391,30447,30826,30061,596249,166089,-3115,5841,5227,-3390,-4139,6307,difficult
630361,42773,3293,7465,3647,9661,10647,3754,-613506,-7893,19576,14718,18768,35938,15341,7538,-471690,-19628,1869,-1456,-2097,-3385,-7004,688,easy
718617,34846,23818,20430,12049,14302,11988,6218,-710023,-24682,-21657,-19169,-8663,-7242,-8702,-2605,-703175,-24353,-16989,-11431,-3517,73127,10926,18983,difficult
572125,50220,14848,15090,5926,7397,6685,4053,-470187,-26420,-12541,-14237,-3700,2694,-4436,368,-490523,-48412,-13302,-14768,-4817,-5237,-5631,-3368,easy
312064,32688,9511,6876,10276,9271,6571,5352,-301587,-21839,-5578,-4567,-3837,3053,-1727,-2318,-309297,-22226,-8054,12471,-5242,14637,38121,16767,difficult
570472,41406,20132,12873,9142,17415,16153,17493,-541685,-35537,-18857,-10461,-7952,469,-10118,-14869,-105370,-6934,-6032,-9382,-3166,-15709,-15339,-16774,easy
709194,207860,57378,33442,15542,22557,12751,9858,308346,-168443,-47572,-29752,-574,-7187,-4307,-5246,-640006,-187668,-50297,-28130,-10035,-19500,-10795,-8970,difficult
858631,155863,48501,35811,18978,27306,32469,23154,-658365,-143251,31129,34231,44056,21668,2828,1295,927239,75250,25399,-6610,28212,5067,-11326,-10590,easy
489975,126011,12314,12615,15361,10270,9476,5190,-471528,-109935,-8452,-11705,-11232,4340,-686,-609,-420031,-117926,-9198,-11355,-14311,-7810,-8682,-4262,difficult
419886,50040,17604,3433,4258,10050,12717,5938,190655,-36455,-7184,5477,7561,14830,-4667,-89,-401580,-46110,-14130,-1006,-550,-7760,-11561,-5296,easy
99544,102063,5759,3849,8499,25705,19659,6532,-89663,-79985,9348,25133,12004,712,12458,13732,3483864,175674,165900,67655,54213,38485,4403,2516,difficult
1431443,199945,26140,28678,29111,45742,62234,17085,-108009,68660,-7060,8505,5371,-19434,-48984,-9980,-1421588,-193729,-20948,-27415,-27271,-39988,-59604,-15283,easy
771995,98973,34910,28035,2912,12111,6624,6547,-742752,-80601,-33446,-16879,2256,-8041,-5346,-3826,-767671,-89377,-29392,-23003,-717,-1400,-3511,-4441,difficult
776186,170358,40380,39093,26905,40835,24121,15794,-675215,-158259,-38286,-35010,-21648,-33262,-15374,-12003,-80463,77352,76370,17049,8906,-1187,-2992,-5783,easy
143262,141467,20179,17707,20158,21936,18190,7111,206328,-123810,-18907,-13927,-14641,13520,5932,29304,-109632,-107621,-11769,445,-18239,-14666,-16362,-5241,difficult
631756,130806,9148,7522,5107,26116,34780,12677,-513810,-103568,-7405,8779,1204,-19952,-31501,-9976,-484157,-45608,11865,5790,29402,18713,-2873,-1516,easy
1372136,165489,24563,19486,23221,43787,20231,12831,-1350232,-139033,-3967,-14879,-16990,-19773,-7618,398,-1292994,-157159,-22602,-10965,-15273,-38296,-15193,-11037,difficult
653714,26575,15233,14615,9979,13756,5594,5462,-540824,11677,-3636,-54,7413,-4872,-1282,-3382,-647618,-23230,-14638,-13979,-6208,-10286,-2248,-1366,easy
314577,41892,14919,7457,7594,13772,12333,9381,-301460,-32776,-407,59,-1631,33459,1567,-1838,-193255,76240,7781,23133,-3851,5719,-819,8704,difficult
649380,48397,17982,12374,12539,20863,13263,5483,-350124,12464,-10730,-4279,-5818,21731,9849,36081,-644906,-41737,-16051,-7681,12328,-282,18135,-101,easy
90854,14503,4371,11030,7078,12801,4220,5119,-64105,-6354,7279,2849,11891,21315,5057,2031,-77178,3553,-1770,4402,7846,8265,11296,3445,difficult
545954,66870,15663,27432,10296,64779,26742,21171,-472267,-63799,-15204,-26468,-9410,-63757,-25326,-20215,-509038,32913,11960,1374,15115,-15521,-10420,2466,easy
262201,63557,11313,8515,6276,5119,2332,1846,-191429,13640,20673,16734,2585,18316,4580,7762,631502,11240,4096,5228,6926,4183,3895,1876,difficult
397776,134453,13982,24462,4896,15194,5362,2329,-283335,-112186,-7966,-23072,11475,-10871,6361,3264,-255073,-58585,2712,6486,5703,2056,12970,9266,easy
137847,47345,10739,5804,4895,8631,4764,4979,10846,14968,5590,13850,881,-4211,-2807,-2781,-124294,-39137,-7763,-3754,-1859,-5005,-3714,-3775,difficult
75337,17397,3558,5708,7022,30643,12572,5521,-53894,-10169,-1896,-3738,-4721,-23640,-4831,-2737,112391,57185,1080,3031,-1878,-21336,-4480,-1796,easy
893101,317210,131470,28201,24178,15735,17636,2916,-861449,-304012,-121762,-6536,-15033,23375,15985,2208,-524566,-308714,-121306,-26592,-21404,-10328,-14070,437,difficult
229275,93718,22223,17827,26002,25023,17509,5635,-224524,-87944,-20238,-10901,-23583,-16869,-13186,-2413,-162397,-82276,-20053,-15720,-25322,-20192,-13490,1061,easy
66809,24568,25224,17546,11466,35423,22288,10035,-60753,-986,4984,-9223,4843,7475,-14352,5608,13471,32437,-8192,-893,-1712,-8686,-5334,4542,difficult
267603,127355,45228,8237,20193,46439,21192,21556,-266112,-121161,-44827,-6839,-14806,-38151,-16967,-19700,-165281,-96163,-29368,-5730,-11294,-37887,-13064,-18201,easy
316193,24757,14286,7790,5388,7316,4626,3471,-170900,28312,-12981,-2961,-264,-3145,-3951,-3006,457035,51164,-11511,-6020,-3835,-3827,-267,-625,difficult
689294,17998,3954,4646,2912,3767,2085,1589,-676689,27920,25585,22601,21216,18746,7482,17975,-263889,632924,50294,37335,105428,33344,26313,23518,easy
225231,105842,17429,10240,19854,28370,23069,13227,77241,-29524,-8269,-5069,-14377,-20931,-20179,-11440,-220890,-104098,-16123,-8161,-18282,-24309,-21405,-11966,difficult
170618,19859,11366,3432,2598,8179,2305,1489,-160331,-16556,-8042,6911,835,-1561,8129,1828,233221,202162,3501,15824,8574,20998,7786,5363,easy
352102,31795,10315,18637,22616,13334,5475,6114,-239623,-27846,-6864,-15508,-22116,-11564,-4381,-5698,-285772,-18927,-9095,-16657,-20773,-8869,-1651,-283,difficult
1187486,367195,43328,28627,26224,28876,32685,24847,-1110505,-329731,-39093,-3823,-8522,-6816,-17090,291,-1185775,-358969,-32833,-12492,6962,-14962,-25907,-21668,easy
302578,38805,8779,6864,22469,19149,14015,9684,-296967,-28887,8789,50860,931,3325,3151,2607,-119613,24,15622,11035,-18097,-14049,-11724,-7164,difficult
120256,75596,20101,14544,10153,13445,8033,6446,186896,-60957,-17471,-11511,-2942,-5473,-4855,-69,508673,73479,8341,-5345,872,-4647,4210,-256,easy
819854,231116,30470,36043,16829,15961,13510,9716,-625257,-151717,-6049,-32625,-14089,-11966,-10822,-9065,-9324,-78196,-19362,-30120,-2216,33328,10120,18093,difficult
668976,114274,19586,10366,6851,19592,9449,5866,-658838,-103587,-177,-6144,19027,-4760,6472,1094,-607398,-111015,-18157,-8329,-3810,-16957,-6909,-4823,easy
356176,123152,13562,21226,7197,43901,67343,11864,-270230,-96028,-10347,-13270,2085,-35084,-55847,-3265,-290867,-70588,-6182,-9304,-1818,-29834,-51503,6339,difficult
103820,20854,10423,7141,7021,19386,10556,7439,-7359,-18042,-6751,320,2239,-6477,-91,-4012,-69014,-7635,-4841,3590,3009,-14656,4933,-1380,easy
334035,18222,6231,7928,5558,9751,2928,7765,672204,43064,11120,-7298,2649,262,1304,-4370,-234782,7593,4653,7462,4813,3709,11336,-3569,difficult
264710,51576,8522,6570,6746,10029,6386,4732,-180871,-35202,-6683,-2276,-647,-1203,-3124,-1855,-74354,63724,289,-1198,-3856,55,4106,-2007,easy
26048,8037,5569,2339,3332,3777,5314,2391,-11644,28398,10274,14164,5858,20162,28032,9152,10403,34710,8731,26315,59,3795,5698,5634,difficult
476596,130742,34021,25833,12575,47885,18738,22042,-447935,-126050,-22360,-22251,2857,-17004,-1278,-15549,309548,-75145,-6431,-19880,-5664,-41229,-15954,-20948,easy
947923,296636,57591,95702,25871,26409,35859,28922,-944166,-293828,-52698,-93861,-11312,13896,-18892,-18128,-893717,-228596,-47257,-88935,-19212,-12290,-31863,-25554,difficult
164678,55151,10132,16294,16441,25299,18184,13453,-132789,-21062,-7528,-13391,-13788,-11643,-13295,-10507,-140900,-49473,-2263,-11813,-9002,19099,-6646,2154,easy
876369,165048,65975,12396,13095,37098,13155,18302,-846564,-155012,-64011,-4468,9674,-6619,6620,-10047,-774766,-153691,-65467,-11007,-11746,-36047,-12512,-17582,difficult
1198743,107645,54192,31663,7783,26917,17124,23679,-1103365,-24705,-45847,-12461,5436,88999,-1442,31520,-1191619,-97508,-47587,-21375,-4070,-20136,-11658,-14250,easy
234398,51768,17602,7080,5761,6010,4872,2304,-124482,-25797,-11285,1294,4065,6821,2891,183,302497,-453,10312,2500,2757,10300,-679,950,difficult
491153,82247,36616,28933,16296,29248,16845,15466,-474475,-76798,-31094,-13930,-8589,-3498,167,-6798,-386068,-75243,-31607,-28394,-12783,-27334,-15643,-14841,easy
423240,8768,2921,3512,4106,12060,14597,4446,846912,108656,13625,35288,15142,59126,11403,15777,-420432,7801,4379,15843,3421,14666,3134,5078,difficult
1021589,80505,21344,6519,15133,11129,7282,11165,-914687,-76930,-8772,14830,-11496,1009,-4676,-5109,-1019677,-76604,-20547,-351,-7021,2151,241,-5654,easy
256634,126316,22348,6139,9925,15284,10040,8056,-245315,-107067,-17369,-3873,8028,28217,5612,4743,-151186,-89670,-19166,-1957,-7733,-12614,-7167,-5094,difficult
765886,81475,11499,17210,28186,47877,32391,12161,-748528,-68410,7022,-7992,-4012,-18098,-22466,-5735,-564101,-78133,-9457,-15541,-26518,-46261,-31712,-11854,easy
474490,27132,15250,7720,3660,8601,3201,2169,-464091,-26011,-14849,-1560,-1402,-1395,-1122,299,-436241,-17060,-11181,5249,565,-5094,-1106,-1263,difficult
367006,20010,12373,4389,5021,5418,2752,2863,-251076,4786,15093,9222,16153,13261,26523,11451,-326362,40218,-1554,1197,22930,27020,18088,16398,easy
342702,72560,16695,7129,12991,9776,7890,3878,-93853,-30522,5485,-1363,-4311,2516,5563,4183,-267012,-26279,-14797,-5654,-7481,-7390,-721,-1611,difficult
473599,184098,16585,7697,12892,18070,13491,6970,-320753,-159870,-12606,-3939,3877,30568,2848,11087,154804,-150879,-13256,1905,13781,6814,-3137,11750,easy
901882,70838,21673,7331,13453,14852,8174,7498,-887161,-62672,-16467,2492,3700,14603,11588,10374,-628772,38859,-966,3776,-20,2212,-2420,-3623,difficult
938885,63778,48646,27395,10393,21866,15230,10845,-803655,-11750,-39765,1039,-4031,-11684,-10179,-4045,-880622,-57272,-45532,-26349,-8785,-15556,-10904,-8878,easy
679236,100937,38319,10383,22296,23756,15119,12014,-672659,-84446,-27064,-1792,10149,11861,35111,7068,-602980,-53246,-21589,39451,-5669,1111,42635,1206,difficult
545411,37380,5806,7103,6034,3811,2479,1501,-538412,-17218,1932,1016,4983,10701,2701,4212,-506700,893,8040,-3488,-631,5763,623,564,easy
250553,34172,10077,5122,6735,8012,4300,5300,-233797,-5388,3335,1081,5255,66831,82855,40437,36006,18839,-4015,-4663,-4124,-4421,2228,-2551,difficult
