delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
952194,43914,20932,12517,3862,4195,1079,1057,245245,94364,9703,9758,6814,6885,4590,2764,-219911,-81782,-8846,-7573,-4741,-6178,-4358,-2667,1633809,-19118,31303,13090,-1164,798,-2664,-747,easy
1495302,1154645,940862,494040,205633,97692,188899,186768,684177,384648,137270,90875,61468,69878,78280,18541,1260186,1485780,1716972,854623,303380,109408,281741,340690,362063,54214,-109789,-48293,-15051,-53781,-60504,-4237,difficult
609141,37270,44926,27161,10412,6826,4903,4335,646165,105602,73378,52989,62081,13679,18683,9750,26702,-52667,-22494,-46454,-55891,-8386,-14912,-8559,-100751,-83998,-34410,-5202,-47447,-5320,-12649,-2271,easy
631879,36679,23564,12171,5652,4885,2246,964,643848,61573,18251,27302,10636,13173,12288,4164,-561000,-22588,24283,-19400,-5657,-6489,-10871,-3285,537061,-27201,-13658,-10863,-4312,-10087,-9213,-3116,difficult
446704,92796,70366,27442,34508,8998,5516,5792,1359152,265216,24833,47066,20887,14538,19054,13063,-808555,-188178,18136,-9399,-17526,-10173,-12165,-6452,-1016341,-156663,72930,-29850,44767,-908,-14912,-8091,easy
1129577,57588,33195,7619,12089,12692,3324,1778,1056578,189440,61434,37870,25721,19498,18783,18726,-527131,-166235,-49107,-34277,-17452,-17543,-17248,-17381,673128,-97469,-7371,-26226,-9812,3931,-13671,-16516,difficult
944596,198704,28361,10703,6126,13160,23790,4278,1123926,190294,38397,37639,30535,24174,29649,14014,-67741,-132516,-1750,-21656,-22688,-19401,-24208,-11073,-290920,149336,-18323,-32216,-26130,-2627,12490,-8399,easy
634961,152395,35214,7711,6371,11224,14459,5264,921349,274865,77655,29896,32669,17341,15089,14437,-257297,-179668,-67260,-26831,-28938,-12346,-11342,-12194,-315480,-65273,-17622,-17539,-23658,112,10082,-6153,difficult
1024950,90239,16747,9232,8459,9185,19929,2304,120396,47825,11737,9101,3893,2236,1325,606,914127,-13753,-2322,-6389,-495,610,74,382,894980,98581,12341,6650,9627,13288,37133,3013,easy
530275,103867,73265,24009,9133,11580,5678,7807,792590,494021,151211,45373,44596,32243,13693,11946,130120,-318274,-29591,-2588,-36446,-10442,-4520,2037,-654750,-462035,-126302,-40140,-34480,-30884,-11511,-10316,difficult
1315801,449391,15236,13414,17702,11296,4891,2670,776579,169747,88646,51991,29504,15524,8151,5051,-567781,-29644,-69754,-38592,-20713,-10749,-6654,-3921,1646225,588931,-77066,-38562,-2892,2292,134,-841,easy
196421,69957,6728,4098,4936,4337,1458,1005,891013,50459,16226,7993,6339,5705,3191,1455,-834620,-14469,-14552,-7675,-2429,-3799,-2097,-681,-554565,53464,-4444,-115,-377,1062,-1369,-220,difficult
73987,44354,9017,15102,7833,5094,2283,1673,968942,101041,21205,21306,20918,11972,8491,5100,-829285,-73964,-14653,-17221,-19002,-11029,-8190,-4272,-960625,-39411,-9724,4813,-7168,-2728,-4226,-2582,easy
