delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
9132,29158,13291,7034,15722,13282,3037,1085,-6968,5492,-7637,209,-7732,-1933,2588,85,2919,10903,-10398,-334,-3560,-5919,-1700,864,757,-10967,-2322,42922,-3587,1371,-747,482,9887,-2162,5411,-21870,-2761,8076,-543,43256,4172,-27,-3986,7290,-4288,953,779,-382,easy
35890,14959,6258,15329,8594,43732,5634,6358,-3141,24314,-5148,-9310,-4621,-34516,-3121,-3575,105835,33873,21859,116558,4985,-29144,6332,-773,-27687,-10510,11257,61358,14767,20602,-2410,904,108976,-133522,9559,-44383,27007,-10602,125868,-55200,9606,9782,5372,49746,9453,-8742,2802,1677,difficult
56179,40980,5352,9877,2982,6361,3338,3162,-42539,-29444,6567,130,4460,-314,-669,3905,-52673,-23181,7735,5873,3807,3072,-1386,1075,-46514,-12054,6701,20126,48599,6784,-1338,-1063,-10134,6159,6263,11127,1168,-1034,5743,14253,-653,44792,3386,3712,-717,48,-2830,-2138,easy
410563,150345,26683,40345,18409,49687,18686,13524,-273260,-121571,-18992,-29757,-15150,-42156,-15457,-9904,-362604,-143689,-24809,-36931,-17011,-45079,-17451,-11660,-379724,-142931,-16792,-22914,3290,-8936,-12893,-3959,-89344,-17120,-22118,758,-5817,8017,-7174,14017,-1861,20301,-2923,36143,-1994,4558,-1756,7701,difficult
51499,20615,6056,5597,5832,7832,2227,1916,-25615,42341,-155,-418,4515,9823,1191,1673,59065,5681,-2730,1370,-1468,-4732,-751,-1490,-25282,-15184,3706,41553,45432,4147,3803,2195,84680,-84347,-36660,-20865,-2575,6436,1788,40183,-5983,46900,-14555,8879,-1942,4554,-3163,3685,easy
19865,24632,13249,4320,5390,12087,3231,6429,9,3810,-2753,25418,-476,21129,34086,9358,-14181,-19280,-787,7341,3250,12136,4273,1980,109172,20854,-8939,-1646,-2924,-6558,1633,-4531,-14190,123353,-23090,40134,1966,-8152,-18077,-8987,3726,-6174,-8993,-18694,-29813,-2640,-7378,-6511,difficult
944691,454784,202624,54457,137779,78956,14521,20690,-766051,-389567,-151060,-50687,-99119,-71505,-10766,-18676,-313216,-130132,-175828,14477,-91837,-52024,13821,-15401,-751199,-309698,-180849,-9944,-132973,-73444,-10622,-17957,452835,-437983,259435,-179566,-24768,-5021,65164,-24421,7282,-41136,19481,-21420,24587,-24443,3275,-2556,easy
355376,40346,10863,6356,7713,19596,4132,4064,-349162,-35507,-1255,6707,-5463,-12448,-3287,-2218,-315685,6166,18826,-3043,6880,10061,16348,-393,-348739,-38898,-2506,5414,-1782,17534,3134,3694,33477,-33054,41673,-45064,20081,-21332,-9750,8457,12343,-8662,22509,7473,19635,-13214,1825,4087,difficult
12459,15660,11044,7411,4897,11366,2088,1602,-321,8598,-9893,-4002,10488,-7607,2125,-862,35803,71723,-8277,-451,-114,-6399,-669,-320,-286,-2133,10996,15558,7649,-3866,5349,-328,36124,-36089,63125,-73856,1616,19273,3551,16009,-10602,7763,1208,2533,-2794,6018,542,-8,easy
17429,11965,5556,4831,3394,12428,4779,2608,-1306,11844,11161,8032,2041,8725,1693,8768,1175778,154179,64895,2614,2544,10244,2089,4430,-6616,8943,-3201,2432,1778,4070,1677,2929,1177084,-1182394,142335,-145236,53734,-68096,-5418,-182,503,-766,1519,-6174,396,-412,-4338,-1501,difficult
