delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
768323,73452,31434,9339,6663,7933,1003001,78594,42906,55853,28750,16812,-247821,-17643,-24397,-34904,-19988,-9392,-448578,23989,11587,-54058,-21660,-8594,-7635,-21773,-21606,-50579,-24613,-8650,easy
718540,243809,74886,15827,16528,22001,601436,374210,107450,85217,19551,19247,-355636,-339197,-105100,-84883,-17768,-18397,244566,100681,-421,-63072,-4077,10093,462382,-152687,7830,-60215,12777,16566,difficult
1143667,279443,51690,31244,38756,24221,1174786,507094,145748,150070,88549,59330,139271,107520,-32861,-111667,-37349,-35741,-267701,-440063,-136451,-132364,-69486,-52245,35074,-350410,-112863,-112448,-42543,-17341,easy
764852,220204,23924,21773,25781,9862,206927,79019,17918,13847,6136,4687,131919,88704,-12195,-7289,5268,3478,424492,115923,28185,24619,42263,6699,1117364,218929,2029,6449,11404,5349,difficult
588475,115948,45449,68493,15687,9640,1546044,295466,97994,119731,63186,35104,-1297570,-267704,-95992,-116172,-55414,-26963,-181129,-104552,962,-39711,-47678,-26679,-1394007,-166299,-62605,2170,-39404,-22749,easy
787655,327499,43596,16094,20762,9146,879139,64167,17401,11350,23733,12133,487732,701613,69042,3395,27119,9258,43889,100521,10579,11833,-15460,-8302,-806072,-12139,-1037,-996,-20572,-9916,difficult
1150650,160156,46174,67495,49689,22357,1534959,226246,70219,117375,42195,43154,-110736,-88332,-45603,-91797,34498,-24055,-730012,-21894,28696,-23122,-2813,-21580,-312178,-88044,-55228,-34720,-9202,-16757,easy
172486,51379,4252,3673,1431,2253,951513,197537,32076,28237,16309,11277,-910241,-181293,-29113,-27556,-14544,-10035,-805321,-166814,-28338,-25076,-15092,-9707,-621520,-90366,-26022,-21061,-14997,-7330,difficult
1118211,138602,56572,10534,7746,7818,372829,151168,17372,12165,11765,8526,260565,-148459,-11166,-7128,-10837,-7658,553243,68752,45480,4985,-6639,769,1422339,42008,83287,-2751,5418,4764,easy
435692,44104,4011,15518,7005,4649,167780,41745,14442,7245,3197,4252,279298,16040,-8315,3240,8407,-2733,555554,19446,-9484,21460,4280,6746,-31117,-28409,-13494,120,-1264,-2821,difficult
715011,219423,50258,25542,7818,14337,1245445,150574,8610,16739,6878,9455,-1201100,-116830,-240,-12217,-4082,-6992,-1008202,-123288,-4608,-9299,-5138,-6941,618001,446666,129791,47925,12039,28580,easy
