delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
732247,115862,29027,76874,18968,13285,4738,2460,343532,81136,-25408,-38235,-6515,7602,-3291,345,-588612,4710,-28043,-72182,-5755,-9930,-2059,-1069,easy
74204,20182,12257,21565,3316,8397,1767,2246,425824,83322,23949,44824,8097,9721,12625,5517,556722,41661,-7106,-11985,1200,19693,18499,18010,difficult
29014,22939,27770,152923,7841,11028,2703,2046,-10846,-21796,-14915,-110551,-1071,2035,1468,-86,24040,-13178,-17781,-141402,852,-7202,-1449,-1156,easy
93770,74741,7804,7247,22369,11411,7099,5220,-48863,-48695,-5339,6580,-17885,-6450,-6396,-4412,43828,53041,60892,-2338,-5665,19620,631,-2862,difficult
19044,14617,49881,119493,14110,8990,5040,2453,-11896,-7477,-43672,-90959,-12729,-6114,-4440,-1456,883320,227671,15733,-87194,19046,26962,3476,4019,easy
16453,13888,44516,94720,13187,8590,2271,1576,-8428,-1644,96103,-11718,11692,27877,-430,228,332184,16371,-21273,-82596,-6465,2085,489,3241,difficult
22527,22824,61192,66837,13861,12364,2333,2260,-10298,-6641,-26889,-30218,-9504,4934,902,753,523390,114909,-60324,-60305,-4258,-8337,-627,-1766,easy
25251,13564,66734,82489,44928,13275,2698,2109,61238,-4671,-65198,-72203,-39956,-10536,-374,-546,132000,16366,-38738,-65076,-39630,1118,6671,3686,difficult
215005,14735,23792,184011,10497,10311,2513,1412,-196862,-1489,54672,-77112,17852,9476,105,-559,388237,-4080,-17270,-159274,1227,-6148,1503,193,easy
133416,25051,8519,33900,15643,4561,1713,1568,-125808,-6134,59601,109756,-3889,5868,936,1390,-108830,6556,45339,53719,-12760,16119,131,-468,difficult
320872,145558,22657,35236,9665,15099,2939,3756,-265839,-115431,3869,143541,-1259,1767,3180,-2187,-182344,-125732,-2966,74115,-2157,-2664,3752,-1323,easy
185402,34663,7188,1735,4435,2948,1232,1256,-177353,-30190,-3508,195746,1702,8277,1844,-258,-101951,7934,81771,13675,2852,2818,237,783,difficult
47602,12552,68643,67135,9783,11107,2058,1402,27943,11585,33483,-9154,11515,3724,-656,340,11515,7280,-36326,-5409,-138,-5259,2229,1149,easy
106730,13283,30549,63804,6188,5827,1334,1793,-101193,10056,80462,47682,-4225,9478,248,9,289770,33297,-14567,-49918,-89,-249,266,-929,difficult
156948,25883,20271,47995,13111,9127,1739,2123,-144352,-17387,-13002,-4270,12328,-823,207,-292,-116061,-6063,622,11111,-8599,6634,566,-569,easy
165453,20683,15283,48329,4571,9938,4052,1663,-162289,22228,84465,4524,12430,5720,-2351,630,653649,91114,7552,-33737,8401,1306,535,370,difficult
6393,12209,49818,118756,7890,17992,2166,1683,-3996,-9320,-10865,-10738,10681,-6336,-677,-204,26105,11513,-39623,-73323,1944,-9568,28,832,easy
26948,16136,10230,8998,11863,20262,12440,7567,-16458,18263,20761,88648,-4579,-13224,-9544,-5278,161538,84705,-705,75280,7220,-287,-4969,-4672,difficult
22997,42853,32498,17731,11322,10903,1968,1259,3415,-30570,-3963,121467,12566,-3622,1966,-2,107837,38608,-12777,3590,-8182,-7444,-1405,-823,easy
457042,112751,20523,17601,26097,14380,12597,8766,-449718,-92329,7705,24367,-21943,-2729,-11398,-7191,-241468,-54124,-532,-6591,-17691,-3327,-10839,-5982,difficult
156474,15980,8812,7920,4699,9536,3853,4367,27188,192716,-1428,25859,3801,16525,13846,3152,231289,12282,1594,-4525,-1799,-3089,644,-2221,easy
401175,39381,15018,7470,3469,9025,2400,2913,-242021,27827,-5659,1282,16904,2985,-786,-154,-323630,23518,-8779,642,2712,-3157,1207,742,difficult
420706,89403,38512,38872,15413,18874,5202,2555,-386755,-57588,-4608,79718,4546,-6473,-933,279,291940,10544,-23354,-35821,-6185,7752,-305,686,easy
385566,41553,32185,93142,6123,7273,3986,2912,-320118,-24534,-16630,-76076,-2669,-5108,-3530,-1867,413838,36600,-29991,-75785,8172,7497,1050,-614,difficult
