delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
1163764,210973,119797,59858,26621,19080,18068,7901,994670,85067,24092,18330,7491,5644,1973,2225,-81281,330345,185036,76537,25353,16685,22753,13282,1211086,60344,107907,53128,29657,25053,24555,3393,-622522,-12971,-5829,-5082,2379,-1429,976,352,easy
467135,81229,15387,39854,16626,9204,4450,2096,1291178,258449,17094,65287,16585,17750,7692,5840,-1209226,-213920,-4392,-43528,-9473,-13248,-1923,-4539,-33933,-140511,12898,15273,20266,-889,-1434,-2652,-1228969,-177228,-13628,-48045,-10669,-11502,-6368,-4040,difficult
258557,69860,11004,13707,2974,1878,1664,1011,560526,31454,7478,3389,2181,1871,1452,857,-458135,12763,769,12482,575,14,-206,-233,-330016,52516,-1620,-1518,-646,-509,-742,-55,-117755,49940,11430,19989,2449,515,1585,750,easy
821670,293468,58057,34497,25398,11464,10789,8383,334453,163832,11661,35768,21500,16900,5709,5998,1224189,509134,101604,19514,-633,796,5444,2118,-172082,-126160,-698,-19667,1625,-12711,1218,-3612,409544,5933,38282,-3661,10702,-4394,8579,8649,difficult
787506,200252,40038,18825,8959,8340,4016,3190,644996,103626,19129,19834,11607,7460,3905,1861,398539,371043,63817,20533,5057,6058,4198,4819,-596621,-92846,-14629,-18749,-10953,-4808,-2380,-700,625612,11680,13540,-4810,-2049,1390,-1484,-131,easy
337865,42471,13936,9956,6173,4537,2165,1699,408646,95848,9136,18480,8169,5607,2657,1834,-5969,-62156,3810,3819,1399,3667,1695,908,-378974,-75929,-5867,-16126,-5335,-4694,-2241,-1462,172600,-22046,16457,-13265,-2051,-2183,-931,148,difficult
145836,39768,3485,2110,1844,1732,994,567,987236,252508,34629,21314,9519,10013,10359,3366,-956586,-247406,-33049,-20160,-8449,-8955,-10073,-3025,-824018,-197396,-29928,-19627,-8586,-7536,-8794,-2646,-743595,-193419,-30454,-17826,-5991,-8351,-9227,-2727,easy
158616,28184,6439,4516,7433,2405,3541,1703,917831,105852,110643,79977,41771,24730,22639,8038,-725620,-89447,-107980,-76278,-40473,-22338,-21641,-7522,-795728,-62316,-105667,-75362,-26156,-22558,-19572,-5167,-756296,-81241,-98965,-74743,-36385,-22078,-16081,-6317,difficult
1296191,192467,55974,24095,11889,10590,8270,9477,715830,66767,32333,22743,14292,7183,5605,4334,863438,60999,-3432,2881,-2110,7734,-1046,14598,963827,96059,45886,19257,-673,4026,1276,2261,-86182,220041,28470,-18082,-4427,-1540,7765,-1430,easy
1102523,108347,44851,19406,14241,6650,4501,2180,975498,255312,50279,36179,13937,18045,9532,5874,683263,-177654,-37407,-4852,-3487,-13855,-7137,-3635,42991,-45661,40541,-19632,16602,-5080,-1047,-3592,-345180,-217580,-19418,-25836,-12202,-15249,-6909,-3856,difficult
753772,60740,30046,10429,5904,6400,4848,3283,885766,89685,14196,19553,19221,13294,7655,8188,353933,64647,56757,-3196,-12209,-2501,-1691,-5434,-476095,-71443,3493,-7492,-10976,-7421,-180,-2644,-273819,-80039,-12701,-16684,-16765,-10760,-6551,-6636,easy
562798,97992,29288,13735,10774,9100,3848,9591,954185,589008,50808,133463,23332,23431,7953,7306,-165007,-376970,-23906,-114753,-289,-7799,1248,16646,-283945,-548963,-36733,-126601,-20983,-18629,-6582,-5529,-725210,-547115,-3922,-117829,-16401,-16566,-6981,-4262,difficult
845050,59744,11582,29962,39495,11658,9283,9163,977969,204799,25690,37995,30085,31453,13418,6299,299476,-92232,-3020,12236,59995,-10656,8922,17523,-559454,-186825,-17271,-5496,-24637,-25788,-9503,-4213,-138778,-156109,-22034,-30839,-7128,-22940,-11823,-4719,easy
390352,136060,27290,25272,12580,7625,4266,3641,406339,73798,36532,44502,19102,12111,5360,3018,-23787,43170,-11534,-6919,-14539,-3735,-1848,-1055,-83217,-5629,-27974,-39811,-12133,-7520,-2970,-658,59042,149246,11782,-10960,7105,-2203,1535,3582,difficult
1291026,86925,56148,21854,10405,10274,4375,5642,636725,124016,51753,72923,30126,12789,6522,4101,1137581,20776,77332,-27164,-11797,-1241,-2046,7508,-529505,-104867,-50478,-69482,-28025,-10404,-5892,-3733,1354828,-27181,-13669,-56560,-19340,4099,1497,848,easy
782106,193247,43411,19136,9418,15231,14722,7932,1125276,426498,107439,42379,19187,18712,9441,5909,-54358,-317597,-48957,1130,-13602,-1792,-1108,5562,-725599,-92374,-60261,-33539,-8308,4317,19657,3041,-249553,-289781,-82866,-37321,-7396,-12968,-2706,-2535,difficult
1170820,221647,34573,20939,28098,25726,6392,6984,1015541,288527,95459,88237,42767,13409,15393,7896,763977,180669,-24801,-56732,23178,52056,-229,9652,-647654,-266508,-87402,-84835,-40191,-11923,-13616,-6842,349513,-114802,-70456,-60327,-26995,-3182,-13158,-5545,easy
1495652,175606,72577,66849,10512,23944,13202,8897,761555,333573,32760,27968,15361,9766,5231,4798,1240768,84473,143152,124876,9587,35768,30234,15409,-182603,-273272,-21057,-20553,-11419,-5935,-3292,-2435,1144125,-285102,-2643,12320,-12715,12700,-3028,-677,difficult
756512,152698,11202,5044,7742,10559,2728,2272,995890,85013,35203,17084,8189,9496,4507,3239,-539881,-62561,-29309,-12594,-5903,-4856,-3827,-2682,512743,332882,-18054,-9319,5906,15647,1024,-129,-690997,-67266,-24640,-14206,-1343,-7601,-2533,-89,easy
523638,121626,68367,23487,10210,7999,6696,8768,1080950,176577,13426,6471,6142,3629,4160,3159,-679125,-167749,9789,8432,-3712,-1836,-2022,2028,-411651,-24225,111961,22056,8582,8635,1487,5414,-581159,27121,43073,20560,7334,6312,8142,9385,difficult
1449984,106563,17467,13835,6044,9616,6822,5426,881333,77098,23743,27307,13698,11382,9293,4800,743785,-26329,-11578,-23116,-10968,-6743,-5926,-3729,709567,-26698,1022,-11580,-3313,-2407,-3220,1440,252600,141421,-8273,-5720,-8681,3853,1733,4166,easy
712897,89213,24363,24767,11009,6729,7893,3759,838456,216464,45711,55666,24792,14892,10167,14186,-483712,-89998,-20996,-43244,-13830,-8058,3062,-9561,-302347,-125327,-17713,-38032,-9127,-9812,-5640,-11526,409382,-166427,-25335,-11422,-18393,-6620,-4243,-10195,difficult
861420,187659,19346,15814,9041,13919,4945,3782,993590,171596,63130,93386,54177,25330,9513,17320,-784029,-154683,-52994,-78381,-52122,-20183,-7215,-14923,998784,33275,-30448,-76649,-39622,-1080,-2078,-12730,-611266,169598,-47911,-77686,-43664,-12969,-4410,-12960,easy
434648,165869,34502,15911,13276,7183,3551,5054,1351336,206127,25316,24690,30191,9430,7834,4431,-619297,-107589,5576,-10819,-10841,156,-3959,-577,-1042537,162766,24962,4796,-13045,527,-2609,6242,-1088230,-175950,-2979,-20313,-26858,-7425,-6282,-3795,difficult
768933,507899,77121,39934,14430,24197,5935,12123,624464,425007,34076,32524,27418,13198,11918,14349,65052,909230,176516,4385,4193,37566,-1512,11591,568828,-345515,-22826,7073,-22569,-5550,-8073,-9524,-200472,-315038,-24554,10771,-20587,981,-8363,-8744,easy
739935,164637,46487,33519,7898,6345,4325,2896,1236212,484644,136757,104842,39142,25074,15261,14550,-1154319,-392797,-133422,-93215,-34020,-22429,-13047,-13930,-591356,-121683,-10086,-81970,-28376,-18714,-8562,-11012,256845,-445540,-127303,-38784,-31337,-15043,-11198,-10021,difficult
1731905,401320,35232,42833,22152,24464,7844,10459,668752,110618,36190,32476,13117,12591,3550,3158,1986748,-15586,13654,-11862,16507,-8307,567,7423,1072700,942704,-2297,36809,15119,47021,7847,13575,130011,-55013,-14232,6123,-4522,-3095,4469,906,easy
1496443,136107,68552,65067,30540,26607,13993,7686,896491,82916,59270,22216,16031,17886,10037,10015,1028716,46102,-42341,30519,-383,-4069,4043,-5350,-716946,-59019,-47227,-20554,-1813,-15811,-8415,-9282,1488086,172491,117413,118588,45724,46043,16239,7644,difficult
2468475,507893,38220,108500,32316,19195,19264,4820,671994,213395,45141,54005,23045,12741,14281,16673,3016402,-14189,-32993,64804,18424,6773,800,-12706,736113,767444,39929,118313,-3087,1643,17231,-12431,1636929,130239,-27700,-19632,12475,10945,-3083,-10423,easy
1105561,103613,64899,15112,12898,10587,13870,7077,1005120,74104,14184,27648,5812,8686,3480,4070,-945377,-25242,-8153,-25791,-1681,-5714,-1636,-2604,-820652,-24800,-6665,-24407,-4980,-7062,-2290,-3120,2067352,138570,166962,12589,27918,18480,35097,14745,difficult
938169,48553,34130,8068,10580,4366,4337,1543,538915,113801,15656,17652,2758,10430,5500,2579,847145,-90813,-13435,-12006,-825,-8341,-3047,-998,-338385,-43050,32582,-13340,7114,-5943,-2421,-1233,689002,-61881,36274,-3407,17177,-3907,1978,-876,easy
448380,47880,20754,7624,3078,3012,1789,2139,183704,19954,7894,4303,2764,2174,1204,899,430104,20674,23230,-2604,535,-627,266,1742,-39315,32503,874,7746,-1368,3345,212,21,403238,30601,14477,4822,1774,-203,1278,1957,difficult
411525,342054,71347,39836,27102,19463,5882,7149,604052,429768,53191,66146,24780,17079,17779,8496,-307425,426327,116128,-15456,4977,7536,-8957,-556,264282,-294495,-23979,-6319,17035,13257,-10397,3657,-534437,-394973,-37682,-57154,-15045,-13642,-16336,-7142,easy
449923,109991,38926,48413,3808,6980,5406,2947,872902,597101,96011,50977,41617,17821,10663,11483,-43472,-555125,-51036,43120,-35812,-8076,-1163,-7196,-707113,-587645,-92332,-47247,-41112,-17009,-9876,-11336,-518351,-318560,-27886,-3565,-36504,-7437,-4732,-7076,difficult
960171,75459,18678,5257,6379,7195,2525,2170,2357592,619777,161455,148690,26957,49154,29851,16781,-1818257,-610831,-156955,-145181,-22451,-44534,-27902,-16168,-1788577,-593261,-151398,-141995,-25293,-45563,-28550,-14741,-585429,-428863,-119979,-143124,-13991,-35779,-25525,-12925,easy
1169844,135997,84716,23825,22682,8987,6910,5819,1711618,89844,47367,63012,22004,10397,6099,4864,-353040,-28143,3377,-37897,5287,-5549,6808,4013,-147728,203525,96170,-33811,4047,2515,-1787,816,-1124553,-36924,12499,-45853,-7299,-1195,-2589,-1965,difficult
398803,53581,10370,6082,5298,4405,2994,1598,945483,146735,28198,34017,8774,9611,4342,3681,-102587,-111103,-4114,-27807,676,-3364,460,-2357,-853996,-137981,-25574,-33403,-6138,-7983,-3878,-3091,-683456,-30378,-23796,-22596,-4966,-4271,-626,-802,easy
571539,139772,56597,19686,12068,10229,7398,3171,359463,95440,22370,11506,12676,7225,4106,2499,-42737,75788,27050,29709,4700,3700,9046,1436,-79409,-50223,-9362,-6974,-10501,-6372,-3018,-1583,758374,107432,84992,1804,3977,11683,3848,2163,difficult
935268,111210,26015,26034,13910,19189,8761,8131,1405155,498759,41037,57875,38576,26566,13743,12688,-703186,-446587,-33577,-37494,-27919,-17571,-9342,-4888,230072,-257890,21543,-8089,-9564,15011,5546,-727,-936548,-458169,-33032,-49939,-36514,-19571,-11149,-8057,easy
457496,133125,23686,6758,4453,9118,2511,2317,871117,64320,18664,18821,10458,7225,5255,7074,228659,233514,16364,-10826,-3212,16279,-859,-2032,-806695,-16890,7023,-14082,-6277,-4638,-4106,-6071,-662826,-10210,-8320,-11281,-8525,-5963,-3267,-6169,difficult
473888,34921,23013,20745,4690,9129,3535,4740,420516,356878,52703,72287,21145,11339,5996,8414,-401024,-342089,-47377,-71226,-19680,-10062,-5576,-8191,464073,-335122,-39224,-69877,-16215,-7988,-4601,-4526,97066,-288661,-2468,-13523,-13470,11419,2793,1696,easy
1227337,232371,26024,55118,22581,27881,19912,7937,1212430,608978,38353,37798,25661,38772,18464,21739,-332702,-508019,-29965,-5017,-11803,-30109,-7925,-16533,209252,-136507,8676,10538,5036,18345,26205,-9043,168172,-485294,-15699,46440,-2474,-20910,-13937,-15831,difficult
2340315,236539,46547,112584,20126,28359,19139,8124,350768,671900,13638,129008,15763,11580,8212,13401,521117,-611668,42729,-100707,-10982,3015,-1072,-9507,2723762,-347208,27999,25718,12035,23661,16926,-3162,2723762,-347208,27999,25718,12035,23661,16926,-3162,easy
828946,61970,16263,23027,6221,7995,2446,2687,519175,27638,14472,4314,6157,5935,2230,2377,457193,28315,-9184,35447,1545,-2018,161,148,525598,59908,25824,17791,3627,12234,947,1862,-53477,14774,-11268,2901,-4979,-4035,-461,-1081,difficult
177485,28937,13397,10203,6855,2556,2634,1641,561003,79937,56613,33490,6573,11381,3581,3189,-150696,-53628,-32516,-23753,6564,-9429,650,-544,-507780,-74371,-50715,-30452,-4335,-10049,-2806,-2915,-492078,-25002,-46416,-15657,-1382,-6996,-685,-1186,easy
621419,79419,18749,21019,7313,8349,8679,4996,272840,54981,10475,5491,3522,2985,4427,2295,296924,-9219,9131,6950,2295,5911,15728,3899,383920,2100,4952,29507,5466,2651,-2071,3678,364892,80434,10740,10127,3613,7531,-902,527,difficult
1281809,60334,52412,38575,11632,10829,5784,3388,355276,70263,9326,14562,10477,5471,6874,3277,556567,12464,43474,19068,1091,4204,2722,1373,1800282,3628,78543,58445,4981,12263,-1000,1636,422749,-45878,7242,-5473,-2606,-394,-4991,-2675,easy
798693,75735,22815,45481,23976,26137,7365,3821,774981,118108,38713,24685,12426,14037,8462,8010,1031661,30123,15967,102194,45240,57768,9409,1745,-344292,-85990,-33581,-20021,-5274,-10836,-7427,-6978,-616233,-71251,-30081,-19786,-5315,-10633,-5273,-7333,difficult
865093,251179,43777,38330,12580,13872,6156,5672,681038,149442,30043,19732,9839,11919,3915,4375,750218,367093,52308,85298,18573,21037,11596,9161,13168,-107354,-20640,-14365,-7090,-9404,-3047,-2833,-211222,45473,9534,-15140,-3261,-5775,-1825,-2438,easy
926364,130331,52247,60736,23670,10628,2693,7546,1047186,89693,17664,22013,6641,5832,5728,2910,-1010192,-69407,-2882,-20073,-5262,-4485,-4417,-910,-891222,-87242,-4560,-14253,-5107,-3110,-4906,-282,1538949,278563,111190,150495,61455,21982,219,15101,difficult
191821,51879,9745,12016,5430,3024,1846,1706,1196316,263629,78002,26203,5959,10559,5212,3028,-1084775,-185143,-69631,-17152,-3311,-9397,-2028,-2116,-1069897,-221801,-63625,-1384,2065,-4839,-3516,-177,-858812,-228306,-71514,-24025,-340,-8368,-4555,-1673,easy
580110,131346,24459,14936,6487,5114,5828,3579,1147613,117584,38899,12464,6884,6458,3004,3282,-299021,-57922,-29681,-4845,-1165,-1067,4189,381,-971762,147664,-29667,-2532,1628,-3364,380,-103,-431725,-48456,16027,14793,-1653,398,3904,613,difficult
181043,34014,11323,25064,12890,7242,2677,2180,852120,313753,86673,140278,56850,25600,14794,7601,-724975,-270034,-83066,-104448,-44760,-15201,-10448,-5797,-618563,-293525,-60040,-130168,-46110,-20446,-12830,-4563,-669692,-275659,-82945,-111026,-41009,-19426,-13073,-5902,easy
1150865,79970,23638,5831,7695,6905,3817,5033,407321,113387,8158,14454,15183,7346,2871,2920,694491,-75581,4522,-12496,-6725,-4425,312,1137,-26733,-51993,19960,-8510,-5614,1570,-91,1589,1562873,27322,21959,-4863,-10125,1533,2616,3612,difficult
552734,208446,14687,9095,15372,4521,4557,2985,1491390,500248,68000,39337,32258,51398,29468,11796,-1315289,-359690,-55344,-24232,-20047,-46966,-25319,-7556,-1438292,-481616,-53842,-36587,-31183,-49899,-27197,-10927,-62388,-34101,-50754,-29906,571,-43767,-22218,-7951,easy
