delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
827718,130436,61822,33182,16539,11569,6423,5251,-692694,-75759,-50858,-23358,-12172,4148,2413,-941,-517054,-76518,-43867,-26911,-10457,-8984,-5343,-4010,-507502,-87620,-52901,-13584,-3929,3944,202,-2190,175640,9552,-759,-11102,6991,-9034,-3553,13327,1715,6528,-13132,12928,-7756,5545,-3069,1820,easy
973938,65728,11043,13169,13173,7167,2716,1464,-166086,-35379,22412,34792,-4129,12736,13333,5928,-936377,-50833,-1420,-10235,-7518,5055,1778,2468,-523154,1863,-4579,28596,-5728,5142,1837,2925,-770291,413223,-15454,52696,-23832,-3159,-45027,38831,-3389,1790,-7681,87,-11555,59,-3460,457,difficult
58557,8679,5485,3518,2770,5682,4496,2636,-56681,-1929,-3687,12288,1794,813,-472,-420,-55958,2639,851,6476,19442,7727,-1172,1017,-37134,-6680,-3374,15448,2296,12223,-2543,437,723,18824,4568,-9319,4538,-4225,-5812,8972,17648,-17146,6914,4496,-700,-1371,1437,-580,easy
56031,21664,11366,14216,4936,18539,11975,5866,304844,232922,5550,9397,29381,7171,37432,7597,165505,-17305,-7924,-13121,-2878,-9163,-8999,-1621,204372,-10863,-9516,-11700,-3775,-15922,-11509,-4752,-139339,38867,-250227,6442,-13474,-1592,-22518,1421,-32259,-897,-16334,-6759,-46431,-2510,-9218,-3131,difficult
14185,12668,5522,6270,5844,8568,6358,3622,1380763,232518,10556,24514,21595,875,-2216,-678,7548,-6294,-349,-1174,87,3021,-867,1079,42178,20795,1425,-259,1749,2293,-650,-92,-1373215,34630,-238812,27089,-10905,1774,-25688,915,-21508,1662,2146,-728,1349,217,1757,-1171,easy
56737,12950,4353,8047,5239,7476,6430,4091,-46809,-3079,3178,2323,26292,11800,2304,-1505,198917,45307,3635,-6335,-1465,-5447,-4319,-2572,377778,11626,5506,-548,5531,1833,5223,4625,245726,178861,48386,-33681,457,1871,-8658,5787,-27757,6996,-17247,7280,-6623,9542,-1067,7197,difficult
13122,3042,3509,8048,14198,15024,8696,3868,31144,60994,43183,-4112,-4947,-5179,-4960,3785,20997,-878,192,-3891,-10952,-9486,-7823,-1922,158403,39532,12060,32549,-6593,6457,-5160,902,-10147,137406,-61872,40410,-42991,11868,221,36440,-6005,4359,-4307,15943,-2863,2663,-5707,2824,easy
669186,22741,21879,12186,8740,12037,17085,7067,-661959,-19001,-17588,-7780,-5132,-5205,-10371,-3744,-508511,-10465,-20029,-8049,-5985,-5064,-14757,-6026,-145945,144056,76722,1671,19686,6943,-11423,1703,153448,362566,8536,154521,-2441,96751,-269,9720,-853,25671,141,12007,-4386,3334,-2282,7729,difficult
290952,43389,14977,8374,3858,13434,7886,11155,-286121,-27429,5430,13798,5556,34252,6439,-4201,370778,200225,115,7614,16722,10604,1254,-3290,-259645,-32335,-12016,-301,10698,6188,-2595,-3774,656899,-630423,227654,-232560,-5315,-12131,-6184,-7915,11166,-6024,-23648,-4416,-5185,-3849,911,-484,easy
73604,53974,5756,4918,3929,6319,3181,1472,489960,-17437,-2622,1012,-2980,-5156,-2876,-1117,70635,-18069,8401,-2393,-747,-2374,-2398,-1178,433161,1902,1099,5429,-1621,-4431,-971,-758,-419325,362526,-632,19971,11023,-7302,-3405,7822,2233,-874,2782,-2057,478,1427,-61,420,difficult
419559,169381,31329,28653,22729,14532,20550,8454,25116,67098,-2824,-19188,-12743,1599,-14586,-2647,106683,-88522,-21558,-9023,-14190,3628,-11861,1791,-314721,-52826,-10546,-10123,-11813,577,-5763,-1419,81567,-421404,-155620,35696,-18734,11012,10165,-1100,-1447,2377,2029,-3051,2725,6098,4438,-3210,easy
193762,17243,14572,7346,6989,9043,3866,6676,214966,63767,26551,423,12463,23164,4008,4434,245916,147651,28915,46931,72916,32656,18573,5177,-96964,22961,2567,2903,9026,23266,7579,-2652,30950,-342880,83884,-124690,2364,-26348,46508,-44028,60453,-63890,9492,-9390,14565,-10994,743,-7829,difficult
48533,32365,11781,8547,3952,9708,9225,4771,-43705,-29418,-10653,-5518,-1546,5315,-8164,-3004,-19689,-26204,-4217,-7156,-732,-4273,-6563,-2604,-19689,-26204,-4217,-7156,-732,-4273,-6563,-2604,24016,0,3214,0,6436,0,-1638,0,814,0,-9588,0,1601,0,400,0,easy
30947,16849,8482,15167,7748,19850,5187,3720,-23500,-9514,-2264,-9382,-3629,-10610,6751,453,31543,22078,-3655,-10937,-6185,-15898,-4419,-1752,938870,78799,13815,19097,17399,-7466,-2342,5781,55043,907327,31592,56721,-1391,17470,-1555,30034,-2556,23584,-5288,8432,-11170,2077,-2205,7533,difficult
415165,78654,22944,8008,23236,9833,13840,6907,-27688,-43971,1163,293,-20853,-5340,-9645,-4544,740155,61744,10942,6202,-7573,24320,-4921,1709,-397874,-62165,-17365,11583,-6623,882,-6291,-1283,767843,-1138029,105715,-123909,9779,-28307,5909,5381,13280,950,29660,-23438,4724,-1370,6253,-2992,easy
233638,131759,14833,12835,3071,10585,10834,3888,-115587,-108613,4744,-5218,11727,5176,-5316,1122,-211054,-69489,11031,5085,8597,3440,-5034,6257,567111,337523,82905,12137,24475,-3971,-1414,3258,-95467,778165,39124,407012,6287,71874,10303,7052,-3130,15878,-1736,-7411,282,3620,5135,-2999,difficult
619203,143274,6448,4863,17905,13926,15783,7633,-523025,-121862,-3252,3252,-14618,-8272,-14019,-5395,-384601,-120334,-4495,5390,-11233,-8433,-14354,-6337,-587145,-118516,6692,-115,7820,-410,-10774,2931,138424,-202544,1528,1818,-1243,11187,2138,-5505,3385,19053,-161,8023,-335,3580,-942,9268,easy
57602,18949,2819,2867,3481,2187,1748,601,-36269,-12745,356,783,-1511,1961,5,102,-26598,-14276,1956,-227,-754,1117,-778,168,-52083,1185,225,2660,6416,6200,4100,3856,9671,-25485,-1531,15461,1600,-1731,-1010,2887,757,7170,-844,5083,-783,4878,66,3688,difficult
45962,32155,9820,11506,8990,10295,5052,4139,30185,-14555,-4941,-4787,-4290,-6230,-2028,-3359,-30453,25249,-1159,13939,1968,4789,700,3825,33866,-24307,-1450,-2584,6356,-141,-1621,193,-60638,64319,39804,-49556,3782,-291,18726,-16523,6258,4388,11019,-4930,2728,-2321,7184,-3632,easy
223489,40474,18387,12671,8935,11836,7211,5642,-15476,-32870,-13404,-8533,-6016,-10187,-5291,-2839,-130410,1086,-11063,12731,2682,3986,5066,1844,-199995,-27199,435,-5609,-879,3529,181,4068,-114934,-69585,33956,-28285,2341,11498,21264,-18340,8698,-3561,14173,-457,10357,-4885,4683,2224,difficult
514965,23116,6119,7693,5074,15333,7755,3783,-394463,-6227,-3193,-1798,-1482,-9552,-3691,-471,-425266,61813,16447,5608,-914,-1452,5457,1091,-497592,17552,12084,-4556,1449,7226,-729,389,-30803,-72326,68040,-44261,19640,-4363,7406,-10164,568,2363,8100,8678,9148,-6186,1562,-702,easy
26334,21414,13949,10663,5733,13872,4150,2870,15541,-9,-8530,-8401,-2225,-11313,-2921,-2474,-18973,-6470,-12872,-7573,-2262,-10613,2611,-445,-22590,-18808,-8140,-8698,-2778,-7864,-2109,-37,-34514,-3617,-6461,-12338,-4342,4732,828,-1125,-37,-516,700,2749,5532,-4720,2029,408,difficult
75877,14323,4670,6990,6603,7769,3269,5485,310332,11031,-4255,-1707,-4789,-3386,-145,-2817,-36805,7863,3260,-703,-506,-2675,-1279,-1021,398008,29675,7118,4870,3034,-720,9887,1784,-347137,434813,-3168,21812,7515,3858,1004,5573,4283,3540,711,1955,-1134,11166,1796,2805,easy
127880,13367,15792,14512,15549,9768,4962,4464,-68971,40085,-12096,-8324,-14317,-5987,-2572,-1896,-89871,-7348,-4527,-4541,5244,1254,-1303,2110,-95297,15960,-12232,-7666,-9306,-8117,-3794,-2116,-20900,-5426,-47433,23308,7569,-7705,3783,-3125,19561,-14550,7241,-9371,1269,-2491,4006,-4226,difficult
118932,48513,9389,15624,9208,20879,9516,8833,-111612,-16431,5421,14547,-2066,4940,-2984,4036,-49075,-3955,-7804,-13403,-6304,-17385,-7285,-7797,-81284,-33836,2070,-11687,18,-2054,2665,-2290,62537,-32209,12476,-29881,-13225,9874,-27950,1716,-4238,6322,-22325,15331,-4301,9950,-11833,5507,easy
585357,21776,15026,11883,8872,12232,3858,5648,-521618,30429,8565,-2774,-3873,10296,9544,-1987,-534749,-18706,-14501,-11192,-7829,-11053,-3376,-5122,-546637,29644,2580,-6494,10006,-92,1469,-2620,-13131,-11888,-49135,48350,-23066,17081,-8418,4698,-3956,17835,-21349,10961,-12920,4845,-3135,2502,difficult
35352,23320,3223,3648,7151,18233,23772,8108,268662,-2532,8775,4060,1284,-12446,-22113,-6212,43392,-3861,16506,3571,-3737,-4377,-15817,-4675,-10694,-4560,12462,6101,1790,-6734,-19557,7629,-225270,-54086,-1329,-699,7731,-4044,-489,2530,-5021,5527,8069,-2357,6296,-3740,1537,12304,easy
708515,141276,9085,7482,8624,9021,3852,2225,156801,-81455,5205,-457,-3311,-6443,-3138,-1357,-174199,27699,23384,15355,10424,882,2028,3296,-694677,-119143,-7440,-6319,-6665,-8149,-3575,-2055,-331000,-520478,109154,-146842,18179,-30824,15812,-21674,13735,-17089,7325,-9031,5166,-5603,4653,-5351,difficult
