delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
164068,76370,19720,9498,5973,6656,774035,156214,25478,48161,26869,18301,-445534,13768,22390,-25448,-14384,-7811,-759401,-151738,-25012,-46168,-25681,-12148,-624965,-101561,-14651,-44372,-22624,-14977,difficult
21190,15533,8605,5949,4898,8863,94985,36950,7849,4532,3908,6033,-35094,-15030,-7278,-499,-2772,-4399,-93405,-25185,-2821,4219,5709,2436,-92887,-24037,12367,532,33,10453,easy
72455,32397,22406,9572,13651,12444,236467,62600,12474,37332,8127,8652,-221993,-50709,-2170,-34095,-909,2443,-226992,-55723,11851,-30634,-3166,2542,-43050,15822,20116,-18550,20647,6390,difficult
50905,23996,23646,14401,22950,10731,373894,37481,13478,4424,6168,3180,-289221,18269,28280,1307,18429,5831,-364563,-34711,-7286,-1415,-3844,-1847,-315184,-24014,9511,30038,35761,18668,easy
49356,31479,11831,8583,4739,4292,76031,29665,22113,5064,9533,4805,-60395,38329,-13104,5281,-5585,-3440,53407,-15074,-5536,2321,-6568,-3481,-73037,-17814,-12206,2955,-2230,5383,difficult
46943,16010,6870,5162,5531,12584,255434,105148,38780,18821,12353,16650,-234487,-98820,-30521,-11108,-7107,716,-143998,-83519,-36735,-16044,-9597,-14301,-246988,-85076,-28474,-13826,-3762,1386,easy
109252,16258,12734,9066,7954,10546,704464,133683,30275,11777,18015,13226,-701017,-120954,-19473,365,-8108,-5443,-689641,-109276,-10747,-4782,-11325,1674,-394979,-122044,-22403,-3716,-10751,-4272,difficult
21136,10565,20807,9991,6619,5519,155729,64409,18626,14044,6921,10285,-140490,-58920,-10843,1218,3999,-3717,-148609,-55420,27893,-1294,-977,-1643,-114680,-47191,-10508,-12084,-3928,-8938,easy
130091,33404,12801,3129,3277,3440,330835,26528,14279,15310,8240,8087,-118434,-716,-4882,-12822,-3392,-2996,-256153,5009,-7563,-11409,-6331,-5922,-227646,16334,8010,-12312,-5166,-5022,difficult
109177,14104,3168,1312,916,775,174323,20474,7606,4527,3513,2846,15993,4700,-5650,-2482,-1918,-1557,-83632,-17770,-1324,-4096,-3167,-2369,-127799,-6039,-6341,-3067,-2706,-2287,easy
140522,15988,2445,4822,3169,5694,63136,25432,3464,6332,3694,5263,24823,-15764,-1809,-5875,-1135,-2487,263204,5256,-1236,-5314,-330,342,-55870,-17825,-12,6659,-111,3439,difficult
110226,19482,15603,7824,10763,7883,329939,59611,22330,9392,10019,7071,-320349,-56166,-20246,-8673,-8997,-3472,-325674,-51876,-10287,-4125,1786,1708,-13115,-12346,10351,8095,9444,4201,easy
121822,39557,14630,6811,9678,7944,194120,108272,14159,13882,8057,8260,-117133,-55437,5359,410,3481,-659,-163188,-77792,7435,-10110,-2882,-3330,63427,-72915,-11382,-11512,4264,3040,difficult
545077,62079,13051,28647,7890,5129,99937,34568,11812,18401,5121,5016,350153,87200,-2334,64251,10414,4359,997676,24944,9692,-15355,-161,-1847,-12409,-29612,-3642,-18157,-1945,-2174,easy
721856,173497,17694,15480,7192,10256,251156,58143,15549,18398,29898,11848,-140927,35264,-10180,-15590,-23519,-8499,-56387,748,-7377,-12037,-27717,-6228,1609413,310051,23991,18874,-16883,9950,difficult
117939,24780,12770,7442,13239,9066,467964,61380,32078,18149,8800,4896,-456367,-53320,-17206,-11581,-5064,434,-352781,-43617,-27329,-13572,56,-2326,-240926,-12864,-13390,-6969,18324,14403,easy
1143618,193393,27033,56512,11814,16568,145850,15788,9131,4135,4312,6963,1339071,94044,-6094,16735,7367,482,1614071,307288,26991,137182,10590,23611,40161,131484,32810,3215,4550,4721,difficult
368385,42929,32993,24297,9935,14274,99955,24227,13542,7207,4601,5977,997475,80490,35379,8395,2368,-1059,-96306,-16178,33847,7598,7752,6600,-95880,-8207,-10874,35278,5883,19350,easy
51642,35671,14023,5405,5972,3725,251027,34308,9800,10480,4645,3416,-227979,-9870,29726,-2660,10124,5432,-122445,40554,-8430,-8596,-2748,-1943,-247731,-26595,-8627,-3969,-3394,-2563,difficult
487224,43813,15388,18749,7302,16734,1352087,222607,63771,27943,42110,30493,-533074,-182718,-41069,-11229,-38334,-20385,-983967,-140406,-50152,-13698,-33380,-13497,-1077547,-213259,-53927,-2655,-32710,-7396,easy
1082568,150554,14704,9861,9268,6765,130032,34280,11401,7852,8638,4540,-103026,-469,-9660,-3811,-3300,-1497,3003338,362629,27599,14805,10319,11854,-42703,-13339,-8029,-4967,-5129,-3683,difficult
87035,19752,19922,5798,3491,3789,69022,26631,25481,5276,6569,5905,122009,-5802,-21100,-2252,-4426,-5027,-66762,-10246,8099,6451,-1012,796,-1208,-4588,-3677,-2632,-3796,-2118,easy
39520,26455,19789,9840,13002,13632,62739,28865,5452,3674,6356,8048,-50530,-11875,8148,2979,15456,24,-53485,19119,36395,10863,8335,18463,34357,-14474,-1531,4655,-3853,-1735,difficult
153838,76457,30175,5267,6534,7220,255306,125160,15455,13272,10172,9150,-128453,-81280,-10322,-6285,-2651,-6441,-239458,-120274,-14830,-10996,-4670,-3875,63506,55446,69313,-6734,-3592,4525,easy
67706,38584,14290,21789,4321,4981,168398,72045,14118,9171,10966,13664,-93888,-35625,-5091,-3613,-4777,-10066,-51614,-22036,-10311,-3556,-8155,-8104,-156574,-42722,15918,45024,-7003,-7880,difficult
29559,23053,11677,2678,5077,2948,44358,15439,22647,5327,3260,3395,-37165,-12345,-7870,-2612,845,650,13553,19579,-11470,-3911,1941,-691,-20786,15607,-13570,-1425,2664,-1299,easy
69232,41093,10188,4772,5117,3376,632347,45081,20810,11686,11506,5489,-629440,-29643,-8460,-4187,-4645,37,-526006,-16354,-8093,-8186,-7792,-3464,-533899,34034,-15312,-8370,-6729,-2913,difficult
475274,95081,11386,34543,9422,9759,727552,46005,16054,20399,38140,15632,-318117,68154,-12946,-14772,-35494,-11610,-511158,29286,-615,7231,-31839,-11001,72442,49788,-443,49973,-18820,4992,easy
27974,23915,9873,7823,6115,6311,291090,42711,12682,5667,4407,7265,-222634,18069,-8242,-280,-2646,-4625,-286094,-39526,-4486,2997,1956,-5622,-280620,-34932,4300,3750,5814,7386,difficult
427764,23397,19613,21995,7458,13789,323738,46366,8098,4846,7741,4840,732024,-12475,37135,52253,8227,23478,-183507,-28271,-1827,-3237,-4980,1005,-236439,-28161,-764,2430,-4095,2363,easy
286333,165958,24509,30434,11114,6313,1466131,149992,93502,17003,22557,23281,-1072901,-15386,-80011,35701,-2415,-17718,-1392729,-69876,-86483,-5117,-16422,-16083,-1073764,133161,-40485,9709,-15492,-17104,difficult
71372,22129,6441,5913,6392,6054,76031,20761,28476,15769,10512,8341,48035,29851,-22476,-12403,-1370,-3162,12313,-6462,-24014,-13632,-6087,-3470,-74326,-19284,-19614,-3532,-4902,-228,easy
13675,6578,16243,4433,3456,7807,219207,35778,12828,14597,15690,5736,-181881,-30683,-1600,-10127,-14029,-1312,-217589,-33171,-11853,-12923,-13769,-1787,-217126,-23746,23697,-7443,-8904,9312,difficult
263124,24833,4881,8249,5141,4110,363895,75940,9932,6008,5721,3167,-248572,-61674,-4436,10579,4341,6499,164161,-37280,-4440,-3114,-3095,-2062,-217903,-54367,-6276,-743,-2985,-1609,easy
208700,16649,13263,6443,5359,2694,114066,33597,9890,7926,5763,5671,-89981,-14165,3467,6286,4184,-894,396436,-13105,-998,-4190,-1960,-3630,-22553,-23573,7651,-6544,-3435,-4406,difficult
573741,118954,18984,12302,10750,5633,270860,64439,74343,19459,12917,7984,1265902,108340,-31284,3667,11953,1748,-111976,90028,-68846,-13305,-7985,-4100,-245284,-34823,-65947,-11833,-10469,-4700,easy
220507,61719,22977,7327,5998,17427,1010683,87432,46802,24014,24155,15837,-449211,51980,11887,-9487,-15473,12208,-929928,-78752,-45473,-21727,-23279,-13314,-991389,-50368,-37890,-18846,-15720,5875,difficult
466759,114889,17593,13057,8150,6901,148502,23977,4693,5296,4437,8187,-34765,20806,13445,-3233,-2067,-3616,983412,241904,18358,25072,12799,4652,6123,10025,6897,1445,408,-4895,easy
89171,28900,19679,3609,3894,2974,279954,72088,6828,11467,4231,5503,-264634,-29105,2056,-7193,-102,-3931,-275218,-52307,35314,-8870,-305,368,-32497,-48151,1183,-7511,-604,-4025,difficult
77364,19483,10994,7422,2746,4560,790071,65598,14648,8109,7655,6730,-710290,-40954,-6407,4421,-2089,1683,-650094,-41806,3371,-5021,-5990,-3897,-777738,-55584,-7925,-1462,-6647,-4295,easy
219943,121194,19094,8121,7076,3564,37696,15056,4385,2049,2963,2121,244467,260443,31416,3456,6253,898,663,-8498,4140,15718,536,-222,301612,66468,8571,-959,5550,3653,difficult
566562,66404,16691,8851,6427,3316,970812,93562,50114,32459,26985,26665,462995,70007,-11463,-13034,-13403,-20465,-905951,-78694,-48747,-31511,-23844,-25177,-769794,-72786,-40059,-26279,-24426,-24406,easy
75509,26126,9192,7432,2770,4965,450682,284087,22654,8671,10700,10248,-416330,-270803,-14312,-1707,-9188,-6899,-273779,-246730,-9457,-5240,-9207,-6540,-435409,-256350,-16618,3231,-5395,-2411,difficult
240302,263461,19879,12095,13693,9685,515329,52046,20585,13250,12743,8551,8618,692487,16261,16202,19472,13133,-511312,-50512,-18337,-9956,-10016,-3734,-322388,-7729,-42,-9712,-6606,-5998,easy
35858,44816,18070,34107,8237,5500,419257,59863,16630,9486,6462,3696,-376430,24337,-4239,-474,2583,323,-374645,-44624,730,-8008,-2928,-537,-399121,-24855,7830,82344,5669,5625,difficult
