delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
13797,35288,10269,8581,19567,29088,9113,14172,-9027,-2562,139,-825,-6838,-2008,-1718,-5422,-3048,-22461,-6650,-1039,-6066,-8351,66,-2902,-8630,-31311,-7242,-7784,-17956,-22969,3752,-12516,5979,-5582,-19899,-8850,-6789,-592,-214,-6745,772,-11890,-6343,-14618,1784,3686,2520,-9614,easy
341239,85492,18365,13547,20349,28096,17251,15389,-296837,-58923,-3784,-9258,-16590,-17000,-7525,-9225,1232283,247942,39537,17708,165,379,6611,8888,587934,251665,33113,7222,31462,10095,4678,12114,1529120,-644349,306865,3723,43321,-6424,26966,-10486,16755,31297,17379,9716,14136,-1933,18113,3226,difficult
790286,73746,32217,33214,19127,31775,16330,9968,-211688,-38702,-18431,-22141,-4329,2440,-6861,-4876,-764193,-36307,-2722,-15306,-4522,-5980,-7651,-5194,-706374,2923,-4650,1360,17244,-17075,-7866,-7063,-552505,57819,2395,39230,15709,-1928,6835,16666,-193,21766,-8420,-11095,-790,-215,-318,-1869,easy
1668605,129083,57152,43436,32534,49472,49644,25830,-1500773,-94643,-51795,-36021,-21115,-34590,-46782,-24089,-1353513,-69287,-49279,-39065,-26507,-46670,-47432,-24937,-1198501,-59498,-24216,-3365,12487,10389,-37085,-11058,147260,155012,25356,9789,2516,25063,-3044,35700,-5392,38994,-12080,57059,-650,10347,-848,13879,difficult
273135,102639,14722,13286,6097,19264,19447,7589,1618332,105494,67880,20077,13820,7797,-10280,2002,46470,-30368,67860,-1214,3326,-11843,-12779,-4696,384981,-59131,-4981,-9162,-1781,-4522,-10777,-4545,-1571862,338511,-135862,-28763,-20,-72841,-21291,-7948,-10494,-5107,-19640,7321,-2499,2002,-6698,151,easy
221390,29762,7654,2620,6374,11671,7977,3512,-215591,-10480,9521,4026,17642,30162,13455,3246,-27393,-12254,-6684,-1652,333,-5134,-3340,-1104,-160675,-3825,10863,3051,1237,-4328,4214,-376,188198,-133282,-1774,8429,-16205,17547,-5678,4703,-17309,904,-35296,806,-16795,7554,-4350,728,difficult
22210,17039,15750,4447,7890,13293,6437,5106,125767,24570,6515,1517,-4226,-6872,-4320,-2798,33833,-10510,-9539,5950,-1555,3380,3187,2194,5849,-8821,-6373,3329,6014,40772,14498,-1110,-91934,-27984,-35080,1689,-16054,3166,4433,-2621,2671,7569,10252,37392,7507,11311,4992,-3304,easy
540351,62893,13385,12757,7127,14767,4970,6567,-503361,-57921,-5247,-7155,8470,26812,7425,3034,-346110,-9791,-8779,-11200,3342,-5275,-2483,-5141,-346110,-9791,-8779,-11200,3342,-5275,-2483,-5141,157251,0,48130,0,-3532,0,-4045,0,-5128,0,-32087,0,-9908,0,-8175,0,difficult
108527,30978,5559,7349,8069,5596,2241,940,-87044,-16616,-3618,-3814,-226,10541,-375,1415,-31242,-20681,-5224,-7221,-7672,-4247,-2012,-815,-65026,39235,7302,-2288,2873,5792,2187,2491,55802,-33784,-4065,59916,-1606,12526,-3407,4933,-7446,10545,-14788,10039,-1637,4199,-2230,3306,easy
82073,16491,6915,7664,10158,15369,14317,8550,659081,161170,8528,4781,13537,13832,4855,6584,-68978,-10373,-114,3219,-7349,-9912,-8813,-3905,140819,98799,-1421,55677,2079,-4874,-1442,953,-728059,209797,-171543,109172,-8642,-1307,-1562,52458,-20886,9428,-23744,5038,-13668,7371,-10489,4858,difficult
