delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
255301,50470,12613,11898,7686,11272,827718,130436,61822,33182,16539,11569,-692694,-75759,-50858,-23358,-12172,4148,-517054,-76518,-43867,-26911,-10457,-8984,-507502,-87620,-52901,-13584,-3929,3944,easy
432066,37612,16514,30887,7381,14811,973938,65728,11043,13169,13173,7167,-166086,-35379,22412,34792,-4129,12736,-936377,-50833,-1420,-10235,-7518,5055,-523154,1863,-4579,28596,-5728,5142,difficult
8633,6689,3415,14922,10614,12603,58557,8679,5485,3518,2770,5682,-56681,-1929,-3687,12288,1794,813,-55958,2639,851,6476,19442,7727,-37134,-6680,-3374,15448,2296,12223,easy
280938,89915,7403,9075,12512,12568,56031,21664,11366,14216,4936,18539,304844,232922,5550,9397,29381,7171,165505,-17305,-7924,-13121,-2878,-9163,204372,-10863,-9516,-11700,-3775,-15922,difficult
491015,95008,9399,13964,13654,10631,14185,12668,5522,6270,5844,8568,1380763,232518,10556,24514,21595,875,7548,-6294,-349,-1174,87,3021,42178,20795,1425,-259,1749,2293,easy
233366,30901,8459,6527,15358,10205,56737,12950,4353,8047,5239,7476,-46809,-3079,3178,2323,26292,11800,198917,45307,3635,-6335,-1465,-5447,377778,11626,5506,-548,5531,1833,difficult
83303,36258,21987,16230,6701,12288,13122,3042,3509,8048,14198,15024,31144,60994,43183,-4112,-4947,-5179,20997,-878,192,-3891,-10952,-9486,158403,39532,12060,32549,-6593,6457,easy
230381,60938,34914,7467,11596,10928,669186,22741,21879,12186,8740,12037,-661959,-19001,-17588,-7780,-5132,-5205,-508511,-10465,-20029,-8049,-5985,-5064,-145945,144056,76722,1671,19686,6943,difficult
232623,90209,12820,15411,14850,30449,290952,43389,14977,8374,3858,13434,-286121,-27429,5430,13798,5556,34252,370778,200225,115,7614,16722,10604,-259645,-32335,-12016,-301,10698,6188,easy
404856,42773,8049,6267,2146,2332,73604,53974,5756,4918,3929,6319,489960,-17437,-2622,1012,-2980,-5156,70635,-18069,8401,-2393,-747,-2374,433161,1902,1099,5429,-1621,-4431,difficult
358585,144631,19686,15875,9814,16467,419559,169381,31329,28653,22729,14532,25116,67098,-2824,-19188,-12743,1599,106683,-88522,-21558,-9023,-14190,3628,-314721,-52826,-10546,-10123,-11813,577,easy
315068,95369,33916,24098,38457,35405,193762,17243,14572,7346,6989,9043,214966,63767,26551,423,12463,23164,245916,147651,28915,46931,72916,32656,-96964,22961,2567,2903,9026,23266,difficult
20839,5090,5419,1937,2949,8631,48533,32365,11781,8547,3952,9708,-43705,-29418,-10653,-5518,-1546,5315,-19689,-26204,-4217,-7156,-732,-4273,-19689,-26204,-4217,-7156,-732,-4273,easy
346585,47303,11114,14760,10276,8525,30947,16849,8482,15167,7748,19850,-23500,-9514,-2264,-9382,-3629,-10610,31543,22078,-3655,-10937,-6185,-15898,938870,78799,13815,19097,17399,-7466,difficult
520029,63857,21191,14034,11553,16454,415165,78654,22944,8008,23236,9833,-27688,-43971,1163,293,-20853,-5340,740155,61744,10942,6202,-7573,24320,-397874,-62165,-17365,11583,-6623,882,easy
313795,184899,47726,16836,18004,12133,233638,131759,14833,12835,3071,10585,-115587,-108613,4744,-5218,11727,5176,-211054,-69489,11031,5085,8597,3440,567111,337523,82905,12137,24475,-3971,difficult
120946,23037,6096,7705,11895,8221,619203,143274,6448,4863,17905,13926,-523025,-121862,-3252,3252,-14618,-8272,-384601,-120334,-4495,5390,-11233,-8433,-587145,-118516,6692,-115,7820,-410,easy
19285,10337,3665,3939,4865,5280,57602,18949,2819,2867,3481,2187,-36269,-12745,356,783,-1511,1961,-26598,-14276,1956,-227,-754,1117,-52083,1185,225,2660,6416,6200,difficult
57161,27617,7303,13695,10335,9768,45962,32155,9820,11506,8990,10295,30185,-14555,-4941,-4787,-4290,-6230,-30453,25249,-1159,13939,1968,4789,33866,-24307,-1450,-2584,6356,-141,easy
108195,20813,10376,12201,7531,10945,223489,40474,18387,12671,8935,11836,-15476,-32870,-13404,-8533,-6016,-10187,-130410,1086,-11063,12731,2682,3986,-199995,-27199,435,-5609,-879,3529,difficult
75858,47495,14565,7444,4758,14074,514965,23116,6119,7693,5074,15333,-394463,-6227,-3193,-1798,-1482,-9552,-425266,61813,16447,5608,-914,-1452,-497592,17552,12084,-4556,1449,7226,easy
17660,12985,4102,2439,3311,3942,26334,21414,13949,10663,5733,13872,15541,-9,-8530,-8401,-2225,-11313,-18973,-6470,-12872,-7573,-2262,-10613,-22590,-18808,-8140,-8698,-2778,-7864,difficult
299722,30513,6711,7810,5849,5509,75877,14323,4670,6990,6603,7769,310332,11031,-4255,-1707,-4789,-3386,-36805,7863,3260,-703,-506,-2675,398008,29675,7118,4870,3034,-720,easy
43167,29599,6174,7668,9423,5485,127880,13367,15792,14512,15549,9768,-68971,40085,-12096,-8324,-14317,-5987,-89871,-7348,-4527,-4541,5244,1254,-95297,15960,-12232,-7666,-9306,-8117,difficult
38275,30439,9285,12110,6424,16046,118932,48513,9389,15624,9208,20879,-111612,-16431,5421,14547,-2066,4940,-49075,-3955,-7804,-13403,-6304,-17385,-81284,-33836,2070,-11687,18,-2054,easy
51022,35565,13907,5063,8307,11949,585357,21776,15026,11883,8872,12232,-521618,30429,8565,-2774,-3873,10296,-534749,-18706,-14501,-11192,-7829,-11053,-546637,29644,2580,-6494,10006,-92,difficult
135805,19669,15804,8225,6930,10381,35352,23320,3223,3648,7151,18233,268662,-2532,8775,4060,1284,-12446,43392,-3861,16506,3571,-3737,-4377,-10694,-4560,12462,6101,1790,-6734,easy
471157,83643,16135,10342,8773,4451,708515,141276,9085,7482,8624,9021,156801,-81455,5205,-457,-3311,-6443,-174199,27699,23384,15355,10424,882,-694677,-119143,-7440,-6319,-6665,-8149,difficult
226179,220201,67997,16277,11768,11082,511480,36002,3184,9764,6707,9171,-110649,-27362,226,-7221,-4659,-5580,-480456,17689,7771,144,1173,3425,-264799,562271,186441,26616,18670,7887,easy
121405,31761,4470,9138,3877,5054,842577,43409,15901,15213,9550,10112,-826688,-31111,-12693,-6784,-1745,-2369,-732493,-38146,-10982,-4742,-7912,-5568,-604334,34314,-10618,-6698,-7362,-7238,difficult
54475,23424,11723,15313,7326,13858,760640,96488,27451,20415,13220,19866,-755187,-87521,-20146,-10350,-9764,-4615,-642663,-71922,-21605,-7309,-9492,-15284,-720646,-59748,-5433,2353,1574,1875,easy
1036866,91186,20246,12950,8927,11287,698352,70792,20466,13902,25227,15362,-642547,-54028,-19825,-12607,-23145,-13674,927045,-48986,-4072,-10567,-23918,-8152,731044,164195,23237,20317,-1838,9600,difficult
12945,23729,10805,7117,17663,7877,86432,9943,13481,12036,16834,7896,-80351,-3441,-11589,-8934,-13249,-4153,-74606,33604,-4814,1446,22635,122,-65505,11194,8376,-7269,-6898,3975,easy
233604,58196,11262,4546,10735,7264,20812,8936,1718,3893,4300,6621,44964,14248,5043,372,-503,-2925,562731,74397,10103,2033,22299,8303,30680,59135,13486,-447,-2490,-3448,difficult
97074,44110,12907,8204,3556,4363,67866,74603,23809,21193,3643,10764,-14621,-11285,-6735,-2803,2631,-1889,-6129,-62074,-12977,-20187,-1544,-8482,108373,-18120,-12995,-15978,-1348,-8831,easy
12119,11722,6940,4975,3121,14319,75375,29354,8701,9143,12613,11656,-71499,-17787,313,-4763,-11152,2522,-73940,-23353,-1703,-68,-8571,9711,-44329,-11757,-3892,-7674,-8752,-4243,difficult
711298,111004,17295,10951,12363,7271,368677,118341,9175,6527,7687,4733,1033528,99615,33702,22056,5926,9400,307080,-26855,-2674,-4437,13206,-121,-312745,-94771,-6667,-4347,-5105,-1666,easy
303050,79043,37198,13162,10806,13606,118900,34039,3197,2341,3432,4791,519157,110378,54782,17897,15746,24865,-38189,38183,43656,9320,6459,3506,71483,-13548,3566,5247,-82,-1926,difficult
240559,44478,33354,16411,13003,10946,595648,18503,10865,14664,6961,7709,-593382,-13073,-5297,9547,3291,3440,-21857,67395,73702,-2930,15507,10807,-450028,23602,-939,-1375,-671,-4537,easy
431333,51248,15813,17682,8257,9234,62797,12506,6710,2870,2857,3439,1193141,55145,16984,18789,6934,3111,-37788,27989,3859,7017,6014,2851,-49745,33093,6466,18631,3252,11424,difficult
15617,10240,4592,6519,5324,4745,278057,20369,6695,6675,6754,5626,-266673,-503,3391,4130,2496,2776,-254574,-15165,-4761,-2907,-3127,-2405,-266073,-14720,-4939,-1692,-3658,-3015,easy
55074,37214,4295,14384,6791,12275,36762,17775,3798,7004,8325,9678,42865,10572,-615,14585,4061,6792,25609,41062,-483,-3098,-5207,855,-13539,6682,2590,10654,-3456,143,difficult
484414,80857,16327,5929,7842,2214,185044,46284,12181,7746,7302,8774,1173772,155528,23517,-1503,11112,-5616,-146524,-22620,-5863,-835,-5567,-7255,-129139,-29188,-5215,-3114,-3926,-6810,easy
1207542,35823,19488,19092,6243,4394,222680,25148,7156,5781,3669,3424,-211075,-16577,279,-1605,-697,-1719,3252083,62389,41546,45720,8658,5019,-86422,-13787,-4829,-4181,-239,-391,difficult
166328,43647,17328,7570,11210,8871,426505,24911,6969,3107,3846,2337,-364293,-17563,4858,5741,10062,11109,-329615,23248,2277,1616,2330,274,-86624,50522,23941,6031,9701,8219,easy
38187,21289,5745,7051,8888,6194,257891,55624,14396,14931,10826,19947,-242278,-31778,-9852,1290,9672,-8707,-184873,-29202,-3070,-12722,-7476,-14301,-231962,-42025,-13031,-12209,-8011,-18250,difficult
313015,67010,15598,13309,6861,7925,154242,48110,11995,8496,10150,14275,645051,113693,29923,25973,2180,5050,-35061,-36599,-11444,-4401,-4241,-11897,-133670,-20393,-7671,-7134,-7805,-12202,easy
1167904,75941,19368,16829,8952,6184,147416,27334,2348,7715,2707,4704,417279,114557,4094,-2,6401,-127,2665750,39445,47942,32147,13294,8126,-21565,-8181,-976,-4802,-961,-3558,difficult
96873,26266,7051,7526,5708,4589,558457,44845,39182,11680,10682,7719,-467213,-40134,-36594,-6013,-7233,-4858,-419669,24959,-25616,1750,1035,318,-497871,-40562,-34184,-8199,-8724,-4850,easy
401009,56051,14392,21534,8916,11848,404240,51459,28113,11116,10328,12715,619905,46756,-2795,22162,1155,-795,-347793,11208,-20148,17604,4242,6946,-281805,-44188,-18219,-8513,-9634,-8751,difficult
67189,34317,7050,6646,4708,5276,250270,23327,4444,8069,7426,5457,-163733,10323,1024,2846,-3557,3334,-179931,10656,3240,-1989,1597,-1037,-205580,11992,3555,-5125,-6193,-2839,easy
101541,63880,6214,7213,7505,7740,502948,84188,11077,22990,9315,8221,-339661,71021,2268,-13347,-2076,-2367,-368045,-67996,-6807,-16279,-2633,-6073,-496515,-63950,-10051,-17705,-721,6998,difficult
619006,30477,6042,5920,2831,4961,159023,13287,5148,4743,4224,3743,-105712,4500,-3427,-3101,-2551,-2014,1587027,42643,9075,10926,613,8763,-101365,4426,-2967,-4294,-2240,-3095,easy
64579,8718,4793,6425,8051,5247,52000,11155,5039,6566,10148,5014,101956,-3715,-4239,-6113,-9118,-4449,-40896,497,8323,10151,10301,6881,-23322,-4093,-4822,-4460,-7474,-1734,difficult
144058,18526,8504,12910,4826,7277,41227,19291,4321,5929,3302,8091,140257,22627,-2520,16958,-499,-3227,-25627,-13068,18079,2915,2810,4404,193864,-11855,-3009,1070,2260,-3620,easy
662607,48101,3422,9099,6205,6229,654768,94844,31720,14832,9620,10146,295511,-16078,-28598,-11828,-3514,-7158,316567,-37145,-26312,7225,1679,4503,-588561,-87007,-29983,-12595,-8411,-9096,difficult
147461,26922,19761,36018,15256,6991,75714,45987,10172,6768,5129,8408,-64132,-42160,-6209,-810,169,-6318,292579,-10054,42774,84250,31407,7423,-13206,-4980,-7797,4310,-1194,-5356,easy
51894,45536,6386,4000,8357,9953,49283,37754,12167,8943,2432,5270,-16589,778,-7310,-6031,5179,12585,10177,-16520,-11121,-7994,11990,-2950,14246,39087,1089,-804,605,4415,difficult
2217976,195154,17380,23956,15258,14312,517386,47780,19985,26015,26204,7945,2921081,412482,4365,-3120,2467,21148,1973708,20603,-8585,-10486,-20584,-335,206982,9038,-3596,7430,-14722,-1713,easy
482417,118281,9968,14018,11753,9590,1304580,129563,23493,20074,18861,21625,-915854,108196,-10359,-1972,177,-23,-1067128,-49419,-12234,-11102,-14224,-18466,-483508,-92624,-17983,-5094,-7276,-17616,difficult
30327,13318,14343,2221,5716,7930,320672,74816,10027,8485,8881,9738,-277217,-73238,-5795,-6217,-6958,-6838,-304558,-61374,-980,-5784,-4894,-3975,-289260,-49883,19723,-6792,2357,5390,easy
