delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
31585,25408,1374,1499,3001,4081,627855,78586,8949,4408,2914,4289,-576867,-25260,-6877,-2318,-1492,-1665,-624336,-77952,-8845,-3382,-2165,-1279,-626014,-70126,-6804,-3067,1737,4498,-557865,-39375,-7775,-2869,2266,-2385,difficult
102674,73014,14935,7567,3233,5059,539680,39243,3808,13035,9362,7418,-399097,106450,4365,-5767,-5509,-4163,-357673,14684,9099,-10685,-7948,-5037,-476332,34542,32444,-3539,-3121,3602,-514923,-20591,-1400,-1882,-7938,-3839,easy
146127,44322,4501,29041,4391,9790,946397,52636,9435,43714,17543,14338,-943250,-45313,-6783,-16439,-11928,-7293,-940283,-43405,-6039,-25736,-14170,-151,-945156,-46962,-3524,17722,-12971,-3876,-372390,102422,-3391,-34238,-13538,-6874,difficult
85275,81635,4352,5389,3633,4166,223515,60998,7691,10789,10721,5080,-3043,214314,3748,4936,-2918,1023,-208966,-50184,-5906,-9824,-10058,-3454,-214058,-56251,-6523,-9697,-8179,532,-126893,-25330,-4676,-7015,-7196,-1756,easy
10401,6892,10187,39943,10403,10668,101603,15459,9158,15299,8379,5360,-89168,-9906,-221,17145,4904,6155,-95767,-7811,-7243,12622,-687,1995,-92559,-9913,9655,31160,2270,3730,-87316,-6637,1923,37650,1610,9350,difficult
32599,18363,11787,29090,6459,8171,36629,8925,4375,26931,1771,4995,-28351,4166,-2260,-11314,4509,594,-30955,5843,8073,-877,7189,6485,-32017,10472,11911,15161,3698,4620,75203,17270,11922,5667,3354,1006,easy
65602,35703,11624,24119,2938,5585,570627,40464,27850,12945,8686,9389,-462929,-15485,-14367,-666,-5422,-5442,-454317,38469,-784,59362,-5363,-5710,-544446,-18692,-27637,-10065,-6957,-7398,-558410,-23336,-22115,-3937,-5250,3334,difficult
174700,124580,5589,3735,2580,2999,209287,82167,1127,2768,1063,2585,-153162,-76560,-893,-2524,-819,-2225,-120971,-54324,2735,1261,4062,-1049,-197976,-63438,881,519,1703,1072,333760,363974,15125,4613,1123,3856,easy
47370,20971,10043,79738,17635,18348,104524,34459,14284,17755,9901,9428,-87028,-11384,-2274,127598,25180,26160,-79799,-24111,-2913,99587,14066,8558,-55784,-17958,-5392,37371,-4141,8350,-6007,-500,-6387,-16623,-4169,-7388,difficult
31897,37362,24521,37742,17350,9660,329402,21470,13083,27758,6282,14229,-325761,6184,40320,32784,23904,1040,-322241,-9296,-5368,12172,5489,-94,-276990,28565,12870,5159,6401,-7528,-265029,38116,-2072,-10178,8477,-11694,easy
38047,26847,11448,38646,6585,4986,54916,20822,5629,24332,5701,4083,-36065,-13027,13651,66233,-689,1611,-49099,-10812,6732,9819,7738,1359,665,14814,7917,4527,1073,3028,17023,33125,-5026,-23322,-4588,-2385,difficult
31909,11041,7404,26813,8021,9158,65631,8001,4564,8208,2196,1895,-64403,-4185,-2501,26016,11241,9753,-54822,-1160,2234,36136,1125,2680,-61975,2625,-3589,-6349,6806,8103,46312,14879,15217,18618,4129,8516,easy
9730,13694,12447,47572,9148,5612,63782,18607,7592,15219,5182,4133,-55010,18,13458,58434,9811,-110,-54621,-13604,11711,62159,3052,4568,-62621,-14625,-6786,1536,-1480,2597,-43955,8560,1038,7284,4482,-1141,difficult
133651,14091,2351,12342,3798,4888,262543,18996,9344,21606,3989,4350,-257232,-11437,-7878,-8574,906,3992,-253246,-11571,-6603,3405,-318,-650,34092,6715,-7675,-11607,-1418,1195,-39182,-3327,-5817,-20282,64,-2384,easy
200151,50133,13862,50900,5373,7878,239344,34680,20040,37486,24014,27824,-236950,-29319,1579,32586,-16859,-21821,-235425,-26444,-5075,36597,-20524,-17296,-233307,-27270,-5680,13495,-19436,-16865,548909,144845,-15537,-29023,-17747,-23801,difficult
59451,23420,6468,29019,8932,8733,14760,6960,12484,30377,7378,9537,-7530,-2646,296,33184,1896,7505,-7903,-1955,-2893,6004,-4646,-1469,100479,19763,-11660,-15142,15067,-2264,93719,50679,-9807,-29478,-6101,-6989,easy
489414,89670,26703,37831,15524,15180,803198,47815,25554,13545,9098,12225,1074294,256044,65198,47634,23062,33535,-790520,-24400,-20590,66173,7567,-3503,-744472,-25020,-18531,-7451,-806,-8771,-794437,-39203,-21480,-9214,-4120,-9440,difficult
69667,21920,10764,46609,12243,10735,105169,20324,6254,15495,7801,5904,-103042,-15143,-5119,58081,4979,3001,-100828,-15297,11828,35811,841,-878,-86513,-9362,3993,9821,-5282,2737,148376,46186,7338,20741,17229,14463,easy
29143,28968,4688,33115,4323,11253,35124,25238,6523,17402,8354,10289,-24928,-13435,1939,43719,-1845,2967,-30015,-14750,-3909,-456,-4823,-804,-27514,-15588,-192,33618,-5088,9886,58533,58692,-5179,-14030,-4368,-8193,difficult
31812,5934,7261,41425,6105,11072,71819,38409,6384,20719,3289,7399,-71696,-36842,6781,18033,2501,10675,-53203,-31062,-2544,8517,2759,-3659,-53076,-34557,3068,25155,1378,2534,17947,-27438,-3797,31119,4624,5141,easy
21584,10649,6379,21856,14679,10368,52849,21720,23782,28937,6169,5350,-36256,-17141,-9029,-3897,3664,4029,-33305,-17590,-20903,4799,-950,4186,-49455,-8948,-17500,-7616,23622,3596,-6045,-607,-22179,-21610,7703,8260,difficult
611716,78480,30809,55845,13844,9316,50803,14963,16576,44811,21111,14360,-47779,-4217,-4518,80852,-13111,-5375,-48329,-6660,-13061,22197,-14303,-8293,14224,17862,-4768,-37246,-15252,-11041,2325535,247083,79277,-21667,13599,4534,easy
6722,7199,11379,40288,6227,8903,228746,37210,5142,11918,3849,3653,-226513,-33791,14861,47295,2142,1525,-215919,-31209,3895,16293,727,5084,-221315,-24145,1829,41133,2493,4274,-224349,-30901,4364,8757,4149,10118,difficult
7709,7949,8372,23027,5356,9724,51282,13786,7350,29721,5168,5505,-48035,-7759,-1929,19549,-1222,2188,-46941,-6176,929,-6561,3253,3981,-45674,-7497,3129,-16445,-3224,7891,-33641,-1915,1958,-23319,1946,2817,easy
9310,7495,4990,53677,5037,9745,154079,27474,9922,17998,7122,3653,-144817,-18338,1335,24109,-1472,3640,-144169,-17558,-5622,102386,876,7460,-140615,-20816,-7008,9111,-3996,1244,-149476,-23206,-8435,7110,-3750,12023,difficult
280029,37182,6713,5345,4578,3498,480688,40234,11601,6588,7015,6326,419898,64689,-1511,-4237,-5916,-4265,-465742,-33282,-948,-3820,-2521,-1961,-463984,-16318,-9288,2783,-255,-1110,-292810,-27296,-7804,300,-1056,-3975,easy
8348,12621,7313,49863,8004,13493,56404,7181,1499,2137,1359,3082,-46190,4508,1738,36747,3040,18664,-49199,-1961,12172,51292,6552,7965,-42564,13507,2354,68700,12536,9094,-54273,5704,6991,34163,4451,5920,difficult
105961,34746,4955,2216,2521,4662,265897,19614,7636,6444,2815,2406,44196,42065,-3271,-5414,-1323,-527,-251212,-13333,-5206,-5747,-274,-754,-264198,-9980,-4612,-3085,189,9621,-168532,41774,2366,-2666,230,684,easy
172305,19423,11045,4625,2095,10426,299195,65971,8156,3576,1975,7295,241293,-32960,-2157,7374,-140,1239,-293879,-58512,-4284,-1807,421,7828,-199374,-34168,21221,974,1689,7224,-255601,-60551,-3225,-2344,-1491,-3768,difficult
161380,21328,10393,4270,3871,4215,1144668,220206,17580,19428,15891,7887,-1121214,-202918,-7083,-9374,-6732,-756,-1136801,-216454,-10939,-18038,-13151,-2288,-657749,-163214,6336,-14036,-12470,-4079,-1017389,-212928,-17062,-19183,-15727,-7565,easy
201760,21324,6866,2694,1704,3106,279842,90250,27946,6181,9489,10104,-214453,-78314,-25577,-5657,-8587,-9473,203092,-28954,-6224,899,-6816,-3226,-262146,-84505,-27140,-4176,-8218,-6649,-38823,-83933,-25381,-5014,-7521,-8646,difficult
10950,8538,13962,42057,6998,8084,45482,24987,4748,3580,3607,4896,-23340,-16998,418,46328,5346,5425,-37427,-17708,16713,43138,3416,3839,-41746,-11933,16959,57457,3620,1386,-35614,-19157,2764,6985,1182,2102,easy
18932,10559,8133,48035,5472,9187,32850,23489,6558,22949,5843,5094,-20218,-7824,-3701,7758,-1947,1780,-29929,-18258,6631,57119,-302,3560,-24306,-16963,-3728,45813,2125,4434,18779,-8676,7099,-10345,-1362,6597,difficult
20356,38537,13630,31871,15854,6592,1151516,78098,17196,22051,26386,15199,-1133212,-63100,-2323,38214,15780,-1554,-1146977,-70430,-13457,-4721,-16978,-8426,-1113711,46855,17056,27411,-16770,-12288,-1130742,-71571,-15542,-21625,-24161,-12162,easy
30572,8972,5177,63614,3871,12898,43192,16967,11623,21243,6808,4043,-35694,-8392,-5882,37863,-3776,9751,-31220,-15009,-6764,70959,-2121,8193,-25871,-5962,-8886,28521,-2766,16962,42304,-2616,-4252,32141,-3085,512,difficult
247356,115737,14579,45972,11299,10340,42336,49515,7078,3242,1294,1647,889107,384068,29099,13677,8031,3653,-38943,-45615,11129,48915,10622,8314,-32900,-41230,-6301,67607,17008,9933,2814,-32334,-3922,40722,4359,12872,easy
77797,36721,9389,16013,5299,8437,259025,30617,4298,11733,2969,5725,-142028,-11504,-535,-5234,-1003,-3933,-251802,-18448,-2434,1609,1303,12350,-234564,30969,-3481,23506,-1112,826,-96519,23398,26815,-2763,10133,1604,difficult
17657,10022,7682,43996,3534,6182,430795,56127,8223,8883,3891,6017,-425389,-49233,5031,36544,-1351,-780,-421752,-50815,2902,50646,497,-122,-426692,-39343,-4395,13789,-875,-1772,-378721,-45030,-5701,39474,302,3332,easy
199910,86236,4965,50899,17874,15059,580843,14392,14134,16298,13885,5968,3656,296283,-2042,135197,27723,35196,-560183,-10983,-12839,27937,10830,8556,-394774,10370,-9895,-11986,-12179,-2999,-572431,-8294,-11901,-12743,-10417,-4390,difficult
80268,46685,7947,7413,10028,3654,115758,65909,8552,9170,6990,4380,-63284,-55836,-6058,-6793,-6484,-4144,72165,-18546,-7853,-6179,-5957,-3049,-88711,-40281,3946,5917,23849,4699,-62132,37767,7544,26,744,-411,easy
321350,75988,14294,32553,4128,6015,55114,43971,11552,44201,4948,5071,-42964,-30014,-6361,15707,-494,-980,-39130,-37987,-8060,-7434,-1308,6833,94728,-3738,-3018,-34105,-3291,-2166,1052308,199805,28406,-20761,1812,88,difficult
21739,7974,6525,41649,5344,7916,48827,44044,12958,15323,8419,8358,-47352,-39454,-8882,57642,-3890,-1588,-33608,-36061,163,36434,-1870,-3178,-39030,-42039,-12188,12581,-3552,-1921,11638,-26725,-4825,-1353,-2987,4917,easy
49370,16956,5177,24256,4825,4998,37155,7724,4215,26620,10532,4902,-34340,3440,-1030,14325,-6954,60,-24768,7259,-163,-3246,-5082,-1117,-30686,2148,54,-2637,-2962,4123,138652,24082,4985,-17897,-7831,-2683,difficult
40931,16222,3814,1941,1005,1310,222685,48404,27511,6494,4224,5344,-163435,-30072,-26870,-5300,-3441,-3757,-167332,-27534,-20685,-4302,-3507,-4076,-216020,-46563,-25814,-5496,-3342,-4191,-180228,-24559,-21418,-3113,-2587,-4112,easy
8313,7395,7883,55247,12247,10323,11480,4087,30873,50019,5551,11123,3076,-1547,-14127,63994,17858,206,-6984,7229,-20777,-12860,5918,-4683,-7180,473,-27798,-33220,5563,3220,-1581,7075,-29257,2996,-2556,-1945,difficult
90104,17269,10162,50129,4678,8892,153508,24383,6317,20672,3789,4668,-149431,-16874,5619,25735,1032,5071,-146426,-5569,345,39301,972,5416,-146452,-17361,4867,67433,1178,8023,188694,11346,4548,-14640,375,-1613,easy
317642,54243,5727,4040,6417,3806,846539,301242,28442,7918,13287,7416,-698431,-270326,-24562,-2838,-9948,-6122,-837335,-286816,-24440,-5653,-11172,-2048,-289911,-215428,-20930,-3510,-3180,-3136,-289911,-215428,-20930,-3510,-3180,-3136,difficult
146178,25031,3821,5854,5718,3394,797283,104861,18891,10834,11792,3233,-473129,-52747,-14607,-4009,-6710,112,-730229,-99277,-18471,-8084,-10691,-1652,-734311,-99155,-16557,-7166,-5601,2920,-666752,-68140,-10647,-663,-1295,-738,easy
695098,49899,12139,8714,7774,7220,494483,71304,10028,9155,7908,4688,2052559,-40530,-5721,-228,172,4301,-478374,-66527,-7767,-2866,-3783,3710,-465029,-15602,-6938,-5207,-5955,-3045,-306695,37038,28869,6537,9031,5161,difficult
5140,11497,21169,70468,4541,11484,428354,38243,12572,18300,3804,7940,-420535,-12715,26302,143630,764,-765,-426823,-32546,8510,26878,212,-927,-423460,-30836,5949,19407,-2514,-822,-422037,-30887,-6372,18758,4486,16690,easy
58182,19819,28132,28547,15860,14925,626484,51611,15497,22078,7748,9419,-621903,-43966,21733,7045,37322,12407,-618232,-33501,17938,7985,-3631,4924,-616055,-25429,594,14823,3707,4168,-417020,-24271,10273,-3978,-4952,523,difficult
173193,32200,3351,12757,2094,2426,874916,323980,104084,153835,15932,28817,-814384,-276036,-102179,-145686,-14005,-27438,-834936,-308815,-101334,-114517,-13771,-23170,-333279,-278198,-100483,-150532,-14786,-26742,-824293,-304072,-98935,-153579,-12790,-28216,easy
184178,24465,2772,3391,2238,1796,785494,72892,8795,24141,21084,12717,-354113,-25772,-5126,-21663,-17968,-10873,-748903,-70595,-5591,-21818,-19185,-10187,-777057,-66390,-8086,-23017,-19248,-11328,-525191,-30951,-5289,-16502,-18982,-11295,difficult
178274,77106,13390,10343,4125,7375,206299,23672,2763,2231,2534,2365,-45151,44471,482,-857,-1008,-1190,-198466,-19541,-740,1954,682,4819,192292,209046,44742,32865,8463,17939,-60774,-20241,-1977,-1513,-1773,-1530,easy
6703,9717,12205,50932,6759,9846,93952,46252,12096,13282,5963,10688,-86729,-34961,-10275,57229,1849,3096,-90068,-41821,341,16908,1501,-5778,-91734,-27379,9791,58750,553,2402,-80467,-41981,578,17712,-721,-3088,difficult
10636,8371,8963,35975,3790,7516,7103,10181,7852,33109,9315,11138,-5205,780,-3114,12133,-7607,-6092,10208,234,4547,14305,-5987,-5105,3427,-3337,7455,-6943,-4984,-675,5703,-4917,-4444,-8031,-3524,-2617,easy
415919,130937,6963,8809,7701,12452,485392,46520,9638,25101,11035,10988,1105896,416245,10010,-499,11832,24007,-481984,-43732,-7594,-20806,-9769,-8472,-483987,-31844,-7885,-19924,-5638,-597,-417817,-3002,-5232,-23939,-9760,-9082,difficult
349399,26943,5674,9172,4688,3474,1159080,75092,25386,17012,18338,7649,-645441,-22077,-15240,7755,-9279,-1217,-1066228,-59173,-21101,-11746,-16090,-4724,-1086510,-63200,-23136,-15527,-16128,-7039,-440544,-48148,-19372,-11842,-13104,-3722,easy
476835,39958,14068,3665,3696,2202,336478,56535,6296,5305,4673,1935,-283360,-29652,-2051,-5103,-4072,-1674,1447380,46779,26112,2477,6136,3549,-271341,-35145,10990,338,-1903,57,-331250,-48289,-3963,-4273,-4071,-863,difficult
37332,14000,7469,17452,4891,6055,31540,9900,5495,16277,13067,7813,-31138,-216,8424,22201,-8780,-2517,-27535,10839,-1321,1002,-4576,4097,-17307,-3243,160,-5098,-9501,-2825,99146,9020,631,-13404,-9847,-5787,easy
494283,82321,4800,9063,10065,6341,109944,17523,7947,10124,2268,1781,1060021,31901,-47,-5304,476,-802,-91011,1851,-6374,-7175,929,4477,-105805,-7422,-5271,-2982,2149,2745,674150,232860,-896,11218,27634,11818,difficult
93073,22338,3961,22364,3498,3864,7442,15411,7991,54168,5883,6735,-3856,3130,-1336,-29939,232,-2234,-3417,-1762,-4490,-5340,117,1008,314365,-6451,-5954,-45982,-5009,-5638,35432,32792,-4340,-45955,-4879,-4620,easy
194172,74498,14241,30144,2653,4778,243419,22982,8078,3170,3766,3374,-232151,-9084,22391,79521,-2205,1483,493200,225842,2307,16918,-207,4855,-232426,-17967,-4133,-857,-3469,-2816,-225613,7272,4088,12313,1429,2092,difficult
37943,23552,6013,23132,2998,5485,98992,29434,2860,18472,3600,4434,-95620,-23552,-1533,3339,4333,2865,-14149,31430,9641,48653,-2388,7598,-55245,-17447,54,-17081,-3349,-3967,-79184,-13961,4450,-16270,-1003,-2291,easy
28656,12038,11614,41619,23583,8775,272473,84363,14659,32534,7708,11551,-206172,-60474,-2869,28825,57235,3943,-264940,-83549,9254,15951,706,-5121,-266309,-72865,-10417,7417,-656,-5889,-237847,-72411,-8148,-15852,6214,-4039,difficult
19629,21726,28975,25417,5149,7444,54867,15662,4796,26539,7351,5981,-49684,4679,97014,13394,-2998,-1636,-50097,-5491,-389,10398,-2143,-217,-46723,-10580,-3311,-19314,-1785,6354,5552,35649,3400,-8966,-1882,1350,easy
266192,36176,6655,3261,2734,2484,371808,82801,10031,4602,4716,4072,149828,-54368,-5794,-4249,-3051,-2271,-365518,-72030,-9578,-3904,-4214,-659,-79989,-16673,8815,6502,1526,-716,-126784,-43429,-6948,-3715,-2191,-2707,difficult
86639,21208,10424,40029,6516,11053,73547,34863,4418,21728,5288,6881,-68254,-30525,1055,15613,-3717,287,-61994,-24724,2218,11465,3805,2427,-33083,-7729,-263,-9706,-181,-2342,215699,8357,21013,55833,5003,16314,easy
767056,136399,38639,16093,20011,13037,124629,26138,3046,5201,5262,5834,779317,147822,6872,14506,8339,-2734,1363690,208981,112985,14444,23984,14449,-119169,-12627,558,-2750,-2392,-2630,545870,96869,21958,17369,29063,19727,difficult
68473,11952,3641,22774,10278,6987,4204,8797,12487,46233,4484,6858,8499,3939,-9578,2776,4876,68,-298,-1772,-10716,-34323,6689,2518,21009,1292,-7365,-19423,12112,2013,227867,9162,-7726,-42866,-502,-4083,easy
226576,82716,11607,16307,9828,9312,81623,44270,17909,4502,10235,3329,7212,379,-16280,-1110,-9138,1353,-76260,-34004,-14484,-1530,-5814,-746,438964,155469,12905,47183,21589,25184,209896,31940,-7349,2678,-8266,-1859,difficult
22403,15545,27471,54378,7597,9523,69505,21732,7077,18764,8559,2798,-62715,-5719,70228,65554,10917,7184,-66782,-7488,6707,26205,-4211,6073,-60910,-17219,1582,43990,-6284,6068,1999,5679,3057,6705,-4272,7576,easy
32254,15738,1486,1341,1667,2781,544664,98027,24579,35032,16078,8977,-455222,-75009,-24224,-33681,-15554,-8497,-535794,-93537,-21004,-34060,-15134,-7213,-541215,-81929,-23735,-34240,-14105,-2232,-517410,-78681,-23409,-32785,-12850,-6843,difficult
55551,50049,12594,34500,5810,6606,178232,63707,17581,11039,10611,6290,-164516,-31989,-2122,62351,-4539,-459,-172401,-61560,-5153,20664,-2964,-780,-133032,-41242,-9061,11937,-5132,4135,-20775,80160,-3611,-1107,-6570,-1633,easy
120372,22252,3452,5045,2842,3427,216349,31971,12762,10314,1973,5533,-174121,-19585,-12413,-9303,-183,-4749,-205756,-24578,-12413,-7939,1569,-1097,152822,20658,-4,5386,3584,2485,-156855,-15372,-12409,-9222,-1494,-5063,difficult
70507,16575,6852,8828,5859,12300,723995,102803,14868,19827,8124,10603,-710090,-97939,-11325,-11903,-2602,5364,-719891,-92583,-6733,-4206,611,4156,-612581,-58281,-2097,-11777,-743,6104,-571390,-96110,-11910,-16111,-6327,-8836,easy
367544,46188,13462,15060,3308,7806,89982,15845,3579,1937,1236,1591,6493,-10260,1766,665,434,368,1271996,142862,34834,47726,3947,9640,-82763,-9055,-911,2385,2060,8871,-85478,-2176,3841,1714,1845,5981,difficult
56966,12422,9023,24933,8973,15597,7368,5379,16558,56964,6974,7392,-4769,3031,-2162,-19100,-178,-2421,-2800,12343,3217,-8816,1992,1765,-976,2528,-15278,-54910,-2840,15299,206937,10268,-15916,-45298,9022,18175,easy
107978,67056,9425,3072,1729,2681,106912,62838,29144,9610,6425,3548,27973,-21940,-26685,-8399,-6125,-2632,-83383,-50943,-26723,-4919,-3951,-301,-80736,-43234,-28461,-9365,-4997,-1368,140408,132990,2992,-3471,-3713,833,difficult
75555,44711,17762,27255,9130,10986,65796,15494,5162,16354,6907,6639,-57692,-7951,2575,28141,354,7853,-61353,-3289,-1477,16404,-2355,3822,-38636,5539,-2593,551,4009,-2236,196715,122567,51893,-1493,6884,7950,easy
82102,26884,4049,5091,1670,4900,676164,49452,18967,4455,9842,4000,-405109,-30075,-15132,-2862,-8860,-2483,-666406,-43067,-16689,-2472,-8533,-2596,-632395,24907,-10019,9190,-6919,10628,-672337,-42037,-17831,-1313,-8378,-1951,difficult
