delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
36342,14859,12022,8781,3892,8722,62987,12164,4075,11205,5088,5372,-37591,23190,30129,-2375,4180,12951,-53706,6682,794,-3610,720,1843,5260,252,-850,-4279,-3791,-1225,7318,-9084,3030,6105,-2884,7604,-54508,-7567,6634,-7960,-4205,-4423,easy
38232,16562,5755,10196,12099,12844,165923,42645,14137,7351,12689,19804,-157153,-32905,-11035,714,-5982,-5483,-31376,-30925,-9810,-6422,-10823,-18763,-146703,-18304,621,19813,2136,-1177,-163720,-25479,-10768,-344,16567,-3978,-139505,-22800,-10918,464,-4847,-5397,difficult
344141,34917,9644,8061,5632,4990,58405,31529,6160,21493,8619,7954,71160,21030,-5082,-19991,-6707,-5594,1151958,45025,2954,5622,7180,4028,-46489,-6049,-675,-20198,-1185,-4601,-53218,-29024,-5199,-18334,-7689,-6045,305271,-14041,25420,-14257,-6534,-2607,easy
73832,37272,12231,11698,8671,12158,68918,12803,3857,5590,6104,8469,114719,52527,2679,6704,-2949,-4417,6973,53025,20093,-369,12658,317,-44224,-2169,569,4485,298,2620,-29901,22902,12181,13585,-853,7035,-22999,-3938,6347,6137,3681,12889,difficult
58784,23413,10535,6436,6996,9300,37710,28219,6216,2294,10633,5082,-6799,-12338,-3441,131,-7053,-1615,-20317,-23778,20024,11748,-5391,16452,-17579,-19569,-1588,7864,4670,4938,-3152,21928,4206,1122,-3574,4186,153217,9725,2396,-156,-6837,-2871,easy
66601,21408,4605,7503,5981,7551,360268,44134,7590,11348,5641,9231,-252709,-20951,-5488,-8516,-2216,-6364,-335597,-28724,-3322,3111,499,-124,-353178,-40618,-652,-2533,1418,4832,-352980,-33339,-3277,-4243,5167,-857,-173872,10001,-2187,-7042,-3169,-5888,difficult
51764,37115,5775,7529,11508,7751,28612,12211,5608,4334,4635,18260,-22188,-8472,-3077,1629,6833,-4996,3159,111677,1425,12511,24682,-7807,-20358,-9459,-4503,-2945,-1326,-16375,166945,17289,1029,2121,-1733,-12261,-11800,13486,5961,2657,5911,-11104,easy
77206,30368,8125,7097,4903,3330,204143,37416,9249,4658,10344,9556,-37466,49667,-4061,1906,-5811,-7845,-73099,-27033,-3608,-1297,-6446,-8382,-143196,993,7837,4927,-6126,-2827,-193747,-26705,-4317,-489,-8763,-8194,-187178,-32163,-1469,7149,-59,-3881,difficult
19368,9799,4846,8250,7698,14432,15180,19174,10174,5964,3126,4012,-2170,-6513,-7922,9160,5896,14417,490,-10065,3990,9418,8540,17619,30463,-7765,-7893,-3098,858,-917,-11559,-5839,-6324,-1466,3301,11070,3716,-16693,-8490,-2586,4267,9912,easy
267850,38530,17120,7533,16802,5838,251516,31232,7565,12828,23100,11879,-209663,66651,36299,-9684,-17899,-7304,853784,-6583,16909,-4930,-16502,-2542,-239495,-14920,-3002,-10221,28022,-3412,-237832,-7319,761,8372,-4310,-7630,-85123,-1339,-3192,-10014,-20802,-9316,difficult
84755,66951,12266,11642,7013,4940,43846,25201,3500,2108,2670,1482,-22797,-19579,-2024,605,-829,-476,-934,-4745,1907,6643,2488,5994,-32959,-9419,-2710,4995,2712,5253,-11642,-14429,5084,5245,-959,-266,272876,256920,41571,30180,18304,6785,easy
243682,95425,4882,7201,9591,7461,112790,14504,8353,12751,8429,11707,-47326,46248,-7308,-9560,-6157,-4747,776790,315890,8773,8044,28924,7823,-111391,-9843,-7088,-11361,-7689,-10714,-59380,-5289,-7208,-8220,-4049,-5573,95767,57598,-4523,-6653,-5217,-8021,difficult
5116,7739,5512,7262,5872,6942,193122,45269,17232,6595,4263,3919,-186399,-38453,-10359,2957,-1252,1276,-189088,-37642,-12701,-2498,6254,4922,-186202,-40133,-6266,-3956,4659,781,-188823,-36772,-16384,-5188,142,512,-189519,-34650,-12892,12022,-1760,7625,easy
107727,74847,8001,10410,5534,5358,91408,44179,2815,3055,5538,3745,-62387,-37631,848,-431,-4101,-1106,133162,170687,15188,22485,11945,7041,89385,-30763,2343,1493,-2956,-1122,-88208,-41510,-1839,53,-2883,-113,9641,92559,9390,13174,-2025,3366,difficult
9785,7121,3686,6488,4541,4310,12872,15145,7498,2478,7205,6687,2044,-8038,-2066,320,-2631,-1106,-9439,-8582,-917,4683,594,-2626,-11089,-9511,-6760,2355,-4174,-4077,-6084,-8710,-2734,13819,-418,1596,9131,-5277,-6583,-1129,-6693,-5671,easy
103969,21080,11045,15921,6858,8967,11212,16011,9363,35711,9847,11292,91164,38326,13284,13068,4819,8207,142664,17465,14610,-12728,1415,-53,1122,-14809,-8763,-35539,-9237,-9438,78839,-5990,-6156,-32527,-8040,-621,149998,-9648,-4565,-31224,-3900,-9721,difficult
94040,14735,7770,4492,2905,2365,54818,16440,5038,4522,2611,1973,101476,-5264,-2793,-2612,-1052,-1586,11107,7475,4796,-2096,-529,-650,-44568,-12261,11664,-2095,2012,3177,-41120,-11143,3030,9123,96,1659,169216,12667,-3036,-2468,942,-641,easy
332731,71249,7140,24597,16493,10724,334536,148621,24207,31785,15724,9499,364884,-60946,-14554,28658,1302,4521,406768,98781,-14241,-2950,17737,-3249,-320722,-141208,-22727,-22751,9086,14605,-291695,-137586,-13287,-10515,-9970,-1134,-168261,-145900,-20524,-28384,-14308,-8620,difficult
39904,23265,5959,11700,8438,10502,46227,18221,6946,19463,13727,9459,-9998,-1863,2812,-3986,3256,4463,52389,45063,1964,-11148,-8866,3330,-7457,-16020,-2943,-3615,-8949,9189,-42653,-15702,-5133,-15024,-10131,-8187,-23894,13740,-1637,-5042,-1755,-3581,easy
223204,62945,15678,8941,7659,8627,50271,11983,7622,12535,6359,5258,595459,177199,9544,-2459,-2895,4493,19388,-3089,8081,4330,14746,5626,173692,13910,-3582,-10276,-2532,-3203,67280,35826,6584,-4721,-2803,3253,8845,30966,19653,-4843,-16,6677,difficult
