delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
45366,27990,13092,9661,8870,9784,4044,2115,264560,80759,16676,20736,12225,15412,5970,3990,-249116,-52878,845,-18987,-5773,-11300,-2215,-2944,-146697,-34558,558,2615,5798,5246,-238,712,-261770,-70872,-12155,-16853,-10091,-10830,-3326,-3393,easy
205250,25868,14856,5363,5754,6532,2167,1889,173116,25309,15568,8100,7020,3315,829,819,68736,-12947,-9174,-2919,-3715,-1339,204,-488,-119442,644,-12053,-1196,6097,10099,3510,4014,147107,13981,19091,-4095,-6180,890,299,-315,difficult
151887,58962,30283,15976,23581,11558,5535,2505,92877,66270,13279,8361,6267,4566,1636,1484,-89239,-55446,-3470,-5797,-4548,-1678,-515,-392,200804,69682,41581,3630,5452,8018,8141,2371,65466,-36161,12902,25012,51037,14636,4071,1084,easy
128495,14726,2739,2682,2266,1749,1064,565,101312,48698,6197,23224,9133,19005,1959,2262,175382,-36901,-4607,-20140,-8157,-15850,-1355,-1615,-48657,-37955,-3146,-21378,-8022,-18476,-1406,-1961,-45175,-27060,-2622,-20107,-4421,-17441,76,-1515,difficult
79627,64772,2106,3630,5393,2497,1179,689,94526,38219,10313,12899,6782,4649,1820,438,-74763,-23744,-8813,-10830,-5056,-1912,-700,27,48953,-3864,-7060,-10933,-1368,-2798,40,307,-18888,107267,-8749,-6043,2257,-1745,-1263,420,easy
680066,67000,27861,19984,10037,6235,3671,6067,48104,18195,4658,5443,14810,4499,4265,1845,356270,38780,25851,11330,-3311,-1444,-2739,-1028,1314149,89119,43933,33477,11,7730,4830,13678,225468,18517,-176,-1184,-11019,-1079,-3874,15,difficult
142851,18298,32372,12030,10389,18378,4016,2526,64685,54716,14869,5606,3523,4019,1544,712,-19536,-47542,7496,5968,8336,12914,5178,4042,222514,-12020,54283,16850,13362,32601,3320,1857,31520,-49693,-9271,-3547,-1100,-2437,-1083,-457,easy
130865,56141,8703,8448,5070,4915,1646,1275,64845,22249,3370,6797,4288,7143,5304,2436,111673,18775,2967,155,5700,-2632,-3815,-845,71941,21536,2773,1579,-2363,-3596,-3886,-1730,14445,61365,10259,3219,-990,-455,-3273,-909,difficult
513992,104454,32202,23345,12879,10199,4775,3629,299053,31016,18583,6559,5550,3773,2125,861,-65746,1374,-12890,-4071,2746,-1080,-1032,642,540675,135475,48336,21697,9027,7368,5255,2482,169888,83465,5412,32732,10214,12989,3728,5179,easy
183865,11247,2391,2196,2289,2081,1848,554,94256,14253,3578,7158,5056,5875,2680,867,32518,-6368,-436,-5150,-497,-4120,-690,-4,-31564,-6245,-1239,-6170,-4133,-5301,-2317,-681,267873,3594,-1885,-3566,-3672,-1962,511,-255,difficult
86579,35039,9664,4286,3640,3433,1904,1503,224378,37705,14734,8135,9927,9903,6013,2575,-193402,7853,-1222,-4080,-5564,-6660,-4278,-1785,-161729,-27897,-5787,-4270,-6619,-6595,-4990,-548,-58267,12045,-8202,-3197,-6677,-6155,-3058,-883,easy
273671,59077,49885,13535,30492,9472,10004,2694,533321,189599,33371,32230,23201,19633,12042,6717,-506806,-123297,64742,-11256,26128,-3584,9817,-1213,-383872,-173700,-24237,-29962,-21093,-17982,-11226,-6170,111729,-94569,9038,-14867,16838,-8917,-4705,-4685,difficult
37837,17889,4115,1530,1925,1630,582,444,175623,46469,6853,4333,3928,3493,2260,626,-105526,-37455,-5050,-3632,-2664,-3082,-2101,-203,-167587,-36699,-3464,-2663,-1344,-693,-1292,-160,-140244,-11585,300,-2114,-2002,-1813,-1641,-183,easy
610577,166577,27939,11355,19789,12658,7606,8768,84573,28210,13588,20070,6008,9092,2896,2687,782872,43596,5776,-12714,12004,-5535,3406,2329,84376,5584,6193,-6670,3483,-3069,2496,-811,710763,365922,31083,-6760,25857,19301,8227,16725,difficult
21216,16064,8350,4212,5081,6871,1549,1169,599878,86709,13436,8435,9379,6766,2876,2606,-597344,-84364,-12050,-3545,-2184,-3296,-2218,-2209,-578795,-60941,-4219,-4454,-7407,-2734,-2246,-1989,-559847,-66629,1011,-4670,-3302,6346,483,-114,easy
172662,44989,5036,6021,4941,7587,2593,2028,101022,23535,5409,9121,6170,11877,4795,4990,-94440,-14594,-2358,-4155,-3469,1348,-1422,-2091,392149,93238,4099,3510,3369,-4985,-1094,-2340,-82790,-14283,-2860,-8654,-3588,-9233,-4089,-4456,difficult
105251,22006,4768,2896,5542,8442,3969,2154,50530,23635,4674,1954,1809,3415,529,517,209900,15695,-990,-7,-516,-242,602,-51,2356,-1252,4932,1695,5769,8657,5920,3912,-48093,-19330,-3660,1139,5945,6666,3799,1051,easy
631332,48983,26028,30736,14262,38845,44522,10344,67262,55511,6007,5980,3657,4797,3491,3448,51500,-8630,-3517,-1083,-1737,-1922,-1517,-2643,29003,-39439,3742,-1601,7904,-1618,304,-451,1611706,28484,59838,76953,25647,105684,124306,23781,difficult
475069,38065,7629,15586,6740,6684,1870,1824,177330,22708,1215,4441,5431,6639,2335,892,-151399,-15145,1478,-39,-2349,3052,-378,534,-123601,-19511,270,-1999,-4182,-6413,-2183,-710,1168218,80727,17493,35474,10458,3496,1167,2971,easy
177954,25074,5494,3232,1841,2730,533,323,65932,11712,5597,3315,10909,5453,1747,816,191188,14920,-2068,-287,-9224,-3700,-1184,-498,-19907,18490,6947,-2088,-10558,-162,-1126,-476,164786,6677,-5187,2125,-7423,-4308,-1333,-506,difficult
125032,20289,4814,2116,1415,2316,861,505,536406,75373,11437,5672,7919,4887,2151,1453,-422116,-71120,-11374,-5302,-7461,-4119,-2047,-1343,-498917,-43519,-863,-2327,-5181,-2793,-625,-752,-313088,-50613,-7633,-3039,-6870,-800,-1197,-750,easy
401659,190166,46747,17930,19772,14894,18434,9548,109895,47168,13319,3124,4610,2645,1349,945,-85855,-43349,-12423,-2767,-3929,-2030,-809,-480,78475,67825,89726,20890,25087,23325,13112,22234,882672,404517,22982,26295,24327,15451,38952,4054,difficult
32283,25604,5938,3492,2411,3663,1612,466,80373,16559,3250,4128,2427,2100,1008,318,-57517,8106,3541,445,1593,794,-102,142,-74014,-691,1820,213,-1599,1115,418,154,-12740,19720,2702,-2567,-41,2781,1496,149,easy
24648,16527,17194,16604,7041,15954,10663,7975,17062,12747,6305,5489,19422,14920,16771,6757,6478,-3401,-3654,2146,-12624,296,-8981,63,27801,6159,-247,13733,-10754,-3417,-662,600,-11520,8583,36569,17466,-13766,6223,-8680,2991,difficult
26572,22875,5877,10321,5511,7072,2013,754,117296,21589,1612,3897,4316,2454,916,651,-109745,-12563,3196,19717,6794,14003,2960,512,-94946,-5130,4431,-2639,-2717,-289,752,-111,-67482,21552,5169,2195,-493,139,-422,-93,easy
215663,29783,3370,4315,2482,3603,2276,2790,618590,100171,17524,17007,9213,7738,3661,4786,-397360,-51650,-14921,-8300,-5506,-2450,615,-932,-393740,-69883,-12412,-15135,-7131,-3358,-1645,-1166,-417680,-89632,-15130,-14642,-7557,-6596,-3126,-3891,difficult
198519,128016,49374,13518,16831,9610,7562,7948,258406,115670,5603,15710,15109,18813,18145,12645,-175341,-104841,-292,-5424,-6930,-13000,-16756,-9678,104190,252316,135143,14166,26753,2528,2001,7672,-108511,-110436,-3539,-15319,-14657,-17137,-16995,-12084,easy
188291,272965,9857,25288,6290,5620,2638,2124,76882,41222,11249,5471,4022,2827,2946,1209,193624,44526,-2788,2517,4597,-141,-1214,-474,-35426,-15500,-7158,-4138,-2180,-1245,-1317,-553,176029,666202,5771,61072,4388,9765,1606,3772,difficult
114758,24120,5510,4376,2290,3541,1360,800,529782,81038,24985,24791,7131,16384,12016,5696,-425199,-59076,-18628,-20837,-5283,-13081,-10952,-4415,-304982,-35539,-15022,-17221,-2737,-10513,-9435,-4867,-514891,-76140,-24776,-23186,-6504,-14934,-11580,-5405,easy
517198,301265,28186,35725,101215,53310,42885,20359,442863,266128,68608,24885,35247,28007,30774,25132,84633,411064,-10731,45971,47841,74303,62243,4669,-148485,-207454,-49012,-17368,-19310,-19039,-23161,-21908,286857,-98199,-61524,3916,169374,20645,-2750,2919,difficult
106832,40429,5159,7562,3036,11983,4982,1478,98820,23050,639,4258,1479,1702,1047,520,-7962,15430,7636,644,-287,2140,79,548,-88689,-10512,3485,5010,3098,22705,5888,1166,120688,47220,2438,4257,1861,5998,5837,1160,easy
61681,86766,22659,18546,9048,11035,3575,2537,119255,18278,4635,5172,4105,3009,1788,869,-90942,50506,28832,3870,9530,8300,944,2115,-37113,97806,11623,31268,4240,14047,4434,1158,-44667,57151,13616,4984,1058,1730,-16,1732,difficult
278276,22919,3721,8724,10725,11067,4661,5355,117290,27496,4176,3155,9021,7957,8134,5194,205649,1367,2947,1805,4196,-3722,-6106,-279,81706,-9666,-1306,-1820,-2586,-5574,-5995,-4326,195603,-5433,-3005,16722,3502,18625,1681,5089,easy
98073,26245,3528,4856,3253,7716,3893,3203,55327,17724,5224,13260,7809,10561,8444,3760,135316,-2966,-1119,-8147,-5124,-4852,-3881,-1003,-5644,58,-3792,-10830,-6207,-8064,-6258,-1640,-1433,28471,-177,-6234,-2337,4380,-3513,973,difficult
43376,29207,20290,10337,8969,4459,2945,1785,22141,19703,4975,9698,8951,4831,2750,1381,-71,9349,35370,9732,-1303,1607,112,856,12839,-15009,8654,-3762,-7144,-1990,-1127,-873,50938,34171,1920,-4054,8500,-733,1599,1229,easy
227093,27693,5108,6650,9242,6256,4233,3741,112235,54937,13554,12769,13434,13334,13697,4710,324017,-1567,-6283,-417,-5004,-8136,-9974,-3048,-75396,-35400,-5607,-8538,-2848,-4290,-6832,2534,95952,-44765,-13447,-9402,-4724,-8808,-11587,-2394,difficult
58740,29583,4339,2549,2582,3034,1089,415,330072,83611,31153,10105,4738,6824,4505,1924,-269629,-50913,-30135,-8487,116,-4299,-2240,-1306,-294397,-80644,-30500,-9504,-3909,-6173,-4312,-1709,-249970,-30526,-19806,-4678,-2675,-898,-3696,-1512,easy
