delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
23885,53499,20351,31964,7578,11219,5345,3001,58014,37288,8328,3830,3780,8966,4626,3606,-19777,35476,4148,27279,1998,245,241,-313,-48482,-3054,19898,28989,5598,4261,1197,-898,easy
29977,64735,19640,17054,12887,9232,5683,8477,56989,21109,2990,3260,3192,5355,2005,1426,-50594,-8674,1614,2157,5966,1409,2414,6874,-3431,95926,31685,25431,13423,6344,4941,7228,difficult
204072,24713,3041,3804,7676,9471,9617,5099,140259,19129,3622,2411,5327,4392,4598,2535,232901,7609,-1624,-737,3485,-1820,-845,258,-105276,3558,462,3522,1213,11977,10882,4870,easy
133985,17585,3808,1193,2967,3077,1445,1738,306062,38137,18469,3085,3624,3750,2563,1272,-135207,-10111,-13020,-1920,1556,1414,-243,1698,-208948,-30993,-16302,-1864,-2871,-2761,-1993,-767,difficult
81774,28356,16156,4975,10307,7920,2787,4637,314756,25651,17374,13015,7359,10260,4861,4294,-251089,27368,13929,-3875,13015,4934,-73,4573,-214875,-21959,-16365,-12205,-7119,-9615,-4076,-3887,easy
13356,31409,6287,6067,8451,8578,10321,4436,75907,13250,4166,2977,3942,2582,1412,1906,-63604,-9383,62,-931,-122,6349,5934,-475,-61498,45700,4180,7111,9139,5642,11884,5535,difficult
544291,126623,22842,8707,16587,7814,5678,3174,118241,26265,5762,5827,4810,2677,2156,949,611293,34327,-127,-253,-340,2240,-1787,-209,240807,166389,34286,6013,23893,8033,8830,4659,easy
98432,62771,7120,11785,2658,4270,2284,1741,82418,34168,6694,4800,8355,4126,2519,2131,26236,83569,5119,17772,-4135,3997,1775,1249,5791,-26364,-4268,-3803,-7259,-3709,-2246,-2030,difficult
207955,67222,23866,41339,33839,8829,7690,5540,58542,39330,5488,3366,3080,7431,5797,2585,266203,76005,35846,56183,63660,7697,8696,7393,32622,-20221,910,19762,-2142,-4902,-4911,-1483,easy
202411,47877,27553,58794,8300,4689,1820,1323,1180182,118743,18322,18470,14047,6860,2825,2966,-1109212,-84814,1050,95314,-3917,-116,438,-1528,-846331,-56918,17411,-14667,-7578,-4227,-2448,-1758,difficult
75514,14697,3141,3568,6543,3924,2304,1631,330344,52003,3834,3072,5321,4567,2621,2885,-296734,-44034,1485,3642,7429,2295,1759,109,-212926,-30579,-2872,-2651,-4986,-3582,-2393,-2617,easy
113423,23009,5260,2473,3583,2486,1385,1107,370247,29393,8325,8296,6673,12339,2629,1587,-156026,2832,1232,-4395,-1836,-9058,-1239,-182,-357623,-15601,-7362,-7252,-4345,-10648,-1249,-779,difficult
482575,97637,7970,10908,14554,9885,8082,6021,808354,80331,45261,18613,34338,26036,20755,21242,117077,82695,-31504,-11410,-9716,-13321,-11793,-15087,-768636,-48083,-43079,-4000,-29852,-18982,-13554,-15355,easy
