delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
1273928,64397,15851,11488,30078,13912,13798,9245,1301436,38493,34695,39354,12980,5255,3140,2919,398130,-3721,-27597,-25377,34707,8660,10228,10169,-1287324,-2413,-24241,-28962,1870,1979,5004,5087,806670,83845,-4694,-29259,14718,15331,16743,3721,easy
583517,79414,4417,13388,13510,14681,7251,6102,332684,157723,47219,19667,13569,19918,19080,10217,-48369,35472,-40925,-4557,7937,-11513,-9596,-8086,-145764,-125388,-45283,-14249,-9977,-12834,-15032,-7499,946631,-145011,-42197,-32,1862,8635,-10858,3239,difficult
1049090,190569,73751,27614,38067,43915,32716,26147,315358,56924,13983,13095,8412,18891,18289,13129,-170486,-47498,-5723,-11951,-6720,-16765,-15090,-11156,683572,199435,112446,21974,24766,45971,7087,27954,1688109,248997,72581,33535,70919,45865,51285,22256,easy
107940,40981,8754,5668,6564,15052,9001,7329,1314787,263330,52454,27072,19902,67472,59115,48056,-1262970,-234175,-46012,-22939,-13250,-59248,-47131,-43238,-1174271,-229647,-42918,-24894,-13898,-48013,-54533,-34959,-1183299,-203226,-42170,-16378,-12867,-50000,-48679,-43985,difficult
335355,88099,18759,16632,17797,9033,33820,8081,435830,198877,17850,7632,8239,10529,8644,4769,-413762,-185379,-2619,-1615,338,-5034,-3957,3442,-172098,-179470,-8194,2574,-4106,-7386,-2610,-2299,284435,32516,13540,26041,32443,7932,82095,8794,easy
63509,14889,2746,6358,3542,12280,7217,2209,1375797,148442,43127,39444,14500,38638,34190,22107,-1234391,-138047,-41677,-33647,-8453,-25702,-24788,-18030,-1360339,-138846,-39394,-38222,-11717,-26053,-26707,-21373,-1342135,-123767,-40073,-27388,-12705,-27319,-29425,-20290,difficult
157417,49206,24463,5212,8444,15347,11874,6132,559925,74972,12195,12331,8662,27934,32777,15916,-266429,53488,-7238,-10739,-3166,-22843,-26928,-11207,-435659,-60349,55610,-1344,9962,9685,-3759,-3319,-505437,-70438,-11567,-9274,-7449,-24602,-32022,-14827,easy
692820,69723,9998,11665,3990,4833,3339,1476,640518,108136,7842,19143,6115,27622,16702,15632,429475,-12552,5741,-5137,-1801,-22373,-13582,-13911,58898,3191,7992,948,991,-19151,-10083,-13173,-331466,-105879,-7266,-18245,-5564,-26844,-16424,-15384,difficult
241889,49425,6280,4015,7905,13297,8778,4380,1305460,284684,24238,46822,27334,48005,39410,21815,-1186274,-276363,-21356,-42297,-25101,-36953,-30127,-20200,-923929,-189125,-13148,-42217,-15813,-33397,-31043,-15084,-1080511,-240290,-19369,-43908,-17372,-33774,-30726,-17021,easy
119016,45631,8625,4996,5073,19144,11694,3451,128449,74000,13287,15057,5130,16430,20108,14164,79424,-16785,-9660,-12123,-1908,-1352,-6078,-9817,-95517,-25815,-6674,-10111,30,17121,-8249,-11692,-12207,-42507,2349,-7950,1706,-7626,-10916,-10631,difficult
